Manufacturer,Model,Type,Modus,Refrigerant,Mass of Refrigerant [kg],Date,SPL indoor [dBA],SPL outdoor [dBA],Prated [kW],PSB [W],Guideline,Climate,P_el_n [W],P_th_max [W],k1,k2,k3,k4,k5,k6,k7,k8,k9,Group
Airwell Residential,PAC BT MB 14KW H11,Outdoor Air/Water,Inverter,R410a,3.6,2018-07-30,,,13.0,17,EN 14825,average,4604,11700,-0.1210914638052814,-0.012158755721146323,2.318753893358707,-0.047764025546887766,0.009854506424357888,0.294487550291277,0.15338465346247485,-0.10645986715035988,7.718961646174952,1.0
Airwell Residential,PAC BT MB 16KW H11,Outdoor Air/Water,Inverter,R410a,3.6,2018-07-30,,,14.0,17,EN 14825,average,4856,12300,-0.12576809716300374,-0.017255680118623013,2.554666182698441,-0.04848393040196524,0.009278342307939159,0.3331179145213332,0.1284654162368406,-0.09962179671735463,7.367370305330121,1.0
Airwell Residential,PAC BT MB 12KW H13,Outdoor Air/Water,Inverter,R410a,3.6,2018-07-30,,70.0,11.0,27,EN 14825,average,3746,9500,-0.1126475232318204,-0.01595200434932469,2.534314291817798,-0.046000653098173146,0.012036998169232435,0.2399560487270332,0.15002872083711705,-0.11996586576959414,8.238726112899881,1.0
Airwell Residential,PAC BT MB 14KW H13,Outdoor Air/Water,Inverter,R410a,3.6,2018-07-30,,73.0,13.0,27,EN 14825,average,4511,11600,-0.10524990537604284,-0.004623680319388151,2.037510975373826,-0.046249965732772416,0.011666379788087308,0.2380377102768857,0.16445227441015384,-0.10497979814696896,7.656847600866524,1.0
Airwell Residential,PAC BT MB 16KW H13,Outdoor Air/Water,Inverter,R410a,3.6,2018-07-30,,73.0,14.0,27,EN 14825,average,4528,11700,-0.10821543358737724,-0.009899719834656795,2.309162893939284,-0.04701659153270989,0.011316145296100841,0.2771115119439255,0.16227374695209734,-0.09618142621802546,7.260778410229112,1.0
Airwell Residential,PAC BT MB 5KW H11,Outdoor Air/Water,Inverter,R410a,2.4,2018-07-30,,64.0,7.0,16,EN 14825,average,1439,5900,-0.08578489791364652,0.06375484843743379,0.08052968543796371,-0.03824942243278765,0.0439363226654994,-0.7444019769060873,0.13800044834496888,-0.11949569602896284,8.27591298178821,1.0
Airwell Residential,PAC BT MB 7KW H11,Outdoor Air/Water,Inverter,R410a,2.4,2018-07-30,,64.0,7.0,16,EN 14825,average,2071,5900,-0.11529720948912653,0.0024331915059533195,1.9072966677003518,-0.04608545870477815,0.01723136925223468,0.07156615034574151,0.1500738560590693,-0.11891674815694367,8.237504721688206,1.0
Airwell Residential,PAC BT MB 9KW H11,Outdoor Air/Water,Inverter,R410a,2.4,2018-07-30,,,9.0,16,EN 14825,average,3222,7700,-0.10443417736541252,-0.0016860388096825065,1.7685268634334943,-0.048896354536985626,0.008585996382301331,0.3301370039367527,0.19122496704220576,-0.06593473043851343,6.0397189741761865,1.0
Airwell Residential,PAC-BT-UE-10KW-H11,Outdoor Air/Water,Inverter,R410a,3.9,2019-09-11,35.0,70.0,15.03,19,EN 14825,average,4331,10920,-0.047769824776168514,-0.012230809865754371,2.6486420985718,-0.03895707758458082,0.014920736999720878,0.20882232993778696,0.2303309254958171,-0.09230653257825006,7.194378818141973,1.0
Airwell Residential,PAC-BT-UE-12KW-H11,Outdoor Air/Water,Inverter,R410a,3.9,2019-09-11,35.0,69.0,11.94,19,EN 14825,average,3281,8600,-0.055016801975964126,-0.01746054730405229,2.9742646633150045,-0.03784253573480465,0.012209263942836685,0.27996054784422325,0.2146969823024676,-0.07678548656350727,6.879311662993612,1.0
Airwell Residential,PAC-BT-UE-14KW-H11,Outdoor Air/Water,Inverter,R410a,3.9,2019-09-11,35.0,67.0,9.7,19,EN 14825,average,2902,8580,-0.0437141259426836,0.009176375917699351,1.833598733980692,-0.03806497109723545,0.020714343802731808,-0.01727580237126061,0.22385495236909936,-0.0860517310104116,7.130785919587049,1.0
Airwell Residential,PAC-BT-UE-16KW-H11,Outdoor Air/Water,Inverter,R410a,3.9,2019-09-11,35.0,70.0,15.12,19,EN 14825,average,4018,10680,-0.04114152457049497,-0.0009728564839622733,2.2627408938534868,-0.03823413115766157,0.018759363402788148,0.08596733868704484,0.2529815670542713,-0.09092085278896242,7.1662188320367575,1.0
Airwell Residential,PAC-BT-UE-12KW-H13,Outdoor Air/Water,Inverter,R410a,3.9,2019-09-11,,,17.41,19,EN 14825,average,4020,12120,-0.048709616642364166,0.0010279024934238283,2.429925623587023,-0.03837108318888977,0.01989660197718623,0.06117399281823323,0.2536038481285989,-0.09482679723039683,7.608307684091648,1.0
Airwell Residential,PAC-BT-UE-14KW-H13,Outdoor Air/Water,Inverter,R410a,3.9,2019-09-11,,,13.66,19,EN 14825,average,3371,9550,-0.04787223972670765,-0.0009196161522295256,2.3910216446444625,-0.03528633968816318,0.01998556712553584,0.035430389852552924,0.18958470248095396,-0.09105166518742852,7.298854531813943,1.0
Airwell Residential,PAC-BT-UE-16KW-H13,Outdoor Air/Water,Inverter,R410a,3.9,2019-09-11,35.0,70.0,16.47,19,EN 14825,average,3880,11260,-0.04823921977467182,0.0012278139047979168,2.351147918811364,-0.03945333821226266,0.019071692941564498,0.08323821763000938,0.282465779215105,-0.09239361031654067,7.512400127378278,1.0
Airwell Residential,PAC-BT-UE-4KW-H11,Outdoor Air/Water,Inverter,R410a,2.5,2019-09-11,35.0,60.0,3.02,17,EN 14825,average,1292,2620,-0.03648558128614048,-0.04488210043204894,3.826094493616567,-0.03799130715005407,0.002312878072592715,0.5762972086172775,0.2462094088667348,-0.09812516865238756,7.742569741392245,1.0
Airwell Residential,PAC-BT-UE-6KW-H11,Outdoor Air/Water,Inverter,R410a,2.5,2019-09-11,35.0,62.0,5.39,17,EN 14825,average,1611,4770,-0.05145135871213651,-0.0038721854819610095,2.4298838347248624,-0.03588731314475648,0.01940580403916216,0.05342554729685437,0.1520026725734374,-0.08945987069986404,7.12942370130073,1.0
Airwell Residential,PAC-BT-UE-8KW-H11,Outdoor Air/Water,Inverter,R410a,2.8,2019-09-11,35.0,65.0,6.03,17,EN 14825,average,2130,5330,-0.02552144956556721,-0.0024828267259897497,2.1095313971149467,-0.036596444713201656,0.015378995266410369,0.14503318567627932,0.21179740816913764,-0.08048814785397819,6.785489153202653,1.0
Airwell Residential,WELLEA MONOBLOC 12 KW 1PH,Outdoor Air/Water,Inverter,R32,2.8,2020-01-17,,68.0,13.0,9,EN 14825,average,3653,11290,-0.11164448178255876,0.01498973092272606,1.5624532997882188,-0.043016354902566,0.021404613719596257,-0.043479847665445985,0.09060431644868412,-0.07377646990460575,6.28770104540041,1.0
Airwell Residential,WELLEA MONOBLOC 14 KW 1PH,Outdoor Air/Water,Inverter,R32,2.8,2020-01-17,,71.0,14.0,9,EN 14825,average,4391,12180,-0.1176678167838478,0.0010705587183773037,1.9413088225454789,-0.04511056170499933,0.01497392515117757,0.1429874859885693,0.09710533191780524,-0.07258069148673553,6.277592608020326,1.0
Airwell Residential,WELLEA MONOBLOC 16 KW 1PH,Outdoor Air/Water,Inverter,R32,2.8,2020-01-17,,71.0,15.0,9,EN 14825,average,5202,12900,-0.1199203357775575,-0.010242192005061851,2.2219599240061205,-0.047469213057437135,0.008931864855784998,0.3241709064373055,0.11696358649796244,-0.07661039789291572,6.4391098748260855,1.0
Airwell Residential,WELLEA MONOBLOC 12 KW 3PH,Outdoor Air/Water,Inverter,R32,2.8,2020-01-17,,68.0,13.0,9,EN 14825,average,3653,11290,-0.11164448178255876,0.01498973092272606,1.5624532997882188,-0.043016354902566,0.021404613719596257,-0.043479847665445985,0.09060431644868412,-0.07377646990460575,6.28770104540041,1.0
Airwell Residential,WELLEA MONOBLOC 14 KW 3PH,Outdoor Air/Water,Inverter,R32,2.8,2020-01-17,,71.0,14.0,9,EN 14825,average,4391,12180,-0.12844192752234734,0.001369543045798996,1.8135937326995561,-0.04832179289740983,0.013883937792537741,0.1594131699977591,0.1184613909353021,-0.04888751675695815,5.408393520246875,1.0
Airwell Residential,WELLEA MONOBLOC 16KW 3PH,Outdoor Air/Water,Inverter,R32,2.8,2020-01-17,,71.0,15.0,9,EN 14825,average,5202,12900,-0.1199203357775575,-0.010242192005061851,2.2219599240061205,-0.047469213057437135,0.008931864855784998,0.3241709064373055,0.11696358649796244,-0.07661039789291572,6.4391098748260855,1.0
Airwell Residential,WELLEA MONOBLOC 5KW,Outdoor Air/Water,Inverter,R32,2.0,2020-01-17,,61.0,7.0,9,EN 14825,average,2021,5830,-0.12121215430733605,0.0012491989824316106,2.0024047414459543,-0.044758754183172725,0.018576840434625742,0.03663192063437504,0.0893740160859716,-0.08837598001228822,6.897615256621555,1.0
Airwell Residential,WELLEA MONOBLOC 7KW,Outdoor Air/Water,Inverter,R32,2.0,2020-01-17,,64.0,7.0,9,EN 14825,average,2021,5830,-0.12121215430733605,0.0012491989824316106,2.0024047414459543,-0.044758754183172725,0.018576840434625742,0.03663192063437504,0.0893740160859716,-0.08837598001228822,6.897615256621555,1.0
Airwell Residential,WELLEA MONOBLOC 9KW,Outdoor Air/Water,Inverter,R32,2.0,2020-01-17,,67.0,7.0,9,EN 14825,average,2650,6580,-0.12542524626526932,-0.017423944459801284,2.5426534338661844,-0.04778740459555069,0.012102417034093862,0.2336409900541,0.12349712822401095,-0.10733674787134334,7.684960759589402,1.0
Airwell Residential,AW-YHPS04-H91 + AW-WHPS0406-N91,Outdoor Air/Water,Inverter,R32,1.55,2020-04-22,43.0,61.0,6.0,15,EN 14825,average,1933,5310,-0.1254512188041416,-0.0047970498029897505,2.12234308817768,-0.04756966755243805,0.01496333205207723,0.12787942647602207,0.1677151746384649,-0.11429931089441465,8.189535700760867,1.0
Airwell Residential,AW-YHPS06-H91 + AW-WHPS0406-N91,Outdoor Air/Water,Inverter,R32,1.55,2020-04-22,43.0,62.0,6.0,15,EN 14825,average,1933,5310,-0.1254512188041416,-0.0047970498029897505,2.12234308817768,-0.04756966755243805,0.01496333205207723,0.12787942647602207,0.1677151746384649,-0.11429931089441465,8.189535700760867,1.0
Airwell Residential,AW-YHPS08-H91 + AW-WHPS0810-N91,Outdoor Air/Water,Inverter,R32,1.65,2020-04-22,43.0,63.0,7.92,14,EN 14825,average,2652,7010,-0.1353843357961035,-0.016159542494294982,2.5522366883467527,-0.04768161770744224,0.012354772396265831,0.2133913419430725,0.12459301793912934,-0.1282665186953576,8.658086017365942,1.0
Airwell Residential,AW-YHPS10-H91 + AW-WHPS0810-N91,Outdoor Air/Water,Inverter,R32,1.65,2020-04-22,43.0,63.0,7.92,14,EN 14825,average,2652,7010,-0.1353843357961035,-0.016159542494294982,2.5522366883467527,-0.04768161770744224,0.012354772396265831,0.2133913419430725,0.12459301793912934,-0.1282665186953576,8.658086017365942,1.0
Airwell Residential,AW-YHPS04-H91 + AW-WHPST0410-N91,Outdoor Air/Water,Inverter,R32,1.55,2020-04-22,39.0,61.0,5.41,15,EN 14825,average,1227,4260,-0.10531741965419454,0.02174688736583561,1.6565140384469532,-0.03806349869340762,0.02916691772072094,-0.2740360275042514,0.10746956107542227,-0.10404824552482024,7.7567649761517,1.0
Airwell Residential,AW-YHPS06-H91 + AW-WHPST0410-N91,Outdoor Air/Water,Inverter,R32,1.55,2020-04-22,39.0,62.0,5.84,15,EN 14825,average,1693,5170,-0.12677934576370226,-0.005563051071212173,2.372258240450832,-0.0449330344513989,0.01792453679215992,0.05617168663341415,0.11353380751767647,-0.11786630438235915,8.348035886831715,1.0
Airwell Residential,AW-YHPS08-H91 + AW-WHPST0410-N91,Outdoor Air/Water,Inverter,R32,1.65,2020-04-22,39.0,63.0,7.57,15,EN 14825,average,2371,6700,-0.13497213846805006,-0.011593662855162515,2.5247726883042096,-0.046380169074054116,0.01566547517120824,0.1190850507332034,0.11425195636988313,-0.1318543844399162,8.888862617827535,1.0
Airwell Residential,AW-YHPS10-H91 + AW-WHPST0410-N91,Outdoor Air/Water,Inverter,R32,1.65,2020-04-22,39.0,65.0,8.5,15,EN 14825,average,2653,7520,-0.14244380159217468,-0.016878290627991812,2.7664565699642987,-0.04748220967250026,0.0109141942049217,0.2670771403249274,0.14740668250479247,-0.13707923358455076,9.308675265702156,1.0
ait-deutschland,alpha innotec L12 Split-HT 12,Outdoor Air/Water,Inverter,R410a,2.9,2020-04-29,35.0,58.0,10.0,15,EN 14825,average,3540,8900,-0.09538904638547632,-0.020148806908818973,2.735516447907086,-0.04310391372377738,0.009220956980957769,0.33406985499035474,0.15318082082236487,-0.07409277965853263,6.484556427883788,1.0
ait-deutschland,NOVELAN L12 Split-CS 12,Outdoor Air/Water,Inverter,R410a,2.9,2020-04-29,35.0,58.0,10.0,15,EN 14825,average,3540,8900,-0.09538904638547632,-0.020148806908818973,2.735516447907086,-0.04310391372377738,0.009220956980957769,0.33406985499035474,0.15318082082236487,-0.07409277965853263,6.484556427883788,1.0
ait-deutschland,alpha innotec L6 Split-HT 6,Outdoor Air/Water,Inverter,R410a,1.5,2020-04-29,35.0,51.0,5.3,12,EN 14825,average,1654,4700,-0.060631949871251214,0.009005296848857319,1.663537454767499,-0.03964483843775399,0.02035635590682735,-0.036204407987547656,0.17328186089255526,-0.1021325698701946,7.704320576163992,1.0
ait-deutschland,NOVELAN L6 Split-CS 6,Outdoor Air/Water,Inverter,R410a,1.5,2020-04-29,35.0,51.0,5.3,12,EN 14825,average,1654,4700,-0.060631949871251214,0.009005296848857319,1.663537454767499,-0.03964483843775399,0.02035635590682735,-0.036204407987547656,0.17328186089255526,-0.1021325698701946,7.704320576163992,1.0
ait-deutschland,alpha innotec L8 Split-HT 12,Outdoor Air/Water,Inverter,R410a,2.6,2020-04-29,35.0,55.0,7.0,15,EN 14825,average,2534,6300,-0.09345603181930737,-0.020602018773956024,2.7519440189559385,-0.04181443144339138,0.010230266732749295,0.3061294483199054,0.13313339071766567,-0.07706016310057932,6.500476239343662,1.0
ait-deutschland,NOVELAN L8 Split-CS 12,Outdoor Air/Water,Inverter,R410a,2.6,2020-04-29,35.0,55.0,7.0,15,EN 14825,average,2534,6300,-0.09345603181930737,-0.020602018773956024,2.7519440189559385,-0.04181443144339138,0.010230266732749295,0.3061294483199054,0.13313339071766567,-0.07706016310057932,6.500476239343662,1.0
ait-deutschland,LW 101,Outdoor Air/Water,On-Off,R407c,4.8,2019-10-08,,,9.35,10,EN 14825,average,2535,6980,0.0924255919888032,-0.008176620035169887,3.835786869953281,0.0010885633482352944,0.017388233834666467,0.4394951311416121,0.09151349529066784,-0.0546264940760304,5.406238500346207,4.0
ait-deutschland,LW 101A,Outdoor Air/Water,On-Off,R407c,4.8,2019-10-08,50.0,58.0,9.35,10,EN 14825,average,2535,6980,0.0924255919888032,-0.008176620035169887,3.835786869953281,0.0010885633482352944,0.017388233834666467,0.4394951311416121,0.09151349529066784,-0.0546264940760304,5.406238500346207,4.0
ait-deutschland,LW 121,Outdoor Air/Water,On-Off,R407c,5.8,2019-10-08,,,12.51,10,EN 14825,average,3023,8700,0.09375182882128047,-0.010468518495472385,4.043053727237023,0.0013204226343671904,0.018534826553282747,0.4074912945008255,0.09236536946719508,-0.0600845988806139,5.7021292933859415,4.0
ait-deutschland,LW 121A,Outdoor Air/Water,On-Off,R407c,5.8,2019-10-08,50.0,61.0,12.51,10,EN 14825,average,3023,8700,0.09375182882128047,-0.010468518495472385,4.043053727237023,0.0013204226343671904,0.018534826553282747,0.4074912945008255,0.09236536946719508,-0.0600845988806139,5.7021292933859415,4.0
ait-deutschland,LW 140 (L),Outdoor Air/Water,On-Off,R407c,10.2,2019-10-08,58.0,,13.71,10,EN 14825,average,3514,10400,0.07483482005918027,-0.008344123320578734,3.9513444776457916,-0.0027531411261101702,0.018411793900381883,0.3947655814615941,0.09464847696426862,-0.059799396574795737,5.755584587883682,4.0
ait-deutschland,LW 140A,Outdoor Air/Water,On-Off,R407c,10.2,2019-10-08,58.0,58.0,13.71,10,EN 14825,average,3514,10400,0.07483482005918027,-0.008344123320578734,3.9513444776457916,-0.0027531411261101702,0.018411793900381883,0.3947655814615941,0.09464847696426862,-0.059799396574795737,5.755584587883682,4.0
ait-deutschland,LW 180 (L),Outdoor Air/Water,2-Stages,R407c,6.8,2019-10-08,59.0,,18.5,10,EN 14825,average,4857,12780,-0.03273354603772364,-0.010226607640957671,3.229901572158288,-0.02670051949947052,0.019115845811583508,0.22067651064138136,0.10942983113886652,-0.07656001923112153,6.334996252083764,7.0
ait-deutschland,LW 180A,Outdoor Air/Water,2-Stages,R407c,6.8,2019-10-08,59.0,57.0,18.5,10,EN 14825,average,4857,12780,-0.03273354603772364,-0.010226607640957671,3.229901572158288,-0.02670051949947052,0.019115845811583508,0.22067651064138136,0.10942983113886652,-0.07656001923112153,6.334996252083764,7.0
ait-deutschland,LW 251 (L),Outdoor Air/Water,2-Stages,R407c,9.8,2019-10-08,63.0,,25.01,10,EN 14825,average,6541,19180,-0.03505312982663755,7.964173374182953e-05,2.9673721926412893,-0.02788618588166955,0.01985204133991525,0.2254613864407013,0.11309349441599666,-0.06333684180206715,5.825126706185889,7.0
ait-deutschland,LW 251A,Outdoor Air/Water,2-Stages,R407c,9.8,2019-10-08,63.0,62.0,25.01,10,EN 14825,average,6541,19180,-0.03505312982663755,7.964173374182953e-05,2.9673721926412893,-0.02788618588166955,0.01985204133991525,0.2254613864407013,0.11309349441599666,-0.06333684180206715,5.825126706185889,7.0
ait-deutschland,LW 300A-LUX 2.0,Outdoor Air/Water,Inverter,Other,10.0,2020-07-20,,68.0,23.02,38,EN 14825,average,7325,20360,0.02219123651026449,0.003444273471537792,2.4551112465910268,-0.01572099962708293,0.0168751653515196,0.2717485634564385,0.09343156804413356,-0.04866655320291715,4.937152278195809,1.0
ait-deutschland,LW 300(L),Outdoor Air/Water,Inverter,Other,10.0,2020-07-20,68.0,68.0,23.02,38,EN 14825,average,7325,20360,0.02219123651026449,0.003444273471537792,2.4551112465910268,-0.01572099962708293,0.0168751653515196,0.2717485634564385,0.09343156804413356,-0.04866655320291715,4.937152278195809,1.0
ait-deutschland,LW 310 (L),Outdoor Air/Water,2-Stages,Other,10.0,2019-10-08,68.0,,26.86,10,EN 14825,average,8568,23760,-0.03651744007812988,-0.004513719418129484,3.0722733666024067,-0.026853510656619776,0.017224684448641354,0.3171023442995849,0.0930332608574606,-0.05746574691713426,5.4910186372753635,7.0
ait-deutschland,LW 310A,Outdoor Air/Water,2-Stages,Other,10.0,2019-10-08,68.0,64.0,26.86,10,EN 14825,average,8568,23760,-0.03651744007812988,-0.004513719418129484,3.0722733666024067,-0.026853510656619776,0.017224684448641354,0.3171023442995849,0.0930332608574606,-0.05746574691713426,5.4910186372753635,7.0
ait-deutschland,LWC 100,Outdoor Air/Water,On-Off,Other,4.1,2019-09-06,55.0,,11.19,10,EN 14825,average,2948,7830,0.09665177797982648,-0.010701122378054229,3.827059682537148,0.0031935936648547786,0.017000453894860806,0.4449253742489181,0.08717323378809502,-0.05630089241368085,5.3852368584619486,4.0
ait-deutschland,LWC 120,Outdoor Air/Water,On-Off,Other,4.5,2019-09-06,55.0,,12.68,10,EN 14825,average,3432,8820,0.08889185061837014,-0.010683521909146851,3.72271841130645,0.00025165936184375065,0.01702087197839715,0.4378102260173107,0.09152818070948993,-0.054292298285422175,5.255949121078172,4.0
ait-deutschland,LWC 60,Outdoor Air/Water,On-Off,R407c,2.95,2019-09-06,55.0,,5.9,10,EN 14825,average,1629,4420,0.1040748240521304,-0.010077659143326943,3.9477807305361376,0.003004034077529956,0.016622857178803137,0.4775441644786573,0.09371824233279737,-0.0534992835080923,5.3585240223120945,4.0
ait-deutschland,LWC 80,Outdoor Air/Water,On-Off,R407c,3.2,2019-09-06,55.0,55.0,7.85,10,EN 14825,average,2121,5940,0.08359904825786034,-0.009100190912016488,3.868642950039407,-0.00035772946305618827,0.017066370972969376,0.44553614452577145,0.08888357500737849,-0.055112734419870864,5.450907733046564,4.0
ait-deutschland,LWD 50A-HMD,Outdoor Air/Water,On-Off,R290,0.95,2017-05-12,,57.0,5.41,15,EN 14825,average,1437,4000,0.1193651053156408,-0.02050548030571149,4.627738239590221,0.0016040298394506233,0.019353135571254,0.3722673021963776,0.119638438423464,-0.07326532507882583,6.436011015108662,4.0
ait-deutschland,LWD 50A-HTD,Outdoor Air/Water,On-Off,R290,0.95,2017-05-12,,57.0,5.41,15,EN 14825,average,1437,4000,0.1193651053156408,-0.02050548030571149,4.627738239590221,0.0016040298394506233,0.019353135571254,0.3722673021963776,0.119638438423464,-0.07326532507882583,6.436011015108662,4.0
ait-deutschland,LWD 50A/RX-HMD,Outdoor Air/Water,On-Off,R290,2.1,2020-11-24,,57.0,5.41,15,EN 14825,average,1422,4110,0.11618202850972285,-0.012318654134353587,4.239742093187068,0.005520676333043393,0.01397466286360991,0.5659631538740016,0.09380644680400564,-0.05239897362738658,5.500392154627382,4.0
ait-deutschland,LWD 50A/SX-HMD,Outdoor Air/Water,On-Off,R290,0.95,2020-11-24,,58.0,5.91,10,EN 14825,average,1503,4110,0.10404429137840708,-0.014635070348686746,4.168366641176155,0.0006292435629653457,0.0112969161235313,0.6197788637007984,0.10630287368466054,-0.04922071691611738,5.392402085601996,4.0
ait-deutschland,LWD 50A/SX-HTD S,Outdoor Air/Water,On-Off,R290,0.95,2020-11-24,,58.0,5.91,10,EN 14825,average,1503,4110,0.10404429137840708,-0.014635070348686746,4.168366641176155,0.0006292435629653457,0.0112969161235313,0.6197788637007984,0.10630287368466054,-0.04922071691611738,5.392402085601996,4.0
ait-deutschland,LWD 70A-HMD,Outdoor Air/Water,On-Off,R290,1.1,2017-05-12,,57.0,8.28,15,EN 14825,average,1921,5800,0.12791777949550173,-0.012848948585057116,4.37970697490025,0.002530734417557591,0.017600100826671204,0.4438562983450817,0.12190452473876652,-0.06159763908891607,5.9732530070958125,4.0
ait-deutschland,LWD 70A-HTD,Outdoor Air/Water,On-Off,R290,1.1,2017-05-12,,57.0,8.28,15,EN 14825,average,1921,5800,0.12791777949550173,-0.012848948585057116,4.37970697490025,0.002530734417557591,0.017600100826671204,0.4438562983450817,0.12190452473876652,-0.06159763908891607,5.9732530070958125,4.0
ait-deutschland,LWD 70A/RX-HMD,Outdoor Air/Water,On-Off,R290,2.2,2020-11-24,,57.0,7.92,15,EN 14825,average,1943,5580,0.10773584593036878,-0.013699151540414069,4.239483928514917,0.002998388466569614,0.013703354787589451,0.5628429379172974,0.09843208811063152,-0.05349248103610466,5.548041726996868,4.0
ait-deutschland,LWD 70A/RX-HTD,Outdoor Air/Water,On-Off,R290,2.2,2020-11-24,,57.0,7.92,15,EN 14825,average,1943,5580,0.10773584593036878,-0.013699151540414069,4.239483928514917,0.002998388466569614,0.013703354787589451,0.5628429379172974,0.09843208811063152,-0.05349248103610466,5.548041726996868,4.0
ait-deutschland,LWD 70A/SX-HMD,Outdoor Air/Water,On-Off,R290,1.1,2020-11-24,,58.0,8.13,10,EN 14825,average,2255,5810,0.10755845708403236,-0.010972817668158242,3.7396495334493287,0.002789216173292399,0.010465945784864122,0.6362912561518446,0.0970829144821898,-0.041129205193754285,4.845276227633312,4.0
ait-deutschland,LWD 70A/SX-HTD S,Outdoor Air/Water,On-Off,R290,1.1,2020-11-24,,58.0,8.13,10,EN 14825,average,2255,5810,0.10755845708403236,-0.010972817668158242,3.7396495334493287,0.002789216173292399,0.010465945784864122,0.6362912561518446,0.0970829144821898,-0.041129205193754285,4.845276227633312,4.0
ait-deutschland,LWD 90A-HMD,Outdoor Air/Water,On-Off,R290,1.17,2017-05-12,,62.0,10.21,15,EN 14825,average,2358,7200,0.09626099037910717,-0.00590849456345545,3.953341161518343,0.0020990420218083717,0.015469457075702525,0.508176601508241,0.09173928847026884,-0.050889050880054375,5.429473614355941,4.0
ait-deutschland,LWD 90A-HTD,Outdoor Air/Water,On-Off,R290,1.17,2017-05-12,,62.0,10.21,15,EN 14825,average,2358,7200,0.09626099037910717,-0.00590849456345545,3.953341161518343,0.0020990420218083717,0.015469457075702525,0.508176601508241,0.09173928847026884,-0.050889050880054375,5.429473614355941,4.0
