manufacturers,models,titels,dates,types,refrigerants,mass_of_refrigerants,spl_indoor,spl_outdoor,eta,p_rated,scop,t_biv,tol,p_th_minus7,cop_minus7,p_th_2,cop_2,p_th_7,cop_7,p_th_12,cop_12,p_th_tbiv,cop_tbiv,p_th_tol,cop_tol,rated_airflows,wtols,poffs,ptos,psbs,pcks,supply_energy,supp_energy_types,p_sups,p_design_cools,seers,pdcs_35,eer_35,pdcs_30,eer_30,pdcs_25,eer_25,pdcs_20,eer_20,temperatures
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ARIANEXT PLUS 40 M H,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,1,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ARIANEXT PLUS 40 M H,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,1,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ARIANEXT PLUS 40 M H LINK ,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,1,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ARIANEXT PLUS 40 M H LINK ,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,1,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ARIANEXT PLUS 40 M LINK,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,1,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ARIANEXT PLUS 40 M LINK,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,1,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ATAG i ENERGION M HYBRIDzone 4,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,2,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ATAG i ENERGION M HYBRIDzone 4,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,2,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ATAG p ENERGION M HYBRIDzone 4,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,2,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ATAG p ENERGION M HYBRIDzone 4,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,2,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ENERGION M COMPACT 4,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,1,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ENERGION M COMPACT 4,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,1,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ENERGION M COMPACT 4 2Z,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",43,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,15,15,15,15,,1,4.00,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ENERGION M COMPACT 4 2Z,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",43,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,15,15,15,15,,1,4.00,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ENERGION M FLEX 4 180 e,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,1,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ENERGION M FLEX 4 180 e,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,1,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ENERGION M FLEX 4 2Z 180 e,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",43,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,15,15,15,15,,1,4.00,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ENERGION M FLEX 4 2Z 180 e,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",43,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,15,15,15,15,,1,4.00,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ENERGION M HYBRIDall 4,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,2,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ENERGION M HYBRIDall 4,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,2,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ENERGION M LIGHT 4,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,1,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ENERGION M LIGHT 4,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,1,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ENERGION M PLUS 4,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,1,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ENERGION M PLUS 4,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,1,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ENERGION M PLUS 4 2Z,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",43,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,15,15,15,15,,1,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,ENERGION M PLUS 4 2Z,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",43,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,15,15,15,15,,1,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS COMPACT 40 M 2Z NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",43,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,1,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS COMPACT 40 M 2Z NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",43,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,1,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS COMPACT 40 M NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,1,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS COMPACT 40 M NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,1,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS FLEX 40 M 2Z H NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",43,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,1,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS FLEX 40 M 2Z H NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",43,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,1,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS FLEX 40 M 2Z NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",43,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,1,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS FLEX 40 M 2Z NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",43,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,1,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS FLEX 40 M H NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,1,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS FLEX 40 M H NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,1,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS FLEX 40 M NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,1,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS FLEX 40 M NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,1,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS M FLEX IN 4 NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",0,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,2,1.10,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS M FLEX IN 4 NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",0,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,2,0.70,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS M HYBRID 4 NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,2,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS M HYBRID 4 NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,2,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS M HYBRID FLEX 4 NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,2,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS M HYBRID FLEX 4 NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,2,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS M HYBRID UNIVERSAL 4 NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,2,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS M HYBRID UNIVERSAL 4 NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,2,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS PLUS 40 M 2Z H NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",43,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,1,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS PLUS 40 M 2Z H NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",43,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,1,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS PLUS 40 M 2Z NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",43,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,1,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS PLUS 40 M 2Z NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",43,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,1,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS PLUS 40 M H NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,1,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS PLUS 40 M H NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,1,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS PLUS 40 M NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,1,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS PLUS 40 M NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,1,0.72,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS POCKET 40 M NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,191,5.21,4.55,-7,-10,4.61,3.30,2.80,4.48,1.82,5.44,1.54,7.21,4.61,3.30,4.07,2.99,,60,13,13,13,13,,1,1.14,,,,,,,,,,,low
 Ariston Thermo Group,NIMBUS 40 M - ARIANEXT 40 M - AEROTOP MONO 04X - ENERGION M 4,NIMBUS POCKET 40 M NET,19.12.2017,Outdoor Air/Water,R410A,"1,880 kg",15,57,135,4.64,3.25,-7,-10,4.10,2.29,2.50,3.27,1.62,3.69,1.51,5.29,4.10,2.13,3.92,2.13,,60,13,13,13,13,,1,0.72,,,,,,,,,,,high
 STIEBEL ELTRON GmbH & Co KG,WPL 25 ACS,WPL 25 ACS,11.08.2016,Outdoor Air/Water,R410A,"5,500 kg",,54,178,15.00,4.53,-5,-20,13.00,3.02,8.00,4.40,8.10,5.64,9.10,8.11,11.80,3.18,12.60,2.87,,65,16,16,16,43,Electricity,1,2.40,,,,,,,,,,,low
 STIEBEL ELTRON GmbH & Co KG,WPL 25 ACS,WPL 25 ACS,11.08.2016,Outdoor Air/Water,R410A,"5,500 kg",,54,139,15.00,3.55,-5,-20,13.26,2.43,7.70,3.37,7.90,4.45,9.00,6.66,12.40,2.53,13.40,2.28,,65,16,16,16,43,Electricity,1,1.60,,,,,,,,,,,high
 STIEBEL ELTRON GmbH & Co KG,WPL 25 ACS,"WPL 25 ACS + HSBC 300 cool "" Profile M""",11.08.2016,Outdoor Air/Water,R410A,"5,500 kg",,54,178,15.00,4.53,-5,-20,13.00,3.02,8.00,4.40,8.10,5.64,9.10,8.11,11.80,3.18,12.60,2.87,,65,16,16,16,43,Electricity,1,2.40,,,,,,,,,,,low
 STIEBEL ELTRON GmbH & Co KG,WPL 25 ACS,"WPL 25 ACS + HSBC 300 cool "" Profile M""",11.08.2016,Outdoor Air/Water,R410A,"5,500 kg",,54,139,15.00,3.55,-5,-20,13.26,2.43,7.70,3.37,7.90,4.45,9.00,6.66,12.40,2.53,13.40,2.28,,65,16,16,16,43,Electricity,1,1.60,,,,,,,,,,,high
 STIEBEL ELTRON GmbH & Co KG,WPL 25 ACS,"WPL 25 ACS + HSBC 300 cool "" Profile XL""",11.08.2016,Outdoor Air/Water,R410A,"5,500 kg",,54,178,15.00,4.53,-5,-20,13.00,3.02,8.00,4.40,8.10,5.64,9.10,8.11,11.80,3.18,12.60,2.87,,65,16,16,16,43,Electricity,1,2.40,,,,,,,,,,,low
 STIEBEL ELTRON GmbH & Co KG,WPL 25 ACS,"WPL 25 ACS + HSBC 300 cool "" Profile XL""",11.08.2016,Outdoor Air/Water,R410A,"5,500 kg",,54,139,15.00,3.55,-5,-20,13.26,2.43,7.70,3.37,7.90,4.45,9.00,6.66,12.40,2.53,13.40,2.28,,65,16,16,16,43,Electricity,1,1.60,,,,,,,,,,,high
 Groupe Atlantic,Alféa Hybrid Duo gaz Tri 14,Alféa Condensol Hybrid Duo Gaz Tri 14,20.12.2016,Outdoor Air/Water,R410A,"2,500 kg",46,69,150,12.50,3.82,-7,-10,11.10,2.50,6.70,3.70,6.20,5.40,7.30,7.00,11.10,2.50,10.80,2.40,,80,14,66,17,0,,2,1.70,,,,,,,,,,,low
 Groupe Atlantic,Alféa Hybrid Duo gaz Tri 14,Alféa Condensol Hybrid Duo Gaz Tri 14,20.12.2016,Outdoor Air/Water,R410A,"2,500 kg",46,69,117,11.30,3.00,-7,-10,10.00,2.00,6.10,2.90,5.90,4.10,7.10,5.40,10.00,2.00,9.30,1.60,,80,14,43,17,0,,2,2.00,,,,,,,,,,,high
 Groupe Atlantic,Alféa Hybrid Duo gaz Tri 14,Alféa Hybrid Duo Gaz Tri 14,20.12.2016,Outdoor Air/Water,R410A,"2,500 kg",46,69,150,12.50,3.82,-7,-10,11.10,2.50,6.70,3.70,6.20,5.40,7.30,7.00,11.10,2.50,10.80,2.40,,80,14,66,17,0,,2,1.70,,,,,,,,,,,low
 Groupe Atlantic,Alféa Hybrid Duo gaz Tri 14,Alféa Hybrid Duo Gaz Tri 14,20.12.2016,Outdoor Air/Water,R410A,"2,500 kg",46,69,117,11.30,3.00,-7,-10,10.00,2.00,6.10,2.90,5.90,4.10,7.10,5.40,10.00,2.00,9.30,1.60,,80,14,43,17,0,,2,2.00,,,,,,,,,,,high
 Viessmann Climate Solutions SE,Vitocal 2xx-S ODU2,Vitocal 200-S AWB-E-M 201.D08,,Outdoor Air/Water,R410A,"2,390 kg",39,55,175,6.82,4.46,-7,-20,6.04,3.07,3.67,4.35,4.36,5.70,4.17,7.17,6.04,3.07,5.41,2.74,,60,14,0,16,0,,1,1.45,,,,,,,,,,,low
 Viessmann Climate Solutions SE,Vitocal 2xx-S ODU2,Vitocal 200-S AWB-E-M 201.D08,,Outdoor Air/Water,R410A,"2,390 kg",39,55,127,6.41,3.25,-7,-20,5.67,2.15,3.53,3.10,4.14,4.26,4.01,5.72,5.67,2.15,5.38,1.99,,60,14,0,16,0,,1,1.06,,,,,,,,,,,high
