Manufacturer,Model,T_outside [°C],T_out [°C],EER,Group,Pdc [W],P_el [W],Pdc_n,P_el_n
Advantix S.p.A.,i-32V512,30,7,4.03,1.0,6280.0,1558.3126550868485,0.7379553466509988,0.5585021854306566
Advantix S.p.A.,i-32V512,25,7,4.58,1.0,3980.0,868.9956331877729,0.46768507638072854,0.31144966876882574
Advantix S.p.A.,i-32V512,35,7,3.05,1.0,8510.0,2790.16393442623,1.0,1.0
Advantix S.p.A.,i-32V512,20,18,6.004,1.0,2531.6549999999997,421.6613924050633,0.2974917743830787,0.1511242358208511
Advantix S.p.A.,i-32V512,30,18,4.8763000000000005,1.0,6231.016,1277.8163771712157,0.732199294947121,0.45797179205313837
Advantix S.p.A.,i-32V512,25,18,5.4959999999999996,1.0,3677.5199999999995,669.1266375545852,0.4321410105757931,0.23981624495199583
Advantix S.p.A.,i-32V512,35,18,3.6904999999999997,1.0,8752.535,2371.6393442622953,1.0285,0.85
Advantix S.p.A.,i-32V512T,20,7,6.32,1.0,4230.0,669.3037974683544,0.4970622796709753,0.23987973939817636
Advantix S.p.A.,i-32V512T,35,7,3.05,1.0,8510.0,2790.16393442623,1.0,1.0
Advantix S.p.A.,i-32V512T,30,7,4.03,1.0,6280.0,1558.3126550868485,0.7379553466509988,0.5585021854306566
Advantix S.p.A.,i-32V512T,25,7,4.58,1.0,3980.0,868.9956331877729,0.46768507638072854,0.31144966876882574
Advantix S.p.A.,i-32V512T,20,18,6.004,1.0,2531.6549999999997,421.6613924050633,0.2974917743830787,0.1511242358208511
Advantix S.p.A.,i-32V512T,35,18,3.6904999999999997,1.0,8752.535,2371.6393442622953,1.0285,0.85
Advantix S.p.A.,i-32V512T,30,18,4.8763000000000005,1.0,6231.016,1277.8163771712157,0.732199294947121,0.45797179205313837
Advantix S.p.A.,i-32V512T,25,18,5.4959999999999996,1.0,3677.5199999999995,669.1266375545852,0.4321410105757931,0.23981624495199583
Advantix S.p.A.,i-32V514,20,7,6.72,1.0,5530.0,822.9166666666667,0.4817073170731707,0.23296856852497097
Advantix S.p.A.,i-32V514,25,7,4.91,1.0,5410.0,1101.8329938900204,0.4712543554006969,0.3119300723120702
Advantix S.p.A.,i-32V514,30,7,4.31,1.0,8470.0,1965.1972157772625,0.7378048780487805,0.5563493859996606
Advantix S.p.A.,i-32V514,35,7,3.25,1.0,11480.0,3532.3076923076924,1.0,1.0
Advantix S.p.A.,i-32V514,20,18,6.3839999999999995,1.0,3309.705,518.4375,0.2883018292682927,0.1467701981707317
Advantix S.p.A.,i-32V514,25,18,5.892,1.0,4998.84,848.4114052953157,0.4354390243902439,0.24018615568029408
Advantix S.p.A.,i-32V514,30,18,5.2151,1.0,8403.934,1611.461716937355,0.73205,0.45620649651972156
Advantix S.p.A.,i-32V514,35,18,3.9325,1.0,11807.18,3002.4615384615386,1.0285,0.85
Advantix S.p.A.,i-32V514T,30,7,4.31,1.0,8470.0,1965.1972157772625,0.7378048780487805,0.5563493859996606
Advantix S.p.A.,i-32V514T,25,7,4.91,1.0,5410.0,1101.8329938900204,0.4712543554006969,0.3119300723120702
Advantix S.p.A.,i-32V514T,35,7,3.25,1.0,11480.0,3532.3076923076924,1.0,1.0
Advantix S.p.A.,i-32V514T,20,7,6.72,1.0,5530.0,822.9166666666667,0.4817073170731707,0.23296856852497097
Advantix S.p.A.,i-32V514T,30,18,5.2151,1.0,8403.934,1611.461716937355,0.73205,0.45620649651972156
Advantix S.p.A.,i-32V514T,25,18,5.892,1.0,4998.84,848.4114052953157,0.4354390243902439,0.24018615568029408
Advantix S.p.A.,i-32V514T,35,18,3.9325,1.0,11807.18,3002.4615384615386,1.0285,0.85
Advantix S.p.A.,i-32V514T,20,18,6.3839999999999995,1.0,3309.705,518.4375,0.2883018292682927,0.1467701981707317
Advantix S.p.A.,i-32V516,20,7,6.67,1.0,5530.0,829.0854572713644,0.4007246376811594,0.18924776742063754
Advantix S.p.A.,i-32V516,25,7,5.3,1.0,6470.0,1220.754716981132,0.4688405797101449,0.27865053322395406
Advantix S.p.A.,i-32V516,35,7,3.15,1.0,13800.0,4380.952380952381,1.0,1.0
Advantix S.p.A.,i-32V516,30,7,4.36,1.0,10170.0,2332.568807339449,0.7369565217391304,0.5324341842840047
Advantix S.p.A.,i-32V516,20,18,6.3365,1.0,3309.7050000000004,522.3238380809596,0.23983369565217394,0.11922609347500165
Advantix S.p.A.,i-32V516,25,18,6.359999999999999,1.0,5978.28,939.9811320754717,0.4332086956521739,0.21456091058244464
Advantix S.p.A.,i-32V516,35,18,3.8114999999999997,1.0,14193.299999999997,3723.8095238095234,1.0284999999999997,0.85
Advantix S.p.A.,i-32V516,30,18,5.2756,1.0,10090.673999999997,1912.7064220183481,0.731208260869565,0.4365960311128838
Advantix S.p.A.,i-32V516T,20,7,6.67,1.0,5530.0,829.0854572713644,0.4007246376811594,0.18924776742063754
Advantix S.p.A.,i-32V516T,35,7,3.15,1.0,13800.0,4380.952380952381,1.0,1.0
Advantix S.p.A.,i-32V516T,30,7,4.36,1.0,10170.0,2332.568807339449,0.7369565217391304,0.5324341842840047
Advantix S.p.A.,i-32V516T,25,7,5.3,1.0,6470.0,1220.754716981132,0.4688405797101449,0.27865053322395406
Advantix S.p.A.,i-32V516T,20,18,6.3365,1.0,3309.7050000000004,522.3238380809596,0.23983369565217394,0.11922609347500165
Advantix S.p.A.,i-32V516T,35,18,3.8114999999999997,1.0,14193.299999999997,3723.8095238095234,1.0284999999999997,0.85
Advantix S.p.A.,i-32V516T,30,18,5.2756,1.0,10090.673999999997,1912.7064220183481,0.731208260869565,0.4365960311128838
Advantix S.p.A.,i-32V516T,25,18,6.359999999999999,1.0,5978.28,939.9811320754717,0.4332086956521739,0.21456091058244464
Advantix S.p.A.,i-32V518T,35,7,3.08,1.0,15040.0,4883.116883116883,1.0,1.0
Advantix S.p.A.,i-32V518T,30,7,4.38,1.0,10960.0,2502.283105022831,0.7287234042553191,0.5124356358690372
Advantix S.p.A.,i-32V518T,25,7,5.52,1.0,7060.0,1278.985507246377,0.46941489361702127,0.2619199044094974
Advantix S.p.A.,i-32V518T,20,7,6.8,1.0,5540.0,814.7058823529412,0.3683510638297872,0.16684136420525658
Advantix S.p.A.,i-32V518T,35,18,3.7268,1.0,15468.64,4150.649350649351,1.0285,0.85
Advantix S.p.A.,i-32V518T,30,18,5.299799999999999,1.0,10874.511999999999,2051.8721461187215,0.7230393617021276,0.4201972214126105
Advantix S.p.A.,i-32V518T,25,18,6.624,1.0,6523.440000000001,984.8188405797104,0.43373936170212773,0.20167832639531302
Advantix S.p.A.,i-32V518T,20,18,6.46,1.0,3315.69,513.2647058823529,0.22045811170212767,0.10511005944931164
Advantix S.p.A.,i-32V5SL08,30,7,4.07,1.0,4490.0,1103.194103194103,0.7384868421052632,0.5534115155825681
Advantix S.p.A.,i-32V5SL08,20,7,6.7,1.0,3020.0,450.7462686567164,0.4967105263157895,0.22611449332285935
Advantix S.p.A.,i-32V5SL08,25,7,4.84,1.0,2740.0,566.1157024793389,0.4506578947368421,0.2839889625924315
Advantix S.p.A.,i-32V5SL08,35,7,3.05,1.0,6080.0,1993.44262295082,1.0,1.0
Advantix S.p.A.,i-32V5SL08,30,18,4.9247000000000005,1.0,4454.977999999999,904.6191646191644,0.732726644736842,0.4537974427777058
Advantix S.p.A.,i-32V5SL08,20,18,6.365,1.0,1807.47,283.97014925373134,0.29728125,0.14245213079340138
Advantix S.p.A.,i-32V5SL08,25,18,5.808,1.0,2531.76,435.90909090909093,0.41640789473684214,0.21867150119617224
Advantix S.p.A.,i-32V5SL08,35,18,3.6904999999999997,1.0,6253.28,1694.426229508197,1.0285,0.85
Advantix S.p.A.,i-32V510,35,7,3.15,1.0,7530.0,2390.4761904761904,1.0,1.0
Advantix S.p.A.,i-32V510,20,7,6.36,1.0,4350.0,683.9622641509434,0.5776892430278885,0.28611967225437873
Advantix S.p.A.,i-32V510,25,7,4.46,1.0,3560.0,798.2062780269058,0.47277556440903057,0.33391099280010006
Advantix S.p.A.,i-32V510,30,7,3.92,1.0,5490.0,1400.5102040816328,0.7290836653386454,0.5858708025042687
Advantix S.p.A.,i-32V510,35,18,3.8114999999999997,1.0,7744.604999999999,2031.9047619047617,1.0284999999999997,0.85
Advantix S.p.A.,i-32V510,20,18,6.042,1.0,2603.475,430.89622641509436,0.3457470119521912,0.1802553935202586
Advantix S.p.A.,i-32V510,25,18,5.351999999999999,1.0,3289.44,614.6188340807175,0.4368446215139442,0.2571114644560771
Advantix S.p.A.,i-32V510,30,18,4.7432,1.0,5447.178,1148.4183673469388,0.7233968127490039,0.4804140580535003
Advantix S.p.A.,i-32V5 MIDI 0121,30,7,4.03,1.0,12940.0,3210.9181141439203,0.7310734463276836,0.5478515652381153
Advantix S.p.A.,i-32V5 MIDI 0121,35,7,3.02,1.0,17700.0,5860.92715231788,1.0,1.0
Advantix S.p.A.,i-32V5 MIDI 0121,25,7,4.89,1.0,8820.0,1803.680981595092,0.49830508474576274,0.3077466985546428
Advantix S.p.A.,i-32V5 MIDI 0121,20,7,5.94,1.0,9530.0,1604.3771043771042,0.5384180790960452,0.27374117826095223
Advantix S.p.A.,i-32V5 MIDI 0121,30,18,4.8763000000000005,1.0,12839.068,2632.9528535980144,0.7253710734463277,0.44923828349525446
Advantix S.p.A.,i-32V5 MIDI 0121,35,18,3.6542,1.0,18204.45,4981.788079470199,1.0285,0.8500000000000001
Advantix S.p.A.,i-32V5 MIDI 0121,25,18,5.867999999999999,1.0,8149.679999999999,1388.8343558282209,0.4604338983050847,0.23696495788707497
Advantix S.p.A.,i-32V5 MIDI 0121,20,18,5.643,1.0,5703.704999999999,1010.7575757575756,0.322243220338983,0.17245694230439992
Advantix S.p.A.,i-32V5 MIDI 0126,20,7,6.06,1.0,9740.0,1607.2607260726074,0.5211342964151953,0.25970719062275416
Advantix S.p.A.,i-32V5 MIDI 0126,25,7,5.0,1.0,9000.0,1800.0,0.48154093097913325,0.29085072231139647
Advantix S.p.A.,i-32V5 MIDI 0126,35,7,3.02,1.0,18690.0,6188.741721854304,1.0,1.0
Advantix S.p.A.,i-32V5 MIDI 0126,30,7,4.15,1.0,13690.0,3298.7951807228915,0.7324772605671482,0.533031645039226
Advantix S.p.A.,i-32V5 MIDI 0126,20,18,5.757,1.0,5829.39,1012.5742574257426,0.3118988764044944,0.1636155300923351
Advantix S.p.A.,i-32V5 MIDI 0126,25,18,6.0,1.0,8316.0,1386.0,0.4449438202247191,0.2239550561797753
Advantix S.p.A.,i-32V5 MIDI 0126,35,18,3.6542,1.0,19222.664999999997,5260.430463576158,1.0284999999999997,0.85
Advantix S.p.A.,i-32V5 MIDI 0126,30,18,5.0215000000000005,1.0,13583.217999999999,2705.0120481927706,0.7267639379347244,0.43708594893216524
Advantix S.p.A.,i-32V5 MIDI 0128,30,7,4.12,1.0,17740.0,4305.825242718446,0.7330578512396694,0.539117788654417
Advantix S.p.A.,i-32V5 MIDI 0128,25,7,5.38,1.0,11320.0,2104.089219330855,0.4677685950413223,0.26344588159390453
Advantix S.p.A.,i-32V5 MIDI 0128,20,7,6.47,1.0,12260.0,1894.899536321484,0.5066115702479339,0.23725395020884693
Advantix S.p.A.,i-32V5 MIDI 0128,35,7,3.03,1.0,24200.0,7986.798679867988,1.0,1.0
Advantix S.p.A.,i-32V5 MIDI 0128,30,18,4.9852,1.0,17601.627999999997,3530.7766990291257,0.7273399999999999,0.44207658669662186
Advantix S.p.A.,i-32V5 MIDI 0128,25,18,6.4559999999999995,1.0,10459.68,1620.1486988847585,0.43221818181818183,0.2028533288273065
Advantix S.p.A.,i-32V5 MIDI 0128,20,18,6.1465,1.0,7337.610000000001,1193.786707882535,0.30320702479338846,0.14946998863157357
Advantix S.p.A.,i-32V5 MIDI 0128,35,18,3.6662999999999997,1.0,24889.7,6788.778877887789,1.0285,0.85
Advantix S.p.A.,i-32V5 MIDI 0132,25,7,5.35,1.0,12270.0,2293.457943925234,0.47192307692307695,0.2655118619698059
Advantix S.p.A.,i-32V5 MIDI 0132,20,7,6.63,1.0,12560.0,1894.419306184012,0.48307692307692307,0.2193154658313029
Advantix S.p.A.,i-32V5 MIDI 0132,35,7,3.01,1.0,26000.0,8637.873754152824,1.0,1.0
Advantix S.p.A.,i-32V5 MIDI 0132,30,7,4.15,1.0,19100.0,4602.409638554216,0.7346153846153847,0.532817423540315
Advantix S.p.A.,i-32V5 MIDI 0132,25,18,6.419999999999999,1.0,11337.48,1765.9626168224302,0.43605692307692306,0.20444413371675055
Advantix S.p.A.,i-32V5 MIDI 0132,20,18,6.2985,1.0,7517.159999999999,1193.4841628959275,0.28912153846153843,0.13816874347372082
Advantix S.p.A.,i-32V5 MIDI 0132,35,18,3.6420999999999997,1.0,26741.0,7342.192691029901,1.0285,0.85
Advantix S.p.A.,i-32V5 MIDI 0132,30,18,5.0215000000000005,1.0,18951.019999999997,3773.975903614457,0.7288853846153845,0.43691028730305825
Advantix S.p.A.,i-32V504,35,7,3.16,1.0,4330.0,1370.253164556962,1.0,1.0
Advantix S.p.A.,i-32V504,25,7,4.85,1.0,2670.0,550.5154639175258,0.6166281755196305,0.4017618628127902
Advantix S.p.A.,i-32V504,30,7,3.85,1.0,3160.0,820.7792207792207,0.7297921478060047,0.5989982304070064
Advantix S.p.A.,i-32V504,20,7,6.34,1.0,2980.0,470.0315457413249,0.6882217090069284,0.34302533130313784
Advantix S.p.A.,i-32V504,35,18,3.8236,1.0,4453.405,1164.7151898734178,1.0285,0.8500000000000001
Advantix S.p.A.,i-32V504,25,18,5.819999999999999,1.0,2467.0800000000004,423.8969072164949,0.5697644341801387,0.3093566343658485
Advantix S.p.A.,i-32V504,30,18,4.6585,1.0,3135.352,673.038961038961,0.7240997690531178,0.49117854893374524
Advantix S.p.A.,i-32V504,20,18,6.023,1.0,1783.53,296.1198738170347,0.4119006928406466,0.21610595872097685
Advantix S.p.A.,i-32V508,30,7,4.07,1.0,4490.0,1103.194103194103,0.7384868421052632,0.5534115155825681
Advantix S.p.A.,i-32V508,20,7,6.7,1.0,3020.0,450.7462686567164,0.4967105263157895,0.22611449332285935
Advantix S.p.A.,i-32V508,35,7,3.05,1.0,6080.0,1993.44262295082,1.0,1.0
Advantix S.p.A.,i-32V508,25,7,4.84,1.0,2740.0,566.1157024793389,0.4506578947368421,0.2839889625924315
Advantix S.p.A.,i-32V508,30,18,4.9247000000000005,1.0,4454.977999999999,904.6191646191644,0.732726644736842,0.4537974427777058
Advantix S.p.A.,i-32V508,20,18,6.365,1.0,1807.47,283.97014925373134,0.29728125,0.14245213079340138
Advantix S.p.A.,i-32V508,35,18,3.6904999999999997,1.0,6253.28,1694.426229508197,1.0285,0.85
Advantix S.p.A.,i-32V508,25,18,5.808,1.0,2531.76,435.90909090909093,0.41640789473684214,0.21867150119617224
Advantix S.p.A.,i-32V5SL12,35,7,3.05,1.0,8510.0,2790.16393442623,1.0,1.0
Advantix S.p.A.,i-32V5SL12,20,7,6.32,1.0,4230.0,669.3037974683544,0.4970622796709753,0.23987973939817636
Advantix S.p.A.,i-32V5SL12,30,7,4.03,1.0,6280.0,1558.3126550868485,0.7379553466509988,0.5585021854306566
Advantix S.p.A.,i-32V5SL12,25,7,4.58,1.0,3980.0,868.9956331877729,0.46768507638072854,0.31144966876882574
Advantix S.p.A.,i-32V5SL12,35,18,3.6904999999999997,1.0,8752.535,2371.6393442622953,1.0285,0.85
Advantix S.p.A.,i-32V5SL12,20,18,6.004,1.0,2531.6549999999997,421.6613924050633,0.2974917743830787,0.1511242358208511
Advantix S.p.A.,i-32V5SL12,30,18,4.8763000000000005,1.0,6231.016,1277.8163771712157,0.732199294947121,0.45797179205313837
Advantix S.p.A.,i-32V5SL12,25,18,5.4959999999999996,1.0,3677.5199999999995,669.1266375545852,0.4321410105757931,0.23981624495199583
Advantix S.p.A.,i-SHWAK V4 06,35,7,2.91,1.0,5070.0,1742.2680412371133,1.0,1.0
Advantix S.p.A.,i-SHWAK V4 06,20,7,4.92,1.0,3680.0,747.9674796747968,0.7258382642998028,0.4293067782748834
Advantix S.p.A.,i-SHWAK V4 06,30,7,4.04,1.0,3740.0,925.7425742574258,0.73767258382643,0.5313433710234929
Advantix S.p.A.,i-SHWAK V4 06,25,7,4.09,1.0,3400.0,831.2958435207825,0.6706114398422091,0.477134300719029
Advantix S.p.A.,i-SHWAK V4 06,35,18,3.5211,1.0,5214.495,1480.9278350515463,1.0285,0.85
Advantix S.p.A.,i-SHWAK V4 06,20,18,4.6739999999999995,1.0,2202.48,471.219512195122,0.43441420118343194,0.2704632703131765
Advantix S.p.A.,i-SHWAK V4 06,30,18,4.8884,1.0,3710.8279999999995,759.1089108910891,0.7319187376725838,0.43570156423926415
Advantix S.p.A.,i-SHWAK V4 06,25,18,4.9079999999999995,1.0,3141.6,640.0977995110024,0.6196449704142012,0.36739341155365235
Advantix S.p.A.,i-SHWAK V4 08,20,7,4.92,1.0,3680.0,747.9674796747968,0.6013071895424836,0.3544290344864233
Advantix S.p.A.,i-SHWAK V4 08,25,7,4.09,1.0,3400.0,831.2958435207825,0.5555555555555556,0.3939146970931812
Advantix S.p.A.,i-SHWAK V4 08,30,7,3.88,1.0,4510.0,1162.371134020619,0.7369281045751634,0.5507967791927769
Advantix S.p.A.,i-SHWAK V4 08,35,7,2.9,1.0,6120.0,2110.344827586207,1.0,1.0
Advantix S.p.A.,i-SHWAK V4 08,20,18,4.6739999999999995,1.0,2202.48,471.219512195122,0.3598823529411765,0.22329029172644668
Advantix S.p.A.,i-SHWAK V4 08,25,18,4.9079999999999995,1.0,3141.6,640.0977995110024,0.5133333333333333,0.3033143167617495
Advantix S.p.A.,i-SHWAK V4 08,30,18,4.6948,1.0,4474.822000000001,953.1443298969075,0.7311800653594773,0.45165335893807707
Advantix S.p.A.,i-SHWAK V4 08,35,18,3.509,1.0,6294.42,1793.7931034482758,1.0285,0.85
Advantix S.p.A.,i-SHWAK V4 10,35,7,3.11,1.0,7560.0,2430.8681672025723,1.0,1.0
Advantix S.p.A.,i-SHWAK V4 10,20,7,6.59,1.0,5730.0,869.4992412746586,0.7579365079365079,0.3576908254449985
Advantix S.p.A.,i-SHWAK V4 10,25,7,5.89,1.0,5420.0,920.2037351443124,0.716931216931217,0.3785494201453455
Advantix S.p.A.,i-SHWAK V4 10,30,7,4.48,1.0,5570.0,1243.303571428571,0.7367724867724867,0.5114648289871503
Advantix S.p.A.,i-SHWAK V4 10,35,18,3.7630999999999997,1.0,7775.459999999998,2066.2379421221863,1.0284999999999997,0.85
Advantix S.p.A.,i-SHWAK V4 10,20,18,6.2604999999999995,1.0,3429.4049999999997,547.7845220030349,0.45362499999999994,0.225345220030349
Advantix S.p.A.,i-SHWAK V4 10,25,18,7.068,1.0,5008.08,708.5568760611205,0.6624444444444444,0.291483053511916
Advantix S.p.A.,i-SHWAK V4 10,30,18,5.420800000000001,1.0,5526.553999999999,1019.5089285714282,0.7310256613756613,0.4194011597694632
Advantix S.p.A.,i-SHWAK V4 12,30,7,4.48,1.0,6260.0,1397.3214285714284,0.7373380447585395,0.5102115934713108
Advantix S.p.A.,i-SHWAK V4 12,35,7,3.1,1.0,8490.0,2738.709677419354,1.0,1.0
Advantix S.p.A.,i-SHWAK V4 12,25,7,5.89,1.0,5420.0,920.2037351443124,0.6383981154299175,0.3359990081210093
Advantix S.p.A.,i-SHWAK V4 12,20,7,6.59,1.0,5730.0,869.4992412746586,0.6749116607773852,0.31748499975870936
Advantix S.p.A.,i-SHWAK V4 12,30,18,5.420800000000001,1.0,6211.1720000000005,1145.8035714285713,0.7315868080094229,0.4183735066464749
Advantix S.p.A.,i-SHWAK V4 12,35,18,3.751,1.0,8731.964999999997,2327.903225806451,1.0284999999999995,0.8499999999999999
Advantix S.p.A.,i-SHWAK V4 12,25,18,7.068,1.0,5008.08,708.5568760611205,0.5898798586572438,0.25871923625317716
Advantix S.p.A.,i-SHWAK V4 12,20,18,6.2604999999999995,1.0,3429.4049999999997,547.7845220030349,0.403934628975265,0.2000155498479869
Advantix S.p.A.,i-SHWAK V4 14,20,7,6.59,1.0,5730.0,869.4992412746586,0.5,0.23520485584218517
Advantix S.p.A.,i-SHWAK V4 14,25,7,5.89,1.0,5420.0,920.2037351443124,0.47294938917975565,0.24892073114723984
Advantix S.p.A.,i-SHWAK V4 14,30,7,4.48,1.0,8440.0,1883.9285714285716,0.7364746945898778,0.5096141859885316
Advantix S.p.A.,i-SHWAK V4 14,35,7,3.1,1.0,11460.0,3696.774193548387,1.0,1.0
Advantix S.p.A.,i-SHWAK V4 14,20,18,6.2604999999999995,1.0,3429.4049999999997,547.7845220030349,0.29924999999999996,0.14817905918057664
Advantix S.p.A.,i-SHWAK V4 14,25,18,7.068,1.0,5008.08,708.5568760611205,0.43700523560209426,0.19166896298337469
Advantix S.p.A.,i-SHWAK V4 14,30,18,5.420800000000001,1.0,8374.168000000001,1544.8214285714287,0.7307301919720769,0.4178836325105959
Advantix S.p.A.,i-SHWAK V4 14,35,18,3.751,1.0,11786.609999999999,3142.258064516129,1.0285,0.85
Advantix S.p.A.,i-SHWAK V4 14T,30,7,4.48,1.0,8440.0,1883.9285714285716,0.7364746945898778,0.5096141859885316
Advantix S.p.A.,i-SHWAK V4 14T,35,7,3.1,1.0,11460.0,3696.774193548387,1.0,1.0
Advantix S.p.A.,i-SHWAK V4 14T,20,7,6.59,1.0,5730.0,869.4992412746586,0.5,0.23520485584218517
Advantix S.p.A.,i-SHWAK V4 14T,25,7,5.89,1.0,5420.0,920.2037351443124,0.47294938917975565,0.24892073114723984
Advantix S.p.A.,i-SHWAK V4 14T,30,18,5.420800000000001,1.0,8374.168000000001,1544.8214285714287,0.7307301919720769,0.4178836325105959
Advantix S.p.A.,i-SHWAK V4 14T,35,18,3.751,1.0,11786.609999999999,3142.258064516129,1.0285,0.85
Advantix S.p.A.,i-SHWAK V4 14T,20,18,6.2604999999999995,1.0,3429.4049999999997,547.7845220030349,0.29924999999999996,0.14817905918057664
Advantix S.p.A.,i-SHWAK V4 14T,25,18,7.068,1.0,5008.08,708.5568760611205,0.43700523560209426,0.19166896298337469
Advantix S.p.A.,i-SHWAK V4 16,35,7,3.24,1.0,14650.0,4521.604938271605,1.0,1.0
Advantix S.p.A.,i-SHWAK V4 16,30,7,4.71,1.0,10790.0,2290.870488322718,0.736518771331058,0.5066498554379254
Advantix S.p.A.,i-SHWAK V4 16,25,7,5.81,1.0,6930.0,1192.7710843373495,0.47303754266211606,0.263793741518977
Advantix S.p.A.,i-SHWAK V4 16,20,7,6.28,1.0,7030.0,1119.4267515923566,0.47986348122866895,0.24757287885045978
Advantix S.p.A.,i-SHWAK V4 16,35,18,3.9204000000000003,1.0,15067.525,3843.3641975308637,1.0285,0.85
Advantix S.p.A.,i-SHWAK V4 16,30,18,5.6991,1.0,10705.838,1878.5138004246285,0.7307739249146757,0.41545288145909876
Advantix S.p.A.,i-SHWAK V4 16,25,18,6.9719999999999995,1.0,6403.32,918.4337349397591,0.4370866894197952,0.20312118096961226
Advantix S.p.A.,i-SHWAK V4 16,20,18,5.966,1.0,4207.455,705.2388535031847,0.28719829351535836,0.15597091367578966
Advantix S.p.A.,i-SHWAK V4 16T,30,7,4.71,1.0,10790.0,2290.870488322718,0.736518771331058,0.5066498554379254
Advantix S.p.A.,i-SHWAK V4 16T,25,7,5.81,1.0,6930.0,1192.7710843373495,0.47303754266211606,0.263793741518977
Advantix S.p.A.,i-SHWAK V4 16T,20,7,6.28,1.0,7030.0,1119.4267515923566,0.47986348122866895,0.24757287885045978
Advantix S.p.A.,i-SHWAK V4 16T,35,7,3.24,1.0,14650.0,4521.604938271605,1.0,1.0
Advantix S.p.A.,i-SHWAK V4 16T,30,18,5.6991,1.0,10705.838,1878.5138004246285,0.7307739249146757,0.41545288145909876
Advantix S.p.A.,i-SHWAK V4 16T,25,18,6.9719999999999995,1.0,6403.32,918.4337349397591,0.4370866894197952,0.20312118096961226
Advantix S.p.A.,i-SHWAK V4 16T,20,18,5.966,1.0,4207.455,705.2388535031847,0.28719829351535836,0.15597091367578966
Advantix S.p.A.,i-SHWAK V4 16T,35,18,3.9204000000000003,1.0,15067.525,3843.3641975308637,1.0285,0.85
Advantix S.p.A.,i-HPV5H 0270,20,7,6.73,1.0,31500.0,4680.534918276374,0.5921052631578947,0.2648197387972159
Advantix S.p.A.,i-HPV5H 0270,25,7,5.1,1.0,29040.0,5694.117647058824,0.5458646616541354,0.32216718266253874
Advantix S.p.A.,i-HPV5H 0270,30,7,4.06,1.0,39200.0,9655.172413793103,0.7368421052631579,0.5462794918330308
Advantix S.p.A.,i-HPV5H 0270,35,7,3.01,1.0,53200.0,17674.418604651164,1.0,1.0
Advantix S.p.A.,i-HPV5H 0270,20,18,6.3935,1.0,18852.749999999996,2948.7369985141154,0.35437499999999994,0.166836435442246
Advantix S.p.A.,i-HPV5H 0270,25,18,6.119999999999999,1.0,26832.96,4384.470588235295,0.504378947368421,0.2480687306501548
Advantix S.p.A.,i-HPV5H 0270,30,18,4.912599999999999,1.0,38894.23999999999,7917.241379310344,0.7310947368421051,0.44794918330308525
Advantix S.p.A.,i-HPV5H 0270,35,18,3.6420999999999997,1.0,54716.2,15023.255813953489,1.0285,0.85
Advantix S.p.A.,i-32V5SL12T,30,7,4.03,1.0,6280.0,1558.3126550868485,0.7379553466509988,0.5585021854306566
Advantix S.p.A.,i-32V5SL12T,35,7,3.05,1.0,8510.0,2790.16393442623,1.0,1.0
