manufacturers,models,titel,dates,types,refrigerants,mass_of_refrigerants,spl_indoor_l,spl_outdoor_l,eta_l,p_rated_l,scop_l,t_biv,tol,p_th_minus7_l,cop_minus7_l,p_el_minus7_l,p_th_2_l,cop_2_l,p_el_2_l,p_th_7_l,cop_7_l,p_el_7_l,p_th_12_l,cop_12_l,p_el_12_l,p_th_tbiv_l,cop_tbiv_l,p_el_tbiv_l,p_th_tol_l,cop_tol_l,p_el_tol_l,rated_airflows_l,wtols,poffs,ptos,psbs,pcks,supp_energy_types,p_sups_l,p_design_cools_l,seers_l,pdcs_35_l,eer_35_l,p_el_35_l,pdcs_30_l,eer_30_l,p_el_30_l,pdcs_25_l,eer_25_l,p_el_25_l,pdcs_20_l,eer_20_l,p_el_20_l,spl_indoor_h,spl_outdoor_h,eta_h,p_rated_h,p_th_minus7_h,cop_minus7_h,p_el_minus7_h,p_th_2_h,cop_2_h,p_el_2_h,p_th_7_h,cop_7_h,p_el_7_h,p_th_12_h,cop_12_h,p_el_12_h,p_th_tbiv_h,cop_tbiv_h,p_el_tbiv_h,p_th_tol_h,cop_tol_h,p_el_tol_h,rated_airflows_h,p_sups_h,p_design_cools_h,seers_h,pdcs_35_h,eer_35_h,p_el_35_h,pdcs_30_h,eer_30_h,p_el_30_h,pdcs_25_h,eer_25_h,p_el_25_h,pdcs_20_h,eer_20_h,p_el_20_h,p_el_minus7_l_n,p_el_2_l_n,p_el_7_l_n,p_el_12_l_n,p_el_tbiv_l_n,p_el_tol_l_n,p_el_35_l_n,p_el_30_l_n,p_el_25_l_n,p_el_20_l_n,p_el_minus7_h_n,p_el_2_h_n,p_el_7_h_n,p_el_12_h_n,p_el_tbiv_h_n,p_el_tol_h_n,p_el_35_h_n,p_el_30_h_n,p_el_25_h_n,p_el_20_h_n,Subtype,Group
 STIEBEL ELTRON GmbH & Co KG,WPF 20,WPF 20,24.01.2019,Brine/Water,R410A,"5,990 kg",59.0,59,192.0,22.0,5.0,-10.0,-10.0,21500,4.72,4555,21700,5.06,4289,21800,5.41,4030,22000,5.8,3793,21500,4.66,4614,21500,4.66,4614,,60.0,0.0,7.0,7.0,74.0,1,0.0,,,,,,,,,,,,,,,59.0,59,131.0,20.0,20200,2.96,6824,20700,3.48,5948,21000,3.88,5412,21300,4.36,4885,20100,2.84,7077,20100,2.84,7077,,0.0,,,,,,,,,,,,,,,0.6674970691676436,0.6285169988276671,0.5905627198124267,0.5558323563892146,0.6761430246189918,0.6761430246189918,,,,,1.0,0.8716295427901524,0.7930832356389215,0.7158558030480656,1.0370750293083235,1.0370750293083235,,,,,On-Off,5.0
 STIEBEL ELTRON GmbH & Co KG,WPF 27,WPF 27,24.01.2019,Brine/Water,R410A,"7,200 kg",60.0,60,203.0,30.0,5.28,-10.0,-10.0,29800,4.92,6057,30100,5.31,5669,30400,5.71,5324,30700,6.16,4984,29700,4.85,6124,29700,4.85,6124,,60.0,0.0,7.0,7.0,74.0,1,0.0,,,,,,,,,,,,,,,60.0,60,132.0,27.0,27000,2.92,9247,28000,3.49,8023,28700,3.93,7303,29300,4.47,6555,26700,2.79,9570,26700,2.79,9570,,0.0,,,,,,,,,,,,,,,0.6550232507840381,0.6130636963339462,0.5757542986914675,0.5389856169568509,0.662268843949389,0.662268843949389,,,,,1.0,0.8676327457553801,0.7897696550232508,0.7088785552070942,1.034930247647886,1.034930247647886,,,,,On-Off,5.0
 STIEBEL ELTRON GmbH & Co KG,WPF 35,WPF 35,19.09.2016,Brine/Water,R410A,"10,000 kg",60.0,60,200.0,38.0,5.19,-10.0,-10.0,38100,4.84,7872,38600,5.2,7423,39000,5.56,7014,39300,5.96,6594,38000,4.75,8000,38000,4.78,7950,0.0,60.0,0.0,7.0,7.0,74.0,1,0.0,,,,,,,,,,,,,,,60.0,60,133.0,34.0,34500,2.95,11695,35800,3.5,10229,36700,2.92,12568,37500,4.42,8484,34100,2.82,12092,34100,2.82,12092,0.0,0.0,,,,,,,,,,,,,,,0.6731081658828559,0.6347156904660111,0.5997434801197092,0.5638306968790081,0.6840530141085934,0.6797776827704147,,,,,1.0,0.8746472851646002,1.0746472851646005,0.7254382214621633,1.033946130825139,1.033946130825139,,,,,On-Off,5.0
 STIEBEL ELTRON GmbH & Co KG,WPF 52,WPF 52,04.09.2019,Brine/Water,R410A,"12,500 kg",59.0,59,200.0,56.0,5.2,-10.0,-10.0,55900,4.87,11478,56300,5.2,10827,56700,5.53,10253,57000,5.9,9661,55800,4.81,11601,55800,4.81,11601,,60.0,0.0,7.0,7.0,99.0,1,0.0,,,,,,,,,,,,,,,59.0,59,138.0,52.0,52500,3.12,16827,53800,3.64,14780,54600,4.03,13548,55400,4.52,12257,52200,2.99,17458,52200,2.99,17458,,0.0,,,,,,,,,,,,,,,0.682118024603316,0.6434302014619362,0.6093183574017947,0.574136803946039,0.6894277054733464,0.6894277054733464,,,,,1.0,0.8783502703987639,0.8051346050989481,0.7284126701135081,1.0374992571462531,1.0374992571462531,,,,,On-Off,5.0
 STIEBEL ELTRON GmbH & Co KG,WPF 66,WPF 66,24.01.2019,Brine/Water,R410A,"14,500 kg",63.0,63,190.0,67.0,4.95,-10.0,-10.0,67200,4.62,14545,67700,4.93,13732,68200,5.25,12990,68700,5.61,12246,67100,4.56,14715,67100,4.56,14715,,60.0,0.0,7.0,7.0,99.0,1,0.0,,,,,,,,,,,,,,,63.0,63,131.0,62.0,62800,2.94,21361,64500,3.44,18750,65500,3.82,17147,66500,4.28,15537,62300,2.82,22092,62300,2.82,22092,,0.0,,,,,,,,,,,,,,,0.6809138148963063,0.6428537989794485,0.6081175974907542,0.5732877674266186,0.6888722438088104,0.6888722438088104,,,,,1.0,0.8777678947614812,0.8027245915453396,0.7273535883151537,1.0342212443237675,1.0342212443237675,,,,,On-Off,5.0
 STIEBEL ELTRON GmbH & Co KG,WPL 09 I(K)CS classic,WPL 09 ICS classic,04.09.2019,Outdoor Air/Water,R410A,"2,200 kg",45.0,,178.0,4.8,4.53,-7.0,-10.0,4220,3.22,1311,2880,4.33,665,2080,6.28,331,2020,8.35,242,4220,3.22,1311,4110,2.84,1447,,60.0,56.0,21.0,56.0,26.0,1,0.69,,,,,,,,,,,,,,,45.0,,130.0,4.5,3980,2.27,1753,2550,3.16,807,2040,4.53,450,1970,6.44,306,3980,2.27,1753,3790,1.85,2049,,0.71,,,,,,,,,,,,,,,0.7478608100399315,0.3793496862521392,0.1888191671420422,0.1380490587564175,0.7478608100399315,0.8254420992584142,,,,,1.0,0.4603536794067313,0.2567027952082145,0.1745579007415858,1.0,1.1688533941814032,,,,,Regulated,1.0
 STIEBEL ELTRON GmbH & Co KG,WPL 09 I(K)CS classic,WPL 09 IKCS classic,04.09.2019,Outdoor Air/Water,R410A,"2,200 kg",45.0,,175.0,4.7,4.46,-7.0,-10.0,4170,3.09,1350,2860,4.29,667,2080,6.24,333,2020,8.31,243,4170,3.09,1350,4059,2.71,1498,,60.0,56.0,21.0,56.0,26.0,1,0.64,,,,,,,,,,,,,,,45.0,,128.0,4.5,3940,2.22,1775,2540,3.1,819,2040,4.53,450,1970,6.44,306,3940,2.22,1775,2960,1.94,1526,,1.54,,,,,,,,,,,,,,,0.7605633802816901,0.3757746478873239,0.1876056338028169,0.1369014084507042,0.7605633802816901,0.843943661971831,,,,,1.0,0.4614084507042253,0.2535211267605634,0.1723943661971831,1.0,0.859718309859155,,,,,Regulated,1.0
 STIEBEL ELTRON GmbH & Co KG,WPL 13/17 ACS classic,"WPL 13 ACS classic + HSBB 200, HSBB 200 S",19.01.2017,Outdoor Air/Water,R410A,"2,000 kg",27.0,57,177.0,6.8,4.5,-7.0,-10.0,6020,2.9,2076,3890,4.35,894,3500,6.6,530,3390,6.78,500,6020,2.9,2076,6300,2.8,2250,,60.0,17.0,30.0,17.0,5.0,1,0.5,,,,,,,,,,,,,,,27.0,57,125.0,7.55,5100,1.97,2589,4100,3.25,1262,2600,4.56,570,3300,5.98,552,6100,2.28,2675,5100,1.97,2589,,7.55,,,,,,,,,,,,,,,0.8018539976825029,0.3453070683661645,0.2047122441096948,0.1931247585940517,0.8018539976825029,0.8690614136732329,,,,,1.0,0.4874468906913866,0.220162224797219,0.2132097334878331,1.0332174584781768,1.0,,,,,Regulated,1.0
 STIEBEL ELTRON GmbH & Co KG,WPL 25 AS,WPL 25 AS,11.08.2016,Outdoor Air/Water,R410A,"4,700 kg",,54,173.0,15.0,4.39,-5.0,-20.0,13000,3.02,4305,8000,4.4,1818,8100,5.64,1436,9100,8.11,1122,11800,3.18,3711,12600,2.87,4390,,65.0,16.0,16.0,16.0,43.0,1,0.0,,,,,,,,,,,,,,,,54,136.0,15.0,13800,2.43,5679,7700,3.37,2285,7900,4.45,1775,9000,6.66,1351,12400,2.53,4901,13400,2.28,5877,,0.0,,,,,,,,,,,,,,,0.7580559957739038,0.3201267828843106,0.2528614192639549,0.1975699947173798,0.653460116217644,0.7730234196161296,,,,,1.0,0.402359570346892,0.3125550272935375,0.2378939954217291,0.8630040500088043,1.03486529318542,,,,,Regulated,1.0
 STIEBEL ELTRON GmbH & Co KG,WPL-A 05/07 HK 230 Premium,WPL-A 05 HK 230 Premium,07.08.2020,Outdoor Air/Water,R454C,"3,000 kg",,47,185.0,5.5,4.7,-7.0,-10.0,4860,3.4,1429,2950,4.58,644,3160,6.32,500,3740,8.19,457,4680,3.4,1376,4430,3.06,1448,,75.0,12.0,10.0,12.0,10.0,1,1.07,,,,,,,,,,,,,,,,47,151.0,5.6,4890,2.64,1852,3030,3.8,797,2990,4.84,618,3570,6.09,586,4890,2.64,1852,4130,2.22,1860,,1.5,,,,,,,,,,,,,,,0.771598272138229,0.3477321814254859,0.2699784017278617,0.2467602591792656,0.7429805615550756,0.7818574514038877,,,,,1.0,0.4303455723542116,0.3336933045356371,0.3164146868250539,1.0,1.0043196544276458,,,,,Regulated,1.0
 STIEBEL ELTRON GmbH & Co KG,WPL-A 05/07 HK 230 Premium,WPL-A 07 HK 230 Premium,07.08.2020,Outdoor Air/Water,R454C,"3,000 kg",,47,192.0,8.1,4.88,-7.0,-10.0,7130,3.0,2377,4340,4.82,900,3190,6.66,479,3750,8.4,446,7130,3.0,2377,6860,2.8,2450,,75.0,12.0,10.0,12.0,10.0,1,1.2,,,,,,,,,,,,,,,,47,153.0,8.0,7040,2.43,2897,4280,3.79,1129,3050,5.22,584,3600,6.33,569,7040,2.43,2897,6530,2.43,2687,,1.43,,,,,,,,,,,,,,,0.8205039696237487,0.3106662064204349,0.1653434587504315,0.1539523645150155,0.8205039696237487,0.845702450811184,,,,,1.0,0.3897134967207456,0.2015878494994822,0.1964100793924749,1.0,0.9275112185018984,,,,,Regulated,1.0
 tecalor GmbH,TTF 27 HT,TTF 27 HT,04.09.2019,Brine/Water,R134a,"6,000 kg",60.0,60,175.0,27.0,4.58,-10.0,-10.0,27500,4.38,6279,27700,4.59,6035,27900,4.8,5812,28200,5.03,5606,27400,4.34,6313,27400,4.34,6313,,75.0,0.0,3.0,3.0,46.0,1,0.0,,,,,,,,,,,,,,,64.0,64,131.0,25.0,25300,3.06,8268,26100,3.48,7500,26600,3.78,7037,27100,4.12,6578,25100,2.96,8480,25100,2.96,8480,,0.0,,,,,,,,,,,,,,,0.7594339622641509,0.7299225931301403,0.702951136913401,0.6780358006773101,0.7635462022254476,0.7635462022254476,,,,,1.0,0.90711175616836,0.8511127237542332,0.7955974842767296,1.0256410256410255,1.0256410256410255,,,,,On-Off,5.0
 tecalor GmbH,TTF 33.5,TTF 33.5,15.03.2021,Brine/Water,R410A,"3,900 kg",47.0,,214.0,33.28,5.55,-10.0,-10.0,29440,4.63,6359,17920,5.57,3217,11520,6.11,1885,12520,6.05,2069,33280,4.26,7812,33280,4.26,7812,,65.0,12.0,12.0,12.0,0.0,0,0.0,,,,,,,,,,,,,,,47.0,,159.0,31.13,27540,3.14,8771,16760,4.21,3981,10780,4.83,2232,12160,5.0,2432,31130,2.86,10885,31130,2.86,10885,,0.0,,,,,,,,,,,,,,,0.7250028503021321,0.366776878349105,0.21491278075476,0.2358910044464713,0.8906624102154829,0.8906624102154829,,,,,1.0,0.4538821115038194,0.2544749743472808,0.2772773914034888,1.241021548284118,1.241021548284118,,,,,Regulated,2.0
 tecalor GmbH,TTF 35,TTF 35,01.11.2016,Brine/Water,R410A,"10,000 kg",56.0,56,200.0,38.0,5.19,-10.0,-10.0,38100,4.84,7872,38600,5.2,7423,39000,5.96,6544,38000,4.75,8000,38000,4.78,7950,38000,4.78,7950,,60.0,0.0,7.0,7.0,74.0,1,0.0,,,,,,,,,,,,,,,56.0,56,133.0,34.0,34500,2.95,11695,35800,3.5,10229,37500,4.42,8484,34100,2.82,12092,34100,2.82,12092,34100,2.82,12092,,0.0,,,,,,,,,,,,,,,0.6731081658828559,0.6347156904660111,0.5595553655408294,0.6840530141085934,0.6797776827704147,0.6797776827704147,,,,,1.0,0.8746472851646002,0.7254382214621633,1.033946130825139,1.033946130825139,1.033946130825139,,,,,Regulated,2.0
 tecalor GmbH,TTF 40,TTF 40,,Brine/Water,R410A,"10,000 kg",58.0,,194.0,43.0,5.05,-10.0,-10.0,43200,4.73,9133,43500,5.05,8614,43800,5.38,8141,44100,5.76,7656,43100,4.67,9229,43100,4.67,9229,,60.0,0.0,7.0,7.0,74.0,1,0.0,,,,,,,,,,,,,,,58.0,,133.0,40.0,40500,3.0,13500,41500,3.51,11823,42100,3.9,10795,42800,4.38,9772,40200,2.88,13958,40200,2.88,13958,,0.0,,,,,,,,,,,,,,,0.6765185185185185,0.6380740740740741,0.603037037037037,0.5671111111111111,0.6836296296296296,0.6836296296296296,,,,,1.0,0.8757777777777778,0.7996296296296296,0.7238518518518519,1.033925925925926,1.033925925925926,,,,,On-Off,5.0
 tecalor GmbH,TTF 44.5,TTF 44.5,15.03.2021,Brine/Water,R410A,"4,400 kg",48.0,,218.0,38.06,5.65,-10.0,-10.0,33670,4.56,7384,20490,5.68,3607,13180,6.28,2099,12700,6.31,2013,38060,4.29,8872,38060,4.29,8872,,65.0,7.0,7.0,7.0,0.0,0,0.0,,,,,,,,,,,,,,,50.0,,168.0,35.62,31510,3.21,9816,19180,4.39,4369,12330,5.16,2390,12570,5.34,2354,35620,2.95,12075,35620,2.95,12075,,0.0,,,,,,,,,,,,,,,0.752241238793806,0.3674612876935615,0.2138345558272208,0.2050733496332518,0.9038304808475958,0.9038304808475958,,,,,1.0,0.4450896495517522,0.243480032599837,0.2398125509372453,1.2301344743276283,1.2301344743276283,,,,,Regulated,2.0
 tecalor GmbH,TTF 66,TTF 66,,Brine/Water,R410A,"14,500 kg",59.0,63,190.0,67.0,4.95,-10.0,-10.0,67200,4.62,14545,67200,4.93,13631,68200,5.25,12990,68700,5.61,12246,67100,4.56,14715,67100,4.56,14715,,60.0,0.0,7.0,7.0,99.0,1,0.0,,,,,,,,,,,,,,,59.0,63,131.0,62.0,62800,2.94,21361,62800,3.44,18256,65500,3.82,17147,66500,4.28,15537,62300,2.82,22092,62300,2.82,22092,,0.0,,,,,,,,,,,,,,,0.6809138148963063,0.6381255559196667,0.6081175974907542,0.5732877674266186,0.6888722438088104,0.6888722438088104,,,,,1.0,0.8546416366274987,0.8027245915453396,0.7273535883151537,1.0342212443237675,1.0342212443237675,,,,,On-Off,5.0
 tecalor GmbH,TTL 20 A,TTL 20 A,10.04.2017,Outdoor Air/Water,R410A,"4,700 kg",,54,185.0,11.0,4.7,-5.0,-20.0,9500,3.3,2879,8300,4.72,1758,8000,6.16,1299,9100,8.11,1122,8800,3.46,2543,9530,3.15,3025,,65.0,10.0,10.0,10.0,38.0,1,0.48,,,,,,,,,,,,,,,,54,143.0,12.0,10600,2.69,3941,8400,3.51,2393,7800,4.61,1692,9000,6.66,1351,9900,2.81,3523,9480,2.29,4140,,0.69,,,,,,,,,,,,,,,0.7305252473991373,0.4460796752093377,0.3296117736615072,0.2846993148946968,0.6452676985536666,0.7675716823141334,,,,,1.0,0.6072062928190815,0.4293326566861202,0.3428063943161634,0.893935549352956,1.0504947982745496,,,,,Regulated,1.0
 tecalor GmbH,TTL 25 A,TTL 25 A,01.11.2016,Outdoor Air/Water,R410A,"4,700 kg",,54,182.0,15.0,4.63,-5.0,-20.0,12800,2.98,4295,8300,4.72,1758,8000,6.16,1299,9100,8.11,1122,11800,3.16,3734,12600,2.87,4390,,65.0,10.0,10.0,10.0,38.0,1,0.21,,,,,,,,,,,,,,,,54,141.0,15.0,13800,2.48,5565,8400,3.51,2393,7800,4.61,1692,9000,6.66,1351,12500,2.59,4826,13400,2.28,5877,,0.0,,,,,,,,,,,,,,,0.7717879604672058,0.3159029649595687,0.2334231805929919,0.2016172506738544,0.6709793351302785,0.788858939802336,,,,,1.0,0.4300089847259659,0.3040431266846361,0.2427672955974842,0.8672057502246181,1.056064690026954,,,,,Regulated,1.0
 tecalor GmbH,TTL 3.5 ACS,"TTL 3.5 ACS + HSBC 200, HSBC 200 S",19.01.2017,Outdoor Air/Water,R410A,"1,100 kg",33.0,52,166.0,3.62,4.22,-7.0,-10.0,3200,2.88,1111,1950,4.11,474,1590,5.81,274,1660,6.34,262,3200,2.88,1111,3200,2.88,1111,0.0,60.0,17.0,30.0,17.0,5.0,1,0.58,,,,,,,,,,,,,,,33.0,52,116.0,3.83,2790,2.01,1388,2009,2.94,683,1250,4.13,303,1540,5.13,300,3090,2.2,1405,3090,2.2,1405,0.0,3.83,,,,,,,,,,,,,,,0.8004322766570605,0.3414985590778098,0.1974063400576368,0.1887608069164265,0.8004322766570605,0.8004322766570605,,,,,1.0,0.4920749279538905,0.2182997118155619,0.2161383285302593,1.0122478386167146,1.0122478386167146,,,,,Regulated,1.0
 tecalor GmbH,TTL 4.5 ACS,"TTL 4.5 ACS + HSBB 200 classic, HSBB 200 S classic",19.01.2017,Outdoor Air/Water,R410A,"1,100 kg",33.0,52,165.0,4.59,4.2,-7.0,-10.0,4030,2.67,1509,2530,4.0,632,1630,6.06,269,1670,6.43,260,4030,2.67,1509,3800,2.51,1514,,60.0,17.0,30.0,17.0,5.0,1,0.79,,,,,,,,,,,,,,,33.0,52,116.0,3.83,2790,2.01,1388,2009,2.94,683,1250,4.13,303,1540,5.13,300,30900,2.2,14045,2790,2.01,1388,,3.83,,,,,,,,,,,,,,,1.0871757925072043,0.4553314121037464,0.1938040345821325,0.1873198847262248,1.0871757925072043,1.0907780979827089,,,,,1.0,0.4920749279538905,0.2182997118155619,0.2161383285302593,10.118876080691642,1.0,,,,,Regulated,1.0
 tecalor GmbH,"TTL 8.5 ICS, TTL 8.5 IKCS",TTL 8.5 ICS,03.04.2018,Outdoor Air/Water,R410A,"2,600 kg",43.0,,167.0,9.0,4.24,-7.0,-10.0,7980,2.65,3011,5250,4.19,1253,4260,5.44,783,3430,8.21,418,7980,2.65,3011,7350,2.59,2838,,60.0,56.0,21.0,56.0,26.0,1,1.65,,,,,,,,,,,,,,,48.0,,129.0,7.2,6390,2.17,2945,4810,3.14,1532,4250,4.56,932,3180,6.33,502,6390,2.17,2945,2770,1.83,1514,,4.43,,,,,,,,,,,,,,,1.0224108658743634,0.4254668930390492,0.265874363327674,0.1419354838709677,1.0224108658743634,0.9636672325976232,,,,,1.0,0.5202037351443124,0.3164685908319185,0.1704584040747029,1.0,0.5140916808149406,,,,,Regulated,1.0
 tecalor GmbH,"TTL 8.5 ICS, TTL 8.5 IKCS",TTL 8.5 IKCS,03.04.2018,Outdoor Air/Water,R410A,"2,600 kg",40.0,,161.0,9.2,4.11,-7.0,-10.0,7930,2.61,3038,5160,4.03,1280,4200,5.25,800,3390,8.03,422,7930,2.61,3038,7290,2.55,2859,,60.0,56.0,21.0,56.0,26.0,1,1.91,,,,,,,,,,,,,,,44.0,,126.0,7.1,6280,2.13,2948,4730,3.04,1556,4200,4.44,946,3140,6.21,506,6280,2.13,2948,2770,1.83,1514,,4.43,,,,,,,,,,,,,,,1.030529172320217,0.4341926729986431,0.2713704206241519,0.1431478968792401,1.030529172320217,0.9698100407055632,,,,,1.0,0.5278154681139756,0.3208955223880597,0.1716417910447761,1.0,0.5135685210312076,,,,,Regulated,1.0
 tecalor GmbH,TTL 9.5/12.5 AC,TTL 12.5 AC,14.10.2021,Outdoor Air/Water,R410A,"5,500 kg",,55,159.0,12.8,4.05,-7.0,-10.0,11300,2.84,3979,7240,4.01,1805,8940,5.08,1760,9100,5.55,1640,11320,2.84,3986,10580,2.83,3739,,65.0,10.0,10.0,10.0,38.0,1,2.22,,,,,,,,,,,,,,,,55,130.0,13.42,11870,2.43,4885,7670,3.42,2243,8410,4.19,2007,9050,4.76,1901,11870,2.43,4885,11100,2.16,5139,,2.32,,,,,,,,,,,,,,,0.8145342886386898,0.3694984646878199,0.3602865916069601,0.3357215967246673,0.8159672466734903,0.7654042988741044,,,,,1.0,0.4591606960081883,0.4108495394063459,0.389150460593654,1.0,1.0519959058341863,,,,,Regulated,1.0
 tecalor GmbH,TTL 9.5/12.5 AC,TTL 9.5 AC,14.10.2021,Outdoor Air/Water,R410A,"5,500 kg",,55,159.0,10.29,4.04,-7.0,-10.0,9100,3.11,2926,7300,3.93,1858,8920,5.04,1770,9100,5.53,1646,9100,3.11,2926,8520,2.94,2898,,65.0,10.0,10.0,10.0,38.0,1,1.77,,,,,,,,,,,,,,,,55,125.0,11.45,10130,2.56,3957,7750,3.31,2341,8380,4.14,2024,9050,4.74,1909,10130,2.56,3957,9400,2.26,4159,,2.05,,,,,,,,,,,,,,,0.7394490775840283,0.4695476370988122,0.4473085670962851,0.4159716957290877,0.7394490775840283,0.7323730098559514,,,,,1.0,0.5916098054081375,0.5114986100581248,0.482436189032095,1.0,1.051048774323983,,,,,Regulated,1.0
 THERMAGEN sp. z o.o.,Volan 12,Volan 12,01.06.2022,Outdoor Air/Water,R290,"0,850 kg",,57,154.0,6.5,3.93,-7.0,-10.0,5760,2.72,2118,3550,4.25,835,2310,4.53,510,2520,4.26,592,5760,2.72,2118,5680,2.58,2202,,70.0,0.0,10.0,8.0,10.0,1,0.82,,,,,,,,,,,,,,,,57,125.0,6.5,5760,2.02,2851,3560,3.2,1112,2310,4.24,545,2310,4.24,545,5760,2.02,2851,5650,1.9,2974,,0.85,,,,,,,,,,,,,,,0.7428972290424413,0.2928796913363732,0.1788846018940722,0.2076464398456682,0.7428972290424413,0.772360575236759,,,,,1.0,0.3900385829533497,0.1911609961417046,0.1911609961417046,1.0,1.043142756927394,,,,,Regulated,1.0
 Thermia,Mega L,Thermia Mega L,10.04.2019,Brine/Water and Water/Water,R410A,"6,300 kg",43.0,,200.0,59.64,5.19,-10.0,-10.0,52760,4.26,12385,32110,5.23,6140,20640,5.74,3596,16560,5.58,2968,59640,3.93,15176,59640,3.93,15176,,65.0,9.0,11.0,18.0,0.0,0,0.0,,,,,,,,,,,,,,,43.0,,155.0,55.34,48960,3.01,16266,29800,4.11,7251,19160,4.84,3959,16329,4.66,3504,55340,2.77,19978,55340,2.77,19978,,0.0,,,,,,,,,,,,,,,0.761404155908029,0.3774744866592893,0.2210746342063199,0.1824664945284642,0.9329890569285626,0.9329890569285626,,,,,1.0,0.4457764662486167,0.2433911225869912,0.2154186646993729,1.228206074019427,1.228206074019427,,,,,Regulated,2.0
 Thermia,Thermia Atlas 12,ATLAS 12 230V,02.03.2020,Brine/Water and Water/Water,R410A,"1,400 kg",33.0,,222.0,11.49,5.75,-10.0,-10.0,10170,4.82,2110,6190,5.95,1040,3980,6.5,612,2810,5.7,493,11490,4.38,2623,11490,4.38,2623,,65.0,15.0,16.0,16.0,0.0,1,0.0,,,,,,,,,,,,,,,33.0,,162.0,10.48,9270,3.24,2861,5640,4.3,1312,3630,5.02,723,2770,4.91,564,10480,2.91,3601,10480,2.91,3601,,0.0,,,,,,,,,,,,,,,0.7375043691017127,0.3635092624956309,0.2139112198531982,0.1723173715484096,0.916812303390423,0.916812303390423,,,,,1.0,0.4585809157637189,0.2527088430618665,0.1971338692764767,1.258650821391122,1.258650821391122,,,,,Regulated,2.0
 Thermia,Thermia Atlas 18,ATLAS 18 400V,02.03.2020,Brine/Water and Water/Water,R410A,"1,950 kg",36.0,0,228.0,15.05,5.9,-10.0,-10.0,13000,5.04,2579,8100,5.91,1371,5210,6.65,783,4410,6.49,680,15050,4.69,3209,15050,4.69,3209,,65.0,15.0,16.0,16.0,0.0,1,0.0,,,,,,,,,,,,,,,36.0,0,168.0,15.68,14000,3.38,4142,8440,4.42,1910,5430,5.1,1065,4340,5.25,827,15680,3.02,5192,15680,3.02,5192,,0.0,,,,,,,,,,,,,,,0.622646064703042,0.3309995171414776,0.1890391115403187,0.1641718976339932,0.7747464992757123,0.7747464992757123,,,,,1.0,0.4611298889425398,0.2571221632061806,0.1996619990342829,1.2535007242877836,1.2535007242877836,,,,,Regulated,2.0
 Thermia,Thermia Calibra 12,Thermia Calibra 12 230V ,04.10.2019,Brine/Water and Water/Water,R410A,"1,400 kg",35.0,,219.0,11.69,7.45,-10.0,-10.0,10340,4.77,2168,6290,5.82,1081,4050,6.4,633,2910,5.97,487,11690,4.39,2663,11690,4.39,2663,,65.0,15.0,18.0,18.0,0.0,1,0.0,,,,,,,,,,,,,,,35.0,,157.0,10.6,9380,3.15,2978,5710,4.2,1360,3670,4.81,763,2910,4.66,624,10600,2.88,3681,10600,2.88,3681,,0.0,,,,,,,,,,,,,,,0.7280053727333781,0.3629952988582942,0.212558764271323,0.1635325721961047,0.8942243116185359,0.8942243116185359,,,,,1.0,0.4566823371390194,0.2562122229684352,0.2095366017461383,1.2360644728005372,1.2360644728005372,,,,,Regulated,2.0
 Thermia,Thermia Calibra 7,Thermia Calibra 7 230V,04.10.2019,Brine/Water and Water/Water,R410A,"0,950 kg",32.0,,214.0,7.11,5.56,-10.0,-10.0,6290,4.85,1297,3830,5.7,672,2460,6.15,400,2160,6.01,359,7110,4.43,1605,7110,4.43,1605,,65.0,12.0,15.0,15.0,0.0,1,0.0,,,,,,,,,,,,,,,32.0,,150.0,6.39,5650,3.09,1828,3440,4.03,854,2210,4.55,486,2070,4.54,456,6390,2.81,2274,6390,2.81,2274,,0.0,,,,,,,,,,,,,,,0.7095185995623632,0.3676148796498906,0.2188183807439825,0.1963894967177243,0.8780087527352297,0.8780087527352297,,,,,1.0,0.4671772428884026,0.2658643326039387,0.24945295404814,1.2439824945295406,1.2439824945295406,,,,,Regulated,2.0
 Thermia,Thermia Calibra Eco 12,Thermia Calibra Eco 12 230V,25.08.2021,Brine/Water and Water/Water,R452B,"1,300 kg",34.0,,219.0,11.52,5.67,-10.0,-10.0,10190,4.66,2187,6200,5.81,1067,3990,6.39,624,2770,5.67,489,11520,4.39,2624,11520,4.39,2624,,65.0,7.0,9.0,9.0,0.0,1,0.0,,,,,,,,,,,,,,,34.0,,162.0,10.57,9350,3.23,2895,5690,4.27,1333,3660,5.06,723,2730,4.67,585,10570,2.96,3571,10570,2.96,3571,,0.0,,,,,,,,,,,,,,,0.755440414507772,0.368566493955095,0.2155440414507772,0.1689119170984456,0.9063903281519862,0.9063903281519862,,,,,1.0,0.4604490500863558,0.249740932642487,0.2020725388601036,1.2335060449050086,1.2335060449050086,,,,,Regulated,2.0
