T_in,T_out,T_amb,COP,EER,P_el,P_th,m_dot,P_th_real,P_el_real,COP_real,RE_P_th,RE_P_el,RE_COP,titel,Group,Pdc_real,Pel_c_real,EER_real,RE_Pdc,RE_Pel_c,RE_EER
2,42,2,3.2135872752819523,0.0,2258.8459235413784,7258.9985167150835,0.3456665960340516,6100.0,2179.0,2.8,18.999975683853833,3.664337932142203,14.7709741172126,IDEAL HEATING Alféa Excellia A.I. 14,1.0,,,,,,
7,27,7,5.059556409705181,0.0,1053.6458924421813,5330.980828665374,0.2538562299364464,6200.0,1148.0,5.4,-14.016438247332674,-8.218998916186294,-6.304510931385554,IDEAL HEATING Alféa Excellia A.I. 14,1.0,,,,,,
7,36,7,4.353605354666229,0.0,1143.213135600036,4977.098828673086,0.23700470612728983,5900.0,1513.0,3.9,-15.642392734354472,-24.440638757433184,11.630906529903307,IDEAL HEATING Alféa Excellia A.I. 14,1.0,,,,,,
12,24,12,5.964257470743405,0.0,1023.7901447228965,6106.148019137007,0.29076895329223845,7300.0,1058.0,6.9,-16.35413672415058,-3.2334456783651766,-13.561485931255001,IDEAL HEATING Alféa Excellia A.I. 14,1.0,,,,,,
12,30,12,5.493623434050619,0.0,1083.5016401614662,5952.350001223312,0.28344523815349104,7100.0,1392.0,5.1,-16.164084489812513,-22.162238494147545,7.718106550012149,IDEAL HEATING Alféa Excellia A.I. 14,1.0,,,,,,
-7,34,-7,2.9229899325912356,0.0,1738.691772632866,5082.178547285077,0.24200850225167034,4600.0,1704.0,2.7,10.482142332284283,2.0359021498160823,8.258886392267971,IDEAL HEATING Alféa Extensa A.I. 6,1.0,,,,,,
-7,52,-7,1.0,0.0,4000.0,4000.0,0.19047619047619047,4000.0,2222.0,1.8,0.0,80.01800180018002,-44.44444444444444,IDEAL HEATING Alféa Extensa A.I. 6,1.0,,,,,,
2,30,2,4.7325421358623885,0.0,614.9630063681512,2910.338339633886,0.13858753998256598,2800.0,667.0,4.2,3.9406549869244856,-7.801648220666979,12.679574663390202,IDEAL HEATING Alféa Extensa A.I. 6,1.0,,,,,,
2,42,2,3.371954243727544,0.0,914.0378116390896,3082.0936778838654,0.1467663656135174,2500.0,862.0,2.9,23.283747115354615,6.0368690996623675,16.274284266467042,IDEAL HEATING Alféa Extensa A.I. 6,1.0,,,,,,
7,27,7,5.826035167725422,0.0,391.057867389488,2278.3168880268618,0.1084912803822315,2300.0,383.0,6.0,-0.9427439988320963,2.103881824931597,-2.899413871242962,IDEAL HEATING Alféa Extensa A.I. 6,1.0,,,,,,
7,36,7,4.805594248624402,0.0,447.13439337778107,2148.7464691784257,0.10232126043706789,1700.0,425.0,4.0,26.396851128142696,5.208092559477895,20.139856215610052,IDEAL HEATING Alféa Extensa A.I. 6,1.0,,,,,,
12,24,12,6.919528199588513,0.0,372.3656920601412,2576.5949067694396,0.12269499556044951,2300.0,277.0,8.3,12.025865511714763,34.42804767514123,-16.632190366403464,IDEAL HEATING Alféa Extensa A.I. 6,1.0,,,,,,
12,30,12,6.239234253520863,0.0,409.75004271896114,2556.526501913779,0.12173935723398949,2100.0,362.0,5.8,21.739357233989477,13.190619535624615,7.573004371049352,IDEAL HEATING Alféa Extensa A.I. 6,1.0,,,,,,
-7,34,-7,3.512007370446554,0.0,3026.544822391821,10629.247723226932,0.5061546534869967,9400.0,2965.0,3.17,13.077103438584391,2.0757107046145418,10.78887603932348,IDEAL LOGIC AIR 10kW,1.0,,,,,,
-7,52,-7,1.5497889052282972,0.0,3903.4649598579385,6049.546686735253,0.2880736517492978,9000.0,3965.0,2.27,-32.78281459183052,-1.5519556151843972,-31.727361003158716,IDEAL LOGIC AIR 10kW,1.0,,,,,,
2,30,2,5.378518283666949,0.0,1010.6940658786766,5436.036512522151,0.2588588815486738,5700.0,1103.0,5.17,-4.630938376804372,-8.368625033664856,4.033235660869416,IDEAL LOGIC AIR 10kW,1.0,,,,,,
2,42,2,4.070372640188225,0.0,1595.3074908560882,6493.495963467948,0.30921409349847373,5500.0,1503.0,3.66,18.06356297214451,6.141549624490228,11.212367218257512,IDEAL LOGIC AIR 10kW,1.0,,,,,,
7,27,7,6.5002560086445555,0.0,671.3800811221016,4364.14240639821,0.20781630506658144,3700.0,535.0,6.91,17.94979476751919,25.491603948056387,-5.92972491107735,IDEAL LOGIC AIR 10kW,1.0,,,,,,
7,36,7,5.519146776035541,0.0,780.9950983053662,4310.4265789116225,0.20525840851960106,3500.0,713.0,4.91,23.155045111760653,9.536479425717559,12.406247984430575,IDEAL LOGIC AIR 10kW,1.0,,,,,,
12,24,12,7.621993733622276,0.0,634.8417420610134,4838.759779830893,0.23041713237289968,4500.0,536.0,8.4,7.52799510735318,18.44062351884579,-9.261979361639582,IDEAL LOGIC AIR 10kW,1.0,,,,,,
12,30,12,6.967920911883084,0.0,707.9184201831898,4932.7195639016845,0.23489140780484213,4400.0,664.0,6.63,12.107262815947383,6.614219907106911,5.096846333078187,IDEAL LOGIC AIR 10kW,1.0,,,,,,
-7,34,-7,3.526466848250038,0.0,2591.0767305255413,9137.346191470418,0.43511172340335325,8200.0,2531.0,3.24,11.431051115492918,2.3736361329727895,8.841569390433257,IDEAL LOGIC AIR 8kW,1.0,,,,,,
-7,52,-7,1.4974385557464984,0.0,3432.9212385120622,5140.5886213889835,0.24478993435185636,8000.0,3493.0,2.29,-35.742642232637714,-1.7199759945015103,-34.60967005473806,IDEAL LOGIC AIR 8kW,1.0,,,,,,
2,30,2,5.419123080711898,0.0,889.8861224895097,4822.402425588118,0.22963821074229132,5000.0,980.0,5.1,-3.551951488237648,-9.195293623519419,6.25731530807645,IDEAL LOGIC AIR 8kW,1.0,,,,,,
2,42,2,4.066437552376186,0.0,1451.1157944804575,5900.871759521537,0.28099389331054936,4900.0,1361.0,3.6,20.42595427594973,6.621292761238617,12.956598677116272,IDEAL LOGIC AIR 8kW,1.0,,,,,,
7,27,7,6.558272827434735,0.0,565.9231887995169,3711.4786715190885,0.17673707959614707,3900.0,573.0,6.81,-4.833880217459274,-1.2350455847265462,-3.6964342520596882,IDEAL LOGIC AIR 8kW,1.0,,,,,,
7,36,7,5.543758681182965,0.0,671.1537522978319,3720.714440709627,0.17717687812902985,3700.0,749.0,4.94,0.5598497489088361,-10.393357503627243,12.221835651477008,IDEAL LOGIC AIR 8kW,1.0,,,,,,
12,24,12,7.6974225741574855,0.0,530.8463342999462,4086.148557049157,0.19457850271662652,4500.0,514.0,8.75,-9.19669873224096,3.277496945514824,-12.02945629534302,IDEAL LOGIC AIR 8kW,1.0,,,,,,
12,30,12,7.021079809989601,0.0,601.0000432988891,4219.669269808706,0.20093663189565267,4400.0,667.0,6.6,-4.098425686165763,-9.895045982175555,6.37999712105457,IDEAL LOGIC AIR 8kW,1.0,,,,,,
-7,34,-7,3.140504208558923,0.0,1278.3891672811933,4014.7865600227246,0.1911803123820345,3700.0,1233.0,3.0,8.50774486547905,3.6811976708186034,4.6834736186307735,Loria 6004,1.0,,,,,,
-7,52,-7,1.0949054168024759,0.0,1854.6207269102524,2030.6342800081807,0.09669687047658003,3800.0,1900.0,2.0,-46.5622557892584,-2.3883827941972413,-45.254729159876206,Loria 6004,1.0,,,,,,
2,30,2,5.086178075428393,0.0,464.9225514520708,2364.6788879677515,0.11260375656989292,2400.0,533.0,4.5,-1.4717130013436885,-12.772504417997965,13.026179453964293,Loria 6004,1.0,,,,,,
2,42,2,3.722445547590837,0.0,849.0769245383262,3160.642617309814,0.15050679130046732,2500.0,781.0,3.2,26.42570469239256,8.71663566431835,16.32642336221366,Loria 6004,1.0,,,,,,
7,27,7,6.255498072715682,0.0,263.57477907847624,1648.7915225418697,0.07851388202580331,2000.0,312.0,6.4,-17.560423872906515,-15.520904141514025,-2.2578426138174734,Loria 6004,1.0,,,,,,
7,36,7,5.232698676837572,0.0,335.60372403221663,1756.1131626851416,0.08362443631834007,1400.0,318.0,4.4,25.43665447751011,5.535762274281963,18.92496992812662,Loria 6004,1.0,,,,,,
12,24,12,7.424818070003084,0.0,239.56513076070678,1778.7275118147475,0.08470131008641654,2300.0,264.0,8.7,-22.66402122544576,-9.255632287611071,-14.657263563182932,Loria 6004,1.0,,,,,,
12,30,12,6.742951806084193,0.0,287.5844273964617,1939.1679341146598,0.09234133019593618,2100.0,323.0,6.5,-7.658669804063822,-10.964573561466961,3.7377200936029586,Loria 6004,1.0,,,,,,
-7,34,-7,3.119864973901826,0.0,1639.0723724580803,5113.684484522133,0.24350878497724443,4800.0,1600.0,3.0,6.535093427544436,2.4420232786300122,3.9954991300608755,Loria 6004 R32,1.0,,,,,,
-7,52,-7,1.2829475123388647,0.0,2078.919023236495,2667.143989215204,0.12700685662929542,4300.0,2118.0,2.03,-37.97339559964642,-1.8451830388812596,-36.80061515572094,Loria 6004 R32,1.0,,,,,,
2,30,2,4.921700956289783,0.0,593.3839053466456,2920.458134391552,0.13906943497102628,2900.0,652.0,4.45,0.7054529100535278,-8.990198566465391,10.60002148965804,Loria 6004 R32,1.0,,,,,,
2,42,2,3.697089315247837,0.0,886.6150058655085,3277.8948649237695,0.15609023166303665,2600.0,828.0,3.14,26.07287942014498,7.07910698858798,17.74169793782918,Loria 6004 R32,1.0,,,,,,
7,27,7,6.002093923239613,0.0,367.0052242887673,2202.7998265008014,0.10489522983337149,1900.0,306.0,6.21,15.93683297372639,19.936347806786703,-3.3479239413910955,Loria 6004 R32,1.0,,,,,,
7,36,7,5.083635192458132,0.0,421.9860556361293,2145.2231631584223,0.10215348395992487,2200.0,484.0,4.55,-2.489856220071718,-12.81279842228733,11.728245988090812,Loria 6004 R32,1.0,,,,,,
12,24,12,7.0824868901893305,0.0,348.6782805063534,2469.509350580006,0.11759568336095266,2400.0,300.0,7.99,2.8962229408335816,16.226093502117813,-11.358111512023406,Loria 6004 R32,1.0,,,,,,
12,30,12,6.470181069668342,0.0,385.3321680711812,2493.1688993884163,0.11872232854230554,2300.0,366.0,6.29,8.398647799496374,5.282013134202512,2.8645639056970262,Loria 6004 R32,1.0,,,,,,
-7,34,-7,3.0410287407708507,0.0,1829.9973987737299,5565.074685206808,0.26500355643841944,5200.0,1793.0,2.9,7.020667023207849,2.063435514430001,4.863060026581056,Loria 6006,1.0,,,,,,
-7,52,-7,1.0,0.0,4100.0,4100.0,0.19523809523809524,4100.0,2158.0,1.9,0.0,89.99073215940685,-47.36842105263158,Loria 6006,1.0,,,,,,
2,30,2,5.1100178609659075,0.0,705.5014333971246,3605.1249255963567,0.1716726155045884,3500.0,761.0,4.6,3.003569302753051,-7.292847122585466,11.08734480360669,Loria 6006,1.0,,,,,,
2,42,2,3.700128445108903,0.0,899.5004671418607,3328.2672648603448,0.15848891737430212,2700.0,844.0,3.2,23.269157957790544,6.575884732447945,15.62901390965321,Loria 6006,1.0,,,,,,
7,27,7,6.350837982472412,0.0,429.20782393898924,2725.8293506460645,0.1298013976498126,1900.0,311.0,6.1,43.46470266558234,38.0089466041766,4.112098073318249,Loria 6006,1.0,,,,,,
7,36,7,5.293420920579659,0.0,465.5826427660429,2464.5249014765373,0.11735832864173987,1800.0,409.0,4.4,36.91805008202984,13.834386984362567,20.30502092226496,Loria 6006,1.0,,,,,,
12,24,12,7.591658103978917,0.0,417.08288432988957,3166.350658853907,0.150778602802567,2400.0,258.0,9.3,31.931277452246132,61.66003268600371,-18.369267699151436,Loria 6006,1.0,,,,,,
12,30,12,6.886713396050414,0.0,441.33276354796624,3039.332254841729,0.14473010737341568,2100.0,323.0,6.5,44.73010737341567,36.63553051020627,5.949436862314061,Loria 6006,1.0,,,,,,
-7,34,-7,2.656648083232824,0.0,2368.7667671172617,6292.979691487686,0.2996656995946517,6020.0,2315.0,2.6,4.534546370227344,2.322538536382801,2.1787724320316837,THERMASTAGE Compact Combi 08,1.0,,,,,,
-7,52,-7,1.0,0.0,5840.0,5840.0,0.2780952380952381,5840.0,3074.0,1.9,0.0,89.98048145738451,-47.36842105263158,THERMASTAGE Compact Combi 08,1.0,,,,,,
2,30,2,5.102675745929545,0.0,780.3459881295622,3981.852547062142,0.1896120260505782,3660.0,861.0,4.25,8.79378543885634,-9.36748105347709,20.06295872775401,THERMASTAGE Compact Combi 08,1.0,,,,,,
2,42,2,3.8582135353141638,0.0,1214.654182965447,4686.395209443254,0.22316167664015496,3550.0,1134.0,3.13,32.01113266037336,7.112361813531476,23.26560815700205,THERMASTAGE Compact Combi 08,1.0,,,,,,
7,27,7,6.542239590708334,0.0,528.8550800324268,3459.8966423353672,0.1647569829683508,2350.0,363.0,6.48,47.229644354696475,45.6901046921286,0.960487510931074,THERMASTAGE Compact Combi 08,1.0,,,,,,
7,36,7,5.608892932746812,0.0,610.2878665641484,3423.0393017127817,0.16300187151013246,2280.0,472.0,4.83,50.13330270670095,29.298276814438218,16.126147675917444,THERMASTAGE Compact Combi 08,1.0,,,,,,
12,24,12,7.981803435487166,0.0,501.7108178551827,4004.557129577573,0.1906931966465511,2290.0,233.0,9.81,74.8714903745665,115.32653126831876,-18.636050606654784,THERMASTAGE Compact Combi 08,1.0,,,,,,
12,30,12,7.359572330179503,0.0,555.9993422096601,4091.917374524219,0.1948532083106771,2150.0,312.0,6.9,90.32173834996368,78.20491737489105,6.660468553326138,THERMASTAGE Compact Combi 08,1.0,,,,,,
-7,34,-7,2.6462147897123036,0.0,3231.077914440487,8550.1261639052,0.40714886494786673,8050.0,3169.0,2.54,6.212747377704364,1.9589117841743997,4.181684634342653,THERMASTAGE Compact Combi 11,1.0,,,,,,
-7,52,-7,1.0197222398428494,0.0,3985.924507147106,4064.5358662725525,0.19354932696535965,7650.0,4048.0,1.89,-46.86881220558755,-1.5334854953778176,-46.046442336357174,THERMASTAGE Compact Combi 11,1.0,,,,,,
2,30,2,4.953518162762919,0.0,1005.8796755112458,4982.643242199027,0.23726872581900127,4900.0,1099.0,4.46,1.6865967795719694,-8.473186941651889,11.065429658361413,THERMASTAGE Compact Combi 11,1.0,,,,,,
2,42,2,3.8691897961832638,0.0,1509.11073731562,5839.035866132199,0.2780493269586761,4660.0,1416.0,3.29,25.30119884403861,6.575617042063575,17.604553075479146,THERMASTAGE Compact Combi 11,1.0,,,,,,
7,27,7,6.305633912291569,0.0,734.3816154303051,4630.741618820797,0.2205115056581332,3150.0,508.0,6.2,47.00767043875547,44.56331012407582,1.703772778896262,THERMASTAGE Compact Combi 11,1.0,,,,,,
7,36,7,5.492387637356728,0.0,828.7374395186325,4551.7472674268065,0.21674986987746697,3420.0,707.0,4.84,33.09202536335691,17.218874047897103,13.479083416461336,THERMASTAGE Compact Combi 11,1.0,,,,,,
12,24,12,7.657749661820162,0.0,702.9296740675677,5382.859473874273,0.2563266416130606,4200.0,466.0,9.02,28.163320806530322,50.84327769690293,-15.102553638357396,THERMASTAGE Compact Combi 11,1.0,,,,,,
12,30,12,7.115585478530306,0.0,765.8335567931001,5449.354135688198,0.25949305408039036,4100.0,601.0,6.82,32.91107648019995,27.426548551264585,4.334097925664304,THERMASTAGE Compact Combi 11,1.0,,,,,,
-7,34,-7,3.171074946578642,0.0,1311.6974617113156,4159.49095832355,0.19807099801540715,3900.0,1262.0,3.09,6.653614315988476,3.9379922116731914,2.62378467892046,Thermastage Compact Duo 03,1.0,,,,,,
-7,52,-7,1.2619214074748015,0.0,1838.3100231682693,2319.8027718115372,0.11046679865769225,3700.0,1888.0,1.96,-37.30262778887737,-2.6318843660874336,-35.61625472067339,Thermastage Compact Duo 03,1.0,,,,,,
2,30,2,4.892787638068825,0.0,467.4622353667419,2287.193446466414,0.10891397364125782,2400.0,542.0,4.43,-4.700273063899408,-13.752355098387103,10.446673545571672,Thermastage Compact Duo 03,1.0,,,,,,
2,42,2,3.6200186119996545,0.0,818.5372763380801,2963.1201749593542,0.1411009607123502,2300.0,744.0,3.09,28.831311954754526,10.018451120709692,17.152705889956454,Thermastage Compact Duo 03,1.0,,,,,,
7,27,7,5.9317889776233415,0.0,276.72592195285324,1641.479773662592,0.07816570350774248,2100.0,346.0,6.07,-21.834296492257533,-20.02140984021583,-2.276952592696191,Thermastage Compact Duo 03,1.0,,,,,,
7,36,7,4.977212208071478,0.0,342.5524921350261,1704.956445759761,0.08118840217903624,2200.0,491.0,4.48,-22.50197973819268,-30.233708322805274,11.098486787309758,Thermastage Compact Duo 03,1.0,,,,,,
12,24,12,6.970790317178057,0.0,254.78373189216472,1776.043971248392,0.08457352244039962,2400.0,306.0,7.85,-25.998167864650334,-16.737342518900423,-11.200123348050228,Thermastage Compact Duo 03,1.0,,,,,,
12,30,12,6.334405804143444,0.0,298.6681120136491,1891.8850222518229,0.09008976296437252,2300.0,372.0,6.19,-17.744129467312053,-19.712873114610463,2.3328885968246116,Thermastage Compact Duo 03,1.0,,,,,,
-7,34,-7,3.1855540191404543,0.0,1849.5392644304884,5891.807237364622,0.2805622493983153,5400.0,1818.0,2.97,9.107541432678179,1.7348330269795653,7.257711082170171,Thermastage Compact combi 06,1.0,,,,,,
-7,52,-7,1.2309852138607766,0.0,2276.4636921334222,2802.293144907154,0.13344253070986448,4800.0,2308.0,2.08,-41.6188928144343,-1.3663911553976504,-40.81801856438574,Thermastage Compact combi 06,1.0,,,,,,
2,30,2,5.114687255564036,0.0,663.691434646913,3394.5741224155768,0.16164638678169413,3300.0,711.0,4.64,2.8658824974417296,-6.653806660068495,10.230328783707666,Thermastage Compact combi 06,1.0,,,,,,
2,42,2,3.811641385377584,0.0,948.3077197824646,3614.608950795891,0.17212423575218527,2900.0,901.0,3.22,24.641687958478986,5.2505793321270255,18.373956067626818,Thermastage Compact combi 06,1.0,,,,,,
7,27,7,6.27088461923745,0.0,420.87827452517377,2639.279098291109,0.12567995706148138,2100.0,315.0,6.67,25.679957061481385,33.6121506429123,-5.983738842017239,Thermastage Compact combi 06,1.0,,,,,,
7,36,7,5.293600216597497,0.0,474.2438279881717,2510.457230558212,0.1195455824075339,1900.0,411.0,4.62,32.129327924116424,15.387792697852,14.580091268344075,Thermastage Compact combi 06,1.0,,,,,,
12,24,12,7.42708198291075,0.0,403.0897567043494,2993.780669514751,0.1425609842626072,2400.0,288.0,8.34,24.740861229781295,39.961721077899085,-10.946259197712827,Thermastage Compact combi 06,1.0,,,,,,
12,30,12,6.775559047817751,0.0,438.66679234626054,2972.212753858896,0.14153394065994743,2300.0,350.0,6.57,29.226641472125927,25.333369241788727,3.128752630407172,Thermastage Compact combi 06,1.0,,,,,,
-7,34,-7,3.2322565136651065,0.0,2589.2344719866105,8369.069987484954,0.3985271422611883,7700.0,2500.0,3.08,8.68922061668771,3.5693788794644243,4.9433933008151465,Thermastage Compact Combi 11,1.0,,,,,,
-7,52,-7,1.6641995865281842,0.0,3461.772932900761,5761.0810835879065,0.27433719445656696,7600.0,3551.0,2.14,-24.196301531738072,-2.512730698373389,-22.23366418092597,Thermastage Compact Combi 11,1.0,,,,,,
2,30,2,4.906423202071495,0.0,881.1547438579275,4323.3180798799,0.2058722895180905,4700.0,1015.0,4.63,-8.014508938725529,-13.18672474306133,5.970263543660792,Thermastage Compact Combi 11,1.0,,,,,,
2,42,2,3.8610519173136595,0.0,1462.8470511339942,5648.128411517541,0.26895849578654957,4600.0,1329.0,3.46,22.785400250381336,10.07126043145179,11.591095876117329,Thermastage Compact Combi 11,1.0,,,,,,
7,27,7,5.904271352975911,0.0,562.4784898521989,3321.02563429949,0.15814407782378523,3800.0,593.0,6.41,-12.604588571066056,-5.146966298111488,-7.8896824808750265,Thermastage Compact Combi 11,1.0,,,,,,
7,36,7,5.120242889407564,0.0,671.5457974664677,3438.477594389213,0.16373702830424824,3600.0,759.0,4.74,-4.486733489188522,-11.5222928239173,8.022001886235518,Thermastage Compact Combi 11,1.0,,,,,,
12,24,12,6.902119503880385,0.0,526.1227206474762,3631.361891615557,0.17292199483883605,4300.0,605.0,7.11,-15.549723450801,-13.037566835127901,-2.9237763167315745,Thermastage Compact Combi 11,1.0,,,,,,
12,30,12,6.379433861501639,0.0,598.834259056972,3820.223549655291,0.18191540712644244,4200.0,656.0,6.4,-9.042296436778784,-8.71428977790062,-0.32134591403689683,Thermastage Compact Combi 11,1.0,,,,,,
-7,34,-7,2.7905955762912527,0.0,3886.6956033125643,10846.195556994704,0.5164855027140335,10000.0,3846.0,2.6,8.461955569947044,1.058128011247117,7.3305990881251,Compact Combi TCC13-16/ TOC13RIY,1.0,,,,,,
-7,52,-7,1.2354367692569213,0.0,4275.31098792607,5281.876394492,0.2515179235472381,8200.0,4316.0,1.9,-35.58687323790244,-0.942748194484011,-34.977012144372566,Compact Combi TCC13-16/ TOC13RIY,1.0,,,,,,
2,30,2,4.179159979697374,0.0,1587.9566235340249,6636.324770568766,0.3160154652651794,6100.0,1649.0,3.7,8.792209353586333,-3.7018421143708347,12.950269721550644,Compact Combi TCC13-16/ TOC13RIY,1.0,,,,,,
2,42,2,3.1423874416744297,0.0,1847.0335466106767,5804.095021220773,0.27638547720098916,5000.0,1786.0,2.8,16.081900424415462,3.417331837103954,12.228122916943928,Compact Combi TCC13-16/ TOC13RIY,1.0,,,,,,
7,27,7,5.017782868313361,0.0,933.8918495461089,4686.066523509944,0.22314602492904495,6200.0,1170.0,5.3,-24.418281878871873,-20.18018379947787,-5.3248515412573365,Compact Combi TCC13-16/ TOC13RIY,1.0,,,,,,
7,36,7,4.2402034647961955,0.0,982.4687726227971,4165.86749372925,0.1983746425585357,5900.0,1553.0,3.8,-29.392076377470346,-36.73736171134596,11.584301705163046,Compact Combi TCC13-16/ TOC13RIY,1.0,,,,,,
12,24,12,5.8564057569292345,0.0,917.6995418538795,5374.420880044381,0.2559248038116372,7400.0,1072.0,6.9,-27.372690810211065,-14.393699453929154,-15.1245542474024,Compact Combi TCC13-16/ TOC13RIY,1.0,,,,,,
12,30,12,5.338019487917792,0.0,950.0841572383383,5071.567746500201,0.2415032260238191,7000.0,1458.0,4.8,-27.549032192854273,-34.83647755566952,11.208739331620654,Compact Combi TCC13-16/ TOC13RIY,1.0,,,,,,
-7,34,-7,2.810976722969258,0.0,3751.301749563084,10544.821898855682,0.5021343761359849,10000.0,3704.0,2.7,5.448218988556808,1.2770450745972939,4.110248998861388,Compact Combi TCC13-16/ TOC13RIYF,1.0,,,,,,
-7,52,-7,1.1624048886990863,0.0,4268.690012535552,4961.94613891229,0.23628314947201381,8200.0,4316.0,1.9,-39.48846172058184,-1.0961535557100888,-38.82079533162703,Compact Combi TCC13-16/ TOC13RIYF,1.0,,,,,,
2,30,2,4.300927426903428,0.0,1578.0381407759824,6787.027520363115,0.32319178668395787,6100.0,1649.0,3.7,11.262746235460908,-4.303326817708775,16.241281808200746,Compact Combi TCC13-16/ TOC13RIYF,1.0,,,,,,
2,42,2,3.201879537389999,0.0,1922.9636494243357,6157.097960236576,0.29319514096364646,5000.0,1852.0,2.7,23.14195920473152,3.8317305304716998,18.588131014444407,Compact Combi TCC13-16/ TOC13RIYF,1.0,,,,,,
7,27,7,5.199912403409371,0.0,887.523800712899,4615.04601964803,0.2197640961737157,6200.0,1127.0,5.5,-25.56377387664468,-21.248997274809323,-5.456138119829612,Compact Combi TCC13-16/ TOC13RIYF,1.0,,,,,,
7,36,7,4.375626486274314,0.0,952.1973335844575,4166.459872991931,0.19840285109485384,5900.0,1513.0,3.9,-29.38203605098423,-37.065609148416556,12.19555093011062,Compact Combi TCC13-16/ TOC13RIYF,1.0,,,,,,
