Manufacturer,Model,Date,Type,SPL indoor [dBA],SPL outdoor [dBA],Refrigerant,Mass of Refrigerant [kg],PSB [W],Prated [W],Guideline,Climate,T_in [°C],T_out [°C],P_th [W],COP,P_el [W]
DAIKIN Europe ,EPRA18DW / ETVZ16S23D9W(G),2020-02-07,Outdoor Air/Water,44.0,54.0,R32,4.2,42,13.0,EN 14825,average,2,30,6870,4.94,1391
DAIKIN Europe ,EPRA18DW / ETVZ16S23D9W(G),2020-02-07,Outdoor Air/Water,44.0,54.0,R32,4.2,42,13.0,EN 14825,average,2,42,6700,3.52,1903
DAIKIN Europe ,EPRA18DW / ETVZ16S23D9W(G),2020-02-07,Outdoor Air/Water,44.0,54.0,R32,4.2,42,13.0,EN 14825,average,7,27,6100,5.75,1061
DAIKIN Europe ,EPRA18DW / ETVZ16S23D9W(G),2020-02-07,Outdoor Air/Water,44.0,54.0,R32,4.2,42,13.0,EN 14825,average,7,36,6500,4.54,1432
DAIKIN Europe ,EPRA18DW / ETVZ16S23D9W(G),2020-02-07,Outdoor Air/Water,44.0,54.0,R32,4.2,42,13.0,EN 14825,average,12,24,5500,6.97,789
DAIKIN Europe ,EPRA18DW / ETVZ16S23D9W(G),2020-02-07,Outdoor Air/Water,44.0,54.0,R32,4.2,42,13.0,EN 14825,average,12,30,5200,5.97,871
tecalor,TTL 4.5 IKCS,2018-04-03,Outdoor Air/Water,45.0,,R410a,2.2,56,4.7,EN 14825,average,-7,34,4170,3.09,1350
tecalor,TTL 4.5 IKCS,2018-04-03,Outdoor Air/Water,45.0,,R410a,2.2,56,4.5,EN 14825,average,-7,52,3940,2.22,1775
tecalor,TTL 4.5 IKCS,2018-04-03,Outdoor Air/Water,45.0,,R410a,2.2,56,4.7,EN 14825,average,2,30,2860,4.29,667
tecalor,TTL 4.5 IKCS,2018-04-03,Outdoor Air/Water,45.0,,R410a,2.2,56,4.5,EN 14825,average,2,42,2540,3.1,819
tecalor,TTL 4.5 IKCS,2018-04-03,Outdoor Air/Water,45.0,,R410a,2.2,56,4.7,EN 14825,average,7,27,2080,6.24,333
tecalor,TTL 4.5 IKCS,2018-04-03,Outdoor Air/Water,45.0,,R410a,2.2,56,4.5,EN 14825,average,7,36,2040,4.53,450
tecalor,TTL 4.5 IKCS,2018-04-03,Outdoor Air/Water,45.0,,R410a,2.2,56,4.7,EN 14825,average,12,24,2020,8.31,243
tecalor,TTL 4.5 IKCS,2018-04-03,Outdoor Air/Water,45.0,,R410a,2.2,56,4.5,EN 14825,average,12,30,1970,6.44,306
tecalor,TTL 4.5 ICS,2018-04-03,Outdoor Air/Water,45.0,,R410a,2.2,56,4.8,EN 14825,average,-7,34,4220,3.22,1311
tecalor,TTL 4.5 ICS,2018-04-03,Outdoor Air/Water,45.0,,R410a,2.2,56,4.5,EN 14825,average,-7,52,3980,2.27,1753
tecalor,TTL 4.5 ICS,2018-04-03,Outdoor Air/Water,45.0,,R410a,2.2,56,4.8,EN 14825,average,2,30,2880,4.33,665
tecalor,TTL 4.5 ICS,2018-04-03,Outdoor Air/Water,45.0,,R410a,2.2,56,4.5,EN 14825,average,2,42,2550,3.16,807
tecalor,TTL 4.5 ICS,2018-04-03,Outdoor Air/Water,45.0,,R410a,2.2,56,4.8,EN 14825,average,7,27,2080,6.28,331
tecalor,TTL 4.5 ICS,2018-04-03,Outdoor Air/Water,45.0,,R410a,2.2,56,4.5,EN 14825,average,7,36,2040,4.53,450
tecalor,TTL 4.5 ICS,2018-04-03,Outdoor Air/Water,45.0,,R410a,2.2,56,4.8,EN 14825,average,12,24,2020,8.35,242
tecalor,TTL 4.5 ICS,2018-04-03,Outdoor Air/Water,45.0,,R410a,2.2,56,4.5,EN 14825,average,12,30,1970,6.44,306
Argoclima ,AUCH + AEI1G110BEMX,2019-02-21,Outdoor Air/Water,46.0,69.0,R410a,3.38,5,8.35,EN 14825,average,-7,34,7390,2.24,3299
Argoclima ,AUCH + AEI1G110BEMX,2019-02-21,Outdoor Air/Water,46.0,69.0,R410a,3.38,5,7.1,EN 14825,average,-7,52,6280,1.55,4052
Argoclima ,AUCH + AEI1G110BEMX,2019-02-21,Outdoor Air/Water,46.0,69.0,R410a,3.38,5,8.35,EN 14825,average,2,30,4530,3.76,1205
Argoclima ,AUCH + AEI1G110BEMX,2019-02-21,Outdoor Air/Water,46.0,69.0,R410a,3.38,5,7.1,EN 14825,average,2,42,3720,2.81,1324
Argoclima ,AUCH + AEI1G110BEMX,2019-02-21,Outdoor Air/Water,46.0,69.0,R410a,3.38,5,8.35,EN 14825,average,7,27,2810,5.34,526
Argoclima ,AUCH + AEI1G110BEMX,2019-02-21,Outdoor Air/Water,46.0,69.0,R410a,3.38,5,7.1,EN 14825,average,7,36,2960,4.05,731
Argoclima ,AUCH + AEI1G110BEMX,2019-02-21,Outdoor Air/Water,46.0,69.0,R410a,3.38,5,8.35,EN 14825,average,12,24,2580,7.09,364
Argoclima ,AUCH + AEI1G110BEMX,2019-02-21,Outdoor Air/Water,46.0,69.0,R410a,3.38,5,7.1,EN 14825,average,12,30,2900,6.02,482
tecalor,TTF 27,2020-12-17,Brine/Water,55.0,60.0,R410a,7.2,7,30.0,EN 14825,average,-7,34,29800,4.92,6057
tecalor,TTF 27,2020-12-17,Brine/Water,55.0,60.0,R410a,7.2,7,27.0,EN 14825,average,-7,52,27000,2.92,9247
tecalor,TTF 27,2020-12-17,Brine/Water,55.0,60.0,R410a,7.2,7,30.0,EN 14825,average,2,30,30100,5.31,5669
tecalor,TTF 27,2020-12-17,Brine/Water,55.0,60.0,R410a,7.2,7,27.0,EN 14825,average,2,42,28000,3.49,8023
tecalor,TTF 27,2020-12-17,Brine/Water,55.0,60.0,R410a,7.2,7,30.0,EN 14825,average,7,27,30400,5.71,5324
tecalor,TTF 27,2020-12-17,Brine/Water,55.0,60.0,R410a,7.2,7,27.0,EN 14825,average,7,36,28700,3.93,7303
tecalor,TTF 27,2020-12-17,Brine/Water,55.0,60.0,R410a,7.2,7,30.0,EN 14825,average,12,24,30700,6.16,4984
tecalor,TTF 27,2020-12-17,Brine/Water,55.0,60.0,R410a,7.2,7,27.0,EN 14825,average,12,30,29300,4.47,6555
Enertech CTC AB,CTC EcoAir 420 3x400V,2020-12-17,Outdoor Air/Water,,66.0,R407c,3.5,18,13.88,EN 14825,average,-7,34,11500,3.07,3746
Enertech CTC AB,CTC EcoAir 420 3x400V,2020-12-17,Outdoor Air/Water,,66.0,R407c,3.5,18,14.2,EN 14825,average,-7,52,10900,2.35,4638
Enertech CTC AB,CTC EcoAir 420 3x400V,2020-12-17,Outdoor Air/Water,,66.0,R407c,3.5,18,13.88,EN 14825,average,2,30,14000,3.72,3763
Enertech CTC AB,CTC EcoAir 420 3x400V,2020-12-17,Outdoor Air/Water,,66.0,R407c,3.5,18,14.2,EN 14825,average,2,42,13400,2.97,4512
Enertech CTC AB,CTC EcoAir 420 3x400V,2020-12-17,Outdoor Air/Water,,66.0,R407c,3.5,18,13.88,EN 14825,average,7,27,17700,4.64,3815
Enertech CTC AB,CTC EcoAir 420 3x400V,2020-12-17,Outdoor Air/Water,,66.0,R407c,3.5,18,14.2,EN 14825,average,7,36,17300,3.81,4541
Enertech CTC AB,CTC EcoAir 420 3x400V,2020-12-17,Outdoor Air/Water,,66.0,R407c,3.5,18,13.88,EN 14825,average,12,24,21400,5.56,3849
Enertech CTC AB,CTC EcoAir 420 3x400V,2020-12-17,Outdoor Air/Water,,66.0,R407c,3.5,18,14.2,EN 14825,average,12,30,20300,4.62,4394
Nibe,F2040-8,2020-12-17,Outdoor Air/Water,,54.0,R410a,2.6,15,8.2,EN 14825,average,-7,34,7400,2.92,2534
Nibe,F2040-8,2020-12-17,Outdoor Air/Water,,54.0,R410a,2.6,15,7.0,EN 14825,average,-7,52,6300,1.94,3247
Nibe,F2040-8,2020-12-17,Outdoor Air/Water,,54.0,R410a,2.6,15,8.2,EN 14825,average,2,30,4500,4.3,1047
Nibe,F2040-8,2020-12-17,Outdoor Air/Water,,54.0,R410a,2.6,15,7.0,EN 14825,average,2,42,3900,3.11,1254
Nibe,F2040-8,2020-12-17,Outdoor Air/Water,,54.0,R410a,2.6,15,8.2,EN 14825,average,7,27,2900,5.41,536
Nibe,F2040-8,2020-12-17,Outdoor Air/Water,,54.0,R410a,2.6,15,7.0,EN 14825,average,7,36,2600,4.42,588
Nibe,F2040-8,2020-12-17,Outdoor Air/Water,,54.0,R410a,2.6,15,8.2,EN 14825,average,12,24,3500,6.51,538
Nibe,F2040-8,2020-12-17,Outdoor Air/Water,,54.0,R410a,2.6,15,7.0,EN 14825,average,12,30,3700,5.93,624
Buderus,Buderus Logatherm WPS 64.2 HT,2020-12-17,Brine/Water,67.0,,R410a,9.3,25,62.0,EN 14825,average,-7,34,54850,4.52,12135
Buderus,Buderus Logatherm WPS 64.2 HT,2020-12-17,Brine/Water,67.0,,R410a,9.3,25,63.0,EN 14825,average,-7,52,55730,3.36,16586
Buderus,Buderus Logatherm WPS 64.2 HT,2020-12-17,Brine/Water,67.0,,R410a,9.3,25,62.0,EN 14825,average,2,30,33620,5.28,6367
Buderus,Buderus Logatherm WPS 64.2 HT,2020-12-17,Brine/Water,67.0,,R410a,9.3,25,63.0,EN 14825,average,2,42,33900,4.21,8052
Buderus,Buderus Logatherm WPS 64.2 HT,2020-12-17,Brine/Water,67.0,,R410a,9.3,25,62.0,EN 14825,average,7,27,33560,5.4,6215
Buderus,Buderus Logatherm WPS 64.2 HT,2020-12-17,Brine/Water,67.0,,R410a,9.3,25,63.0,EN 14825,average,7,36,33780,4.5,7507
Buderus,Buderus Logatherm WPS 64.2 HT,2020-12-17,Brine/Water,67.0,,R410a,9.3,25,62.0,EN 14825,average,12,24,33510,5.49,6104
Buderus,Buderus Logatherm WPS 64.2 HT,2020-12-17,Brine/Water,67.0,,R410a,9.3,25,63.0,EN 14825,average,12,30,33680,4.74,7105
STIEBEL ELTRON ,"WPF 16, average climate",2016-10-13,Brine/Water,53.0,0.0,R410a,2.35,9,17.0,EN 14825,average,-7,34,17000,4.59,3704
STIEBEL ELTRON ,"WPF 16, average climate",2016-10-13,Brine/Water,53.0,0.0,R410a,2.35,9,16.0,EN 14825,average,-7,52,15900,3.01,5282
STIEBEL ELTRON ,"WPF 16, average climate",2016-10-13,Brine/Water,53.0,0.0,R410a,2.35,9,17.0,EN 14825,average,2,30,17200,4.88,3525
STIEBEL ELTRON ,"WPF 16, average climate",2016-10-13,Brine/Water,53.0,0.0,R410a,2.35,9,16.0,EN 14825,average,2,42,16300,3.49,4670
STIEBEL ELTRON ,"WPF 16, average climate",2016-10-13,Brine/Water,53.0,0.0,R410a,2.35,9,17.0,EN 14825,average,7,27,17300,5.16,3353
STIEBEL ELTRON ,"WPF 16, average climate",2016-10-13,Brine/Water,53.0,0.0,R410a,2.35,9,16.0,EN 14825,average,7,36,16600,3.85,4312
STIEBEL ELTRON ,"WPF 16, average climate",2016-10-13,Brine/Water,53.0,0.0,R410a,2.35,9,17.0,EN 14825,average,12,24,17400,5.48,3175
STIEBEL ELTRON ,"WPF 16, average climate",2016-10-13,Brine/Water,53.0,0.0,R410a,2.35,9,16.0,EN 14825,average,12,30,16900,4.27,3958
STIEBEL ELTRON ,"WPF 16 cool, average climate",2016-10-13,Brine/Water,53.0,0.0,R410a,2.35,9,17.0,EN 14825,average,-7,34,17000,4.59,3704
STIEBEL ELTRON ,"WPF 16 cool, average climate",2016-10-13,Brine/Water,53.0,0.0,R410a,2.35,9,16.0,EN 14825,average,-7,52,15900,3.01,5282
STIEBEL ELTRON ,"WPF 16 cool, average climate",2016-10-13,Brine/Water,53.0,0.0,R410a,2.35,9,17.0,EN 14825,average,2,30,17200,4.88,3525
STIEBEL ELTRON ,"WPF 16 cool, average climate",2016-10-13,Brine/Water,53.0,0.0,R410a,2.35,9,16.0,EN 14825,average,2,42,16300,3.49,4670
STIEBEL ELTRON ,"WPF 16 cool, average climate",2016-10-13,Brine/Water,53.0,0.0,R410a,2.35,9,17.0,EN 14825,average,7,27,17300,5.16,3353
STIEBEL ELTRON ,"WPF 16 cool, average climate",2016-10-13,Brine/Water,53.0,0.0,R410a,2.35,9,16.0,EN 14825,average,7,36,16600,3.85,4312
STIEBEL ELTRON ,"WPF 16 cool, average climate",2016-10-13,Brine/Water,53.0,0.0,R410a,2.35,9,17.0,EN 14825,average,12,24,17400,5.48,3175
STIEBEL ELTRON ,"WPF 16 cool, average climate",2016-10-13,Brine/Water,53.0,0.0,R410a,2.35,9,16.0,EN 14825,average,12,30,16900,4.27,3958
Enertech CTC AB,CTC CombiAir 6M,2020-10-30,Outdoor Air/Water,35.0,50.0,R410a,1.5,12,4.8,EN 14825,average,-7,34,4300,2.6,1654
Enertech CTC AB,CTC CombiAir 6M,2020-10-30,Outdoor Air/Water,35.0,50.0,R410a,1.5,12,5.3,EN 14825,average,-7,52,4700,1.88,2500
Enertech CTC AB,CTC CombiAir 6M,2020-10-30,Outdoor Air/Water,35.0,50.0,R410a,1.5,12,4.8,EN 14825,average,2,30,2600,4.84,537
Enertech CTC AB,CTC CombiAir 6M,2020-10-30,Outdoor Air/Water,35.0,50.0,R410a,1.5,12,5.3,EN 14825,average,2,42,2800,3.26,859
Enertech CTC AB,CTC CombiAir 6M,2020-10-30,Outdoor Air/Water,35.0,50.0,R410a,1.5,12,4.8,EN 14825,average,7,27,1700,6.91,246
Enertech CTC AB,CTC CombiAir 6M,2020-10-30,Outdoor Air/Water,35.0,50.0,R410a,1.5,12,5.3,EN 14825,average,7,36,1800,4.72,381
Enertech CTC AB,CTC CombiAir 6M,2020-10-30,Outdoor Air/Water,35.0,50.0,R410a,1.5,12,4.8,EN 14825,average,12,24,2700,7.72,350
Enertech CTC AB,CTC CombiAir 6M,2020-10-30,Outdoor Air/Water,35.0,50.0,R410a,1.5,12,5.3,EN 14825,average,12,30,2700,6.47,417
Kaukora,Star-24,2020-12-17,Brine/Water,47.0,,R407c,4.0,7,28.0,EN 14825,average,-7,34,23600,4.7,5021
Kaukora,Star-24,2020-12-17,Brine/Water,47.0,,R407c,4.0,7,28.0,EN 14825,average,-7,52,22200,3.27,6789
Kaukora,Star-24,2020-12-17,Brine/Water,47.0,,R407c,4.0,7,28.0,EN 14825,average,2,30,23800,4.91,4847
Kaukora,Star-24,2020-12-17,Brine/Water,47.0,,R407c,4.0,7,28.0,EN 14825,average,2,42,22800,3.83,5953
Kaukora,Star-24,2020-12-17,Brine/Water,47.0,,R407c,4.0,7,28.0,EN 14825,average,7,27,12000,5.26,2281
Kaukora,Star-24,2020-12-17,Brine/Water,47.0,,R407c,4.0,7,28.0,EN 14825,average,7,36,11700,4.31,2715
Kaukora,Star-24,2020-12-17,Brine/Water,47.0,,R407c,4.0,7,28.0,EN 14825,average,12,24,12100,5.26,2300
Kaukora,Star-24,2020-12-17,Brine/Water,47.0,,R407c,4.0,7,28.0,EN 14825,average,12,30,11800,4.58,2576
Kaukora,Jäspi Inverter M6,2020-03-26,Outdoor Air/Water,35.0,50.0,R410a,1.5,12,4.8,EN 14825,average,-7,34,4300,2.6,1654
Kaukora,Jäspi Inverter M6,2020-03-26,Outdoor Air/Water,35.0,50.0,R410a,1.5,12,5.3,EN 14825,average,-7,52,4700,1.88,2500
Kaukora,Jäspi Inverter M6,2020-03-26,Outdoor Air/Water,35.0,50.0,R410a,1.5,12,4.8,EN 14825,average,2,30,2600,4.84,537
Kaukora,Jäspi Inverter M6,2020-03-26,Outdoor Air/Water,35.0,50.0,R410a,1.5,12,5.3,EN 14825,average,2,42,2800,3.26,859
Kaukora,Jäspi Inverter M6,2020-03-26,Outdoor Air/Water,35.0,50.0,R410a,1.5,12,4.8,EN 14825,average,7,27,1700,6.91,246
Kaukora,Jäspi Inverter M6,2020-03-26,Outdoor Air/Water,35.0,50.0,R410a,1.5,12,5.3,EN 14825,average,7,36,1800,4.72,381
Kaukora,Jäspi Inverter M6,2020-03-26,Outdoor Air/Water,35.0,50.0,R410a,1.5,12,4.8,EN 14825,average,12,24,2700,7.72,350
Kaukora,Jäspi Inverter M6,2020-03-26,Outdoor Air/Water,35.0,50.0,R410a,1.5,12,5.3,EN 14825,average,12,30,2700,6.47,417
Groupe Atlantic,Silent Combi TSC14/ TOC14RIYF,2020-12-22,Outdoor Air/Water,45.0,67.0,R410a,3.8,19,17.0,EN 14825,average,-7,34,15400,2.9,5310
Groupe Atlantic,Silent Combi TSC14/ TOC14RIYF,2020-12-22,Outdoor Air/Water,45.0,67.0,R410a,3.8,19,16.0,EN 14825,average,-7,52,14200,2.12,6698
Groupe Atlantic,Silent Combi TSC14/ TOC14RIYF,2020-12-22,Outdoor Air/Water,45.0,67.0,R410a,3.8,19,17.0,EN 14825,average,2,30,9400,4.19,2243
Groupe Atlantic,Silent Combi TSC14/ TOC14RIYF,2020-12-22,Outdoor Air/Water,45.0,67.0,R410a,3.8,19,16.0,EN 14825,average,2,42,8600,3.3,2606
Groupe Atlantic,Silent Combi TSC14/ TOC14RIYF,2020-12-22,Outdoor Air/Water,45.0,67.0,R410a,3.8,19,17.0,EN 14825,average,7,27,6700,5.13,1306
Groupe Atlantic,Silent Combi TSC14/ TOC14RIYF,2020-12-22,Outdoor Air/Water,45.0,67.0,R410a,3.8,19,16.0,EN 14825,average,7,36,6400,4.21,1520
Groupe Atlantic,Silent Combi TSC14/ TOC14RIYF,2020-12-22,Outdoor Air/Water,45.0,67.0,R410a,3.8,19,17.0,EN 14825,average,12,24,8000,6.83,1171
Groupe Atlantic,Silent Combi TSC14/ TOC14RIYF,2020-12-22,Outdoor Air/Water,45.0,67.0,R410a,3.8,19,16.0,EN 14825,average,12,30,7600,6.02,1262
Samsung Electronics Air Conditioner Europe ,AE044MXTPEH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,43.0,65.0,R410a,2.6,22,4.0,EN 14825,average,-7,34,3500,2.8,1250
Samsung Electronics Air Conditioner Europe ,AE044MXTPEH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,43.0,65.0,R410a,2.6,22,4.0,EN 14825,average,-7,52,3500,1.96,1786
Samsung Electronics Air Conditioner Europe ,AE044MXTPEH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,43.0,65.0,R410a,2.6,22,4.0,EN 14825,average,2,30,2200,4.48,491
Samsung Electronics Air Conditioner Europe ,AE044MXTPEH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,43.0,65.0,R410a,2.6,22,4.0,EN 14825,average,2,42,2100,2.74,766
Samsung Electronics Air Conditioner Europe ,AE044MXTPEH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,43.0,65.0,R410a,2.6,22,4.0,EN 14825,average,7,27,2500,5.82,430
Samsung Electronics Air Conditioner Europe ,AE044MXTPEH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,43.0,65.0,R410a,2.6,22,4.0,EN 14825,average,7,36,2300,3.43,671
Samsung Electronics Air Conditioner Europe ,AE044MXTPEH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,43.0,65.0,R410a,2.6,22,4.0,EN 14825,average,12,24,2300,7.23,318
Samsung Electronics Air Conditioner Europe ,AE044MXTPEH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,43.0,65.0,R410a,2.6,22,4.0,EN 14825,average,12,30,2100,5.29,397
Samsung Electronics Air Conditioner Europe ,AE066MXTPEH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,43.0,67.0,R410a,2.6,22,5.0,EN 14825,average,-7,34,4400,2.8,1571
Samsung Electronics Air Conditioner Europe ,AE066MXTPEH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,43.0,67.0,R410a,2.6,22,5.0,EN 14825,average,-7,52,4000,2.07,1932
Samsung Electronics Air Conditioner Europe ,AE066MXTPEH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,43.0,67.0,R410a,2.6,22,5.0,EN 14825,average,2,30,2700,4.38,616
Samsung Electronics Air Conditioner Europe ,AE066MXTPEH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,43.0,67.0,R410a,2.6,22,5.0,EN 14825,average,2,42,2400,2.85,842
Samsung Electronics Air Conditioner Europe ,AE066MXTPEH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,43.0,67.0,R410a,2.6,22,5.0,EN 14825,average,7,27,2600,5.78,450
Samsung Electronics Air Conditioner Europe ,AE066MXTPEH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,43.0,67.0,R410a,2.6,22,5.0,EN 14825,average,7,36,2300,3.61,637
Samsung Electronics Air Conditioner Europe ,AE066MXTPEH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,43.0,67.0,R410a,2.6,22,5.0,EN 14825,average,12,24,2400,7.37,326
Samsung Electronics Air Conditioner Europe ,AE066MXTPEH/EU & AE200TNWTEH/EU,2020-07-29,Outdoor Air/Water,43.0,67.0,R410a,2.6,22,5.0,EN 14825,average,12,30,2100,5.29,397
Mitsubishi,SUZ-SWM40VA + EHST30D-M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,5.1,EN 14825,average,-7,34,4500,2.92,1541
Mitsubishi,SUZ-SWM40VA + EHST30D-M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,4.6,EN 14825,average,-7,52,4100,2.04,2010
Mitsubishi,SUZ-SWM40VA + EHST30D-M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,5.1,EN 14825,average,2,30,2700,4.58,590
Mitsubishi,SUZ-SWM40VA + EHST30D-M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,4.6,EN 14825,average,2,42,2500,3.25,769
Mitsubishi,SUZ-SWM40VA + EHST30D-M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,5.1,EN 14825,average,7,27,2600,6.5,400
Mitsubishi,SUZ-SWM40VA + EHST30D-M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,4.6,EN 14825,average,7,36,2600,4.64,560
Mitsubishi,SUZ-SWM40VA + EHST30D-M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,5.1,EN 14825,average,12,24,2600,8.97,290
Mitsubishi,SUZ-SWM40VA + EHST30D-M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,4.6,EN 14825,average,12,30,2300,6.57,350
Mitsubishi,SUZ-SWM40VA + EHST30D-*M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,5.1,EN 14825,average,-7,34,4500,2.92,1541
Mitsubishi,SUZ-SWM40VA + EHST30D-*M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,4.6,EN 14825,average,-7,52,4100,2.04,2010
Mitsubishi,SUZ-SWM40VA + EHST30D-*M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,5.1,EN 14825,average,2,30,2700,4.58,590
Mitsubishi,SUZ-SWM40VA + EHST30D-*M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,4.6,EN 14825,average,2,42,2500,3.25,769
Mitsubishi,SUZ-SWM40VA + EHST30D-*M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,5.1,EN 14825,average,7,27,2600,6.5,400
Mitsubishi,SUZ-SWM40VA + EHST30D-*M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,4.6,EN 14825,average,7,36,2600,4.64,560
Mitsubishi,SUZ-SWM40VA + EHST30D-*M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,5.1,EN 14825,average,12,24,2600,8.97,290
Mitsubishi,SUZ-SWM40VA + EHST30D-*M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,4.6,EN 14825,average,12,30,2300,6.57,350
Mitsubishi,SUZ-SWM40VA + ERST30D-*M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,5.1,EN 14825,average,-7,34,4500,2.92,1541
Mitsubishi,SUZ-SWM40VA + ERST30D-*M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,4.6,EN 14825,average,-7,52,4100,2.04,2010
Mitsubishi,SUZ-SWM40VA + ERST30D-*M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,5.1,EN 14825,average,2,30,2700,4.58,590
Mitsubishi,SUZ-SWM40VA + ERST30D-*M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,4.6,EN 14825,average,2,42,2500,3.25,769
Mitsubishi,SUZ-SWM40VA + ERST30D-*M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,5.1,EN 14825,average,7,27,2600,6.5,400
Mitsubishi,SUZ-SWM40VA + ERST30D-*M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,4.6,EN 14825,average,7,36,2600,4.64,560
Mitsubishi,SUZ-SWM40VA + ERST30D-*M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,5.1,EN 14825,average,12,24,2600,8.97,290
Mitsubishi,SUZ-SWM40VA + ERST30D-*M*D,2020-11-30,Outdoor Air/Water,41.0,58.0,R32,1.2,15,4.6,EN 14825,average,12,30,2300,6.57,350
Groupe Atlantic,THERMASTAGE Compact Duo 08,2019-09-30,Outdoor Air/Water,44.0,69.0,R410a,1.4,9,7.0,EN 14825,average,-7,34,6020,2.6,2315
Groupe Atlantic,THERMASTAGE Compact Duo 08,2019-09-30,Outdoor Air/Water,44.0,69.0,R410a,1.4,9,7.0,EN 14825,average,-7,52,5840,1.9,3074
Groupe Atlantic,THERMASTAGE Compact Duo 08,2019-09-30,Outdoor Air/Water,44.0,69.0,R410a,1.4,9,7.0,EN 14825,average,2,30,3660,4.25,861
Groupe Atlantic,THERMASTAGE Compact Duo 08,2019-09-30,Outdoor Air/Water,44.0,69.0,R410a,1.4,9,7.0,EN 14825,average,2,42,3550,3.13,1134
Groupe Atlantic,THERMASTAGE Compact Duo 08,2019-09-30,Outdoor Air/Water,44.0,69.0,R410a,1.4,9,7.0,EN 14825,average,7,27,2350,6.48,363
Groupe Atlantic,THERMASTAGE Compact Duo 08,2019-09-30,Outdoor Air/Water,44.0,69.0,R410a,1.4,9,7.0,EN 14825,average,7,36,2280,4.83,472
Groupe Atlantic,THERMASTAGE Compact Duo 08,2019-09-30,Outdoor Air/Water,44.0,69.0,R410a,1.4,9,7.0,EN 14825,average,12,24,2290,9.81,233
Groupe Atlantic,THERMASTAGE Compact Duo 08,2019-09-30,Outdoor Air/Water,44.0,69.0,R410a,1.4,9,7.0,EN 14825,average,12,30,2150,6.9,312
Groupe Atlantic,THERMASTAGE Compact Combi 08,2019-09-30,Outdoor Air/Water,44.0,69.0,R410a,1.4,9,7.0,EN 14825,average,-7,34,6020,2.6,2315
Groupe Atlantic,THERMASTAGE Compact Combi 08,2019-09-30,Outdoor Air/Water,44.0,69.0,R410a,1.4,9,7.0,EN 14825,average,-7,52,5840,1.9,3074
Groupe Atlantic,THERMASTAGE Compact Combi 08,2019-09-30,Outdoor Air/Water,44.0,69.0,R410a,1.4,9,7.0,EN 14825,average,2,30,3660,4.25,861
Groupe Atlantic,THERMASTAGE Compact Combi 08,2019-09-30,Outdoor Air/Water,44.0,69.0,R410a,1.4,9,7.0,EN 14825,average,2,42,3550,3.13,1134
Groupe Atlantic,THERMASTAGE Compact Combi 08,2019-09-30,Outdoor Air/Water,44.0,69.0,R410a,1.4,9,7.0,EN 14825,average,7,27,2350,6.48,363
