Manufacturer,Model,Date,Type,SPL indoor [dBA],SPL outdoor [dBA],Refrigerant,Mass of Refrigerant [kg],PSB [W],Prated [W],Guideline,Climate,T_in [°C],T_out [°C],P_th [W],COP,P_el [W]
Viessmann,Vitocal 200-S AWB 201.D10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.75,EN 14825,average,2,30,5340,4.34,1230
Viessmann,Vitocal 200-S AWB 201.D10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.67,EN 14825,average,2,42,5480,3.19,1718
Viessmann,Vitocal 200-S AWB 201.D10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.75,EN 14825,average,7,27,6630,5.98,1109
Viessmann,Vitocal 200-S AWB 201.D10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.67,EN 14825,average,7,36,6300,4.43,1422
Viessmann,Vitocal 200-S AWB 201.D10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.75,EN 14825,average,12,24,6850,7.81,877
Viessmann,Vitocal 200-S AWB 201.D10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.67,EN 14825,average,12,30,6610,5.86,1128
Viessmann,Vitocal 200-S AWB 201.D13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,-7,34,9730,3.16,3079
Viessmann,Vitocal 200-S AWB 201.D13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,-7,52,9730,2.28,4268
Viessmann,Vitocal 200-S AWB 201.D13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,2,30,5980,4.46,1341
Viessmann,Vitocal 200-S AWB 201.D13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,2,42,5870,3.28,1790
Viessmann,Vitocal 200-S AWB 201.D13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,7,27,6860,6.05,1134
Viessmann,Vitocal 200-S AWB 201.D13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,7,36,6530,4.5,1451
Viessmann,Vitocal 200-S AWB 201.D13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,12,24,6870,7.91,869
Viessmann,Vitocal 200-S AWB 201.D13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,12,30,6610,5.9,1120
Viessmann,Vitocal 200-S AWB 201.D16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,-7,34,10300,3.09,3333
Viessmann,Vitocal 200-S AWB 201.D16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,-7,52,10600,2.32,4569
Viessmann,Vitocal 200-S AWB 201.D16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,2,30,6410,4.49,1428
Viessmann,Vitocal 200-S AWB 201.D16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,2,42,6250,3.34,1871
Viessmann,Vitocal 200-S AWB 201.D16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,7,27,7270,5.94,1224
Viessmann,Vitocal 200-S AWB 201.D16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,7,36,6780,4.54,1493
Viessmann,Vitocal 200-S AWB 201.D16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,12,24,6880,7.94,866
Viessmann,Vitocal 200-S AWB 201.D16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,12,30,6630,5.98,1109
Viessmann,Vitocal 200-S AWB-E 201.D10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.75,EN 14825,average,-7,34,8630,3.27,2639
Viessmann,Vitocal 200-S AWB-E 201.D10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.67,EN 14825,average,-7,52,8560,2.28,3754
Viessmann,Vitocal 200-S AWB-E 201.D10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.75,EN 14825,average,2,30,5340,4.34,1230
Viessmann,Vitocal 200-S AWB-E 201.D10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.67,EN 14825,average,2,42,5480,3.19,1718
Viessmann,Vitocal 200-S AWB-E 201.D10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.75,EN 14825,average,7,27,6630,5.98,1109
Viessmann,Vitocal 200-S AWB-E 201.D10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.67,EN 14825,average,7,36,6300,4.43,1422
Viessmann,Vitocal 200-S AWB-E 201.D10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.75,EN 14825,average,12,24,6850,7.81,877
Viessmann,Vitocal 200-S AWB-E 201.D10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.67,EN 14825,average,12,30,6610,5.86,1128
Viessmann,Vitocal 200-S AWB-E 201.D13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,-7,34,9730,3.16,3079
Viessmann,Vitocal 200-S AWB-E 201.D13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,-7,52,9730,2.28,4268
Viessmann,Vitocal 200-S AWB-E 201.D13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,2,30,5980,4.46,1341
Viessmann,Vitocal 200-S AWB-E 201.D13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,2,42,5870,3.28,1790
Viessmann,Vitocal 200-S AWB-E 201.D13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,7,27,6860,6.05,1134
Viessmann,Vitocal 200-S AWB-E 201.D13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,7,36,6530,4.5,1451
Viessmann,Vitocal 200-S AWB-E 201.D13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,12,24,6870,7.91,869
Viessmann,Vitocal 200-S AWB-E 201.D13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,12,30,6610,5.9,1120
Viessmann,Vitocal 200-S AWB-E 201.D16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,-7,34,10300,3.09,3333
Viessmann,Vitocal 200-S AWB-E 201.D16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,-7,52,10600,2.32,4569
Viessmann,Vitocal 200-S AWB-E 201.D16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,2,30,6410,4.49,1428
Viessmann,Vitocal 200-S AWB-E 201.D16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,2,42,6250,3.34,1871
Viessmann,Vitocal 200-S AWB-E 201.D16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,7,27,7270,5.94,1224
Viessmann,Vitocal 200-S AWB-E 201.D16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,7,36,6780,4.54,1493
Viessmann,Vitocal 200-S AWB-E 201.D16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,12,24,6880,7.94,866
Viessmann,Vitocal 200-S AWB-E 201.D16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,12,30,6630,5.98,1109
Viessmann,Vitocal 222-S AWBT 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.75,EN 14825,average,-7,34,8630,3.27,2639
Viessmann,Vitocal 222-S AWBT 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.67,EN 14825,average,-7,52,8560,2.28,3754
Viessmann,Vitocal 222-S AWBT 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.75,EN 14825,average,2,30,5340,4.34,1230
Viessmann,Vitocal 222-S AWBT 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.67,EN 14825,average,2,42,5480,3.19,1718
Viessmann,Vitocal 222-S AWBT 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.75,EN 14825,average,7,27,6630,5.98,1109
Viessmann,Vitocal 222-S AWBT 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.67,EN 14825,average,7,36,6300,4.43,1422
Viessmann,Vitocal 222-S AWBT 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.75,EN 14825,average,12,24,6850,7.81,877
Viessmann,Vitocal 222-S AWBT 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.67,EN 14825,average,12,30,6610,5.86,1128
Viessmann,Vitocal 222-S AWBT 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,-7,34,9730,3.16,3079
Viessmann,Vitocal 222-S AWBT 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,-7,52,9730,2.28,4268
Viessmann,Vitocal 222-S AWBT 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,2,30,5980,4.46,1341
Viessmann,Vitocal 222-S AWBT 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,2,42,5870,3.28,1790
Viessmann,Vitocal 222-S AWBT 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,7,27,6860,6.05,1134
Viessmann,Vitocal 222-S AWBT 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,7,36,6530,4.5,1451
Viessmann,Vitocal 222-S AWBT 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,12,24,6870,7.91,869
Viessmann,Vitocal 222-S AWBT 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,12,30,6610,5.9,1120
Viessmann,Vitocal 222-S AWBT 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,-7,34,10300,3.09,3333
Viessmann,Vitocal 222-S AWBT 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,-7,52,10600,2.32,4569
Viessmann,Vitocal 222-S AWBT 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,2,30,6410,4.49,1428
Viessmann,Vitocal 222-S AWBT 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,2,42,6250,3.34,1871
Viessmann,Vitocal 222-S AWBT 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,7,27,7270,5.94,1224
Viessmann,Vitocal 222-S AWBT 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,7,36,6780,4.54,1493
Viessmann,Vitocal 222-S AWBT 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,12,24,6880,7.94,866
Viessmann,Vitocal 222-S AWBT 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,12,30,6630,5.98,1109
Viessmann,Vitocal 222-S AWBT-E-AC 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.75,EN 14825,average,-7,34,8630,3.27,2639
Viessmann,Vitocal 222-S AWBT-E-AC 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.67,EN 14825,average,-7,52,8560,2.28,3754
Viessmann,Vitocal 222-S AWBT-E-AC 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.75,EN 14825,average,2,30,5340,4.34,1230
Viessmann,Vitocal 222-S AWBT-E-AC 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.67,EN 14825,average,2,42,5480,3.19,1718
Viessmann,Vitocal 222-S AWBT-E-AC 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.75,EN 14825,average,7,27,6630,5.98,1109
Viessmann,Vitocal 222-S AWBT-E-AC 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.67,EN 14825,average,7,36,6300,4.43,1422
Viessmann,Vitocal 222-S AWBT-E-AC 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.75,EN 14825,average,12,24,6850,7.81,877
Viessmann,Vitocal 222-S AWBT-E-AC 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.67,EN 14825,average,12,30,6610,5.86,1128
Viessmann,Vitocal 222-S AWBT-E-AC 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,-7,34,9730,3.16,3079
Viessmann,Vitocal 222-S AWBT-E-AC 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,-7,52,9730,2.28,4268
Viessmann,Vitocal 222-S AWBT-E-AC 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,2,30,5980,4.46,1341
Viessmann,Vitocal 222-S AWBT-E-AC 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,2,42,5870,3.28,1790
Viessmann,Vitocal 222-S AWBT-E-AC 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,7,27,6860,6.05,1134
Viessmann,Vitocal 222-S AWBT-E-AC 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,7,36,6530,4.5,1451
Viessmann,Vitocal 222-S AWBT-E-AC 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,12,24,6870,7.91,869
Viessmann,Vitocal 222-S AWBT-E-AC 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,12,30,6610,5.9,1120
Viessmann,Vitocal 222-S AWBT-E-AC 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,-7,34,10300,3.09,3333
Viessmann,Vitocal 222-S AWBT-E-AC 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,-7,52,10600,2.32,4569
Viessmann,Vitocal 222-S AWBT-E-AC 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,2,30,6410,4.49,1428
Viessmann,Vitocal 222-S AWBT-E-AC 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,2,42,6250,3.34,1871
Viessmann,Vitocal 222-S AWBT-E-AC 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,7,27,7270,5.94,1224
Viessmann,Vitocal 222-S AWBT-E-AC 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,7,36,6780,4.54,1493
Viessmann,Vitocal 222-S AWBT-E-AC 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,12,24,6880,7.94,866
Viessmann,Vitocal 222-S AWBT-E-AC 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,12,30,6630,5.98,1109
Viessmann,Vitocal 222-S AWBT-E 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.75,EN 14825,average,-7,34,8630,3.27,2639
Viessmann,Vitocal 222-S AWBT-E 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.67,EN 14825,average,-7,52,8560,2.28,3754
Viessmann,Vitocal 222-S AWBT-E 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.75,EN 14825,average,2,30,5340,4.34,1230
Viessmann,Vitocal 222-S AWBT-E 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.67,EN 14825,average,2,42,5480,3.19,1718
Viessmann,Vitocal 222-S AWBT-E 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.75,EN 14825,average,7,27,6630,5.98,1109
Viessmann,Vitocal 222-S AWBT-E 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.67,EN 14825,average,7,36,6300,4.43,1422
Viessmann,Vitocal 222-S AWBT-E 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.75,EN 14825,average,12,24,6850,7.81,877
Viessmann,Vitocal 222-S AWBT-E 221.C10,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,25,9.67,EN 14825,average,12,30,6610,5.86,1128
Viessmann,Vitocal 222-S AWBT-E 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,-7,34,9730,3.16,3079
Viessmann,Vitocal 222-S AWBT-E 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,-7,52,9730,2.28,4268
Viessmann,Vitocal 222-S AWBT-E 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,2,30,5980,4.46,1341
Viessmann,Vitocal 222-S AWBT-E 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,2,42,5870,3.28,1790
Viessmann,Vitocal 222-S AWBT-E 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,7,27,6860,6.05,1134
Viessmann,Vitocal 222-S AWBT-E 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,7,36,6530,4.5,1451
Viessmann,Vitocal 222-S AWBT-E 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,10.99,EN 14825,average,12,24,6870,7.91,869
Viessmann,Vitocal 222-S AWBT-E 221.C13,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,31,11.0,EN 14825,average,12,30,6610,5.9,1120
Viessmann,Vitocal 222-S AWBT-E 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,-7,34,10300,3.09,3333
Viessmann,Vitocal 222-S AWBT-E 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,-7,52,10600,2.32,4569
Viessmann,Vitocal 222-S AWBT-E 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,2,30,6410,4.49,1428
Viessmann,Vitocal 222-S AWBT-E 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,2,42,6250,3.34,1871
Viessmann,Vitocal 222-S AWBT-E 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,7,27,7270,5.94,1224
Viessmann,Vitocal 222-S AWBT-E 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,7,36,6780,4.54,1493
Viessmann,Vitocal 222-S AWBT-E 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.65,EN 14825,average,12,24,6880,7.94,866
Viessmann,Vitocal 222-S AWBT-E 221.C16,2020-12-17,Outdoor Air/Water,39.0,56.0,R410a,3.6,40,11.98,EN 14825,average,12,30,6630,5.98,1109
Johnson Controls-Hitachi AirConditioning Spain,RASM-5NE - Heating Only,2020-12-17,Outdoor Air/Water,,65.0,R410a,3.1,19,14.0,EN 14825,average,-7,34,12000,2.55,4706
Johnson Controls-Hitachi AirConditioning Spain,RASM-5NE - Heating Only,2020-12-17,Outdoor Air/Water,,65.0,R410a,3.1,19,12.0,EN 14825,average,-7,52,10250,1.7,6029
Johnson Controls-Hitachi AirConditioning Spain,RASM-5NE - Heating Only,2020-12-17,Outdoor Air/Water,,65.0,R410a,3.1,19,14.0,EN 14825,average,2,30,7300,4.7,1553
Johnson Controls-Hitachi AirConditioning Spain,RASM-5NE - Heating Only,2020-12-17,Outdoor Air/Water,,65.0,R410a,3.1,19,12.0,EN 14825,average,2,42,6240,3.6,1733
Johnson Controls-Hitachi AirConditioning Spain,RASM-5NE - Heating Only,2020-12-17,Outdoor Air/Water,,65.0,R410a,3.1,19,14.0,EN 14825,average,7,27,4700,5.7,825
Johnson Controls-Hitachi AirConditioning Spain,RASM-5NE - Heating Only,2020-12-17,Outdoor Air/Water,,65.0,R410a,3.1,19,12.0,EN 14825,average,7,36,4010,4.6,872
Johnson Controls-Hitachi AirConditioning Spain,RASM-5NE - Heating Only,2020-12-17,Outdoor Air/Water,,65.0,R410a,3.1,19,14.0,EN 14825,average,12,24,3500,6.0,583
Johnson Controls-Hitachi AirConditioning Spain,RASM-5NE - Heating Only,2020-12-17,Outdoor Air/Water,,65.0,R410a,3.1,19,12.0,EN 14825,average,12,30,3500,5.5,636
Johnson Controls-Hitachi AirConditioning Spain,RASM-5NE - with cooling kit,2020-12-17,Outdoor Air/Water,,65.0,R410a,3.1,19,14.0,EN 14825,average,-7,34,12000,2.55,4706
Johnson Controls-Hitachi AirConditioning Spain,RASM-5NE - with cooling kit,2020-12-17,Outdoor Air/Water,,65.0,R410a,3.1,19,12.0,EN 14825,average,-7,52,10250,1.7,6029
Johnson Controls-Hitachi AirConditioning Spain,RASM-5NE - with cooling kit,2020-12-17,Outdoor Air/Water,,65.0,R410a,3.1,19,14.0,EN 14825,average,2,30,7300,4.7,1553
Johnson Controls-Hitachi AirConditioning Spain,RASM-5NE - with cooling kit,2020-12-17,Outdoor Air/Water,,65.0,R410a,3.1,19,12.0,EN 14825,average,2,42,6240,3.6,1733
Johnson Controls-Hitachi AirConditioning Spain,RASM-5NE - with cooling kit,2020-12-17,Outdoor Air/Water,,65.0,R410a,3.1,19,14.0,EN 14825,average,7,27,4700,5.7,825
Johnson Controls-Hitachi AirConditioning Spain,RASM-5NE - with cooling kit,2020-12-17,Outdoor Air/Water,,65.0,R410a,3.1,19,12.0,EN 14825,average,7,36,4010,4.6,872
Johnson Controls-Hitachi AirConditioning Spain,RASM-5NE - with cooling kit,2020-12-17,Outdoor Air/Water,,65.0,R410a,3.1,19,14.0,EN 14825,average,12,24,3500,6.0,583
Johnson Controls-Hitachi AirConditioning Spain,RASM-5NE - with cooling kit,2020-12-17,Outdoor Air/Water,,65.0,R410a,3.1,19,12.0,EN 14825,average,12,30,3500,5.5,636
Mitsubishi,PUD-SWM100VAA(-BS) + E*ST30D-M*D,2020-10-06,Outdoor Air/Water,41.0,59.0,R32,1.6,15,10.0,EN 14825,average,-7,34,8900,3.1,2871
Mitsubishi,PUD-SWM100VAA(-BS) + E*ST30D-M*D,2020-10-06,Outdoor Air/Water,41.0,59.0,R32,1.6,15,10.0,EN 14825,average,-7,52,8900,2.0,4450
Mitsubishi,PUD-SWM100VAA(-BS) + E*ST30D-M*D,2020-10-06,Outdoor Air/Water,41.0,59.0,R32,1.6,15,10.0,EN 14825,average,2,30,5700,4.52,1261
Mitsubishi,PUD-SWM100VAA(-BS) + E*ST30D-M*D,2020-10-06,Outdoor Air/Water,41.0,59.0,R32,1.6,15,10.0,EN 14825,average,2,42,5700,3.2,1781
Mitsubishi,PUD-SWM100VAA(-BS) + E*ST30D-M*D,2020-10-06,Outdoor Air/Water,41.0,59.0,R32,1.6,15,10.0,EN 14825,average,7,27,5400,5.68,951
Mitsubishi,PUD-SWM100VAA(-BS) + E*ST30D-M*D,2020-10-06,Outdoor Air/Water,41.0,59.0,R32,1.6,15,10.0,EN 14825,average,7,36,5200,4.77,1090
Mitsubishi,PUD-SWM100VAA(-BS) + E*ST30D-M*D,2020-10-06,Outdoor Air/Water,41.0,59.0,R32,1.6,15,10.0,EN 14825,average,12,24,4500,7.76,580
Mitsubishi,PUD-SWM100VAA(-BS) + E*ST30D-M*D,2020-10-06,Outdoor Air/Water,41.0,59.0,R32,1.6,15,10.0,EN 14825,average,12,30,3600,6.92,520
Mitsubishi,PUD-SWM100VAA(-BS) + E*ST30D-*M*D,2020-10-06,Outdoor Air/Water,41.0,59.0,R32,1.6,15,10.0,EN 14825,average,-7,34,8900,3.1,2871
Mitsubishi,PUD-SWM100VAA(-BS) + E*ST30D-*M*D,2020-10-06,Outdoor Air/Water,41.0,59.0,R32,1.6,15,10.0,EN 14825,average,-7,52,8900,2.0,4450
Mitsubishi,PUD-SWM100VAA(-BS) + E*ST30D-*M*D,2020-10-06,Outdoor Air/Water,41.0,59.0,R32,1.6,15,10.0,EN 14825,average,2,30,5700,4.52,1261
Mitsubishi,PUD-SWM100VAA(-BS) + E*ST30D-*M*D,2020-10-06,Outdoor Air/Water,41.0,59.0,R32,1.6,15,10.0,EN 14825,average,2,42,5700,3.2,1781
Mitsubishi,PUD-SWM100VAA(-BS) + E*ST30D-*M*D,2020-10-06,Outdoor Air/Water,41.0,59.0,R32,1.6,15,10.0,EN 14825,average,7,27,5400,5.68,951
Mitsubishi,PUD-SWM100VAA(-BS) + E*ST30D-*M*D,2020-10-06,Outdoor Air/Water,41.0,59.0,R32,1.6,15,10.0,EN 14825,average,7,36,5200,4.77,1090
Mitsubishi,PUD-SWM100VAA(-BS) + E*ST30D-*M*D,2020-10-06,Outdoor Air/Water,41.0,59.0,R32,1.6,15,10.0,EN 14825,average,12,24,4500,7.76,580
Mitsubishi,PUD-SWM100VAA(-BS) + E*ST30D-*M*D,2020-10-06,Outdoor Air/Water,41.0,59.0,R32,1.6,15,10.0,EN 14825,average,12,30,3600,6.92,520
Mitsubishi,PUD-SWM100YAA(-BS) + E*ST30D-M*D,2020-10-06,Outdoor Air/Water,41.0,59.0,R32,1.6,22,10.0,EN 14825,average,-7,34,8900,3.1,2871
Mitsubishi,PUD-SWM100YAA(-BS) + E*ST30D-M*D,2020-10-06,Outdoor Air/Water,41.0,59.0,R32,1.6,22,10.0,EN 14825,average,-7,52,8900,2.0,4450
Mitsubishi,PUD-SWM100YAA(-BS) + E*ST30D-M*D,2020-10-06,Outdoor Air/Water,41.0,59.0,R32,1.6,22,10.0,EN 14825,average,2,30,5700,4.52,1261
