manufacturers,models,titel,dates,types,refrigerants,mass_of_refrigerants,spl_indoor_l,spl_outdoor_l,eta_l,p_rated_l,scop_l,t_biv,tol,p_th_minus7_l,cop_minus7_l,p_el_minus7_l,p_th_2_l,cop_2_l,p_el_2_l,p_th_7_l,cop_7_l,p_el_7_l,p_th_12_l,cop_12_l,p_el_12_l,p_th_tbiv_l,cop_tbiv_l,p_el_tbiv_l,p_th_tol_l,cop_tol_l,p_el_tol_l,rated_airflows_l,wtols,poffs,ptos,psbs,pcks,supp_energy_types,p_sups_l,p_design_cools_l,seers_l,pdcs_35_l,eer_35_l,p_el_35_l,pdcs_30_l,eer_30_l,p_el_30_l,pdcs_25_l,eer_25_l,p_el_25_l,pdcs_20_l,eer_20_l,p_el_20_l,spl_indoor_h,spl_outdoor_h,eta_h,p_rated_h,p_th_minus7_h,cop_minus7_h,p_el_minus7_h,p_th_2_h,cop_2_h,p_el_2_h,p_th_7_h,cop_7_h,p_el_7_h,p_th_12_h,cop_12_h,p_el_12_h,p_th_tbiv_h,cop_tbiv_h,p_el_tbiv_h,p_th_tol_h,cop_tol_h,p_el_tol_h,rated_airflows_h,p_sups_h,p_design_cools_h,seers_h,pdcs_35_h,eer_35_h,p_el_35_h,pdcs_30_h,eer_30_h,p_el_30_h,pdcs_25_h,eer_25_h,p_el_25_h,pdcs_20_h,eer_20_h,p_el_20_h,p_el_minus7_l_n,p_el_2_l_n,p_el_7_l_n,p_el_12_l_n,p_el_tbiv_l_n,p_el_tol_l_n,p_el_35_l_n,p_el_30_l_n,p_el_25_l_n,p_el_20_l_n,p_el_minus7_h_n,p_el_2_h_n,p_el_7_h_n,p_el_12_h_n,p_el_tbiv_h_n,p_el_tol_h_n,p_el_35_h_n,p_el_30_h_n,p_el_25_h_n,p_el_20_h_n
 BDR THERMEA FR (BRÖTJE),BRÖTJE MONO AWHP 6-8,MONO AWHP 6 MR,02.06.2020,Outdoor Air/Water,R410A,"2,400 kg",,58,188.0,6.0,4.77,-7.0,-20.0,5300.0,3.18,1666.6666666666665,3200.0,4.52,707.9646017699116,3200.0,6.55,488.5496183206107,2900.0,8.16,355.3921568627451,5300.0,3.18,1666.6666666666665,4880.0,2.74,1781.021897810219,,60.0,15.0,15.0,15.0,0.0,1,1.12,,,,,,,,,,,,,,,,58,132.0,6.0,5300.0,2.09,2535.885167464115,3200.0,3.22,993.7888198757763,2900.0,4.62,627.7056277056276,2700.0,6.09,443.3497536945813,5300.0,2.09,2535.885167464115,4880.0,1.9,2568.421052631579,,1.12,,,,,,,,,,,,,,,0.6572327044025156,0.27917849390549343,0.19265447213020306,0.140145209027007,0.6572327044025156,0.7023275030987466,,,,,1.0,0.3918903082151646,0.247529200359389,0.17483037457012732,1.0,1.0128301886792452,,,,
 BDR THERMEA FR (BRÖTJE),BRÖTJE MONO AWHP 6-8,MONO AWHP 8 MR,02.06.2020,Outdoor Air/Water,R410A,"2,400 kg",,58,175.0,8.5,4.44,-7.0,-20.0,7500.0,2.21,3393.665158371041,4600.0,4.53,1015.4525386313466,3400.0,6.28,541.4012738853503,3200.0,8.48,377.35849056603774,7500.0,2.21,3393.665158371041,6650.0,2.0,3325.0,,60.0,15.0,15.0,15.0,0.0,1,1.85,,,,,,,,,,,,,,,,58,139.0,8.5,7500.0,1.96,3826.530612244898,4600.0,3.5,1314.2857142857142,2900.0,4.9,591.8367346938775,2900.0,6.8,426.47058823529414,7500.0,1.96,3826.530612244898,6650.0,1.82,3653.846153846154,,1.85,,,,,,,,,,,,,,,0.8868778280542987,0.26537159676232525,0.14148619957537154,0.09861635220125786,0.8868778280542987,0.8689333333333333,,,,,1.0,0.34346666666666664,0.15466666666666665,0.11145098039215687,1.0,0.9548717948717949,,,,
 BDR THERMEA FR (BRÖTJE),BRÖTJE MONO AWHP 6-8,MONO AWHP 8 TR,02.06.2020,Outdoor Air/Water,R410A,"2,400 kg",,58,174.0,8.5,4.43,-7.0,-20.0,7500.0,2.21,3393.665158371041,4600.0,4.53,1015.4525386313466,3400.0,6.28,541.4012738853503,3200.0,8.48,377.35849056603774,7500.0,2.21,3393.665158371041,6650.0,1.99,3341.708542713568,,60.0,22.0,22.0,22.0,0.0,1,1.85,,,,,,,,,,,,,,,,58,139.0,8.5,7500.0,1.96,3826.530612244898,4600.0,3.5,1314.2857142857142,2900.0,4.9,591.8367346938775,2900.0,6.8,426.47058823529414,7500.0,1.96,3826.530612244898,6650.0,1.81,3674.0331491712705,,1.85,,,,,,,,,,,,,,,0.8868778280542987,0.26537159676232525,0.14148619957537154,0.09861635220125786,0.8868778280542987,0.8732998324958124,,,,,1.0,0.34346666666666664,0.15466666666666665,0.11145098039215687,1.0,0.9601473296500921,,,,
 BDR Thermea FR (CHAPPEE),Chappée ERIA S PLUS DUO R32 8-10,ERIA S PLUS DUO R32 10 MR/EM,11.11.2022,Outdoor Air/Water,R32,"1,650 kg",39.0,54,205.0,9.17,5.2,-7.0,-10.0,8109.999999999999,3.23,2510.8359133126933,4950.0,5.01,988.0239520958085,3320.0,7.08,468.9265536723164,1650.0,8.58,192.3076923076923,8109.999999999999,3.23,2510.8359133126933,7400.0,2.96,2500.0,,65.0,14.0,24.0,14.0,0.0,1,1.76,8.7,4.94,8700.0,3.23,2693.498452012384,6460.0,4.38,1474.8858447488585,3900.0,5.51,707.8039927404719,1900.0,5.96,318.79194630872485,39.0,54,137.0,7.67,6780.0,2.24,3026.785714285714,4290.0,3.42,1254.3859649122808,2770.0,4.52,612.8318584070797,1580.0,5.68,278.16901408450707,6780.0,2.24,3026.785714285714,5390.0,1.83,2945.3551912568305,,2.28,10.24,7.78,10240.0,4.71,2174.0976645435244,7980.0,6.58,1212.7659574468084,4540.0,8.27,548.9721886336155,2130.0,11.65,182.83261802575106,0.8295387088230727,0.32642679243283346,0.15492558705398066,0.06353528477422282,0.8295387088230727,0.8259587020648967,1.0,0.5475725607515877,0.262782401902497,0.11835609041117026,1.0,0.41442840138694825,0.20246952254157208,0.09190244713116458,1.0,0.973096700356239,0.8071649949971935,0.4502567865003668,0.20381381256167563,0.06787923634749149
 BDR Thermea FR (CHAPPEE),Chappée ERIA S PLUS DUO R32 8-10,ERIA S PLUS DUO R32 8 MR/EM,11.11.2022,Outdoor Air/Water,R32,"1,650 kg",37.0,54,205.0,8.12,5.21,-7.0,-10.0,7190.0,3.35,2146.268656716418,4650.0,5.09,913.5559921414539,2900.0,6.82,425.2199413489736,1630.0,8.35,195.20958083832335,7190.0,3.35,2146.268656716418,6450.0,3.04,2121.7105263157896,,65.0,14.0,24.0,14.0,0.0,1,1.68,7.33,4.85,7330.0,3.38,2168.639053254438,5560.0,4.53,1227.373068432671,3630.0,5.37,675.9776536312849,1560.0,5.56,280.57553956834533,37.0,54,132.0,6.6,5840.0,2.16,2703.7037037037035,3760.0,3.3,1139.3939393939395,2430.0,4.34,559.9078341013825,1400.0,5.33,262.6641651031895,5840.0,2.16,2703.7037037037035,4910.0,1.84,2668.478260869565,,1.69,8.47,8.07,8470.0,5.11,1657.5342465753424,6680.0,7.14,935.5742296918768,4210.0,8.53,493.5521688159438,1700.0,11.68,145.54794520547946,0.793825393580045,0.3378905724358802,0.15727312899208612,0.07220080387170864,0.793825393580045,0.7847422494592647,1.0,0.5659646618420775,0.3117059303238394,0.12937862533983727,1.0,0.42141967621419685,0.20708919891421,0.09714975969570022,1.0,0.9869714115544967,0.7643200209310583,0.4314107634868409,0.22758612968593314,0.06711487787101236
 BDR Thermea FR (DE DIETRICH),DE DIETRICH  STRATEO 4.5 MR/E R32,AWHPR 4 MR + MIC-1C V190 R32,18.11.2022,Outdoor Air/Water,R32,"1,200 kg",32.0,58,176.0,5.0,4.48,-10.0,-10.0,4400.0,3.18,1383.6477987421383,2700.0,4.44,608.108108108108,1750.0,5.37,325.8845437616387,2700.0,8.78,307.51708428246013,5000.0,3.0,1666.6666666666667,5000.0,3.0,1666.6666666666667,,60.0,15.0,15.0,15.0,0.0,,0.0,4.5,4.64,4500.0,3.6,1250.0,3320.0,3.97,836.272040302267,2300.0,5.23,439.7705544933078,1850.0,6.4,289.0625,32.0,58,134.0,5.0,4500.0,2.15,2093.0232558139537,2700.0,3.39,796.4601769911504,1740.0,4.44,391.8918918918919,2100.0,7.29,288.06584362139915,4500.0,2.15,2093.0232558139537,4300.0,1.83,2349.726775956284,,0.7,6.0,8.02,6000.0,5.35,1121.495327102804,4500.0,7.09,634.6967559943582,2800.0,9.2,304.34782608695656,2850.0,12.23,233.0335241210139,0.6610761705101327,0.29054054054054046,0.1557003931305607,0.1469248291571754,0.7962962962962963,0.7962962962962963,1.0,0.6690176322418135,0.35181644359464626,0.23125,1.0,0.3805309734513274,0.1872372372372372,0.1376314586191129,1.0,1.1226472374013357,0.8971962616822431,0.5077574047954866,0.24347826086956526,0.18642681929681112
 BDR Thermea FR (DE DIETRICH),DE DIETRICH  STRATEO 4.5 MR/E R32,AWHPR 4 MR + MIC-2C V190 R32,18.11.2022,Outdoor Air/Water,R32,"1,200 kg",32.0,58,154.0,5.0,3.93,-10.0,-10.0,4400.0,3.02,1456.953642384106,2700.0,3.95,683.5443037974683,1750.0,4.37,400.45766590389013,2700.0,7.06,382.4362606232295,5000.0,2.87,1742.1602787456445,5000.0,2.87,1742.1602787456445,,60.0,15.0,15.0,15.0,0.0,0,0.0,4.5,4.04,4500.0,3.4,1323.5294117647059,3320.0,3.64,912.0879120879121,2300.0,4.47,514.5413870246085,1850.0,5.08,364.1732283464567,32.0,58,120.0,5.0,4500.0,2.08,2163.4615384615386,2700.0,3.1,870.9677419354839,1740.0,3.73,466.48793565683644,2100.0,5.78,363.3217993079585,4500.0,2.08,2163.4615384615386,4300.0,1.77,2429.378531073446,,0.7,6.0,6.72,6000.0,5.01,1197.6047904191616,4500.0,6.34,709.7791798107256,2800.0,7.38,379.4037940379404,2850.0,9.25,308.1081081081081,0.6734363502575422,0.31594936708860755,0.18510043224002032,0.17677053824362607,0.8052651955090979,0.8052651955090979,1.0,0.6891330891330891,0.3887646035297042,0.2751531058617673,1.0,0.40258064516129033,0.21562109025915993,0.1679354094579008,1.0,1.122912743251726,0.9048569527611444,0.5362776025236594,0.2866606443842216,0.2327927927927928
 BDR Thermea FR (DE DIETRICH),DE DIETRICH  STRATEO 6/8 MR/E R32,AWHPR 6 MR + MIC-1C V190 R32,18.11.2022,Outdoor Air/Water,R32,"1,200 kg",34.0,58,177.0,6.5,4.5,-10.0,-10.0,5900.0,3.16,1867.0886075949365,3500.0,4.48,781.2499999999999,2250.0,5.61,401.06951871657753,2500.0,6.92,361.27167630057806,6600.0,2.68,2462.686567164179,6600.0,2.68,2462.686567164179,,60.0,15.0,15.0,15.0,0.0,,0.0,6.5,3.95,6500.0,2.83,2296.819787985866,4900.0,3.99,1228.0701754385964,3100.0,4.55,681.3186813186813,1370.0,3.96,345.95959595959596,34.0,58,132.0,6.0,5500.0,2.22,2477.4774774774774,3400.0,3.37,1008.9020771513353,2100.0,4.07,515.970515970516,2500.0,6.58,379.9392097264438,5500.0,2.22,2477.4774774774774,5300.0,1.82,2912.087912087912,,0.7,7.0,5.99,7000.0,4.88,1434.4262295081967,5390.0,6.65,810.5263157894736,3320.0,4.93,673.4279918864098,1780.0,9.48,187.76371308016877,0.7536248561565017,0.31534090909090906,0.16188624210014585,0.1458223857067788,0.9940298507462687,0.9940298507462687,1.0,0.5346828609986504,0.2966356720202874,0.1506254856254856,1.0,0.407229565686539,0.20826446280991737,0.1533572810168555,1.0,1.1754245754245756,0.6245271122320303,0.3528906882591093,0.29320018723669844,0.08174943200259656
 BDR Thermea FR (DE DIETRICH),DE DIETRICH  STRATEO 6/8 MR/E R32,AWHPR 6 MR + MIC-2C V190 R32,18.11.2022,Outdoor Air/Water,R32,"1,200 kg",34.0,58,159.0,6.5,4.04,-10.0,-10.0,5900.0,3.04,1940.7894736842104,3500.0,4.09,855.7457212713937,2250.0,4.73,475.68710359408027,2500.0,5.73,436.3001745200698,6600.0,2.6,2538.4615384615386,6600.0,2.6,2538.4615384615386,,60.0,15.0,15.0,15.0,0.0,0,0.0,6.5,3.55,6500.0,2.74,2372.2627737226276,4900.0,3.76,1303.1914893617022,3100.0,4.1,756.0975609756098,1370.0,3.25,421.53846153846155,34.0,58,121.0,6.0,5500.0,2.15,2558.139534883721,3400.0,3.14,1082.8025477707006,2100.0,3.55,591.5492957746479,2500.0,5.5,454.54545454545456,5500.0,2.15,2558.139534883721,5300.0,1.77,2994.3502824858756,,0.7,7.0,5.17,7000.0,4.64,1508.6206896551726,5390.0,6.09,885.0574712643678,3320.0,4.44,747.7477477477477,1780.0,6.77,262.92466765140324,0.7586722488038277,0.33451878195154483,0.18595041322314046,0.1705537045851182,0.9923076923076923,0.9923076923076923,1.0,0.5493453355155483,0.3187242026266417,0.17769467455621304,1.0,0.42327735958309204,0.23124199743918056,0.17768595041322316,1.0,1.1705187467899332,0.6359416445623344,0.37308576480990274,0.3152044352044352,0.11083285990228384
 BDR Thermea FR (DE DIETRICH),DE DIETRICH  STRATEO 6/8 MR/E R32,AWHPR 8 MR + MIC-1C V190 R32,18.11.2022,Outdoor Air/Water,R32,"1,200 kg",36.0,59,176.0,7.0,4.48,-7.0,-10.0,6190.0,2.97,2084.175084175084,4120.0,4.46,923.7668161434977,2780.0,5.7,487.719298245614,2670.0,7.8,342.3076923076923,6190.0,2.97,2084.175084175084,6640.0,2.58,2573.6434108527133,,60.0,15.0,15.0,15.0,0.0,,0.36,6.5,4.32,6500.0,2.79,2329.7491039426523,4970.0,3.96,1255.050505050505,3350.0,4.74,706.7510548523206,1550.0,5.5,281.8181818181818,36.0,59,125.0,7.0,6190.0,1.95,3174.3589743589746,3790.0,3.24,1169.7530864197531,2490.0,4.1,607.3170731707318,2550.0,6.1,418.0327868852459,6190.0,1.95,3174.3589743589746,4900.0,1.66,2951.807228915663,,2.1,7.1,5.82,7100.0,4.88,1454.9180327868853,5650.0,6.71,842.026825633383,3180.0,5.26,604.5627376425856,1670.0,7.4,225.67567567567568,0.6565656565656565,0.29100893238769315,0.1536433976702661,0.10783521809369952,0.6565656565656565,0.8107600405755719,1.0,0.5387062937062937,0.30335929892891916,0.12096503496503497,1.0,0.36850056841979295,0.191319594940699,0.13169045790407585,1.0,0.9298908071705239,0.6244955863808324,0.3614238220795598,0.25949692892658677,0.09686694386694387
 BDR Thermea FR (DE DIETRICH),DE DIETRICH  STRATEO 6/8 MR/E R32,AWHPR 8 MR + MIC-2C V190 R32,18.11.2022,Outdoor Air/Water,R32,"1,200 kg",36.0,59,161.0,7.0,4.09,-7.0,-10.0,6190.0,2.87,2156.794425087108,4120.0,4.13,997.5786924939467,2780.0,4.94,562.7530364372469,2670.0,6.4,417.1875,6190.0,2.87,2156.794425087108,6640.0,2.51,2645.4183266932273,,60.0,15.0,15.0,15.0,0.0,0,0.36,6.5,3.86,6500.0,2.7,2407.4074074074074,4970.0,3.74,1328.8770053475935,3350.0,4.29,780.8857808857808,1550.0,4.34,357.14285714285717,36.0,59,116.0,7.0,6190.0,1.9,3257.8947368421054,3790.0,3.04,1246.7105263157894,2490.0,3.65,682.1917808219179,2550.0,5.17,493.2301740812379,6190.0,1.9,3257.8947368421054,4900.0,1.62,3024.691358024691,,2.1,7.1,5.04,7100.0,4.64,1530.1724137931035,5650.0,6.16,917.2077922077922,3180.0,4.68,679.4871794871796,1670.0,5.55,300.9009009009009,0.6620209059233448,0.30620347588667185,0.1727351808127252,0.12805432148626816,0.6620209059233448,0.8120023943000213,1.0,0.5519950637597696,0.3243679397525551,0.14835164835164835,1.0,0.3826736672051696,0.20939650784517672,0.1513953684578921,1.0,0.9284189951933622,0.6356100795755968,0.380994005994006,0.2822485207100592,0.124989604989605
 BDR Thermea FR (DE DIETRICH),DE DIETRICH Alezio S V200 R32 4.5 MR,AWHPR 4 MR + MIV-S/E 4-8 V200 R32,12.11.2021,Outdoor Air/Water,R32,"1,200 kg",29.0,56,176.0,5.0,4.48,-10.0,-10.0,4400.0,3.18,1383.6477987421383,2700.0,4.44,608.108108108108,1750.0,5.37,325.8845437616387,2700.0,8.78,307.51708428246013,5000.0,3.0,1666.6666666666667,5000.0,3.0,1666.6666666666667,,60.0,15.0,15.0,15.0,0.0,1,0.0,4.5,4.61,4500.0,3.39,1327.433628318584,3320.0,3.97,836.272040302267,2300.0,5.23,439.7705544933078,1850.0,6.4,289.0625,29.0,56,134.0,5.0,4500.0,2.15,2093.0232558139537,2700.0,3.39,796.4601769911504,1740.0,4.44,391.8918918918919,2100.0,7.29,288.06584362139915,4500.0,2.15,2093.0232558139537,4300.0,1.83,2349.726775956284,,0.7,6.0,7.99,6000.0,5.18,1158.3011583011585,4500.0,7.09,634.6967559943582,2800.0,9.2,304.34782608695656,2850.0,12.23,233.0335241210139,0.6610761705101327,0.29054054054054046,0.1557003931305607,0.1469248291571754,0.7962962962962963,0.7962962962962963,1.0,0.6299916036943746,0.3312938177182919,0.21776041666666668,1.0,0.3805309734513274,0.1872372372372372,0.1376314586191129,1.0,1.1226472374013357,0.8725868725868728,0.47813822284908325,0.22927536231884063,0.17555192150449717
 BDR Thermea FR (OERTLI),Oertli OENOVIAPAC-C FIRST R32 4 & OENOVIAPAC-C SLIM R32 4,AWHPR 4 MR + MHC/EM 4-8 R32,03.12.2021,Outdoor Air/Water,R32,"1,200 kg",33.0,58,177.0,5.0,4.5,-10.0,-10.0,4400.0,3.18,1383.6477987421383,2700.0,4.44,608.108108108108,1750.0,5.37,325.8845437616387,2700.0,8.78,307.51708428246013,5000.0,3.0,1666.6666666666667,5000.0,3.0,1666.6666666666667,,60.0,12.0,12.0,12.0,0.0,0,0.0,4.5,4.69,4500.0,3.6,1250.0,3320.0,3.97,836.272040302267,2300.0,5.23,439.7705544933078,1850.0,6.4,289.0625,33.0,58,135.0,5.0,4500.0,2.15,2093.0232558139537,2700.0,3.39,796.4601769911504,1740.0,4.44,391.8918918918919,2100.0,7.29,288.06584362139915,4500.0,2.15,2093.0232558139537,4300.0,1.83,2349.726775956284,,0.7,6.0,8.13,6000.0,5.35,1121.495327102804,4500.0,7.09,634.6967559943582,2800.0,9.2,304.34782608695656,2850.0,12.23,233.0335241210139,0.6610761705101327,0.29054054054054046,0.1557003931305607,0.1469248291571754,0.7962962962962963,0.7962962962962963,1.0,0.6690176322418135,0.35181644359464626,0.23125,1.0,0.3805309734513274,0.1872372372372372,0.1376314586191129,1.0,1.1226472374013357,0.8971962616822431,0.5077574047954866,0.24347826086956526,0.18642681929681112
 BDR Thermea FR (OERTLI),Oertli OENOVIAPAC-C FIRST R32 6/8 & OENOVIAPAC-C SLIM R32 6/8,AWHPR 6 MR + MHC/EM 4-8 R32,03.12.2021,Outdoor Air/Water,R32,"1,200 kg",33.0,58,178.0,6.5,4.52,-10.0,-10.0,5900.0,3.16,1867.0886075949365,3500.0,4.48,781.2499999999999,2250.0,5.61,401.06951871657753,2500.0,6.92,361.27167630057806,6600.0,2.68,2462.686567164179,6600.0,2.68,2462.686567164179,,60.0,12.0,12.0,12.0,0.0,0,0.0,6.5,4.01,6500.0,3.09,2103.559870550162,4900.0,3.99,1228.0701754385964,3100.0,4.55,681.3186813186813,1370.0,3.96,345.95959595959596,33.0,58,132.0,6.0,5500.0,2.22,2477.4774774774774,3400.0,3.37,1008.9020771513353,2100.0,4.07,515.970515970516,2500.0,6.58,379.9392097264438,5500.0,2.22,2477.4774774774774,5300.0,1.82,2912.087912087912,,0.7,7.0,6.49,7000.0,5.14,1361.8677042801557,5390.0,6.65,810.5263157894736,3320.0,4.93,673.4279918864098,1780.0,12.82,138.84555382215288,0.7536248561565017,0.31534090909090906,0.16188624210014585,0.1458223857067788,0.9940298507462687,0.9940298507462687,1.0,0.5838056680161943,0.32388841927303463,0.16446386946386946,1.0,0.407229565686539,0.20826446280991737,0.1533572810168555,1.0,1.1754245754245756,0.6474109548039509,0.3853117408906882,0.3201373069121548,0.06600504020160805
 BDR Thermea FR (OERTLI),Oertli OENOVIAPAC-C FIRST R32 6/8 & OENOVIAPAC-C SLIM R32 6/8,AWHPR 8 MR + MHC/EM 4-8 R32,03.12.2021,Outdoor Air/Water,R32,"1,200 kg",33.0,59,177.0,7.0,4.5,-7.0,-10.0,6190.0,2.97,2084.175084175084,4120.0,4.46,923.7668161434977,2780.0,5.7,487.719298245614,2670.0,7.8,342.3076923076923,6190.0,2.97,2084.175084175084,6640.0,2.58,2573.6434108527133,,60.0,12.0,12.0,12.0,0.0,0,0.36,6.5,4.43,6500.0,3.02,2152.317880794702,4970.0,4.12,1206.3106796116504,3350.0,4.74,706.7510548523206,1550.0,5.5,281.8181818181818,33.0,59,131.0,7.0,6190.0,2.09,2961.722488038278,3790.0,3.24,1169.7530864197531,2490.0,4.57,544.8577680525163,2550.0,6.1,418.0327868852459,6190.0,2.09,2961.722488038278,4900.0,1.66,2951.807228915663,,2.1,7.1,5.89,7100.0,4.88,1454.9180327868853,5650.0,6.81,829.6622613803231,3180.0,5.26,604.5627376425856,1670.0,7.4,225.67567567567568,0.7037037037037036,0.31190188137963004,0.16467420570813138,0.11557723375170871,0.7037037037037036,0.8689684537451002,1.0,0.560470500373413,0.32836741317753976,0.13093706293706295,1.0,0.39495701948582934,0.18396651619220664,0.14114515744590692,1.0,0.9966521984545614,0.6759773013871375,0.3854738506720886,0.2808891488739398,0.10485239085239086
 BDR THERMEA FR (REMEHA),REMEHA MONO AWHP 11,MONO AWHP 11 MR,29.03.2021,Outdoor Air/Water,R410A,"3,300 kg",,60,174.0,10.0,4.41,-7.0,-20.0,8900.0,3.17,2807.570977917981,5400.0,4.23,1276.5957446808509,3600.0,5.33,675.422138836773,4300.0,7.66,561.3577023498694,8900.0,3.17,2807.570977917981,8350.0,2.76,3025.36231884058,,60.0,15.0,15.0,15.0,0.0,1,1.65,,,,,,,,,,,,,,,,60,135.0,10.0,9000.0,1.99,4522.613065326633,5700.0,3.3,1727.2727272727273,4700.0,4.86,967.0781893004115,4100.0,6.35,645.6692913385828,9000.0,1.99,4522.613065326633,8420.0,1.87,4502.673796791443,,1.58,,,,,,,,,,,,,,,0.6207851384507537,0.28226950354609925,0.14934333958724205,0.12412242529736003,0.6207851384507537,0.6689412238325283,,,,,1.0,0.38191919191919194,0.21383173296753546,0.14276465441819775,1.0,0.9955912061794414,,,,
 Bosch Thermotechnik GmbH," Bosch Compress CS3400iAWS 10,12,14 OR-T",CS3400iAWS 10 ORB-T,10.06.2022,Outdoor Air/Water,R410A,"3,200 kg",42.0,64,183.0,10.0,4.66,-9.0,-10.0,8840.0,3.14,2815.2866242038217,5360.0,4.68,1145.2991452991453,5210.0,5.46,954.2124542124542,6200.0,7.44,833.3333333333333,9030.0,2.88,3135.416666666667,8760.0,2.8,3128.571428571429,,60.0,22.0,0.0,22.0,0.0,0,1.24,,,,,,,,,,,,,,,42.0,64,135.0,10.0,8620.0,2.14,4028.03738317757,5610.0,3.49,1607.4498567335243,4830.0,4.22,1144.5497630331754,5890.0,5.83,1010.2915951972556,8620.0,2.13,4046.948356807512,7710.0,1.86,4145.1612903225805,,2.29,,,,,,,,,,,,,,,0.6989226654055891,0.2843318063735697,0.2368926510457833,0.20688321732405257,0.7783981051817479,0.7766987073251576,,,,,1.0,0.3990652776577427,0.28414576483654236,0.2508148507798291,1.0046948356807512,1.029077164882868,,,,
 Bosch Thermotechnik GmbH," Bosch Compress CS3400iAWS 10,12,14 OR-T",CS3400iAWS 10 ORE-T,10.06.2022,Outdoor Air/Water,R410A,"3,200 kg",42.0,64,183.0,10.0,4.66,-9.0,-10.0,8840.0,3.14,2815.2866242038217,5360.0,4.68,1145.2991452991453,5210.0,5.46,954.2124542124542,6200.0,7.44,833.3333333333333,9030.0,2.88,3135.416666666667,8760.0,2.8,3128.571428571429,,60.0,22.0,0.0,22.0,0.0,1,1.24,,,,,,,,,,,,,,,42.0,64,135.0,10.0,8620.0,2.14,4028.03738317757,5610.0,3.49,1607.4498567335243,4830.0,4.22,1144.5497630331754,5890.0,5.83,1010.2915951972556,8620.0,2.13,4046.948356807512,7710.0,1.86,4145.1612903225805,,2.29,,,,,,,,,,,,,,,0.6989226654055891,0.2843318063735697,0.2368926510457833,0.20688321732405257,0.7783981051817479,0.7766987073251576,,,,,1.0,0.3990652776577427,0.28414576483654236,0.2508148507798291,1.0046948356807512,1.029077164882868,,,,
 Bosch Thermotechnik GmbH," Bosch Compress CS3400iAWS 10,12,14 OR-T",CS3400iAWS 12 ORB-T,10.06.2022,Outdoor Air/Water,R410A,"3,200 kg",42.0,64,179.0,11.0,4.56,-10.0,-10.0,10220.0,3.02,3384.1059602649007,6140.0,4.56,1346.4912280701756,5220.0,5.46,956.0439560439561,6170.0,7.21,855.7558945908461,10760.0,2.62,4106.8702290076335,10760.0,2.62,4106.8702290076335,,60.0,22.0,0.0,22.0,0.0,0,0.0,,,,,,,,,,,,,,,42.0,64,136.0,11.0,9510.0,2.1,4528.571428571428,6060.0,3.52,1721.590909090909,5010.0,4.35,1151.7241379310346,5970.0,5.69,1049.2091388400702,9510.0,2.1,4528.571428571428,8890.0,1.93,4606.217616580311,,2.11,,,,,,,,,,,,,,,0.7472789186704828,0.29733244783884005,0.2111138073283184,0.18896817861627516,0.906879861295061,0.906879861295061,,,,,1.0,0.38016203039862345,0.25432394212988146,0.23168656062714485,1.0,1.0171458459325609,,,,
 Bosch Thermotechnik GmbH," Bosch Compress CS3400iAWS 10,12,14 OR-T",CS3400iAWS 12 ORE-T,10.06.2022,Outdoor Air/Water,R410A,"3,200 kg",42.0,64,179.0,11.0,4.56,-10.0,-10.0,10220.0,3.02,3384.1059602649007,6140.0,4.56,1346.4912280701756,5220.0,5.46,956.0439560439561,6170.0,7.21,855.7558945908461,10760.0,2.62,4106.8702290076335,10760.0,2.62,4106.8702290076335,,60.0,22.0,0.0,22.0,0.0,1,0.0,,,,,,,,,,,,,,,42.0,64,136.0,11.0,9510.0,2.1,4528.571428571428,6060.0,3.52,1721.590909090909,5010.0,4.35,1151.7241379310346,5970.0,5.69,1049.2091388400702,9510.0,2.1,4528.571428571428,8890.0,1.93,4606.217616580311,,2.11,,,,,,,,,,,,,,,0.7472789186704828,0.29733244783884005,0.2111138073283184,0.18896817861627516,0.906879861295061,0.906879861295061,,,,,1.0,0.38016203039862345,0.25432394212988146,0.23168656062714485,1.0,1.0171458459325609,,,,
 Bosch Thermotechnik GmbH," Bosch Compress CS3400iAWS 10,12,14 OR-T",CS3400iAWS 14 ORB-T,10.06.2022,Outdoor Air/Water,R410A,"3,200 kg",42.0,64,178.0,12.0,4.53,-10.0,-10.0,10980.0,2.73,4021.978021978022,6710.0,4.71,1424.628450106157,5260.0,5.4,974.074074074074,6110.0,6.75,905.1851851851852,11490.0,2.56,4488.28125,11490.0,2.54,4523.622047244095,,60.0,22.0,0.0,22.0,0.0,0,0.0,,,,,,,,,,,,,,,42.0,64,138.0,12.0,10260.0,2.1,4885.714285714285,6600.0,3.59,1838.440111420613,5090.0,4.48,1136.1607142857142,6060.0,5.6,1082.142857142857,10260.0,2.1,4885.714285714285,9040.0,1.84,4913.043478260869,,2.96,,,,,,,,,,,,,,,0.8232118758434548,0.2915906184427807,0.19937188650638943,0.1852718215291315,0.9186540570175439,0.9258875535294931,,,,,1.0,0.37628891169427753,0.23254751461988304,0.22149122807017546,1.0,1.0055936943808796,,,,
