manufacturers,models,titel,dates,types,refrigerants,mass_of_refrigerants,spl_indoor_l,spl_outdoor_l,eta_l,p_rated_l,scop_l,t_biv,tol,p_th_minus7_l,cop_minus7_l,p_el_minus7_l,p_th_2_l,cop_2_l,p_el_2_l,p_th_7_l,cop_7_l,p_el_7_l,p_th_12_l,cop_12_l,p_el_12_l,p_th_tbiv_l,cop_tbiv_l,p_el_tbiv_l,p_th_tol_l,cop_tol_l,p_el_tol_l,rated_airflows_l,wtols,poffs,ptos,psbs,pcks,supp_energy_types,p_sups_l,p_design_cools_l,seers_l,pdcs_35_l,eer_35_l,p_el_35_l,pdcs_30_l,eer_30_l,p_el_30_l,pdcs_25_l,eer_25_l,p_el_25_l,pdcs_20_l,eer_20_l,p_el_20_l,spl_indoor_h,spl_outdoor_h,eta_h,p_rated_h,p_th_minus7_h,cop_minus7_h,p_el_minus7_h,p_th_2_h,cop_2_h,p_el_2_h,p_th_7_h,cop_7_h,p_el_7_h,p_th_12_h,cop_12_h,p_el_12_h,p_th_tbiv_h,cop_tbiv_h,p_el_tbiv_h,p_th_tol_h,cop_tol_h,p_el_tol_h,rated_airflows_h,p_sups_h,p_design_cools_h,seers_h,pdcs_35_h,eer_35_h,p_el_35_h,pdcs_30_h,eer_30_h,p_el_30_h,pdcs_25_h,eer_25_h,p_el_25_h,pdcs_20_h,eer_20_h,p_el_20_h,p_el_minus7_l_n,p_el_2_l_n,p_el_7_l_n,p_el_12_l_n,p_el_tbiv_l_n,p_el_tol_l_n,p_el_35_l_n,p_el_30_l_n,p_el_25_l_n,p_el_20_l_n,p_el_minus7_h_n,p_el_2_h_n,p_el_7_h_n,p_el_12_h_n,p_el_tbiv_h_n,p_el_tol_h_n,p_el_35_h_n,p_el_30_h_n,p_el_25_h_n,p_el_20_h_n
 Groupe Atlantic,AUREA 16,AUREA 16,,Outdoor Air/Water,R410A,"2,990 kg",0.0,66,151.0,12.2,3.86,-7.0,-10.0,10790.0,2.47,4368.421052631578,6570.0,3.77,1742.7055702917771,8240.0,5.39,1528.756957328386,5140.0,6.3,815.8730158730159,10790.0,2.47,4368.421052631578,10340.0,2.07,4995.169082125604,,55.0,5.0,60.0,5.0,0.0,1,1.9,,,,,,,,,,,,,,,0.0,66,121.0,10.3,9110.0,1.74,5235.632183908046,5550.0,3.02,1837.7483443708609,7760.0,4.48,1732.1428571428569,4760.0,6.67,713.6431784107946,9110.0,1.74,5235.632183908046,8060.000000000001,1.55,5200.0,,2.2,,,,,,,,,,,,,,,0.8343636258593794,0.33285485096681583,0.2919909007410968,0.15583085045214576,0.8343636258593794,0.9540718115146599,,,,,1.0,0.3510079164879581,0.3308373843500078,0.13630506371402665,1.0,0.9931942919868277,,,,
 Groupe Atlantic,AUREA 5,AUREA 5,,Outdoor Air/Water,R410A,"1,050 kg",0.0,60,167.0,4.4,4.25,-7.0,-10.0,3890.0,2.64,1473.4848484848485,2370.0,4.35,544.8275862068966,2160.0,5.93,364.2495784148398,1150.0,7.55,152.31788079470198,3890.0,2.64,1473.4848484848485,3720.0,2.57,1447.4708171206228,,55.0,5.0,60.0,5.0,0.0,1,0.7,,,,,,,,,,,,,,,0.0,60,119.0,4.4,3890.0,1.82,2137.362637362637,2370.0,3.11,762.0578778135049,1920.0,4.15,462.6506024096385,960.0,5.03,190.8548707753479,3890.0,1.82,2137.362637362637,3410.0,1.52,2243.4210526315787,,1.0,,,,,,,,,,,,,,,0.6893939393939394,0.2549064799219928,0.17042011123779138,0.07126440695279117,0.6893939393939394,0.677222850169546,,,,,1.0,0.35654121789732107,0.21645863660296716,0.0892945667894944,1.0,1.04962116087133,,,,
 Groupe Atlantic,AUREA 5 R32,AUREA 5 R32,27.05.2020,Outdoor Air/Water,R32,"0,800 kg",,63,183.0,5.0,4.64,-7.0,-10.0,4100.0,2.86,1433.5664335664337,2500.0,4.86,514.4032921810699,1600.0,6.34,252.36593059936908,1500.0,8.15,184.04907975460122,4100.0,2.86,1433.5664335664337,3800.0,2.62,1450.381679389313,,55.0,17.0,105.0,11.0,0.0,1,0.8,,,,,,,,,,,,,,,,63,127.0,5.0,4200.0,1.94,2164.9484536082473,2500.0,3.41,733.1378299120234,1600.0,4.31,371.2296983758701,1200.0,5.27,227.70398481973436,4200.0,1.94,2164.9484536082473,4100.0,1.77,2316.3841807909603,,0.6,,,,,,,,,,,,,,,0.6621711621711622,0.23760533019792276,0.11656902508637525,0.08501314636283962,0.6621711621711622,0.6699382042893494,,,,,1.0,0.338639854768887,0.17147276544028286,0.10517755489292492,1.0,1.0699488835082056,,,,
 Groupe Atlantic,AUREA 8,AUREA 8,,Outdoor Air/Water,R410A,"1,720 kg",0.0,62,162.0,7.0,4.13,-7.0,-10.0,6190.0,2.8,2210.714285714286,3770.0,3.97,949.6221662468513,2800.0,5.9,474.57627118644064,3030.0,6.32,479.4303797468354,6190.0,2.8,2210.714285714286,5830.0,2.57,2268.4824902723735,,55.0,5.0,60.0,5.0,0.0,1,1.2,,,,,,,,,,,,,,,0.0,62,123.0,6.2,5480.0,1.85,2962.162162162162,3340.0,3.22,1037.2670807453414,2630.0,4.13,636.8038740920097,3150.0,5.91,532.994923857868,5480.0,1.85,2962.162162162162,4710.0,1.59,2962.264150943396,,1.5,,,,,,,,,,,,,,,0.7463177789363922,0.3205841254665465,0.16021279228009402,0.16185149681234406,0.7463177789363922,0.7658198187963305,,,,,1.0,0.35017228090855507,0.21497941004930984,0.17993441772574012,1.0,1.0000344305192121,,,,
 Groupe Atlantic,AUSTRIA EMAIL LWP 17 HP ECO,AE LWP 17 HP ECO,20.08.2019,Outdoor Air/Water,R410A,"3,800 kg",45.0,67,161.0,18.0,4.11,-7.0,-10.0,16000.0,2.82,5673.758865248227,9700.0,4.13,2348.668280871671,6800.0,5.01,1357.2854291417166,8000.0,6.64,1204.8192771084339,16000.0,2.82,5673.758865248227,14800.0,2.61,5670.498084291188,,60.0,16.0,97.0,19.0,0.0,1,3.1,,,,,,,,,,,,,,,45.0,67,130.0,17.0,15000.0,2.1,7142.857142857142,9000.0,3.32,2710.843373493976,6300.0,4.23,1489.3617021276593,7700.0,5.95,1294.1176470588234,15000.0,2.1,7142.857142857142,12400.0,1.76,7045.454545454545,,4.1,,,,,,,,,,,,,,,0.7943262411347519,0.328813559322034,0.19001996007984034,0.16867469879518077,0.7943262411347519,0.7938697318007665,,,,,1.0,0.3795180722891566,0.20851063829787234,0.1811764705882353,1.0,0.9863636363636364,,,,
 Groupe Atlantic,Austria Email LWPM 11,Austria Email LWPM 11,12.11.2021,Outdoor Air/Water,R452B,"2,850 kg",,54,175.0,9.8,4.45,-7.0,-10.0,8700.0,3.07,2833.8762214983717,5300.0,4.58,1157.2052401746726,6000.0,5.42,1107.0110701107012,7000.0,6.55,1068.7022900763359,8700.0,3.07,2833.8762214983717,7900.0,2.83,2791.519434628975,,60.0,18.0,36.0,20.0,0.0,1,1.9,,,,,,,,,,,,,,,,54,130.0,9.6,8500.0,2.22,3828.8288288288286,5200.0,3.35,1552.2388059701493,5900.0,4.19,1408.1145584725537,6800.0,5.18,1312.7413127413129,8500.0,2.22,3828.8288288288286,7700.0,2.01,3830.845771144279,,1.9,,,,,,,,,,,,,,,0.7401417896148689,0.30223478037503215,0.28912524419361846,0.27911989223170186,0.7401417896148689,0.7290791935148617,,,,,1.0,0.4054082528533802,0.36776639056577287,0.3428571428571429,1.0,1.0005267778753293,,,,
 Groupe Atlantic,Austria Email LWPM 8,Austria Email LWPM 8,26.04.2022,Outdoor Air/Water,R452B,"1,800 kg",,53,175.0,8.0,4.45,-5.0,-10.0,6020.0,3.16,1905.0632911392404,4310.0,4.7,917.0212765957447,4440.0,5.63,788.6323268206039,5040.0,6.66,756.7567567567568,6460.0,3.36,1922.6190476190477,5740.0,2.84,2021.1267605633805,,55.0,14.0,43.0,27.0,0.0,1,2.26,,,,,,,,,,,,,,,,53,128.0,6.8,6020.0,2.22,2711.7117117117114,3660.0,3.29,1112.4620060790273,4270.0,4.27,1000.0000000000001,4970.0,5.48,906.934306569343,6020.0,2.22,2711.7117117117114,5770.0,1.93,2989.637305699482,,1.03,,,,,,,,,,,,,,,0.7025316455696203,0.33817063688414506,0.2908245457710533,0.2790697674418605,0.7090056953013765,0.7453324598755324,,,,,1.0,0.41024346403578754,0.3687707641196014,0.3344508572398574,1.0,1.1024908336632644,,,,
 Groupe Atlantic,IDEAL HEATING Alféa Excellia A.I. 14,IDEAL HEATING Alféa Excellia A.I. 14,04.04.2020,Outdoor Air/Water,R410A,"2,500 kg",46.0,69,148.0,13.0,3.77,-7.0,-10.0,11100.0,2.5,4440.0,6700.0,3.6,1861.111111111111,6200.0,5.4,1148.148148148148,7300.0,6.9,1057.9710144927535,11100.0,2.5,4440.0,10800.0,2.4,4500.0,,60.0,8.0,72.0,12.0,0.0,1,1.7,,,,,,,,,,,,,,,46.0,69,113.0,11.0,10000.0,1.9,5263.1578947368425,6100.0,2.8,2178.571428571429,5900.0,3.9,1512.820512820513,7100.0,5.1,1392.1568627450981,10000.0,1.9,5263.1578947368425,9300.0,1.7,5470.588235294118,,2.1,,,,,,,,,,,,,,,0.8435999999999999,0.3536111111111111,0.21814814814814812,0.20101449275362315,0.8435999999999999,0.855,,,,,1.0,0.4139285714285715,0.2874358974358974,0.26450980392156864,1.0,1.0394117647058823,,,,
 Groupe Atlantic,IDEAL HEATING Alféa Extensa A.I. 6,IDEAL HEATING Alféa Extensa A.I. 6,04.04.2020,Outdoor Air/Water,R410A,"1,100 kg",46.0,63,169.0,5.0,4.3,-7.0,-10.0,4600.0,2.7,1703.7037037037037,2800.0,4.2,666.6666666666666,2300.0,6.0,383.3333333333333,2300.0,8.3,277.10843373493975,4600.0,2.7,1703.7037037037037,4500.0,2.6,1730.7692307692307,,55.0,6.0,23.0,10.0,0.0,1,0.7,,,,,,,,,,,,,,,46.0,63,115.0,5.0,4000.0,1.8,2222.222222222222,2500.0,2.9,862.0689655172414,1700.0,4.0,425.0,2100.0,5.8,362.0689655172414,4000.0,1.8,2222.222222222222,3500.0,1.6,2187.5,,1.0,,,,,,,,,,,,,,,0.7666666666666667,0.3,0.1725,0.1246987951807229,0.7666666666666667,0.7788461538461539,,,,,1.0,0.3879310344827586,0.19125,0.16293103448275864,1.0,0.984375,,,,
 Groupe Atlantic,IDEAL LOGIC AIR 10kW,IDEAL LOGIC AIR 10kW,01.07.2022,Outdoor Air/Water,R32,"1,470 kg",,59,205.0,10.6,5.19,-7.0,-10.0,9400.0,3.17,2965.299684542587,5700.0,5.17,1102.5145067698259,3700.0,6.91,535.4558610709117,4500.0,8.4,535.7142857142857,9400.0,3.17,2965.299684542587,9100.0,2.84,3204.2253521126763,,60.0,7.0,15.0,10.0,0.0,1,1.5,,,,,,,,,,,,,,,,59,146.0,10.2,9000.0,2.27,3964.7577092511015,5500.0,3.66,1502.7322404371585,3500.0,4.91,712.8309572301425,4400.0,6.63,663.6500754147813,9000.0,2.27,3964.7577092511015,8200.0,2.03,4039.4088669950743,,2.0,,,,,,,,,,,,,,,0.7479144759901858,0.2780786589297227,0.13505386718121884,0.1351190476190476,0.7479144759901858,0.8081768388106416,,,,,1.0,0.37902246508803883,0.17979180810138037,0.1673872967990615,1.0,1.0188286808976466,,,,
 Groupe Atlantic,IDEAL LOGIC AIR 8KW,IDEAL LOGIC AIR 8kW,01.07.2022,Outdoor Air/Water,R32,"1,470 kg",,59,203.0,9.3,5.16,-7.0,-10.0,8200.0,3.24,2530.864197530864,5000.0,5.1,980.3921568627452,3900.0,6.81,572.6872246696036,4500.0,8.75,514.2857142857143,8200.0,3.24,2530.864197530864,8000.0,2.93,2730.3754266211604,,60.0,7.0,15.0,10.0,0.0,1,1.3,,,,,,,,,,,,,,,,59,145.0,9.1,8000.0,2.29,3493.4497816593885,4900.0,3.6,1361.111111111111,3700.0,4.94,748.9878542510121,4400.0,6.6,666.6666666666667,8000.0,2.29,3493.4497816593885,7600.0,2.03,3743.84236453202,,1.5,,,,,,,,,,,,,,,0.7244598765432099,0.28063725490196084,0.16393171806167403,0.14721428571428574,0.7244598765432099,0.7815699658703072,,,,,1.0,0.38961805555555556,0.21439777327935222,0.19083333333333335,1.0,1.0716748768472908,,,,
 Groupe Atlantic,Loria 6004,Loria 6004,27.07.2016,Outdoor Air/Water,R410A,"1,100 kg",44.0,62,181.0,4.0,4.6,-7.0,-10.0,3700.0,3.0,1233.3333333333333,2400.0,4.5,533.3333333333334,2000.0,6.4,312.5,2300.0,8.7,264.36781609195407,3700.0,3.0,1233.3333333333333,3400.0,2.6,1307.6923076923076,,55.0,9.0,14.0,9.0,0.0,1,0.8,,,,,,,,,,,,,,,44.0,62,127.0,4.0,3800.0,2.0,1900.0,2500.0,3.2,781.25,1400.0,4.4,318.18181818181813,2100.0,6.5,323.0769230769231,3800.0,2.0,1900.0,3200.0,1.6,2000.0,,1.1,,,,,,,,,,,,,,,0.6491228070175438,0.28070175438596495,0.16447368421052633,0.13914095583787056,0.6491228070175438,0.6882591093117408,,,,,1.0,0.41118421052631576,0.16746411483253587,0.17004048582995954,1.0,1.0526315789473684,,,,
 Groupe Atlantic,Loria 6004 R32,Loria 6004 R32,08.09.2021,Outdoor Air/Water,R32,"0,970 kg",40.0,57,182.0,5.4,4.61,-7.0,-10.0,4800.0,3.0,1600.0,2900.0,4.45,651.685393258427,1900.0,6.21,305.9581320450886,2400.0,7.99,300.37546933667085,4800.0,3.0,1600.0,4300.0,2.75,1563.6363636363637,,55.0,4.0,12.0,10.0,0.0,1,1.1,,,,,,,,,,,,,,,40.0,57,128.0,4.8,4300.0,2.03,2118.226600985222,2600.0,3.14,828.0254777070063,2200.0,4.55,483.51648351648356,2300.0,6.29,365.6597774244833,4300.0,2.03,2118.226600985222,3900.0,1.72,2267.4418604651164,,0.9,,,,,,,,,,,,,,,0.7553488372093022,0.3076561275150248,0.1444406995468674,0.14180516343103297,0.7553488372093022,0.7381818181818182,,,,,1.0,0.3909050511035401,0.22826475849731664,0.17262542980737233,1.0,1.0704434829637641,,,,
 Groupe Atlantic,Loria 6006,Loria 6006,27.07.2016,Outdoor Air/Water,R410A,"1,100 kg",44.0,62,186.0,6.0,4.72,-7.0,-10.0,5200.0,2.9,1793.103448275862,3500.0,4.6,760.8695652173914,1900.0,6.1,311.4754098360656,2400.0,9.3,258.06451612903226,5200.0,2.9,1793.103448275862,4800.0,2.8,1714.2857142857144,,55.0,9.0,14.0,9.0,0.0,1,1.1,,,,,,,,,,,,,,,44.0,62,128.0,5.0,4100.0,1.9,2157.8947368421054,2700.0,3.2,843.75,1800.0,4.4,409.09090909090907,2100.0,6.5,323.0769230769231,4100.0,9.9,414.14141414141415,3900.0,1.8,2166.6666666666665,,0.7,,,,,,,,,,,,,,,0.8309503784693019,0.35259809119830327,0.14434226309476209,0.11959087332808811,0.8309503784693019,0.794425087108014,,,,,1.0,0.3910060975609756,0.18957871396895784,0.149718574108818,0.1919191919191919,1.0040650406504064,,,,
 Groupe Atlantic,THERMASTAGE Compact 08,THERMASTAGE Compact Combi 08,30.09.2019,Outdoor Air/Water,R410A,"1,400 kg",44.0,69,176.0,7.0,4.46,-7.0,-10.0,6020.0,2.6,2315.3846153846152,3660.0,4.25,861.1764705882352,2350.0,6.48,362.6543209876543,2290.0,9.81,233.43527013251781,6020.0,2.6,2315.3846153846152,5550.0,2.39,2322.175732217573,,55.0,9.0,15.0,9.0,0.0,1,1.3,,,,,,,,,,,,,,,44.0,69,129.0,7.0,5840.0,1.9,3073.684210526316,3550.0,3.13,1134.185303514377,2280.0,4.83,472.0496894409938,2150.0,6.9,311.5942028985507,5840.0,1.9,3073.684210526316,5680.0,1.56,3641.025641025641,,0.9,,,,,,,,,,,,,,,0.7532929399367755,0.28017727639000806,0.11798685100625739,0.07594640637873011,0.7532929399367755,0.7555023786324296,,,,,1.0,0.36899864326666376,0.15357780992087128,0.10137482628548738,1.0,1.1845802599227258,,,,
 Groupe Atlantic,THERMASTAGE Compact 11,THERMASTAGE Compact Combi 11,30.09.2019,Outdoor Air/Water,R410A,"1,800 kg",44.0,68,176.0,9.0,4.47,-7.0,-10.0,8050.000000000001,2.54,3169.2913385826773,4900.0,4.46,1098.6547085201794,3150.0,6.2,508.06451612903226,4200.0,9.02,465.6319290465632,8050.000000000001,2.54,3169.2913385826773,7510.0,2.37,3168.7763713080167,,55.0,7.0,52.0,7.0,0.0,1,1.6,,,,,,,,,,,,,,,44.0,68,131.0,9.0,7650.0,1.89,4047.6190476190477,4660.0,3.29,1416.4133738601824,3420.0,4.84,706.6115702479339,4100.0,6.82,601.1730205278592,7650.0,1.89,4047.6190476190477,6740.0,1.71,3941.5204678362575,,1.9,,,,,,,,,,,,,,,0.7830013895321909,0.27143233975204434,0.12552182163187856,0.11503847658797443,0.7830013895321909,0.7828741623231571,,,,,1.0,0.34993742177722154,0.17457462323772482,0.1485250991892358,1.0,0.9737874097007224,,,,
 Groupe Atlantic,Thermastage Compact Combi 03,Thermastage Compact Duo 03,09.09.2021,Outdoor Air/Water,R32,"0,970 kg",40.0,57,181.0,4.4,4.6,-7.0,-10.0,3900.0,3.09,1262.1359223300972,2400.0,4.43,541.7607223476298,2100.0,6.07,345.9637561779242,2400.0,7.85,305.73248407643314,3900.0,3.09,1262.1359223300972,3900.0,2.76,1413.0434782608697,,55.0,4.0,9.0,8.0,0.0,1,0.5,,,,,,,,,,,,,,,40.0,57,126.0,4.2,3700.0,1.96,1887.7551020408164,2300.0,3.09,744.336569579288,2200.0,4.48,491.0714285714285,2300.0,6.19,371.5670436187399,3700.0,1.96,1887.7551020408164,3300.0,1.63,2024.5398773006136,,0.9,,,,,,,,,,,,,,,0.6685909210181055,0.28698676102739307,0.1832672870564139,0.16195558615940783,0.6685909210181055,0.7485311398354877,,,,,1.0,0.39429720983119043,0.2601351351351351,0.19683010959262978,1.0,1.0724589620295142,,,,
 Groupe Atlantic,Thermastage Compact Combi 06,Thermastage Compact combi 06,09.09.2021,Outdoor Air/Water,R32,"0,970 kg",40.0,57,190.0,6.1,4.82,-7.0,-10.0,5400.0,2.97,1818.181818181818,3300.0,4.64,711.2068965517242,2100.0,6.67,314.84257871064466,2400.0,8.34,287.7697841726619,5400.0,2.97,1818.181818181818,4700.0,2.79,1684.5878136200718,,55.0,4.0,12.0,10.0,0.0,1,1.4,,,,,,,,,,,,,,,40.0,57,132.0,5.4,4800.0,2.08,2307.6923076923076,2900.0,3.22,900.6211180124224,1900.0,4.62,411.2554112554112,2300.0,6.57,350.076103500761,4800.0,2.08,2307.6923076923076,4200.0,1.8,2333.3333333333335,,1.2,,,,,,,,,,,,,,,0.7878787878787878,0.3081896551724138,0.136431784107946,0.12470023980815349,0.7878787878787878,0.7299880525686978,,,,,1.0,0.39026915113871635,0.1782106782106782,0.15169964485032977,1.0,1.0111111111111113,,,,
 Groupe Atlantic,Thermastage Compact Combi 11,Thermastage Compact Combi 11,09.09.2021,Outdoor Air/Water,R32,"1,630 kg",40.0,62,186.0,8.7,4.73,-7.0,-10.0,7700.0,3.08,2500.0,4700.0,4.63,1015.1187904967603,3800.0,6.41,592.8237129485179,4300.0,7.11,604.7819971870605,7700.0,3.08,2500.0,7300.0,2.77,2635.379061371841,,55.0,4.0,20.0,8.0,0.0,1,1.4,,,,,,,,,,,,,,,40.0,62,139.0,8.6,7600.0,2.14,3551.401869158878,4600.0,3.46,1329.4797687861271,3600.0,4.74,759.493670886076,4200.0,6.4,656.25,7600.0,2.14,3551.401869158878,7700.0,1.88,4095.744680851064,,0.9,,,,,,,,,,,,,,,0.7039473684210528,0.28583608048198256,0.1669266770670827,0.1702938781553039,0.7039473684210528,0.7420672620178607,,,,,1.0,0.3743535138424095,0.21385742838107932,0.18478618421052634,1.0,1.1532754759238524,,,,
 Groupe Atlantic,Thermastage Compact Combi TCC13-16/ TOC13RIY,Compact Combi TCC13-16/ TOC13RIY,22.12.2020,Outdoor Air/Water,R410A,"2,500 kg",46.0,69,151.0,11.0,3.85,-7.0,-10.0,10000.0,2.6,3846.153846153846,6100.0,3.7,1648.6486486486485,6200.0,5.3,1169.811320754717,7400.0,6.9,1072.463768115942,10000.0,2.6,3846.153846153846,10000.0,2.2,4545.454545454545,,60.0,8.0,45.0,12.0,0.0,1,1.0,,,,,,,,,,,,,,,46.0,69,112.0,9.0,8200.0,1.9,4315.789473684211,5000.0,2.8,1785.7142857142858,5900.0,3.8,1552.6315789473686,7000.0,4.8,1458.3333333333335,8200.0,1.9,4315.789473684211,8000.0,1.7,4705.882352941177,,1.0,,,,,,,,,,,,,,,0.8911819887429643,0.3820039551746868,0.2710538426138978,0.248497702368328,0.8911819887429643,1.0532150776053213,,,,,1.0,0.4137630662020906,0.3597560975609756,0.33790650406504064,1.0,1.0903873744619799,,,,
 Groupe Atlantic,Thermastage Compact Combi TCC13-16/ TOC13RIYF,Compact Combi TCC13-16/ TOC13RIYF,22.12.2020,Outdoor Air/Water,R410A,"2,500 kg",46.0,68,154.0,11.0,3.92,-7.0,-10.0,10000.0,2.7,3703.7037037037035,6100.0,3.7,1648.6486486486485,6200.0,5.5,1127.2727272727273,7400.0,7.1,1042.2535211267607,10000.0,2.7,3703.7037037037035,9900.0,2.3,4304.347826086957,,60.0,14.0,44.0,17.0,0.0,1,1.1,,,,,,,,,,,,,,,46.0,68,112.0,9.0,8200.0,1.9,4315.789473684211,5000.0,2.7,1851.8518518518517,5900.0,3.9,1512.820512820513,7000.0,5.2,1346.1538461538462,8200.0,1.9,4315.789473684211,8100.0,1.6,5062.5,,0.9,,,,,,,,,,,,,,,0.8581752484191507,0.3820039551746868,0.2611973392461197,0.24149776709034698,0.8581752484191507,0.9973488865323437,,,,,1.0,0.42908762420957536,0.3505315822388993,0.3119136960600375,1.0,1.1730182926829267,,,,
 Groupe Atlantic,Thermastage Compact Combi TCC13-16/ TOC16RIY,Compact Combi TCC13-16/ TOC16RIY,22.12.2020,Outdoor Air/Water,R410A,"2,500 kg",46.0,69,148.0,13.0,3.77,-7.0,-10.0,11100.0,2.5,4440.0,6700.0,3.6,1861.111111111111,6200.0,5.4,1148.148148148148,7300.0,6.9,1057.9710144927535,11100.0,2.5,4440.0,10800.0,2.4,4500.0,,60.0,8.0,72.0,12.0,0.0,1,2.2,,,,,,,,,,,,,,,46.0,69,113.0,11.0,10000.0,1.9,5263.1578947368425,6100.0,2.8,2178.571428571429,5900.0,3.9,1512.820512820513,7100.0,5.1,1392.1568627450981,10000.0,1.9,5263.1578947368425,9300.0,1.7,5470.588235294118,,1.7,,,,,,,,,,,,,,,0.8435999999999999,0.3536111111111111,0.21814814814814812,0.20101449275362315,0.8435999999999999,0.855,,,,,1.0,0.4139285714285715,0.2874358974358974,0.26450980392156864,1.0,1.0394117647058823,,,,
 Groupe Atlantic,Thermastage Compact Combi TCC13-16/ TOC16RIYF,Compact Combi TCC13-16/ TOC16RIYF,22.12.2020,Outdoor Air/Water,R410A,"2,500 kg",46.0,69,150.0,13.0,3.82,-7.0,-10.0,11100.0,2.5,4440.0,6700.0,3.7,1810.8108108108108,6200.0,5.4,1148.148148148148,7300.0,7.0,1042.857142857143,11100.0,2.5,4440.0,10800.0,2.4,4500.0,,60.0,14.0,66.0,17.0,0.0,1,2.2,,,,,,,,,,,,,,,46.0,69,117.0,11.0,10000.0,2.0,5000.0,6100.0,2.9,2103.448275862069,5900.0,4.1,1439.0243902439026,7100.0,5.4,1314.8148148148148,10000.0,2.0,5000.0,9300.0,1.6,5812.5,,1.7,,,,,,,,,,,,,,,0.888,0.3621621621621622,0.2296296296296296,0.20857142857142857,0.888,0.9,,,,,1.0,0.42068965517241375,0.2878048780487805,0.26296296296296295,1.0,1.1625,,,,
 Groupe Atlantic,Thermastage Compact Duo XL 08,Thermastage Compact Duo XL 08,04.11.2022,Outdoor Air/Water,R32,"1,020 kg",40.0,60,185.0,6.6,4.7,-7.0,-10.0,5800.0,2.71,2140.221402214022,3600.0,4.71,764.3312101910828,2300.0,6.23,369.18138041733545,2400.0,8.72,275.2293577981651,5800.0,2.71,2140.221402214022,5600.0,2.42,2314.0495867768595,,55.0,4.0,14.0,10.0,0.0,1,1.0,,,,,,,,,,,,,,,40.0,60,134.0,6.2,5500.0,2.05,2682.9268292682927,3300.0,3.3,1000.0,2200.0,4.65,473.1182795698924,2200.0,6.38,344.82758620689657,5500.0,2.05,2682.9268292682927,5200.0,1.8,2888.8888888888887,,1.0,,,,,,,,,,,,,,,0.7977188862797718,0.28488708743485813,0.1376039690646432,0.10258548790658881,0.7977188862797718,0.8625093914350113,,,,,1.0,0.37272727272727274,0.17634408602150536,0.12852664576802508,1.0,1.0767676767676766,,,,
 Groupe Atlantic,Thermastage Silent Combi TSC14/ TOC14RIY,Silent Combi TSC14/ TOC14RIY,22.12.2020,Outdoor Air/Water,R410A,"3,800 kg",45.0,67,163.0,16.0,4.15,-7.0,-10.0,14200.0,2.79,5089.605734767025,8700.0,4.17,2086.3309352517986,7000.0,5.34,1310.8614232209738,8100.0,6.76,1198.224852071006,14200.0,2.79,5089.605734767025,14100.0,2.54,5551.181102362205,,65.0,19.0,100.0,23.0,0.0,1,2.0,,,,,,,,,,,,,,,45.0,67,125.0,14.0,12000.0,1.98,6060.606060606061,7300.0,3.15,2317.4603174603176,6300.0,4.3,1465.1162790697674,7600.0,5.99,1268.7813021702837,12000.0,1.98,6060.606060606061,10600.0,1.75,6057.142857142857,,3.0,,,,,,,,,,,,,,,0.8397849462365591,0.34424460431654674,0.21629213483146068,0.19770710059171595,0.8397849462365591,0.9159448818897638,,,,,1.0,0.3823809523809524,0.2417441860465116,0.20934891485809679,1.0,0.9994285714285713,,,,
 Groupe Atlantic,Thermastage Silent Combi TSC14/ TOC14RIYF,Silent Combi TSC14/ TOC14RIYF,22.12.2020,Outdoor Air/Water,R410A,"3,800 kg",45.0,67,164.0,17.0,4.18,-7.0,-10.0,15400.0,2.9,5310.344827586207,9400.0,4.19,2243.436754176611,6700.0,5.13,1306.0428849902535,8000.0,6.83,1171.303074670571,15400.0,2.9,5310.344827586207,14700.0,2.62,5610.687022900763,,60.0,16.0,96.0,19.0,0.0,1,2.7,,,,,,,,,,,,,,,45.0,67,130.0,16.0,14200.0,2.12,6698.11320754717,8600.0,3.3,2606.060606060606,6400.0,4.21,1520.1900237529692,7600.0,6.02,1262.4584717607975,14200.0,2.12,6698.11320754717,13300.0,1.88,7074.468085106383,,2.7,,,,,,,,,,,,,,,0.7928120446818845,0.3349356280883391,0.19498668423798152,0.1748705998803951,0.7928120446818845,0.8376518653908182,,,,,1.0,0.38907383696116093,0.22695794720818976,0.18847971550231624,1.0,1.0561881929877135,,,,
 Groupe Atlantic,Thermor Alféa extensa A.I. 3 R32,Thermor Alféa extensa Duo A.I. 3 R32,27.04.2021,Outdoor Air/Water,R32,"0,970 kg",40.0,57,175.0,4.4,4.46,-7.0,-10.0,3900.0,3.12,1250.0,2400.0,4.26,563.3802816901409,2000.0,5.9,338.9830508474576,2300.0,6.87,334.78893740902475,3900.0,3.12,1250.0,3900.0,2.72,1433.8235294117646,,55.0,4.0,9.0,8.0,0.0,1,0.48,,,,,,,,,,,,,,,40.0,57,119.0,4.0,3500.0,1.81,1933.7016574585634,2200.0,2.98,738.255033557047,1800.0,4.07,442.26044226044223,2200.0,5.78,380.6228373702422,3500.0,1.81,1933.7016574585634,3300.0,1.61,2049.6894409937886,,0.65,,,,,,,,,,,,,,,0.6464285714285715,0.29134808853118715,0.17530266343825665,0.17313370763152425,0.6464285714285715,0.7414915966386555,,,,,1.0,0.3817833173537872,0.2287118287118287,0.19683638161146813,1.0,1.0599822537710737,,,,
