Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_h_ref [W],P_th_h_ref [W],COP_ref,p1_P_th [1/°C],p2_P_th [1/°C],p3_P_th [-],p4_P_th [1/°C],p1_P_el_h [1/°C],p2_P_el_h [1/°C],p3_P_el_h [-],p4_P_el_h [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-]
ait-deutschland,LWC 100,2019-09-06,Outdoor Air/Water,Regulated,1.0,R404A,4.1,55.0,,10,average,3896,7830,2.009753593429158,-129.23659610638703,-0.0040288694894298,1.4408862487053071,129.27298562591614,-256.33804806363844,0.0138537811284574,0.2996572542798788,256.34048130891614,141.74407357607942,-0.0563009245900456,5.385238028339337,-141.65690043527843
ait-deutschland,LW 310 (L),2019-10-08,Outdoor Air/Water,Regulated,1.0,R404A,10.0,68.0,,10,average,11704,23760,2.030075187969925,-142.59839961703912,-0.0016272573712668,1.1078652142479954,142.58523166929055,338.50453331445726,0.0138742836115262,0.2890510853813849,-338.5017308226188,195.04903182508068,-0.0574657184265628,5.491017545495001,-194.95599854091785
ait-deutschland,LW 140 (L),2019-10-08,Outdoor Air/Water,On-Off,4.0,R407c,10.2,58.0,,10,average,4815,10400,2.1599169262720666,301.61612800791926,-0.0028190284420427,1.335086265706291,-301.59084221427514,-31.55344296526588,0.0134369507341193,0.2881019344263417,31.551433696327184,-71.48020781404672,-0.0597993923171568,5.755584414998704,71.57485721809523
ait-deutschland,LW 121A,2019-10-08,Outdoor Air/Water,Regulated,1.0,R407c,5.8,50.0,61.0,10,average,4183,8700,2.079846999760937,212.77985999850665,-0.0036375295006974,1.4048457134582355,-212.7472839529197,260.6923111199256,0.0148586662466727,0.2585070710965517,-260.6871559777288,-52.60344771629747,-0.0600845864229563,5.702128812623742,52.69581309689226
ait-deutschland,LW 140A,2019-10-08,Outdoor Air/Water,Regulated,1.0,R407c,10.2,58.0,58.0,10,average,4815,10400,2.1599169262720666,248.3121967462674,-0.0028194800512242,1.3351034597764602,-248.2869114967143,-337.09787360004043,0.0147802076337981,0.2735584519485147,337.10418874513846,-71.48020783614196,-0.0597994401518973,5.755586269476466,71.57485719600021
ait-deutschland,LW 180 (L),2019-10-08,Outdoor Air/Water,Regulated,1.0,R407c,6.8,59.0,,10,average,6588,12780,1.9398907103825136,146.1320033020931,-0.0038861362290584,1.2274970276674797,-146.14444321927596,-274.8148483178561,0.015313349150435,0.2207398984444134,274.8163611026624,-1.5014307311801247,-0.0765600165738824,6.334996113894106,1.6108605611842406
ait-deutschland,LW 101,2019-10-08,Outdoor Air/Water,On-Off,4.0,R407c,4.8,58.0,,10,average,3438,6980,2.030250145433392,-106.7789296412562,-0.0029695917426913,1.3930831475293497,106.81249681735974,225.9120037616564,0.0128212234340635,0.324058157528021,-225.9112010529861,193.10465553479884,-0.0546265418469812,5.406240340117679,-193.01314208363488
ait-deutschland,LW 121,2019-10-08,Outdoor Air/Water,On-Off,4.0,R407c,5.8,58.0,,10,average,4183,8700,2.079846999760937,-64.85633952978107,-0.0036374765644449,1.4048437156175135,64.88891562547185,-27.427184241039157,0.0133948945238565,0.2944881031203949,27.42813850615441,-79.25286781296573,-0.0600846407094934,5.7021308159388,79.34523315736449
ait-deutschland,LW 101A,2019-10-08,Outdoor Air/Water,Regulated,1.0,R407c,4.8,50.0,58.0,10,average,3438,6980,2.030250145433392,-81.48939537710314,-0.0029694508489358,1.39307786226932,81.522962670802,8.083830946325893,0.0138460049306694,0.3008315776911159,-8.079897162667756,-99.24432264226246,-0.0546265042146717,5.406238819094507,99.33583613919848
ait-deutschland,LW 300(L),2020-07-20,Outdoor Air/Water,Regulated,1.0,R448A,10.0,68.0,68.0,38,average,10231,20360,1.9900303000684196,-35.979248470421005,0.0012391186189934,0.8832852176834429,35.98723255578604,-71.54826950043461,0.0134583240624452,0.0703161869462772,71.51841843042712,-35.66549465244238,-0.0486665839058132,4.937153404971496,35.758926193975675
ait-deutschland,LW 251A,2019-10-08,Outdoor Air/Water,Regulated,1.0,R407c,9.8,63.0,62.0,10,average,9266,19180,2.069933088711418,-213.66978646718968,2.7996233660017476e-05,1.0119369428840133,213.6578344072467,345.78098461805394,0.0154535106705993,0.2114845356294557,-345.77769489616657,315.1392784158436,-0.0633366945525059,5.825121207788241,-315.0261847970332
ait-deutschland,LW 300A-LUX 2.0,2020-07-20,Outdoor Air/Water,Regulated,1.0,R448A,10.0,,68.0,38,average,10231,20360,1.9900303000684196,497.0553053497235,0.001239919218311,0.8832545553463029,-497.0473200712483,91.68850469476332,0.0134583430449972,0.0703153445580097,-91.71835610858687,278.33317507650594,-0.0486664511574117,4.937148666656611,-278.23974342678224
ait-deutschland,LW 180A,2019-10-08,Outdoor Air/Water,Regulated,1.0,R407c,6.8,59.0,57.0,10,average,6588,12780,1.9398907103825136,-213.67008697124984,-0.0038863512148281,1.2275039290892835,213.65764605112736,298.0886203736673,0.0153133937439418,0.2207381748701765,-298.0871076391119,44.0311383333716,-0.0765599935065209,6.334995323949193,-43.921708488385725
ait-deutschland,LW 251 (L),2019-10-08,Outdoor Air/Water,Regulated,1.0,R407c,9.8,63.0,,10,average,9266,19180,2.069933088711418,-71.52576472875604,3.0488490191067465e-05,1.0118577712717145,71.51381248540795,241.22904350650123,0.0154535232682229,0.2114837120092799,-241.22575367951845,-71.47101019244478,-0.0633368267771407,5.8251260666660265,71.5841038128182
ait-deutschland,LWDV 91-1/3-HDV 12-3,2019-08-27,Outdoor Air/Water,Regulated,1.0,R290,1.05,,54.0,22,average,3228,7070,2.190210656753408,-36.00555528050297,-0.0032448463226787,0.8976774124795986,35.97113525475201,-213.7189889991284,0.0087653749380622,0.1135357098210717,213.6632124112068,283.94223151750066,-0.068270209511756,6.952550446753722,-283.74280651640305
ait-deutschland,WZSV 122(H)(K)3M,2017-05-12,Brine/Water,Regulated,2.0,R407c,2.0,44.0,,7,average,3491,11100,3.1796046977943284,-0.0033621333173483,0.0033621097418801,0.5541353014554893,-0.0359396837502773,-0.0166949443369656,0.0166949445088765,-0.1264150144511223,-0.0335633101425891,0.0860646761788204,-0.086064683103028,7.692436811017279,0.0117247641228922
ait-deutschland,LWD 90A-HTD,2017-05-12,Outdoor Air/Water,Regulated,1.0,R290,1.17,,62.0,15,average,3064,7200,2.349869451697128,-141.4523061293425,-0.0019350177870443,1.2947186494039726,141.48383160721943,236.46054428044965,0.0126615060251177,0.3752661441898868,-236.4555557215469,-89.04690816684027,-0.0508890768317015,5.429474387457506,89.13864745967956
ait-deutschland,WWC 220H/X,2019-09-06,Water/Water,On-Off,6.0,R407c,4.5,56.0,,10,average,5643,20540,3.639907850434166,0.0035128893133798,-0.0035128893725464,1.1422189351025396,-0.000728960060595,-0.0185214916402459,0.0185214911626806,0.2526531901751032,0.0043825064957337,0.1411863168730456,-0.1411863396696254,9.0908879565446,-0.0337773393523841
ait-deutschland,LWDV 91-1/3-HDV 9-1/3,2019-08-27,Outdoor Air/Water,Regulated,1.0,R290,1.05,,54.0,22,average,3228,7070,2.190210656753408,283.8188478647056,-0.003244250737408,0.8976540900971784,-283.85326733944294,70.60562296789213,0.0087655058585331,0.1135291075405228,-70.66140056618237,-75.86559015942706,-0.0682698618078256,6.952538190143353,76.06501544915338
ait-deutschland,WWC 190H/X,2019-09-06,Water/Water,On-Off,6.0,R407c,4.3,53.0,,10,average,4573,16600,3.6300021867483054,0.0050309113283692,-0.0050309117390449,1.2198543511166733,0.0002332272883556,-0.0140312896420839,0.0140312969473134,0.3901472509742908,1.2898518812028709e-05,0.1108656553961163,-0.1108656143549491,8.283406855476866,0.0057691609980172
ait-deutschland,alpha innotec L8 Split-HM 12,2020-04-29,Outdoor Air/Water,Regulated,1.0,R410A,2.6,35.0,55.0,15,average,3247,6300,1.940252540806899,141.67312336569503,-0.0082864110860044,1.106884774454197,-141.7107127420261,-99.99179764303288,0.0100803108194605,0.0948395125431635,99.9400960030638,203.9505032204945,-0.0770602499842515,6.500479471282882,-203.81736987164587
ait-deutschland,alpha innotec L8 Split-HT 12,2020-04-29,Outdoor Air/Water,Regulated,1.0,R410A,2.6,35.0,55.0,15,average,3247,6300,1.940252540806899,212.7452522910767,-0.0082867605256206,1.1068993569163994,-212.7828422155661,-355.8839066408497,0.010080310806955,0.0948398071720369,355.8322044866759,217.27689917411533,-0.0770602229817578,6.500478454064836,-217.14376586257652
ait-deutschland,alpha innotec L6 Split-HT 6,2020-04-29,Outdoor Air/Water,Regulated,1.0,R410A,1.5,35.0,51.0,12,average,2500,4700,1.88,212.75314686360963,0.0031687435595174,0.5854366796883619,-212.77448495449744,477.4017289812067,0.0163179933505887,-0.2110533937714745,-477.45032622972633,213.9676748919824,-0.1021327027696043,7.704325514193092,-213.794393146712
ait-deutschland,LWD 70A/SX-HTD S,2020-11-24,Outdoor Air/Water,On-Off,4.0,R290,1.1,,58.0,10,average,2702,5810,2.150259067357513,-9.731622891164664,-0.0042588335314388,1.451448220091826,9.77336888483323,-142.56015470380646,0.0087344996770265,0.5310290718717319,142.56248245496832,-96.75672533312924,-0.0411292603965272,4.845278331347859,96.85380818701302
ait-deutschland,LWD 90A-HMD,2017-05-12,Outdoor Air/Water,Regulated,1.0,R290,1.17,,62.0,15,average,3064,7200,2.349869451697128,212.77930915697223,-0.0019351116508824,1.2947216387661105,-212.74778397097333,-71.04700712013508,0.0126615100661842,0.3752659793350953,71.05199566391023,177.27574881617795,-0.0508890108317449,5.4294718128400765,-177.18400926812458
ait-deutschland,WZSV 62(H)(K)3M,2017-05-12,Brine/Water,Regulated,2.0,R407c,1.16,44.0,,7,average,1634,5000,3.0599755201958385,0.000723130375742,-0.0007230581544111,0.7321620123722562,-0.0406591212644184,-0.0141072728498778,0.0141072712518029,-0.0200824851108988,-0.0376472888316644,0.0968598182185249,-0.0968598182182731,8.036286205595093,0.0123628701880192
ait-deutschland,WZSV 92(H)(K)3M(3~ 400V),2019-03-29,Brine/Water,Regulated,2.0,R407c,1.25,47.0,,12,average,2236,6620,2.960644007155635,0.0065879199066696,-0.0065879147447341,0.9969216406010092,-0.0487897681815182,-0.0081131598458968,0.0081131599722174,0.2272576680174311,-0.0490217064336995,0.1019486383443894,-0.1019488152606767,8.182437601994675,0.0370151460137583
ait-deutschland,WZSV 162(H)(K)3M,2017-05-12,Brine/Water,Regulated,2.0,R407c,2.2,44.0,,7,average,4733,14200,3.000211282484682,0.0006531862524611,-0.000653029192578,0.7445306296377995,-0.0342771867475825,-0.0134570647470274,0.013457069079707,-0.0044604123139708,-0.0405463728743468,0.0863714541287947,-0.0863714526876353,7.6551924750471185,0.0321646313279125
ait-deutschland,LWV 122R3,2019-03-27,Outdoor Air/Water,Regulated,1.0,R410A,3.6,47.0,,20,average,3807,8300,2.1801943787759392,-73.75409351923102,-0.0054978716377624,1.0201020802177183,73.73634011917973,-506.76597646724827,0.0075400811557319,0.1921804764715111,506.7072669267217,127.34810912257365,-0.0750424105551328,6.584057432642132,-127.1833161344989
ait-deutschland,alpha innotec - Paros 4,2022-06-10,Outdoor Air/Water,Regulated,1.0,R454B,1.64,43.0,41.0,11,average,1910,3840,2.0104712041884816,-142.61083663700074,-0.0067687173216984,1.061428898449539,142.58210369530903,-272.4786967679191,0.0053697507245443,0.2528147941256867,272.41414149261385,88.46637976058211,-0.0763406071868516,6.587988296981179,-88.32817399003532
ait-deutschland,alpha innotec - WZSV 42K3M,2022-06-21,Brine/Water,Regulated,2.0,R410A,0.9,42.0,,12,average,1178,3580,3.039049235993209,-0.0014110164032697,0.0014110410531054,0.6552883546266345,-0.0317899914548375,-0.0175112085457197,0.017511209795974,-0.1409482498565178,-0.0312301984985086,0.1119175821368936,-0.111917582136908,8.445764277857087,-0.0138849691145142
ait-deutschland,LWD 50A/RX-HMD,2020-11-24,Outdoor Air/Water,On-Off,4.0,R290,2.1,,57.0,15,average,1803,4110,2.279534109816972,239.43558434239452,-0.0042618969616184,1.4668819541726874,-239.395386839298,319.3736642615601,0.011021671357173,0.4463647235531316,-319.3693101340691,256.5064416018553,-0.0523988424058304,5.500387309657841,-256.4126350477223
ait-deutschland,alpha innotec - WZSV 42K3MC,2022-06-21,Brine/Water,Regulated,2.0,R410A,0.9,42.0,,12,average,1178,3580,3.039049235993209,-0.0014110512509718,0.0014110407964925,0.6552883817477445,-0.0317899916968898,-0.0175112101444427,0.0175112096784547,-0.1409482442799822,-0.031230198561148,0.1119175827576293,-0.1119175827575873,8.445764303299779,-0.0138849702879135
ait-deutschland,alpha innotec L6 Split-HM 6,2020-04-29,Outdoor Air/Water,Regulated,1.0,R410A,1.5,35.0,51.0,12,average,2500,4700,1.88,212.75314684036016,0.0031687428567463,0.5854375119878158,-212.77448497774697,-258.15209823973714,0.0163179933496498,-0.211054459178189,258.1035011603026,-18.276600567970853,-0.102132605019659,7.704321883147889,18.44988239951024
ait-deutschland,alpha innotec L12 Split-HT 12,2020-04-29,Outdoor Air/Water,Regulated,1.0,R410A,2.9,35.0,58.0,15,average,4472,8900,1.9901610017889089,212.74507394654,-0.0080141372546606,1.0880530073864234,-212.78301440418016,-128.4248603056506,0.0094835180324808,0.1177041093442544,128.37196019465705,-122.3637991140308,-0.0740927270352548,6.484554482848374,122.51697997492302
ait-deutschland,alpha innotec L12 Split-HM 12,2020-04-29,Outdoor Air/Water,Regulated,1.0,R410A,2.9,35.0,58.0,15,average,4472,8900,1.9901610017889089,-53.77540535485747,-0.0080142620926526,1.08806007917032,53.73746405290882,155.89971397422426,0.0094835909417235,0.1177003021267546,-155.9526136927824,-140.1302823913398,-0.0740927082036245,6.484553861713952,140.28346326727822
ait-deutschland,WWC 160H/X,2019-09-06,Water/Water,On-Off,6.0,R407c,3.95,53.0,,7,average,3748,13530,3.609925293489861,0.0040271476016285,-0.0040271389847139,1.1687385131966892,-0.0004731926971492,-0.0149322954820553,0.0149322952324113,0.3856682070112736,0.0022555578803744,0.1077186588999637,-0.1077187226611658,7.899922833291286,-0.0147937997207523
ait-deutschland,LWD 50A-HMD,2017-05-12,Outdoor Air/Water,Regulated,1.0,R290,0.95,,57.0,15,average,2010,4000,1.9900497512437807,-20.141526619866735,-0.0073665845416451,1.6625146054222624,20.1844085392824,70.63345876862367,0.0156206153838368,0.1903353411019266,-70.63280747536034,-142.54290225239373,-0.0732652561399616,6.436008410168431,142.6625398918007
ait-deutschland,LWCV 82R1/3,2019-03-27,Outdoor Air/Water,Regulated,1.0,R410A,3.0,48.0,,31,average,2182,5040,2.30980751604033,6.195831921901892,-0.0076951307907244,1.1448649308720136,-6.225561946646783,196.993673583906,0.0089896354801507,0.191873029945215,-197.04152439993,-89.22152910109776,-0.0885400685969278,7.37834533471118,89.3762345980814
ait-deutschland,LWD 50A-HTD,2017-05-12,Outdoor Air/Water,Regulated,1.0,R290,0.95,,57.0,15,average,2010,4000,1.9900497512437807,266.0889488301903,-0.0073665093317008,1.6625117433452967,-266.0460668592044,166.21127884250038,0.0156206199666932,0.1903350472107672,-166.210627532068,-72.02395300242432,-0.0732653643771613,6.436012497787937,72.14359140197698
