Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_h_ref [W],P_th_h_ref [W],COP_ref,p1_P_th [1/°C],p2_P_th [1/°C],p3_P_th [-],p4_P_th [1/°C],p1_P_el_h [1/°C],p2_P_el_h [1/°C],p3_P_el_h [-],p4_P_el_h [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-]
Ecoforest Geotermia ,ECOAIR 1-7 PRO,2020-11-17,Outdoor Air/Water,Regulated,1.0,R290,0.75,,58.0,8,average,1570,3470,2.210191082802548,8.135241533608154,-0.0029763921057215,0.8559217330917406,-8.17291305848027,-361.4951569735007,0.0102318781140766,0.092027075841894,361.4429949561518,-188.08419906733891,-0.0668544674438828,6.250414009035126,188.1939014596617
Ecoforest Geotermia ,ecoGEO B3T 3-12kW,2019-05-28,Brine/Water,Regulated,2.0,R410A,1.0,54.0,,11,average,4224,11870,2.810132575757576,0.0008950062127693,-0.0008949958135468,0.7843354604582212,-0.0436244004733682,-0.0144928859984249,0.0144928855794722,0.0188955532281868,-0.0315649820913882,0.0941712229711384,-0.0941712475307022,7.608398754075766,-0.0007177451231333
Ecoforest Geotermia ,ecoGEO C4 1-9kW,2019-05-28,Brine/Water,Regulated,2.0,R410A,1.0,54.0,,11,average,3320,9030,2.719879518072289,0.0014338829198043,-0.001433846996231,0.7875179212912929,-0.0454821047918901,-0.0134731223388399,0.0134731232325297,0.0336847396912283,-0.0374459376135496,0.0948482121478119,-0.0948479500076162,7.512929371758063,-0.0092946346616417
Ecoforest Geotermia ,ecoGEO C4T 3-12kW,2019-05-28,Brine/Water,Regulated,2.0,R410A,1.0,54.0,,11,average,4224,11870,2.810132575757576,0.0008949970113849,-0.0008949969094995,0.7843355065069184,-0.0436244013894511,-0.0144928843136791,0.0144928855705214,0.0188955527264372,-0.0315649820983476,0.0941713541736712,-0.0941712113510388,7.608397201482252,-0.0007176807718057
ELCO,AEROTOP S15.2_2-part,2019-12-17,Outdoor Air/Water,Regulated,1.0,R410A,4.4,49.0,51.0,28,average,5733,13300,2.31990231990232,212.74484506121524,-0.002255851648272,0.8211111627825793,-212.78312544541157,-211.39620367460685,0.0106849191000081,0.1124728462166384,211.35067383451172,-53.82941572803941,-0.0875256761129777,7.164828741655877,53.970520395512665
ELCO,AEROTOP S15.2,2019-12-17,Outdoor Air/Water,Regulated,1.0,R410A,4.4,49.0,51.0,28,average,5733,13300,2.31990231990232,-160.38366977244775,-0.0022556950614805,0.8211061552617607,160.34538975351484,-61.85876175091734,0.0106848762987249,0.1124740967189363,61.81323188554883,159.53386781323397,-0.0875259337676689,7.164838341983684,-159.39276337234782
ELCO,AEROTOP SG10 INOX / INOX OPTIC,2021-07-05,Outdoor Air/Water,Regulated,1.0,R410A,4.27,,53.0,24,average,3359,8029,2.390294730574576,143.43847390226227,-0.0014975470344929,0.8078572384621165,-143.46687496766933,51.22297832658868,0.0144197205740712,-0.078489353666201,-51.26712017400292,-71.46064512414648,-0.1039418494855585,8.134938911623589,71.6033067903475
ELCO,AEROTOP SG12 INOX / INOX OPTIC,2021-07-05,Outdoor Air/Water,Regulated,1.0,R410A,4.27,,54.0,24,average,4223,11150,2.640303102060147,141.67307856665897,-0.0006790697216319,0.7425572755525767,-141.7081652597812,70.61221821018232,0.0146723911132413,-0.0867078590100783,-70.65471791105016,283.9046187988194,-0.1187579210585112,8.919166143501144,-283.7969366472254
ELCO,AEROTOP S09.2_2-parts,2020-07-28,Outdoor Air/Water,Regulated,1.0,R410A,4.0,45.0,,35,average,3237,7250,2.2397281433426013,33.97718106304737,-0.0106139692579717,1.2001406100432277,-34.02425766287655,-386.3799407458438,0.0084638356181473,0.1990755318789217,386.3280848280948,51.819020423971466,-0.1071628516376219,8.041643563013562,-51.68771201939876
ELCO,AEROTOP S12.2_2-part,2019-12-17,Outdoor Air/Water,Regulated,1.0,R410A,4.4,49.0,51.0,28,average,4873,11160,2.290170326287708,-142.61475760774647,-0.0029662349164252,0.8549192441937901,142.5782309686243,254.56637151195807,0.0124916757880914,0.0239249899669868,-254.61090015581956,-71.46423113713676,-0.0996967158495225,7.708656116372606,71.59806442342096
ELCO,AEROTOP S12.2,2019-12-17,Outdoor Air/Water,Regulated,1.0,R410A,4.4,49.0,51.0,28,average,4873,11160,2.290170326287708,-61.41111146571771,-0.0029660746921986,0.8549131669478548,61.374585055627314,250.1594387995623,0.0124915115352967,0.0239312032779354,-250.2039674734508,212.83764288838623,-0.0996966819527437,7.708654851352294,-212.70380843703555
ELCO,AEROTOP T26,2019-05-04,Outdoor Air/Water,On-Off,4.0,R407c,7.4,59.0,70.0,10,average,9325,18650,2.0,-9.175778393611427,-0.0041723828516224,1.4418537940317018,9.218701644867377,-315.83061942052655,0.0133967658194184,0.3183212971149406,315.8319748418125,-141.4346841917872,-0.0614073695406059,5.557471969830948,141.545657425852
ELCO,AEROTOP T20R,2019-05-04,Outdoor Air/Water,On-Off,4.0,R407c,6.0,59.0,66.0,10,average,6437,12810,1.9900574801926365,57.314718915357744,-0.0092198951556548,1.701273138861383,-57.27289078816827,-284.7330708492681,0.0096527158517544,0.5366729181396974,284.7379778914534,219.46173546567755,-0.0526972955970191,5.024571169427184,-219.38512166449868
ELCO,AEROTOP T26R,2019-05-04,Outdoor Air/Water,On-Off,4.0,R407c,7.4,59.0,68.0,10,average,9325,18650,2.0,212.78496889447428,-0.0041719964883925,1.441838348549739,-212.74204535115751,-302.4786041708722,0.0133968921815524,0.3183165623600009,302.4799599681017,-31.49286887123477,-0.06140747235749,5.557475754043984,31.60384201683505
ELCO,AEROTOP SG14 INOX / INOX OPTIC,2021-07-05,Outdoor Air/Water,Regulated,1.0,R410A,4.27,,58.0,24,average,5630,13400,2.380106571936057,176.87830922224452,-0.0018639801255121,0.8036662061926759,-176.91749982513028,114.04223563409464,0.0076854761579428,0.2009077281235132,-114.09790216250732,-27.013489109403857,-0.0611234178055903,6.41857534010345,27.199929707839537
ELCO,AEROTOP T20,2019-05-04,Outdoor Air/Water,Regulated,1.0,R407c,6.0,59.0,58.0,10,average,6437,12810,1.9900574801926365,195.0177948539877,-0.0092198524784471,1.701271029530064,-194.97596669301984,169.32567450539344,0.0095880138538899,0.5191137673684655,-169.3256657219983,199.48226604584417,-0.0526973841653888,5.024574458802234,-199.4056522840129
ELCO,AEROTOP G14.2 INOX / INOX OPTIC,2019-06-26,Outdoor Air/Water,Regulated,1.0,R410A,4.27,,57.0,24,average,4215,11000,2.6097271648873077,-71.5411609324344,-0.0001436847451488,0.729516357848203,71.50754819895187,-9.007109347927468,0.0108525730568013,0.078098399751903,8.957055499714151,292.7974079885435,-0.0868758838201942,7.515477086873609,-292.6614418069766
ELCO,AEROTOP G08.2 INOX,2020-07-27,Outdoor Air/Water,Regulated,1.0,R410A,4.27,,55.0,24,average,3296,8140,2.4696601941747574,-71.5381318984369,-0.0006629849663527,0.7703209423296453,71.51049512025746,-209.7335569409179,0.0139913290112988,-0.0577301594015913,209.68905180146217,319.45434323681934,-0.0964718144001929,7.873950577978646,-319.3140524114631
ELCO,AEROTOP G08.2 INOX OPTIC,2020-07-27,Outdoor Air/Water,Regulated,1.0,R410A,4.27,,55.0,24,average,3296,8140,2.4696601941747574,-71.53813254168404,-0.0006646331044162,0.7703846014553986,71.51049318388465,155.90389988942155,0.0139914484987276,-0.0577342372418672,-155.94840489709168,248.3787975993104,-0.0964718520393536,7.873952031079571,-248.23850685505343
ELCO,AEROTOP S07.2_2-parts,2020-07-28,Outdoor Air/Water,Regulated,1.0,R410A,4.0,44.0,,35,average,2573,6560,2.549553050913331,211.63443828309383,-0.0063676836188031,1.0003391483842492,-211.6726050972141,241.19959490805485,0.0088046316603952,0.1829829784193704,-241.2473737027554,-9.13207608848282,-0.1046120329766006,8.115356171002029,9.246913934918114
ELCO,AEROTOP S07.2,2020-07-28,Outdoor Air/Water,Regulated,1.0,R410A,4.0,44.0,,35,average,2573,6560,2.549553050913331,283.8170555820609,-0.0063683153531946,1.0003611237727292,-283.85522282705443,-43.12489295263181,0.0088044142286089,0.1829913141316732,43.07711393893505,-204.7298109798079,-0.104611563281527,8.115338581758966,204.84464922835247
ELCO,AEROTOP S05.2,2020-07-28,Outdoor Air/Water,Regulated,1.0,R410A,4.0,44.0,,35,average,1900,4200,2.210526315789474,212.7476223329676,-0.0112648551437345,1.2892226474364052,-212.7805052596997,-133.5634114003321,0.0098987943598689,0.1209938163768043,133.51447321472858,70.65167991894828,-0.0659161025818007,6.221967887692317,-70.60556755756836
ELCO,AEROTOP S05.2_2-parts,2020-07-28,Outdoor Air/Water,Regulated,1.0,R410A,4.0,44.0,,35,average,1900,4200,2.210526315789474,283.81976044058064,-0.0112652636476077,1.2892378691939947,-283.85264306800684,298.06393704700326,0.0098987675560391,0.1209946232936428,-298.11287517592353,70.65167992350135,-0.0659160924629342,6.221967499645624,-70.60556755301539
ELCO,AEROTOP T35,2019-05-04,Outdoor Air/Water,Regulated,1.0,R407c,9.2,68.0,70.0,10,average,11618,24630,2.119986228266483,212.7828380437049,-0.0043145495651608,1.434184958717175,-212.74423611926076,382.89398136172434,0.0145254217808533,0.2520117526212669,-382.8928022018949,-226.9483372296265,-0.0627903875534134,5.727017402286053,227.0248092713407
ELCO,AEROTOP T35R,2019-05-04,Outdoor Air/Water,Regulated,1.0,R407c,9.2,68.0,70.0,10,average,11618,24630,2.119986228266483,-137.20034901009194,-0.0043144354417674,1.434179933525788,137.23895162452618,51.2303358847393,0.0145254270749265,0.2520115510238441,-51.22915671727731,-222.51253087584425,-0.0627905485711433,5.7270233144935165,222.58900273270532
ELCO,AEROTOP T32,2019-05-04,Outdoor Air/Water,Regulated,1.0,R407c,9.2,63.0,67.0,10,average,11418,22950,2.009984235417761,212.78539674906563,-0.0035271260552716,1.4118453783891722,-212.74158141903456,-14.668152027435234,0.0155995257150347,0.2071482199186644,14.668573655093496,252.80116619607657,-0.0706239789386542,6.009530302740245,-252.6920465329958
ELCO,AEROTOP T32R,2019-05-04,Outdoor Air/Water,Regulated,1.0,R407c,9.2,63.0,68.0,10,average,11418,22950,2.009984235417761,177.2494716399315,-0.0035273831632328,1.4118549888312817,-177.2056568317153,-135.8165730816147,0.0155994614552486,0.2071511047343196,135.8169943764414,-1.510061398210852,-0.0706239496604562,6.009529335111757,1.619181091805251
Enertech CTC AB,CTC EcoAir 420 3x400V,2022-07-07,Outdoor Air/Water,Regulated,1.0,R407c,3.5,,66.0,18,average,4638,10900,2.35015092712376,212.78480794863407,-0.0049220519995599,1.470851973034644,-212.74222824634063,-36.45350882571489,0.0115379141170159,0.4613855282812326,36.46117716277621,-142.55684825557591,-0.0611884432727573,5.689339831575254,142.6301373068764
Enertech CTC AB,CTC EcoAir 435 1x230V,2022-07-07,Brine/Water,Regulated,2.0,R407c,5.4,56.0,,18,average,9907,32000,3.2300393661047746,0.0042476541821699,-0.0042476436165645,1.197060214900178,-0.0016385631038816,-0.0150049304517592,0.0150049304517899,0.2583302497310532,0.0051319148290321,0.0931943250714352,-0.0931943275204073,7.677346173469547,-0.034654618229852
Enertech CTC AB,CTC EcoAir 510M 1x230V,2022-07-07,Outdoor Air/Water,Regulated,1.0,R410A,2.2,,60.0,15,average,881,7000,7.945516458569807,123.92021039182688,0.0217777979817507,-0.2343706080119442,-123.92734051243922,-71.54018376906907,0.0054282115863122,0.9290059103524508,71.52649749080236,-142.5264396924239,0.0820359155557168,2.068234035650101,142.6665908868241
Enertech CTC AB,CTC EcoAir 415 1x230V,2022-07-07,Outdoor Air/Water,On-Off,4.0,R407c,3.4,,64.0,18,average,4095,9500,2.31990231990232,-25.972331849996785,-0.0069397370037775,1.5584418906357762,26.01476974469672,-102.6094337630834,0.0124549822333706,0.4200787941603776,102.61805361777124,18.46448229918136,-0.06601899029721,5.919881292886482,-18.385333295904594
Enertech CTC AB,CTC EcoAir 415 3x400V,2022-07-07,Outdoor Air/Water,On-Off,4.0,R407c,3.4,,64.0,18,average,4095,9500,2.31990231990232,212.784772564458,-0.0069400521537243,1.5584527074816483,-212.74233495181943,-42.04481096125305,0.0124549566918968,0.4200796923597782,42.05343080230763,177.25710834355436,-0.0660190570553286,5.9198833901836085,-177.1779592068346
Enertech CTC AB,CTC EcoAir 610M,2022-07-07,Outdoor Air/Water,Regulated,1.0,R407c,2.2,,53.0,14,average,2901,5890,2.030334367459497,141.67830601058802,0.0013550103568605,0.6679959365958508,-141.7053540220469,273.2442999232818,0.0163689768141252,-0.2151709639134923,-273.2914905361897,-151.41008659027867,-0.0869112360312455,7.2416821295554685,151.54712690733018
Enertech CTC AB,CTC EcoAir 520M,2022-07-07,Outdoor Air/Water,Regulated,1.0,R407c,2.7,,55.0,15,average,3671,7600,2.070280577499319,212.7593554131224,0.002863058876491,0.6657446281034648,-212.768100759565,212.77009043281944,0.0181885255407301,-0.2724903014857142,-212.812165485282,-31.47667652402743,-0.0958256430730864,7.564658005259326,31.625061823138957
Enertech CTC AB,CTC EcoAir 410 3x400V,2017-06-12,Outdoor Air/Water,On-Off,4.0,R407c,2.7,,58.0,18,average,3013,7080,2.349817457683372,212.7858458438012,-0.0044971110716873,1.4568197190263978,-212.7411451569033,341.5850095626545,0.0133531616833724,0.3484088897062124,-341.5778281239203,145.90667648926834,-0.0674925001553546,6.171737780798352,-145.80930025119508
Enertech CTC AB,CTC EcoAir 614M,2022-07-07,Outdoor Air/Water,Regulated,1.0,R407c,2.2,,51.0,14,average,3398,6830,2.010005885815185,-213.6847496001182,-0.0005472495329037,0.7349975026960016,213.65220712709305,212.76414025641017,0.0136467729494379,-0.1173936696521633,-212.81813916066056,130.13122242122392,-0.0760804798481749,6.919066960685912,-129.9637368325474
Enertech CTC AB,CTC EcoAir 510M 3x400V,2022-07-07,Outdoor Air/Water,Regulated,1.0,R407c,2.2,,60.0,15,average,3211,6100,1.899719713484896,212.7512400704401,0.0022877138135158,0.6387417449174059,-212.7764641941962,354.93619457115125,0.0168171658491608,-0.2078438724631146,-354.9801233739101,124.02457167688222,-0.0982459490251292,7.642178652884614,-123.82777867049684
Enertech CTC AB,CTC CombiAir 8M,2020-10-30,Outdoor Air/Water,Regulated,1.0,R410A,2.6,,54.0,15,average,3247,6300,1.940252540806899,177.2091882719614,-0.0082848234022954,1.106826391688105,-177.24677665012166,184.33276635758116,0.0100804495960123,0.094834639132592,-184.3844683348333,139.5394983153719,-0.0770602230179954,6.500478466914846,-139.40636497584117
Enertech CTC AB,CTC EcoAir 406 1x230V,2022-07-07,Outdoor Air/Water,On-Off,4.0,R407c,2.2,,56.0,18,average,1643,3500,2.130249543517955,-62.617429057989554,-0.0092715896526152,1.7229898663761252,62.67028801645416,-67.09540400609667,0.0154503098313089,0.2704266340720967,67.10487438139221,211.98480198535964,-0.0882634572949217,6.851360071014769,-211.8879601989593
Enertech CTC AB,CTA Aeroheat CM 18a,2022-07-07,Outdoor Air/Water,Regulated,1.0,R407c,2.7,,56.0,12,average,3120,7520,2.41025641025641,212.75532481465305,-0.001627920083451,0.8637835820360529,-212.77232158600003,-71.55662030266484,0.0138888755336849,-0.0688438988825866,71.5103542439112,16.262369854772672,-0.0896896081095612,7.53120810843492,-16.143263527489665
Enertech CTC AB,CTC CombiAir 12M,2020-10-30,Outdoor Air/Water,Regulated,1.0,R410A,2.9,,57.0,15,average,4472,8900,1.9901610017889089,212.74507343249164,-0.0080146882673781,1.0880758083746411,-212.783014918229,-362.75027353303295,0.0094832830576795,0.1177123050662729,362.6973729806826,-80.33608517133788,-0.0740927425992784,6.484555016254677,80.48926604307478
Enertech CTC AB,CTC CombiAir 16M,2020-10-30,Outdoor Air/Water,Regulated,1.0,R410A,4.0,,61.0,15,average,6219,12500,2.0099694484643837,212.74861963614424,-0.001923145517556,0.8142168159139053,-212.7792222596919,497.0920798605933,0.0135792132541524,-0.0634908524910623,-497.1392175971682,-62.56391458530234,-0.0719539212927153,6.461346373508662,62.72414877501106
Enertech CTC AB,CTC EcoAir 406 3x400V,2022-07-07,Outdoor Air/Water,On-Off,4.0,R407c,2.2,,56.0,18,average,1643,3500,2.130249543517955,212.5126282178815,-0.0092711465947553,1.7229732993889595,-212.45976878535288,265.9677424277157,0.0154503060544431,0.2704266915684459,-265.958272217344,221.70202336495112,-0.0882634532812422,6.851359605858612,-221.60518159019625
Enertech CTC AB,CTC EcoAir 410 1x230V,2017-06-12,Outdoor Air/Water,On-Off,4.0,R407c,2.7,,58.0,18,average,3013,7080,2.349817457683372,-98.13963268056877,-0.0044967849423536,1.456807843831559,98.18433434129288,221.6495588362341,0.0133532845551995,0.3484043326299419,-221.6423772978584,110.89194941457578,-0.0674925617600006,6.171740235041364,-110.79457323455196
Enertech CTC AB,CTC EcoAir 408 3x400V,2022-07-07,Outdoor Air/Water,On-Off,4.0,R407c,2.2,,61.0,18,average,2036,4500,2.2102161100196462,212.78829934997103,-0.0083360832782993,1.6493129517270522,-212.7387705742317,186.11961453913077,0.0143513164925842,0.309702976160805,-186.11210224853383,196.1626497358211,-0.0811299302412722,6.618285513707173,-196.05856235775647
Enertech CTC AB,CTC EcoAir 408 1x230V,2022-07-07,Outdoor Air/Water,Regulated,1.0,R407c,2.2,,61.0,18,average,2036,4500,2.2102161100196462,212.7882992425768,-0.0083363349412407,1.6493223972957851,-212.7387706816258,376.2580728244134,0.0134187391964577,0.3370800115273645,-376.2526295049743,-44.85925120220271,-0.0811302546387808,6.618297627027899,44.963338307266845
Enertech CTC AB,CTC EcoPart i616M,2020-11-30,Brine/Water,Regulated,2.0,R407c,2.2,42.0,,20,average,5086,14190,2.790011797090051,-0.0003776885113194,0.0003773590424132,0.6937010306220792,-0.0368002226354269,-0.0157924768602796,0.0157924719060577,-0.1238330269990945,-0.0393947746691633,0.0909228368037003,-0.0909228804164464,7.78840111950732,0.0384494047469265
Enertech CTC AB,CTC EcoPart i612M,2020-11-30,Brine/Water,Regulated,2.0,R407c,2.4,39.0,,23,average,1846,6000,3.2502708559046587,0.0232149927241219,-0.0232149896175568,1.7465182911307302,-0.0650484832134611,0.0025766036277179,-0.0025766036122824,0.7127823925909824,-0.0596060474204131,0.0976452146216094,-0.0976452114148968,8.280431948667085,0.0124634834618741
Enertech CTC AB,CTC EcoPart 612M 3x400V,2017-06-12,Brine/Water,Regulated,2.0,R407c,2.4,39.0,,23,average,1846,6000,3.2502708559046587,0.0232150096991017,-0.0232149897076859,1.7465182860519095,-0.0650484832893,0.0025766092896872,-0.0025766035864015,0.7127823888064729,-0.0596060473950253,0.0976452504951715,-0.0976452123851518,8.280431971007054,0.0124634816221495
Enertech CTC AB,CTC EcoPart 616M,2020-11-30,Brine/Water,Regulated,2.0,R407c,2.2,42.0,,20,average,5086,14190,2.790011797090051,-0.0003774356699762,0.0003773725400473,0.6937003407494046,-0.0368002141674771,-0.0157924720656732,0.0157924720656757,-0.123833035602929,-0.039394774557486,0.0909229061993561,-0.0909228785376603,7.788401008492282,0.038449407831114
Enertech CTC AB,CTC EcoPart 430 3x400V,2022-07-07,Brine/Water,Regulated,2.0,R407c,5.0,53.0,,18,average,8267,27200,3.290189911697109,0.0045289902018052,-0.0045289836690637,1.2193809301426406,-0.0016550594343002,-0.013656396265641,0.0136563971949234,0.3256813128170581,0.0046138199292278,0.0870858224525706,-0.0870858513038493,7.4706735112821026,-0.0320278166677132
Enertech CTC AB,CTC EcoPart 435 3x400V,2022-07-07,Brine/Water,Regulated,2.0,R407c,5.4,56.0,,18,average,9907,32000,3.2300393661047746,0.0042476435478974,-0.0042476435477291,1.197060217614005,-0.0016385630459503,-0.0150049304659589,0.0150049304659182,0.2583302492004938,0.0051319148400209,0.0931943687027743,-0.0931943267616228,7.677346121797672,-0.0346546171902986
Enertech CTC AB,CTC EcoPart 430 1x230V,2022-07-07,Brine/Water,On-Off,5.0,R407c,5.0,53.0,,18,average,8267,27200,3.290189911697109,0.0045289812881668,-0.0045289835276655,1.219380929251626,-0.0016550593153361,-0.0139229248222345,0.013922925561707,0.3154263140465699,0.0048136231207765,0.0870858734269819,-0.087085850708573,7.4706734614115,-0.0320278155634896
Enertech CTC AB,CTC EcoPart 612M,2020-11-30,Brine/Water,Regulated,2.0,R407c,2.4,39.0,,23,average,1846,6000,3.2502708559046587,0.023214978523728,-0.0232149894707682,1.7465182926794036,-0.0650484830899771,0.0025766093961224,-0.0025766036464814,0.7127823909937483,-0.0596060474507576,0.0976452633030455,-0.0976452081498447,8.280431793335657,0.0124634883539155
Enertech CTC AB,CTC GSi 8,2019-11-05,Brine/Water,Regulated,2.0,R407c,2.4,34.0,,23,average,2179,6580,3.0197338228545205,-0.0036617410014457,0.0036617272539403,0.5524429555679853,-0.0301589898108625,-0.0193808128280867,0.0193808027819885,-0.2753301673567452,-0.0332407636105418,0.106907646155784,-0.1069076797775046,8.64238711996645,-0.0085530316582676
Enertech CTC AB,CTC GSi 612 1x230V,2020-11-30,Brine/Water,Regulated,2.0,R407c,2.3,43.0,,23,average,3581,10600,2.960067020385367,-0.0080236837180918,0.0080236879917585,0.3466642857934563,-0.0306138211560322,-0.0211515212617076,0.0211515190409122,-0.3272621950035089,-0.0288806625754102,0.0982991266488564,-0.098299133903902,8.062628087407354,0.0232584697619759
Enertech CTC AB,CTC GSi 612,2020-11-30,Brine/Water,Regulated,2.0,R407c,2.4,39.0,,23,average,1846,6000,3.2502708559046587,0.0232149794644666,-0.0232149893627786,1.7465182881248846,-0.0650484829990998,0.0025766034595899,-0.0025766035115695,0.7127823888862145,-0.059606047337951,0.0976452399496566,-0.0976452136598773,8.280432027901913,0.0124634795746966
Enertech CTC AB,CTC GSi 616,2020-11-30,Brine/Water,Regulated,2.0,R407c,2.2,42.0,,20,average,5086,14190,2.790011797090051,-0.0003772922838389,0.0003773725408561,0.6937002690248567,-0.0368002141666889,-0.0157924720449282,0.0157924720449297,-0.1238330347650065,-0.0393947745501027,0.0909228233020335,-0.0909228805929194,7.788401132923661,0.038449404600936
Enertech CTC AB,CTC GSi 608,2020-11-30,Brine/Water,Regulated,2.0,R407c,2.4,34.0,,23,average,2179,6580,3.0197338228545205,-0.0036618190061798,0.0036617275063772,0.5524429851997834,-0.0301589896219025,-0.0193807961418395,0.0193808028392309,-0.2753301778782642,-0.0332407635660197,0.1069076140367273,-0.1069076903751773,8.642387565675051,-0.0085530488168296
Enertech CTC AB,CTC GSi 12 1x230V,2022-07-07,Brine/Water,Regulated,2.0,R407c,2.3,43.0,,23,average,3581,10600,2.960067020385367,-0.0080236789669942,0.0080236880335419,0.3466642818939032,-0.0306138211240708,-0.0211515190883864,0.0211515190883663,-0.3272621978960676,-0.0288806625385015,0.0982991809857167,-0.0982991325656214,8.062628005011785,0.0232584722062305
Enertech CTC AB,CTC GSi 12 3x400V,2017-06-12,Brine/Water,Regulated,2.0,R407c,2.4,39.0,,23,average,1846,6000,3.2502708559046587,0.0232150091621082,-0.0232149897252031,1.7465182869828606,-0.0650484833040376,0.0025766236215597,-0.0025766036297384,0.7127823833031882,-0.0596060474274557,0.0976452241889956,-0.0976452082977142,8.280431816476375,0.0124634888034709
Enertech CTC AB,CTC GSi 16 3x400V,2018-11-28,Brine/Water,Regulated,2.0,R407c,2.2,42.0,,20,average,5086,14190,2.790011797090051,-0.0003773080714487,0.0003773712013849,0.6937003275728758,-0.0368002152922987,-0.0157924720318256,0.0157924720318281,-0.1238330343317648,-0.0393947745838119,0.0909228689352155,-0.0909228804085598,7.788401102568677,0.0384494049177769
Enertech CTC AB,CTC EcoPart 410 1x230V,2022-07-07,Brine/Water,On-Off,5.0,R407c,1.9,49.0,,18,average,2866,9400,3.2798325191905096,0.0045468281848028,-0.0045468281847685,1.213751938413259,-0.0015980049811923,0.007374105859269,-0.0073742325494259,1.2576615905879536,-0.0178529324264436,0.0355904161710608,-0.0355909651924747,5.168209810504568,0.0254228264278471
Enertech CTC AB,CTC EcoPart 410 3x400V,2022-07-07,Brine/Water,On-Off,5.0,R407c,1.9,49.0,,18,average,2866,9400,3.2798325191905096,0.0045468281519259,-0.0045468281518839,1.2137519371860137,-0.001598004953524,0.0073744406398833,-0.0073742311731644,1.2576613727449333,-0.0178529313594213,0.0355909791002817,-0.0355909644898189,5.168209496877084,0.0254228286157793
Enertech CTC AB,CTC EcoPart 408 3x400V,2022-07-07,Brine/Water,On-Off,5.0,R407c,1.9,46.0,,18,average,2348,7700,3.279386712095401,0.0040549756507231,-0.0040549783401256,1.1979227030169173,-0.0014175407602516,-0.0157143519574703,0.0157143520629142,0.2399726956516529,0.006306214344647,0.0957353898232317,-0.0957353814235971,7.824309762696618,-0.0399017230545383
Enertech CTC AB,CTC EcoPart 412 1x230V,2022-07-07,Brine/Water,Regulated,2.0,R407c,2.3,50.0,,18,average,3385,11000,3.2496307237813884,0.0048564602162218,-0.004856455394999,1.2305497257064055,-0.0019402548845379,-0.0147066605469163,0.0147066621478065,0.2750916333768159,0.0051197885914852,0.0944065245156712,-0.0944064842695349,7.764157199687931,-0.0350526637273059
Enertech CTC AB,CTC EcoPart 412 3x400V,2022-07-07,Brine/Water,Regulated,2.0,R407c,2.3,50.0,,18,average,3385,11000,3.2496307237813884,0.0048564555779031,-0.0048564553370306,1.2305497258332392,-0.0019402548357558,-0.0147066631662065,0.014706662126024,0.2750916355862911,0.0051197885812302,0.0944064822543199,-0.0944064837558475,7.764157201600255,-0.0350526633931456
Enertech CTC AB,CTC EcoPart 406 1x230V,2022-07-07,Brine/Water,On-Off,5.0,R407c,1.9,50.0,,18,average,1710,5300,3.0994152046783627,0.0076543861057554,-0.0076543850732452,1.3664234332701053,-0.0025612355034438,-0.015029480170572,0.015029480143974,0.2623670199124675,0.0056434028875824,0.1035791414074995,-0.1035791606947236,8.039474575450097,-0.0400545476930999
Enertech CTC AB,CTC EcoAir 622M,2022-07-07,Outdoor Air/Water,Regulated,1.0,R407c,2.7,,55.0,12,average,3120,7520,2.41025641025641,-142.60476045054057,-0.0016281198806854,0.8637920882880609,142.58776422490735,-122.94739218163409,0.0138888955665043,-0.0688449450079481,122.90112529214277,212.27454836669628,-0.0896894905861935,7.531203904430134,-212.15544194617976
Enertech CTC AB,CTC EcoPart 408 1x230V,2022-07-07,Brine/Water,Regulated,2.0,R407c,1.9,46.0,,18,average,2348,7700,3.279386712095401,0.0040549769358831,-0.004054978322641,1.1979227017166254,-0.0014175407458155,-0.0154140977100109,0.0154141004337107,0.2580446685465177,0.0077061403355579,0.0957353654522861,-0.095735380787706,7.824309750989792,-0.0399017224984166
Enertech CTC AB,CTC EcoPart 406 3x400V,2022-07-07,Brine/Water,On-Off,5.0,R407c,1.9,50.0,,18,average,1710,5300,3.0994152046783627,0.007654386253651,-0.007654385040815,1.3664234320039088,-0.0025612354780992,-0.0150294802076235,0.0150294801564772,0.2623670194218941,0.0056434029119606,0.1035791898315622,-0.1035791614654982,8.039474580203752,-0.0400545482886932
Enertech CTC AB,CTC EcoPart 417 1x230V,2022-07-07,Brine/Water,On-Off,5.0,R407c,2.7,56.0,,18,average,4954,16000,3.229713362939039,0.0042476433893039,-0.0042476433891359,1.1970602116953384,-0.0016385629125145,-0.0151476974484782,0.0151476974584769,0.2523471998276082,0.0052159160236999,0.0931943249148687,-0.0931943273715415,7.677346167922562,-0.0346546181048738
Enertech CTC AB,CTC EcoPart 417 3x400V,2022-07-07,Brine/Water,On-Off,5.0,R407c,2.7,56.0,,18,average,4954,16000,3.229713362939039,0.0042476434690419,-0.0042476434688736,1.197060214671135,-0.0016385629796035,-0.0151476974488408,0.0151476974466056,0.2523472002996271,0.0052159160089282,0.0931943301043425,-0.0931943269404896,7.677346148796541,-0.0346546176669747
