manufacturers,models,titel,dates,types,refrigerants,mass_of_refrigerants,spl_indoor_l,spl_outdoor_l,eta_l,p_rated_l,scop_l,t_biv,tol,p_th_minus7_l,cop_minus7_l,p_el_minus7_l,p_th_2_l,cop_2_l,p_el_2_l,p_th_7_l,cop_7_l,p_el_7_l,p_th_12_l,cop_12_l,p_el_12_l,p_th_tbiv_l,cop_tbiv_l,p_el_tbiv_l,p_th_tol_l,cop_tol_l,p_el_tol_l,rated_airflows_l,wtols,poffs,ptos,psbs,pcks,supp_energy_types,p_sups_l,p_design_cools_l,seers_l,pdcs_35_l,eer_35_l,p_el_35_l,pdcs_30_l,eer_30_l,p_el_30_l,pdcs_25_l,eer_25_l,p_el_25_l,pdcs_20_l,eer_20_l,p_el_20_l,spl_indoor_h,spl_outdoor_h,eta_h,p_rated_h,p_th_minus7_h,cop_minus7_h,p_el_minus7_h,p_th_2_h,cop_2_h,p_el_2_h,p_th_7_h,cop_7_h,p_el_7_h,p_th_12_h,cop_12_h,p_el_12_h,p_th_tbiv_h,cop_tbiv_h,p_el_tbiv_h,p_th_tol_h,cop_tol_h,p_el_tol_h,rated_airflows_h,p_sups_h,p_design_cools_h,seers_h,pdcs_35_h,eer_35_h,p_el_35_h,pdcs_30_h,eer_30_h,p_el_30_h,pdcs_25_h,eer_25_h,p_el_25_h,pdcs_20_h,eer_20_h,p_el_20_h,p_el_minus7_l_n,p_el_2_l_n,p_el_7_l_n,p_el_12_l_n,p_el_tbiv_l_n,p_el_tol_l_n,p_el_35_l_n,p_el_30_l_n,p_el_25_l_n,p_el_20_l_n,p_el_minus7_h_n,p_el_2_h_n,p_el_7_h_n,p_el_12_h_n,p_el_tbiv_h_n,p_el_tol_h_n,p_el_35_h_n,p_el_30_h_n,p_el_25_h_n,p_el_20_h_n,Subtype,Group,p1_P_el_h [1/°C],p2_P_el_h [1/°C],p3_P_el_h [-],p4_P_el_h [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-],p1_P_el_c [1/°C],p2_P_el_c [1/°C],p3_P_el_c [-],p4_P_el_c [1/°C],p1_EER [-],p2_EER [-],p3_EER [-],p4_EER [-]
 Group Atlantic España - Soluciones Confort Térmico S.A.,Áurea+ HP60 05/08 / AHP60 06/08,HP60-08 / AHP60-08,18.10.2021,Outdoor Air/Water,R32,"1,500 kg",,64,176.0,7.0,4.46,-7.0,-20.0,6500,2.95,2203,4000,4.37,915,3100,5.55,559,3700,7.86,471,6500,2.95,2203,6500,2.7,2407,,60.0,19.0,22.0,19.0,0.0,0,0.5,6.08,4.25,6080.0,3.05,1993.0,4490.0,4.07,1103.0,2740.0,4.84,566.0,3020.0,6.7,451.0,,64,128.0,7.0,6300,1.91,3298,3800,3.33,1141,3100,3.9,795,3600,6.3,571,6300,1.91,3298,6400,1.95,3282,,0.6,,,,4.546385717365512,,,6.272752467747418,,,7.442438467933293,,,11.304346804357891,,0.6679805942995755,0.2774408732565191,0.1694966646452395,0.1428138265615524,0.6679805942995755,0.7298362644026682,1.0,0.5534370296036126,0.2839939789262418,0.2262920220772704,1.0,0.3459672528805336,0.2410551849605821,0.1731352334748332,1.0,0.9951485748938752,0.7905217467634652,0.4223994902190672,0.2395583880349417,0.1692299863844374,Regulated,1.0,-355.88146775391,0.014527034117770404,-0.11780569354526149,355.83473403168324,132.8849409809062,-0.09704757442086161,7.3359581072852205,-132.73599751728756,70.64541686059445,-0.011665199754351856,-1.2063025282950839,-70.582069048218,37.13481699556715,0.24786177104544635,12.049948994553766,-37.466452670896835
 Group Atlantic España - Soluciones Confort Térmico S.A.,Áurea+ HP60 05/08 / AHP60 06/08,HPS60-08 / AHPS60-08,18.10.2021,Outdoor Air/Water,R32,"1,500 kg",,53,180.0,7.0,4.58,-7.0,-20.0,6400,2.97,2155,3900,4.48,871,3100,5.8,534,3600,7.36,489,6500,2.95,2203,6200,2.6,2385,,60.0,19.0,22.0,19.0,0.0,0,0.8,6.08,4.25,6080.0,3.05,1993.0,4490.0,4.07,1103.0,2740.0,4.84,566.0,3020.0,6.7,451.0,,53,131.0,7.0,6200,1.93,3212,3800,3.42,1111,3100,4.11,754,3600,6.46,557,6200,1.93,3212,6100,1.88,3245,,0.9,,,,4.546385717365512,,,6.272752467747418,,,7.442438467933293,,,11.304346804357891,,0.6709215442092155,0.2711706102117061,0.1662515566625155,0.1522415940224159,0.685865504358655,0.7425280199252802,1.0,0.5534370296036126,0.2839939789262418,0.2262920220772704,1.0,0.3458904109589041,0.234744707347447,0.173412204234122,1.0,1.0102739726027397,0.7905217467634652,0.4223994902190672,0.2395583880349417,0.1692299863844374,Regulated,1.0,212.76748861596553,0.014572756011046748,-0.12166182427724125,-212.81470163529136,-72.01055770034928,-0.09072470346141535,7.162756436331259,72.15974490899691,70.64541686059445,-0.011665199754351856,-1.2063025282950839,-70.582069048218,37.13481699556715,0.24786177104544635,12.049948994553766,-37.466452670896835
 Group Atlantic España - Soluciones Confort Térmico S.A.,Áurea+ HP60 10/12 / AHP60 10/12,HP60-10 / AHP60-10,18.10.2021,Outdoor Air/Water,R32,"2,500 kg",,64,178.0,9.0,4.53,-7.0,-20.0,8300,2.93,2833,5300,4.32,1227,4200,6.01,699,4900,8.08,606,8300,2.93,2833,8300,2.71,3063,,60.0,19.0,22.0,19.0,0.0,0,0.0,7.53,4.15,7530.0,3.15,2390.0,5490.0,3.92,1401.0,3560.0,4.46,798.0,4350.0,6.36,684.0,,64,135.0,9.0,8100,2.13,3803,5200,3.41,1525,4100,4.3,953,4800,6.36,755,8100,2.13,3803,8100,1.96,4133,,0.0,,,,4.695447544164381,,,6.041569944366063,,,6.858114786566629,,,10.730693384435252,,0.7449382066789377,0.3226400210360242,0.1838022613726005,0.1593478832500657,0.7449382066789377,0.8054167762292926,1.0,0.5861924686192469,0.3338912133891213,0.2861924686192468,1.0,0.4009992111490928,0.2505916381803839,0.1985274783066,1.0,1.0867735997896395,0.7905217467634652,0.4223994902190672,0.2395583880349417,0.1692299863844374,Regulated,1.0,246.71307970995184,0.011819337337010578,0.03141549962929779,-246.76062571574369,-2.5944198226415454,-0.08968619918768399,7.203657065478795,2.7577929887821013,73.9694673105229,-0.014169942823816527,-1.0863754659805207,-73.90861418876283,159.3009139769423,0.23717710676375114,10.812648512861607,-159.59183708447398
 Group Atlantic España - Soluciones Confort Térmico S.A.,Áurea+ HP60 10/12 / AHP60 10/12,HP60-12 / AHP60-12,18.10.2021,Outdoor Air/Water,R32,"2,500 kg",,65,176.0,10.0,4.47,-7.0,-20.0,8900,2.88,3090,5400,4.31,1253,4300,5.82,739,4900,7.81,627,8900,2.88,3090,8800,2.64,3333,,60.0,19.0,22.0,19.0,0.0,0,0.0,8.51,4.25,8510.0,3.05,2790.0,6280.0,4.03,1558.0,3980.0,4.58,869.0,4230.0,6.32,669.0,,65,131.0,10.0,8500,2.08,4087,5200,3.35,1552,4200,4.24,991,4800,5.31,904,8500,2.08,4087,8700,1.96,4439,,0.0,,,,4.546385717365512,,,6.211103794845723,,,7.042638054366629,,,10.663204746797296,,0.7560557866405676,0.3065818448739907,0.1808172253486665,0.1534132615610472,0.7560557866405676,0.8155126009297774,1.0,0.5584229390681004,0.3114695340501792,0.2397849462365591,1.0,0.37974064105701,0.2424761438708098,0.2211891362857841,1.0,1.0861267433325177,0.7905217467634652,0.4223994902190672,0.2395583880349417,0.1692299863844374,Regulated,1.0,-71.55883009858661,0.01125830641125258,0.03920583790773491,71.50815675092741,-193.61484843929057,-0.09576950371641409,7.310367666565379,193.74533675224293,68.41917323196746,-0.012648511330424033,-1.1473979356980513,-68.3571987936482,159.30085318414575,0.23825748127303936,10.951229144946412,-159.5962726356147
 Group Atlantic España - Soluciones Confort Térmico S.A.,Áurea+ HP60 10/12 / AHP60 10/12,HPS60-12 / AHPS60-12,18.10.2021,Outdoor Air/Water,R32,"2,500 kg",,53,180.0,10.0,4.58,-7.0,-20.0,8700,2.9,3000,5300,4.42,1199,4300,6.14,700,4800,8.0,600,8700,2.9,3000,8400,2.55,3294,,60.0,19.0,22.0,19.0,0.0,0,0.0,8.51,4.25,8510.0,3.05,2790.0,6280.0,4.03,1558.0,3980.0,4.58,869.0,4230.0,6.32,669.0,,53,135.0,10.0,8400,2.09,4019,5200,3.44,1512,4200,4.47,940,4800,5.44,882,8400,2.09,4019,8300,1.89,4392,,0.0,,,,4.546385717365512,,,6.211103794845723,,,7.042638054366629,,,10.663204746797296,,0.7464543418760886,0.2983329186364767,0.1741726797710873,0.1492908683752177,0.7464543418760886,0.8196068673799453,1.0,0.5584229390681004,0.3114695340501792,0.2397849462365591,1.0,0.3762129883055486,0.2338890271211744,0.21945757651157,1.0,1.0928091565065936,0.7905217467634652,0.4223994902190672,0.2395583880349417,0.1692299863844374,Regulated,1.0,-355.8832768369102,0.011748680944992164,0.015144808034347234,355.8328639565324,177.29663897964247,-0.09836962224043888,7.509103786414827,-177.15811018669368,68.41917323196746,-0.012648511330424033,-1.1473979356980513,-68.3571987936482,159.30085318414575,0.23825748127303936,10.951229144946412,-159.5962726356147
 Group Atlantic España - Soluciones Confort Térmico S.A.,Áurea+ HP60 14 / AHP60 14,HP60-14 / AHP60-14,18.10.2021,Outdoor Air/Water,R32,"3,600 kg",,68,176.0,12.0,4.48,-7.0,-20.0,10700,2.98,3591,6500,4.2,1548,5800,5.98,970,6700,8.16,821,10700,2.98,3591,10500,2.69,3903,,60.0,19.0,22.0,19.0,0.0,0,0.0,11.48,4.62,11480.0,3.25,3532.0,8470.0,4.31,1965.0,5410.0,4.91,1102.0,5530.0,6.72,823.0,,68,130.0,12.0,10300,2.1,4905,6200,3.21,1931,5700,4.19,1360,6600,6.17,1070,10300,2.1,4905,10200,1.96,5204,,0.0,,,,4.84450937096325,,,6.642644505157584,,,7.550077040816626,,,11.338091123176868,,0.7321100917431193,0.3155963302752294,0.1977573904179408,0.1673802242609582,0.7321100917431193,0.7957186544342507,1.0,0.5563420158550396,0.312004530011325,0.2330124575311438,1.0,0.3936799184505606,0.2772680937818552,0.218144750254842,1.0,1.0609582059123344,0.7905217467634652,0.4223994902190672,0.2395583880349417,0.1692299863844374,Regulated,1.0,-77.92423631707211,0.012305601296427755,0.00614337978777214,77.87698334242259,-90.05558406583387,-0.0981360877186726,7.460515554297047,90.20891624986791,65.13231870375795,-0.01260196918944068,-1.147448799443412,-65.07037056152032,-45.02864034503275,0.2542118645488468,11.652514686715895,44.714658605017114
 Group Atlantic España - Soluciones Confort Térmico S.A.,Áurea+ HP60 16/18 / AHP60 16/18,HP60-16 / AHP60-16,18.10.2021,Outdoor Air/Water,R32,"4,000 kg",,68,177.0,14.0,4.49,-7.0,-20.0,12000,2.88,4167,7300,4.33,1686,5700,5.83,978,6700,8.12,825,12000,2.88,4167,11700,2.6,4500,,60.0,19.0,22.0,19.0,0.0,0,0.0,13.8,4.8,13800.0,3.15,4381.0,10170.0,4.36,2333.0,6470.0,5.3,1221.0,5530.0,6.67,829.0,,68,126.0,13.0,11500,2.09,5502,6900,3.06,2255,5500,4.11,1338,6600,6.3,1048,11500,2.09,5502,11500,1.94,5928,,0.0,,,,4.695447544164381,,,6.719705346284703,,,8.149777661166622,,,11.253730326129425,,0.757360959651036,0.3064340239912759,0.1777535441657579,0.1499454743729553,0.757360959651036,0.8178844056706652,1.0,0.5325268203606482,0.2787034923533439,0.1892262040629993,1.0,0.4098509632860778,0.2431842966194111,0.1904761904761904,1.0,1.0774263904034895,0.7905217467634652,0.4223994902190672,0.2395583880349417,0.1692299863844374,Regulated,1.0,101.34223596516898,0.011983991753558266,0.02375205429339973,-101.39075258557581,-71.45245036344222,-0.09835971087344228,7.42493970725912,71.60850065150782,70.64554912739666,-0.010871225144193211,-1.2285299144648467,-70.58193678141582,305.863780635198,0.25769612006806314,12.032485452988002,-306.18982994302246
 Group Atlantic España - Soluciones Confort Térmico S.A.,Áurea+ HP60 16/18 / AHP60 16/18,HP60-18TR / AHP60-18TR,18.10.2021,Outdoor Air/Water,R32,"4,000 kg",,68,175.0,15.0,4.46,-7.0,-20.0,12800,2.83,4523,7800,4.34,1797,5800,5.67,1023,6700,7.94,844,12800,2.83,4523,12800,2.59,4942,,60.0,19.0,22.0,19.0,0.0,0,0.0,15.04,4.91,15040.0,3.08,4883.0,10960.0,4.38,2502.0,7060.0,5.52,1279.0,5540.0,6.8,815.0,,68,131.0,14.0,12500,2.03,6158,7600,3.34,2275,5700,4.14,1377,6600,6.15,1073,12500,2.03,6158,12600,1.93,6528,,0.0,,,,4.591104265405172,,,6.75052968273555,,,8.488070318799954,,,11.473068398452783,,0.734491718090289,0.2918155245209483,0.1661253653783696,0.1370574861968171,0.734491718090289,0.8025332900292302,1.0,0.5123899242269097,0.2619291419209502,0.1669055908253123,1.0,0.3694381292627476,0.223611562195518,0.1742448847028256,1.0,1.0600844430009744,0.7905217467634652,0.4223994902190672,0.2395583880349417,0.1692299863844374,Regulated,1.0,212.76601647142095,0.012202134230111126,-0.008382229721396281,-212.81615029521572,106.23577945090072,-0.08925254035391239,7.072624560525166,-106.07851343117875,70.6459684926913,-0.009752675725871272,-1.2738254554925288,-70.58151741612112,283.6451370853835,0.2618811969402402,12.649755278112512,-283.9919709958613
 Group Atlantic España - Soluciones Confort Térmico S.A.,Áurea+ HP60 16/18 / AHP60 16/18,HPS60-16 / AHPS60-16,18.10.2021,Outdoor Air/Water,R32,"4,000 kg",,53,186.0,13.0,4.72,-7.0,-20.0,11900,2.98,3993,7300,4.56,1601,5800,6.17,940,6700,8.7,770,11900,2.98,3993,11400,2.65,4302,,60.0,19.0,22.0,19.0,0.0,0,0.0,13.8,4.8,13800.0,3.15,4381.0,10170.0,4.36,2333.0,6470.0,5.3,1221.0,5530.0,6.67,829.0,,53,133.0,13.0,11500,2.16,5324,6900,3.23,2136,5700,4.34,1313,6600,6.75,978,11500,2.16,5324,11500,1.98,5808,,0.0,,,,4.695447544164381,,,6.719705346284703,,,8.149777661166622,,,11.253730326129425,,0.75,0.3007137490608565,0.1765589782118707,0.1446280991735537,0.75,0.8080390683696469,1.0,0.5325268203606482,0.2787034923533439,0.1892262040629993,1.0,0.4012021036814425,0.2466190833959429,0.1836964688204357,1.0,1.0909090909090908,0.7905217467634652,0.4223994902190672,0.2395583880349417,0.1692299863844374,Regulated,1.0,-46.684339924989665,0.012192006540295605,0.009534116846079422,46.63559576899948,212.85714031607972,-0.10380626528884682,7.825145341405831,-212.68444110615508,70.64554912739666,-0.010871225144193211,-1.2285299144648467,-70.58193678141582,305.863780635198,0.25769612006806314,12.032485452988002,-306.18982994302246
 Groupe Atlantic,ACV Alféa Excellia Tri 11 BS,ACV Alféa Excellia Tri 11 BS,19.12.2019,Outdoor Air/Water,R410A,"2,500 kg",46.0,68,154.0,11.0,3.92,-7.0,-10.0,10000,2.7,3704,6100,3.7,1649,6200,5.5,1127,7400,7.1,1042,10000,2.7,3704,9900,2.3,4304,,60.0,14.0,44.0,17.0,0.0,1,1.4,,,,,,,,,,,,,,,46.0,68,112.0,9.0,8200,1.9,4316,5000,2.7,1852,5900,3.9,1513,7000,5.2,1346,8200,1.9,4316,8100,1.6,5062,,1.2,,,,,,,,,,,,,,,0.8582020389249305,0.3820667284522706,0.2611214087117701,0.2414272474513438,0.8582020389249305,0.9972196478220574,,,,,1.0,0.4291010194624652,0.3505560704355885,0.3118628359592215,1.0,1.1728452270620946,,,,,Regulated,1.0,-62.989996535434855,0.006659822147210384,0.27180764599094287,62.93700795446385,39.58532976690084,-0.09158732412611956,6.798857949035972,-39.460485166075316,,,,,,,,
 Groupe Atlantic,ACV Alféa Excellia Tri 16 BS,ACV Alféa Excellia Tri 16 BS,19.12.2019,Outdoor Air/Water,R410A,"2,500 kg",46.0,69,149.0,14.0,3.8,-7.0,-10.0,12000,2.4,5000,7300,3.6,2028,6300,5.5,1145,7400,7.2,1028,12000,2.4,5000,11700,2.3,5087,,60.0,14.0,88.0,17.0,0.0,1,1.9,,,,,,,,,,,,,,,46.0,69,117.0,13.0,11500,1.8,6389,7000,2.9,2414,5800,4.1,1415,7100,5.5,1291,11500,1.8,6389,10300,1.6,6438,,2.7,,,,,,,,,,,,,,,0.7825950853028643,0.3174205665988417,0.1792142745343559,0.1609015495382689,0.7825950853028643,0.7962122397871342,,,,,1.0,0.3778369071842228,0.2214744091407106,0.2020660510251995,1.0,1.007669431835968,,,,,Regulated,1.0,-37.69544989946728,0.009910872447358094,0.09623520449541628,37.642750792410865,159.5422032260412,-0.0740259771971195,6.108573405677358,-159.38189767409503,,,,,,,,
 Groupe Atlantic,Alféa Excellia 11,Alféa Excellia 11,,Outdoor Air/Water,R410A,"2,500 kg",46.0,69,151.0,11.0,3.85,-7.0,-10.0,10000,2.6,3846,6100,3.7,1649,6200,5.3,1170,7400,6.9,1072,10000,2.6,3846,10000,2.2,4545,,60.0,8.0,45.0,12.0,0.0,1,1.3,,,,,,,,,,,,,,,46.0,69,112.0,9.0,8200,1.9,4316,5000,2.8,1786,5900,3.8,1553,7000,4.8,1458,8200,1.9,4316,8000,1.7,4706,,1.3,,,,,,,,,,,,,,,0.8911028730305839,0.3820667284522706,0.2710843373493976,0.2483781278962001,0.8911028730305839,1.0530583873957369,,,,,1.0,0.4138090824837813,0.3598239110287303,0.3378127896200185,1.0,1.0903614457831323,,,,,Regulated,1.0,383.62671241300177,0.00500225755090492,0.3317665238757005,-383.68366792750646,212.8265545872775,-0.08639771150191008,6.539319423110547,-212.71066863645547,,,,,,,,
 Groupe Atlantic,Alféa Excellia Tri 11,Alféa Excellia Duo Tri 11,15.07.2016,Outdoor Air/Water,R410A,"2,500 kg",46.0,68,154.0,11.0,3.92,-7.0,-10.0,10000,2.7,3704,6100,3.7,1649,6200,5.5,1127,7400,7.1,1042,10000,2.7,3704,9900,2.3,4304,,65.0,14.0,44.0,17.0,0.0,1,1.4,,,,,,,,,,,,,,,46.0,68,112.0,9.0,8200,1.9,4316,5000,2.7,1852,5900,3.9,1513,7000,5.2,1346,8200,1.9,4316,8100,1.6,5062,,1.2,,,,,,,,,,,,,,,0.8582020389249305,0.3820667284522706,0.2611214087117701,0.2414272474513438,0.8582020389249305,0.9972196478220574,,,,,1.0,0.4291010194624652,0.3505560704355885,0.3118628359592215,1.0,1.1728452270620946,,,,,Regulated,1.0,-62.989996535434855,0.006659822147210384,0.27180764599094287,62.93700795446385,39.58532976690084,-0.09158732412611956,6.798857949035972,-39.460485166075316,,,,,,,,
 Groupe Atlantic,Alféa Extensa +13,Alféa Extensa +13,,Outdoor Air/Water,R410A,"2,500 kg",46.0,69,151.0,11.0,3.85,-7.0,-10.0,10000,2.6,3846,6100,3.7,1649,6200,5.3,1170,7400,6.9,1072,10000,2.6,3846,10000,2.2,4545,,55.0,8.0,45.0,12.0,0.0,1,1.3,,,,,,,,,,,,,,,46.0,69,109.0,8.0,8200,1.9,4316,5000,2.7,1852,5900,3.8,1553,7000,4.8,1458,8200,1.9,4316,8000,1.7,4706,,1.3,,,,,,,,,,,,,,,0.8911028730305839,0.3820667284522706,0.2710843373493976,0.2483781278962001,0.8911028730305839,1.0530583873957369,,,,,1.0,0.4291010194624652,0.3598239110287303,0.3378127896200185,1.0,1.0903614457831323,,,,,Regulated,1.0,-99.39395810701217,0.005394403063910015,0.3229868961847756,99.33815725916908,212.82599563933024,-0.08856976474147328,6.6065477684219776,-212.7115559503527,,,,,,,,
 Groupe Atlantic,Alféa Extensa +16,Alféa Extensa +16,,Outdoor Air/Water,R410A,"2,500 kg",46.0,70,149.0,13.0,3.77,-7.0,-10.0,11100,2.5,4440,6700,3.6,1861,6200,5.4,1148,7300,6.9,1058,11100,2.5,4440,10800,2.4,4500,,55.0,8.0,72.0,12.0,0.0,1,1.7,,,,,,,,,,,,,,,46.0,70,113.0,11.0,10000,1.9,5263,6100,2.8,2179,5900,3.9,1513,7100,5.1,1392,10000,1.9,5263,9300,1.7,5471,,2.1,,,,,,,,,,,,,,,0.8436253087592628,0.3536006080182405,0.2181265437963138,0.2010260307809234,0.8436253087592628,0.8550256507695231,,,,,1.0,0.4140224206726202,0.2874786243587308,0.2644879346380391,1.0,1.039521185635569,,,,,Regulated,1.0,-99.99289977855412,0.007563682999371306,0.21930925882127061,99.93900460679711,-73.68237253812097,-0.07843900611545197,6.2402719150543,73.81624934665929,,,,,,,,
 Groupe Atlantic,Alféa Extensa +5,Alféa Extensa +5,,Outdoor Air/Water,R410A,"1,100 kg",46.0,63,169.0,4.0,4.3,-7.0,-10.0,4000,2.9,1379,2400,4.1,585,2000,5.0,400,2300,8.1,284,4000,2.9,1379,3900,2.7,1444,,55.0,6.0,19.0,10.0,0.0,1,0.6,,,,,,,,,,,,,,,46.0,63,115.0,4.0,3800,1.9,2000,2300,2.8,821,1700,4.0,425,2100,5.8,362,3800,1.9,2000,3200,1.5,2133,,1.1,,,,,,,,,,,,,,,0.6895,0.2925,0.2,0.142,0.6895,0.722,,,,,1.0,0.4105,0.2125,0.181,1.0,1.0665,,,,,Regulated,1.0,-314.54850838448885,0.014967903975244133,-0.10101733049938048,314.50534473817913,36.26372841280754,-0.09959412343061058,7.252111601711924,-36.12188946100323,,,,,,,,
 Groupe Atlantic,Alféa Extensa A.I. 10 R32,Alféa Extensa A.I. 10 R32,08.04.2021,Outdoor Air/Water,R32,"1,630 kg",40.0,62,178.0,8.5,4.53,-7.0,-10.0,7500,2.98,2517,4600,4.46,1031,3900,5.89,662,4400,7.14,616,7500,2.98,2517,7300,2.71,2694,,55.0,4.0,20.0,8.0,0.0,1,1.2,,,,,,,,,,,,,,,40.0,62,130.0,8.2,7300,2.05,3561,4400,3.24,1358,3500,4.6,761,4300,5.97,720,7300,2.05,3561,7100,1.72,4128,,1.1,,,,,,,,,,,,,,,0.7068239258635215,0.2895254142094917,0.1859028362819432,0.1729851165402976,0.7068239258635215,0.7565290648694187,,,,,1.0,0.3813535523729289,0.2137040157259196,0.2021903959561921,1.0,1.1592249368155012,,,,,Regulated,1.0,-99.98942296313015,0.013630599095859364,-0.061360326966128545,99.94247234155549,248.37635223495596,-0.08690371340447574,7.040195579803994,-248.23681791934914,,,,,,,,
 Groupe Atlantic,Alféa Extensa A.I. 5 R32,Alféa Extensa A.I. 5 R32,04.10.2019,Outdoor Air/Water,R32,"0,970 kg",40.0,57,175.0,5.0,4.45,-7.0,-10.0,4400,2.84,1549,2700,4.4,614,2100,5.85,359,2400,7.39,325,4400,2.84,1549,4000,2.68,1493,,55.0,4.0,12.0,10.0,0.0,1,1.0,,,,,,,,,,,,,,,40.0,57,125.0,5.0,4200,1.99,2111,2500,3.11,804,1900,4.25,447,2300,5.91,389,4200,1.99,2111,3800,1.71,2222,,1.0,,,,,,,,,,,,,,,0.7337754618664141,0.2908574135480815,0.1700615821885362,0.1539554713405968,0.7337754618664141,0.7072477498815727,,,,,1.0,0.3808621506395073,0.211747986736144,0.1842728564661298,1.0,1.0525817148270962,,,,,Regulated,1.0,-71.55811935353232,0.01254721908229908,-0.017351363385037864,71.50887500859409,-53.691313213481806,-0.09414653153278461,7.213339016104411,53.831441126712605,,,,,,,,
 Groupe Atlantic,Alféa Extensa A.I. 6 R32,Alféa Extensa A.I. 6 R32,04.10.2019,Outdoor Air/Water,R32,"0,970 kg",40.0,57,175.0,6.0,4.46,-7.0,-10.0,5000,2.74,1825,3000,4.68,641,2100,6.04,348,2400,7.43,323,5000,2.74,1825,4500,2.67,1685,,55.0,4.0,12.0,10.0,0.0,1,1.1,,,,,,,,,,,,,,,40.0,57,125.0,5.0,4700,1.97,2386,2900,3.11,932,1800,4.29,420,2300,6.06,380,4700,1.97,2386,4000,1.73,2312,,1.3,,,,,,,,,,,,,,,0.7648784576697402,0.268650461022632,0.1458507963118189,0.1353730092204526,0.7648784576697402,0.7062028499580888,,,,,1.0,0.3906119027661358,0.1760268231349539,0.1592623637887678,1.0,0.9689857502095558,,,,,Regulated,1.0,-92.39088076311387,0.012170355386655134,-0.0045868106437962535,92.33892335424721,-71.45805173500436,-0.09825861582767387,7.410341845509692,71.60299297662063,,,,,,,,
 Groupe Atlantic,Alféa Hybrid Duo Fioul/Oil A.I. 8,Alféa Hybrid Duo Fioul/Oil A.I. 8,27.06.2019,Outdoor Air/Water,R410A,"1,400 kg",48.0,69,156.0,7.0,3.97,-7.0,-10.0,5800,2.4,2417,3500,3.8,921,2300,5.7,404,2400,8.2,293,5800,2.4,2417,5600,2.0,2800,,55.0,6.0,30.0,9.0,0.0,1,0.9,,,,,,,,,,,,,,,48.0,69,118.0,6.0,5300,1.8,2944,3100,2.9,1069,2000,4.1,488,2200,5.8,379,5300,1.8,2944,4900,1.5,3267,,1.2,,,,,,,,,,,,,,,0.8209918478260869,0.3128396739130434,0.1372282608695652,0.0995244565217391,0.8209918478260869,0.9510869565217392,,,,,1.0,0.3631114130434782,0.1657608695652173,0.1287364130434782,1.0,1.1097146739130437,,,,,Regulated,1.0,-327.45431519633337,0.00817394788182894,0.15822526636447434,327.39705939701565,-71.44069492757097,-0.08905810502308754,6.780356246181965,71.61741373479016,,,,,,,,
 Groupe Atlantic,Alféa Hybrid Duo Fioul/Oil A.I. three phases,Alféa Hybrid Duo Fioul/Oil A.I. Tri 14 - 23 kw,27.06.2019,Outdoor Air/Water,R410A,"2,500 kg",48.0,69,150.0,13.0,3.82,-7.0,-10.0,11100,2.5,4440,6700,3.7,1811,6200,5.4,1148,7300,7.0,1043,11100,2.5,4440,10800,2.4,4500,,60.0,14.0,66.0,17.0,0.0,1,1.7,,,,,,,,,,,,,,,48.0,69,117.0,11.0,10000,2.0,5000,6100,2.9,2103,5900,4.1,1439,7100,5.4,1315,10000,2.0,5000,9300,1.6,5812,,2.0,,,,,,,,,,,,,,,0.888,0.3622,0.2296,0.2086,0.888,0.9,,,,,1.0,0.4206,0.2878,0.263,1.0,1.1624,,,,,Regulated,1.0,-75.97786457721395,0.005805140064304606,0.2961847398069553,75.92097968696496,133.4384294010224,-0.07032758389277888,6.025626257180517,-133.29074816213597,,,,,,,,
 Groupe Atlantic,Alféa Hybrid Duo Gaz 11,Alféa Condensol Hybrid Duo Gaz 11,20.12.2016,Outdoor Air/Water,R410A,"2,500 kg",46.0,69,151.0,11.0,3.85,-7.0,-10.0,10000,2.6,3846,6100,3.7,1649,6200,5.3,1170,7400,6.9,1072,10000,2.6,3846,10000,2.2,4545,,80.0,8.0,45.0,12.0,0.0,2,1.3,,,,,,,,,,,,,,,46.0,69,112.0,9.0,8200,1.9,4316,5000,2.8,1786,5900,3.8,1553,7000,4.8,1458,8200,1.9,4316,8000,1.7,4706,,1.3,,,,,,,,,,,,,,,0.8911028730305839,0.3820667284522706,0.2710843373493976,0.2483781278962001,0.8911028730305839,1.0530583873957369,,,,,1.0,0.4138090824837813,0.3598239110287303,0.3378127896200185,1.0,1.0903614457831323,,,,,Regulated,1.0,383.62671241300177,0.00500225755090492,0.3317665238757005,-383.68366792750646,212.8265545872775,-0.08639771150191008,6.539319423110547,-212.71066863645547,,,,,,,,
