Manufacturer,Model,Date,Type,Refrigerant,Mass of Refrigerant [kg],Pdesignc,T_outside [°C],T_out [°C],Pdc [kW],EER
DAIKIN Europe N.V.,EPGA14DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,12,35,7,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,12,30,7,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,12,25,7,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,12,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,12,35,7,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,12,30,7,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,12,25,7,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,12,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,35,7,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,30,7,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,25,7,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,35,7,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,30,7,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,25,7,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,12,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,12,35,7,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,12,30,7,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,12,25,7,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,12,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA14DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,12,35,7,11.89,2.99
DAIKIN Europe N.V.,EPGA14DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,12,30,7,8.79,4.15
DAIKIN Europe N.V.,EPGA14DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,12,25,7,5.56,6.19
DAIKIN Europe N.V.,EPGA14DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,12,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,35,7,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,30,7,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,25,7,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,35,7,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,30,7,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,25,7,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EAVX16S18D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,35,7,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,30,7,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,25,7,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EABX16D6V,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,35,7,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,30,7,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,25,7,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EABX16D9W,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,35,7,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,30,7,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,25,7,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EABH16D6V + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,35,7,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,30,7,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,25,7,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EABH16D9W + cooling kit,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,35,7,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,30,7,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,25,7,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EAVH16S18D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,35,7,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,30,7,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,25,7,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EAVH16S18D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,35,7,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,30,7,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,25,7,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EAVX16S23D6V(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,35,7,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,30,7,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,25,7,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EAVX16S23D9W(G),2019-03-06,Outdoor Air/Water,R32,3.5,13.5,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,35,7,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,30,7,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,25,7,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EAVH16S23D6V(G) + cooling,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,20,7,7.86,6.65
DAIKIN Europe N.V.,EPGA16DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,35,7,13.48,2.74
DAIKIN Europe N.V.,EPGA16DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,30,7,9.47,4.01
DAIKIN Europe N.V.,EPGA16DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,25,7,6.18,6.12
DAIKIN Europe N.V.,EPGA16DV / EAVH16S23D9W(G) +,2019-03-06,Outdoor Air/Water,R32,3.5,13.5,20,7,7.86,6.65
DAIKIN Europe N.V.,EBLA11D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,35,7,11.60,3.26
DAIKIN Europe N.V.,EBLA11D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,30,7,8.80,4.75
DAIKIN Europe N.V.,EBLA11D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,25,7,5.70,6.91
DAIKIN Europe N.V.,EBLA11D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,20,7,5.80,8.45
DAIKIN Europe N.V.,EBLA11D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,35,7,11.60,3.26
DAIKIN Europe N.V.,EBLA11D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,30,7,8.80,4.75
DAIKIN Europe N.V.,EBLA11D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,25,7,5.70,6.91
DAIKIN Europe N.V.,EBLA11D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,20,7,5.80,8.45
DAIKIN Europe N.V.,EDLA11D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,35,7,11.60,3.26
DAIKIN Europe N.V.,EDLA11D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,30,7,8.80,4.75
DAIKIN Europe N.V.,EDLA11D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,25,7,5.70,6.91
DAIKIN Europe N.V.,EDLA11D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,20,7,5.80,8.45
DAIKIN Europe N.V.,EDLA11D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,35,7,11.60,3.26
DAIKIN Europe N.V.,EDLA11D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,30,7,8.80,4.75
DAIKIN Europe N.V.,EDLA11D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,25,7,5.70,6.91
DAIKIN Europe N.V.,EDLA11D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,11.50,20,7,5.80,8.45
DAIKIN Europe N.V.,EBLA14D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,35,7,12.80,3.16
DAIKIN Europe N.V.,EBLA14D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,30,7,9.90,4.57
DAIKIN Europe N.V.,EBLA14D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,25,7,6.20,6.80
DAIKIN Europe N.V.,EBLA14D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,20,7,5.80,8.42
DAIKIN Europe N.V.,EBLA14D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,35,7,12.80,3.16
DAIKIN Europe N.V.,EBLA14D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,30,7,9.90,4.57
DAIKIN Europe N.V.,EBLA14D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,25,7,6.20,6.80
DAIKIN Europe N.V.,EBLA14D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,20,7,5.80,8.42
DAIKIN Europe N.V.,EDLA14D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,35,7,12.80,3.16
DAIKIN Europe N.V.,EDLA14D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,30,7,9.90,4.57
DAIKIN Europe N.V.,EDLA14D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,25,7,6.20,6.80
DAIKIN Europe N.V.,EDLA14D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,20,7,5.80,8.42
DAIKIN Europe N.V.,EDLA14D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,35,7,12.80,3.16
DAIKIN Europe N.V.,EDLA14D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,30,7,9.90,4.57
DAIKIN Europe N.V.,EDLA14D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,25,7,6.20,6.80
DAIKIN Europe N.V.,EDLA14D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,12.80,20,7,5.80,8.42
DAIKIN Europe N.V.,EBLA16D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,35,7,14.00,3.06
DAIKIN Europe N.V.,EBLA16D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,30,7,10.80,4.41
DAIKIN Europe N.V.,EBLA16D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,25,7,6.90,6.56
DAIKIN Europe N.V.,EBLA16D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,20,7,5.90,8.51
DAIKIN Europe N.V.,EBLA16D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,35,7,14.00,3.06
DAIKIN Europe N.V.,EBLA16D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,30,7,10.80,4.41
DAIKIN Europe N.V.,EBLA16D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,25,7,6.90,6.56
DAIKIN Europe N.V.,EBLA16D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,20,7,5.90,8.51
DAIKIN Europe N.V.,EDLA16D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,35,7,14.00,3.06
DAIKIN Europe N.V.,EDLA16D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,30,7,10.80,4.41
DAIKIN Europe N.V.,EDLA16D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,25,7,6.90,6.56
DAIKIN Europe N.V.,EDLA16D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,20,7,5.90,8.51
DAIKIN Europe N.V.,EDLA16D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,35,7,14.00,3.06
DAIKIN Europe N.V.,EDLA16D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,30,7,10.80,4.41
DAIKIN Europe N.V.,EDLA16D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,25,7,6.90,6.56
DAIKIN Europe N.V.,EDLA16D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,14.00,20,7,5.90,8.51
DAIKIN Europe N.V.,EBLA09D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,35,7,9.40,3.35
DAIKIN Europe N.V.,EBLA09D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,30,7,7.00,4.69
DAIKIN Europe N.V.,EBLA09D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,25,7,4.90,6.70
DAIKIN Europe N.V.,EBLA09D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,20,7,5.70,8.22
DAIKIN Europe N.V.,EBLA09D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,35,7,9.40,3.35
DAIKIN Europe N.V.,EBLA09D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,30,7,7.00,4.69
DAIKIN Europe N.V.,EBLA09D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,25,7,4.90,6.70
DAIKIN Europe N.V.,EBLA09D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,20,7,5.70,8.22
DAIKIN Europe N.V.,EDLA09D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,35,7,9.40,3.35
DAIKIN Europe N.V.,EDLA09D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,30,7,7.00,4.69
DAIKIN Europe N.V.,EDLA09D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,25,7,4.90,6.70
DAIKIN Europe N.V.,EDLA09D(3)V3,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,20,7,5.70,8.22
DAIKIN Europe N.V.,EDLA09D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,35,7,9.40,3.35
DAIKIN Europe N.V.,EDLA09D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,30,7,7.00,4.69
DAIKIN Europe N.V.,EDLA09D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,25,7,4.90,6.70
DAIKIN Europe N.V.,EDLA09D(3)W1,2020-10-27,Outdoor Air/Water,R32,3.8,9.30,20,7,5.70,8.22
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S23E3V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S23E3V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S23E3V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S23E3V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S23E6V(G),2020-04-09,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S23E6V(G),2020-04-09,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S23E6V(G),2020-04-09,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S23E6V(G),2020-04-09,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV7 / EHVH04S23E6V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV7 / EHVH04S23E6V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV7 / EHVH04S23E6V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV7 / EHVH04S23E6V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S18E3V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S18E3V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S18E3V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S18E3V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S18E6V(G),2020-04-09,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S18E6V(G),2020-04-09,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S18E6V(G),2020-04-09,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV7 / EHVX04S18E6V(G),2020-04-09,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV7 / EHVH04S18E6V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV7 / EHVH04S18E6V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV7 / EHVH04S18E6V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV7 / EHVH04S18E6V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV7 / EHBX04E6V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV7 / EHBX04E6V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV7 / EHBX04E6V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV7 / EHBX04E6V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV7 / EHBH04E6V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV7 / EHBH04E6V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV7 / EHBH04E6V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV7 / EHBH04E6V,2020-04-09,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV / EHSX(B)04P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV / EHSX(B)04P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV / EHSX(B)04P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV / EHSX(B)04P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV / EHSH(B)04P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV / EHSH(B)04P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV / EHSH(B)04P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV / EHSH(B)04P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EVA / EHSX(B)04P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EVA / EHSX(B)04P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EVA / EHSX(B)04P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EVA / EHSX(B)04P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EVA / EHSH(B)04P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EVA / EHSH(B)04P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EVA / EHSH(B)04P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EVA / EHSH(B)04P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV / EHSX04P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV / EHSX04P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV / EHSX04P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV / EHSX04P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV / EHSXB04P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV / EHSXB04P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
