Manufacturer,Model,Date,Type,Refrigerant,Mass of Refrigerant [kg],PSB [W],Prated [W],SPL indoor [dBA],SPL outdoor [dBA],Climate,T_amb [°C],T_in [°C],T_out [°C],P_th [W],P_el [W],COP
Bosch Thermotechnik,Bosch CS7000iAW 17 ORMS,2017-07-18,Outdoor Air/Water,R410a,4.0,35,11.0,35.0,53.0,average,12,12,24,3200,358,8.93
Bosch Thermotechnik,Bosch CS7000iAW 17 ORMS,2017-07-18,Outdoor Air/Water,R410a,4.0,35,10.0,35.0,53.0,average,12,12,30,6100,833,7.32
Bosch Thermotechnik,Bosch CS7000iAW 5 ORB,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,-7,-7,34,3900,1270,3.07
Bosch Thermotechnik,Bosch CS7000iAW 5 ORB,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,-7,-7,52,3500,1651,2.12
Bosch Thermotechnik,Bosch CS7000iAW 5 ORB,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,2,2,30,2300,462,4.98
Bosch Thermotechnik,Bosch CS7000iAW 5 ORB,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,2,2,42,2200,663,3.32
Bosch Thermotechnik,Bosch CS7000iAW 5 ORB,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,7,7,27,1500,229,6.54
Bosch Thermotechnik,Bosch CS7000iAW 5 ORB,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,7,7,36,2200,449,4.9
Bosch Thermotechnik,Bosch CS7000iAW 5 ORB,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,12,12,24,1400,149,9.41
Bosch Thermotechnik,Bosch CS7000iAW 5 ORB,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,12,12,30,2700,350,7.71
Bosch Thermotechnik,Bosch CS7000iAW 5 ORE,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,-7,-7,34,3900,1270,3.07
Bosch Thermotechnik,Bosch CS7000iAW 5 ORE,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,-7,-7,52,3500,1651,2.12
Bosch Thermotechnik,Bosch CS7000iAW 5 ORE,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,2,2,30,2300,462,4.98
Bosch Thermotechnik,Bosch CS7000iAW 5 ORE,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,2,2,42,2200,663,3.32
Bosch Thermotechnik,Bosch CS7000iAW 5 ORE,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,7,7,27,1500,229,6.54
Bosch Thermotechnik,Bosch CS7000iAW 5 ORE,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,7,7,36,2200,449,4.9
Bosch Thermotechnik,Bosch CS7000iAW 5 ORE,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,12,12,24,1400,149,9.41
Bosch Thermotechnik,Bosch CS7000iAW 5 ORE,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,12,12,30,2700,350,7.71
Bosch Thermotechnik,Bosch CS7000iAW 5 ORM,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,-7,-7,34,3900,1270,3.07
Bosch Thermotechnik,Bosch CS7000iAW 5 ORM,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,-7,-7,52,3500,1651,2.12
Bosch Thermotechnik,Bosch CS7000iAW 5 ORM,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,2,2,30,2300,462,4.98
Bosch Thermotechnik,Bosch CS7000iAW 5 ORM,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,2,2,42,2200,663,3.32
Bosch Thermotechnik,Bosch CS7000iAW 5 ORM,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,7,7,27,1500,229,6.54
Bosch Thermotechnik,Bosch CS7000iAW 5 ORM,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,7,7,36,2200,449,4.9
Bosch Thermotechnik,Bosch CS7000iAW 5 ORM,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,12,12,24,1400,149,9.41
Bosch Thermotechnik,Bosch CS7000iAW 5 ORM,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,12,12,30,2700,350,7.71
Bosch Thermotechnik,Bosch CS7000iAW 5 ORMS,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,-7,-7,34,3900,1270,3.07
Bosch Thermotechnik,Bosch CS7000iAW 5 ORMS,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,-7,-7,52,3500,1651,2.12
Bosch Thermotechnik,Bosch CS7000iAW 5 ORMS,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,2,2,30,2300,462,4.98
Bosch Thermotechnik,Bosch CS7000iAW 5 ORMS,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,2,2,42,2200,663,3.32
Bosch Thermotechnik,Bosch CS7000iAW 5 ORMS,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,7,7,27,1500,229,6.54
Bosch Thermotechnik,Bosch CS7000iAW 5 ORMS,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,7,7,36,2200,449,4.9
Bosch Thermotechnik,Bosch CS7000iAW 5 ORMS,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,12,12,24,1400,149,9.41
Bosch Thermotechnik,Bosch CS7000iAW 5 ORMS,2020-12-17,Outdoor Air/Water,R410a,1.7,17,4.0,35.0,54.0,average,12,12,30,2700,350,7.71
Bosch Thermotechnik,Bosch CS7000iAW 7 IRB,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,-7,-7,34,4800,1600,3.0
Bosch Thermotechnik,Bosch CS7000iAW 7 IRB,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,-7,-7,52,4000,1802,2.22
Bosch Thermotechnik,Bosch CS7000iAW 7 IRB,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,2,2,30,2900,593,4.89
Bosch Thermotechnik,Bosch CS7000iAW 7 IRB,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,2,2,42,2400,702,3.42
Bosch Thermotechnik,Bosch CS7000iAW 7 IRB,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,7,7,27,1900,286,6.64
Bosch Thermotechnik,Bosch CS7000iAW 7 IRB,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,7,7,36,2100,429,4.9
Bosch Thermotechnik,Bosch CS7000iAW 7 IRB,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,12,12,24,1300,146,8.93
Bosch Thermotechnik,Bosch CS7000iAW 7 IRB,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,12,12,30,2600,345,7.53
Bosch Thermotechnik,Bosch CS7000iAW 7 IRE,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,,,average,-7,-7,34,4800,1600,3.0
Bosch Thermotechnik,Bosch CS7000iAW 7 IRE,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,,,average,-7,-7,52,4000,1802,2.22
Bosch Thermotechnik,Bosch CS7000iAW 7 IRE,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,,,average,2,2,30,2900,593,4.89
Bosch Thermotechnik,Bosch CS7000iAW 7 IRE,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,,,average,2,2,42,2400,702,3.42
Bosch Thermotechnik,Bosch CS7000iAW 7 IRE,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,,,average,7,7,27,1900,286,6.64
Bosch Thermotechnik,Bosch CS7000iAW 7 IRE,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,,,average,7,7,36,2100,429,4.9
Bosch Thermotechnik,Bosch CS7000iAW 7 IRE,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,,,average,12,12,24,1300,146,8.93
Bosch Thermotechnik,Bosch CS7000iAW 7 IRE,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,,,average,12,12,30,2600,345,7.53
Bosch Thermotechnik,Bosch CS7000iAW 7 IRM,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,-7,-7,34,4800,1600,3.0
Bosch Thermotechnik,Bosch CS7000iAW 7 IRM,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,-7,-7,52,4000,1802,2.22
Bosch Thermotechnik,Bosch CS7000iAW 7 IRM,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,2,2,30,2900,593,4.89
Bosch Thermotechnik,Bosch CS7000iAW 7 IRM,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,2,2,42,2400,702,3.42
Bosch Thermotechnik,Bosch CS7000iAW 7 IRM,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,7,7,27,1900,286,6.64
Bosch Thermotechnik,Bosch CS7000iAW 7 IRM,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,7,7,36,2100,429,4.9
Bosch Thermotechnik,Bosch CS7000iAW 7 IRM,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,12,12,24,1300,146,8.93
Bosch Thermotechnik,Bosch CS7000iAW 7 IRM,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,12,12,30,2600,345,7.53
Bosch Thermotechnik,Bosch CS7000iAW 7 IRMS,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,-7,-7,34,4800,1600,3.0
Bosch Thermotechnik,Bosch CS7000iAW 7 IRMS,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,-7,-7,52,4000,1802,2.22
Bosch Thermotechnik,Bosch CS7000iAW 7 IRMS,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,2,2,30,2900,593,4.89
Bosch Thermotechnik,Bosch CS7000iAW 7 IRMS,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,2,2,42,2400,702,3.42
Bosch Thermotechnik,Bosch CS7000iAW 7 IRMS,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,7,7,27,1900,286,6.64
Bosch Thermotechnik,Bosch CS7000iAW 7 IRMS,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,7,7,36,2100,429,4.9
Bosch Thermotechnik,Bosch CS7000iAW 7 IRMS,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,12,12,24,1300,146,8.93
Bosch Thermotechnik,Bosch CS7000iAW 7 IRMS,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,48.0,53.0,average,12,12,30,2600,345,7.53
Bosch Thermotechnik,Bosch CS7000iAW 7 ORB,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,-7,-7,34,4800,1600,3.0
Bosch Thermotechnik,Bosch CS7000iAW 7 ORB,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,-7,-7,52,4000,1802,2.22
Bosch Thermotechnik,Bosch CS7000iAW 7 ORB,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,2,2,30,2900,593,4.89
Bosch Thermotechnik,Bosch CS7000iAW 7 ORB,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,2,2,42,2400,702,3.42
Bosch Thermotechnik,Bosch CS7000iAW 7 ORB,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,7,7,27,1900,286,6.64
Bosch Thermotechnik,Bosch CS7000iAW 7 ORB,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,7,7,36,2100,429,4.9
Bosch Thermotechnik,Bosch CS7000iAW 7 ORB,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,12,12,24,1300,146,8.93
Bosch Thermotechnik,Bosch CS7000iAW 7 ORB,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,12,12,30,2600,345,7.53
Bosch Thermotechnik,Bosch CS7000iAW 7 ORE,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,-7,-7,34,4800,1600,3.0
Bosch Thermotechnik,Bosch CS7000iAW 7 ORE,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,-7,-7,52,4000,1802,2.22
Bosch Thermotechnik,Bosch CS7000iAW 7 ORE,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,2,2,30,2900,593,4.89
Bosch Thermotechnik,Bosch CS7000iAW 7 ORE,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,2,2,42,2400,702,3.42
Bosch Thermotechnik,Bosch CS7000iAW 7 ORE,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,7,7,27,1900,286,6.64
Bosch Thermotechnik,Bosch CS7000iAW 7 ORE,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,7,7,36,2100,429,4.9
Bosch Thermotechnik,Bosch CS7000iAW 7 ORE,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,12,12,24,1300,146,8.93
Bosch Thermotechnik,Bosch CS7000iAW 7 ORE,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,12,12,30,2600,345,7.53
Bosch Thermotechnik,Bosch CS7000iAW 7 ORM,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,-7,-7,34,4800,1600,3.0
Bosch Thermotechnik,Bosch CS7000iAW 7 ORM,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,-7,-7,52,4000,1802,2.22
Bosch Thermotechnik,Bosch CS7000iAW 7 ORM,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,2,2,30,2900,593,4.89
Bosch Thermotechnik,Bosch CS7000iAW 7 ORM,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,2,2,42,2400,702,3.42
Bosch Thermotechnik,Bosch CS7000iAW 7 ORM,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,7,7,27,1900,286,6.64
Bosch Thermotechnik,Bosch CS7000iAW 7 ORM,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,7,7,36,2100,429,4.9
Bosch Thermotechnik,Bosch CS7000iAW 7 ORM,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,12,12,24,1300,146,8.93
Bosch Thermotechnik,Bosch CS7000iAW 7 ORM,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,12,12,30,2600,345,7.53
Bosch Thermotechnik,Bosch CS7000iAW 7 ORMS,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,-7,-7,34,4800,1600,3.0
Bosch Thermotechnik,Bosch CS7000iAW 7 ORMS,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,-7,-7,52,4000,1802,2.22
Bosch Thermotechnik,Bosch CS7000iAW 7 ORMS,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,2,2,30,2900,593,4.89
Bosch Thermotechnik,Bosch CS7000iAW 7 ORMS,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,2,2,42,2400,702,3.42
Bosch Thermotechnik,Bosch CS7000iAW 7 ORMS,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,7,7,27,1900,286,6.64
Bosch Thermotechnik,Bosch CS7000iAW 7 ORMS,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,7,7,36,2100,429,4.9
Bosch Thermotechnik,Bosch CS7000iAW 7 ORMS,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,12,12,24,1300,146,8.93
Bosch Thermotechnik,Bosch CS7000iAW 7 ORMS,2017-07-18,Outdoor Air/Water,R410a,1.75,17,5.0,35.0,53.0,average,12,12,30,2600,345,7.53
Bosch Thermotechnik,Bosch CS7000iAW 9 IRB,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,48.0,36.0,average,-7,-7,34,6300,2100,3.0
Bosch Thermotechnik,Bosch CS7000iAW 9 IRB,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,48.0,36.0,average,-7,-7,52,5100,2287,2.23
Bosch Thermotechnik,Bosch CS7000iAW 9 IRB,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,48.0,36.0,average,2,2,30,4000,823,4.86
Bosch Thermotechnik,Bosch CS7000iAW 9 IRB,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,48.0,36.0,average,2,2,42,3100,888,3.49
Bosch Thermotechnik,Bosch CS7000iAW 9 IRB,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,48.0,36.0,average,7,7,27,2700,397,6.8
Bosch Thermotechnik,Bosch CS7000iAW 9 IRB,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,48.0,36.0,average,7,7,36,2800,566,4.95
Bosch Thermotechnik,Bosch CS7000iAW 9 IRB,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,48.0,36.0,average,12,12,24,1800,187,9.63
Bosch Thermotechnik,Bosch CS7000iAW 9 IRB,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,48.0,36.0,average,12,12,30,3500,453,7.73
Bosch Thermotechnik,Bosch CS7000iAW 9 IRE,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,48.0,36.0,average,-7,-7,34,6300,2100,3.0
Bosch Thermotechnik,Bosch CS7000iAW 9 IRE,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,48.0,36.0,average,-7,-7,52,5100,2287,2.23
Bosch Thermotechnik,Bosch CS7000iAW 9 IRE,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,48.0,36.0,average,2,2,30,4000,823,4.86
Bosch Thermotechnik,Bosch CS7000iAW 9 IRE,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,48.0,36.0,average,2,2,42,3100,888,3.49
Bosch Thermotechnik,Bosch CS7000iAW 9 IRE,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,48.0,36.0,average,7,7,27,2700,397,6.8
Bosch Thermotechnik,Bosch CS7000iAW 9 IRE,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,48.0,36.0,average,7,7,36,2800,566,4.95
Bosch Thermotechnik,Bosch CS7000iAW 9 IRE,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,48.0,36.0,average,12,12,24,1800,187,9.63
Bosch Thermotechnik,Bosch CS7000iAW 9 IRE,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,48.0,36.0,average,12,12,30,3500,453,7.73
Bosch Thermotechnik,Bosch CS7000iAW 9 IRM,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,48.0,36.0,average,-7,-7,34,6300,2100,3.0
Bosch Thermotechnik,Bosch CS7000iAW 9 IRM,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,48.0,36.0,average,-7,-7,52,5100,2287,2.23
Bosch Thermotechnik,Bosch CS7000iAW 9 IRM,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,48.0,36.0,average,2,2,30,4000,823,4.86
Bosch Thermotechnik,Bosch CS7000iAW 9 IRM,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,48.0,36.0,average,2,2,42,3100,888,3.49
Bosch Thermotechnik,Bosch CS7000iAW 9 IRM,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,48.0,36.0,average,7,7,27,2700,397,6.8
Bosch Thermotechnik,Bosch CS7000iAW 9 IRM,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,48.0,36.0,average,7,7,36,2800,566,4.95
Bosch Thermotechnik,Bosch CS7000iAW 9 IRM,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,48.0,36.0,average,12,12,24,1800,187,9.63
Bosch Thermotechnik,Bosch CS7000iAW 9 IRM,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,48.0,36.0,average,12,12,30,3500,453,7.73
Bosch Thermotechnik,Bosch CS7000iAW 9 IRMS,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,48.0,36.0,average,-7,-7,34,6300,2100,3.0
Bosch Thermotechnik,Bosch CS7000iAW 9 IRMS,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,48.0,36.0,average,-7,-7,52,5100,2287,2.23
Bosch Thermotechnik,Bosch CS7000iAW 9 IRMS,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,48.0,36.0,average,2,2,30,4000,823,4.86
Bosch Thermotechnik,Bosch CS7000iAW 9 IRMS,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,48.0,36.0,average,2,2,42,3100,888,3.49
Bosch Thermotechnik,Bosch CS7000iAW 9 IRMS,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,48.0,36.0,average,7,7,27,2700,397,6.8
Bosch Thermotechnik,Bosch CS7000iAW 9 IRMS,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,48.0,36.0,average,7,7,36,2800,566,4.95
Bosch Thermotechnik,Bosch CS7000iAW 9 IRMS,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,48.0,36.0,average,12,12,24,1800,187,9.63
Bosch Thermotechnik,Bosch CS7000iAW 9 IRMS,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,48.0,36.0,average,12,12,30,3500,453,7.73
Bosch Thermotechnik,Bosch CS7000iAW 9 ORB,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,35.0,56.0,average,-7,-7,34,6300,2100,3.0
Bosch Thermotechnik,Bosch CS7000iAW 9 ORB,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,35.0,56.0,average,-7,-7,52,5100,2287,2.23
Bosch Thermotechnik,Bosch CS7000iAW 9 ORB,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,35.0,56.0,average,2,2,30,4000,823,4.86
Bosch Thermotechnik,Bosch CS7000iAW 9 ORB,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,35.0,56.0,average,2,2,42,3100,888,3.49
Bosch Thermotechnik,Bosch CS7000iAW 9 ORB,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,35.0,56.0,average,7,7,27,2700,397,6.8
Bosch Thermotechnik,Bosch CS7000iAW 9 ORB,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,35.0,56.0,average,7,7,36,2800,566,4.95
Bosch Thermotechnik,Bosch CS7000iAW 9 ORB,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,35.0,56.0,average,12,12,24,1800,187,9.63
Bosch Thermotechnik,Bosch CS7000iAW 9 ORB,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,35.0,56.0,average,12,12,30,3500,453,7.73
Bosch Thermotechnik,Bosch CS7000iAW 9 ORE,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,35.0,56.0,average,-7,-7,34,6300,2100,3.0
Bosch Thermotechnik,Bosch CS7000iAW 9 ORE,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,35.0,56.0,average,-7,-7,52,5100,2287,2.23
Bosch Thermotechnik,Bosch CS7000iAW 9 ORE,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,35.0,56.0,average,2,2,30,4000,823,4.86
Bosch Thermotechnik,Bosch CS7000iAW 9 ORE,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,35.0,56.0,average,2,2,42,3100,888,3.49
Bosch Thermotechnik,Bosch CS7000iAW 9 ORE,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,35.0,56.0,average,7,7,27,2700,397,6.8
Bosch Thermotechnik,Bosch CS7000iAW 9 ORE,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,35.0,56.0,average,7,7,36,2800,566,4.95
Bosch Thermotechnik,Bosch CS7000iAW 9 ORE,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,35.0,56.0,average,12,12,24,1800,187,9.63
Bosch Thermotechnik,Bosch CS7000iAW 9 ORE,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,35.0,56.0,average,12,12,30,3500,453,7.73
Bosch Thermotechnik,Bosch CS7000iAW 9 ORM,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,35.0,56.0,average,-7,-7,34,6300,2100,3.0
Bosch Thermotechnik,Bosch CS7000iAW 9 ORM,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,35.0,56.0,average,-7,-7,52,5100,2287,2.23
Bosch Thermotechnik,Bosch CS7000iAW 9 ORM,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,35.0,56.0,average,2,2,30,4000,823,4.86
Bosch Thermotechnik,Bosch CS7000iAW 9 ORM,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,35.0,56.0,average,2,2,42,3100,888,3.49
Bosch Thermotechnik,Bosch CS7000iAW 9 ORM,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,35.0,56.0,average,7,7,27,2700,397,6.8
Bosch Thermotechnik,Bosch CS7000iAW 9 ORM,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,35.0,56.0,average,7,7,36,2800,566,4.95
Bosch Thermotechnik,Bosch CS7000iAW 9 ORM,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,35.0,56.0,average,12,12,24,1800,187,9.63
Bosch Thermotechnik,Bosch CS7000iAW 9 ORM,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,35.0,56.0,average,12,12,30,3500,453,7.73
Bosch Thermotechnik,Bosch CS7000iAW 9 ORMS,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,35.0,56.0,average,-7,-7,34,6300,2100,3.0
Bosch Thermotechnik,Bosch CS7000iAW 9 ORMS,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,35.0,56.0,average,-7,-7,52,5100,2287,2.23
Bosch Thermotechnik,Bosch CS7000iAW 9 ORMS,2017-07-18,Outdoor Air/Water,R410a,2.35,17,7.0,35.0,56.0,average,2,2,30,4000,823,4.86
Bosch Thermotechnik,Bosch CS7000iAW 9 ORMS,2017-07-18,Outdoor Air/Water,R410a,2.35,17,6.0,35.0,56.0,average,2,2,42,3100,888,3.49
