Manufacturer,Model,Titel,Date,Type,Subtype,Group,Rated Power low T [kW],Rated Power medium T [kW],Refrigerant,Mass of Refrigerant [kg],SPL indoor low Power [dBA],SPL outdoor low Power [dBA],SPL indoor high Power [dBA],SPL outdoor high Power [dBA],Bivalence temperature [°C],Tolerance temperature [°C],Max. water heating temperature [°C],Poff [W],PTOS [W],PSB [W],PCKS [W],eta low T [%],eta medium T [%],SCOP,SEER low T,SEER medium T,P_th_h_ref [W],P_th_c_ref [W],P_el_h_ref [W],P_el_c_ref [W],COP_ref,EER_c_ref,p1_P_el_h [1/°C],p2_P_el_h [1/°C],p3_P_el_h [-],p4_P_el_h [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-],p1_P_el_c [1/°C],p2_P_el_c [1/°C],p3_P_el_c [-],p4_P_el_c [1/°C],p1_EER [-],p2_EER [-],p3_EER [-],p4_EER [-],MAPE P_th,MAPE P_el,MAPE COP
 Johnson Controls-Hitachi AirConditioning Spain,13. Yutaki S80 5.0HP (mono),RAS-5WHVNPE  RWH-5.0VNFE  - Type 1,,Outdoor Air/Water,Regulated,1.0,14.0,14.0,R410A,"3,400 kg",57.0,63,57.0,63,-7.0,-10.0,55.0,17.0,0.0,17.0,0.0,174.0,131.0,4.43,,,12380,,5653,,2.19,,-187.27160993193968,0.0104301165983323,0.086041646195319,187.2170809275508,177.3073842935112,-0.057352983263669,5.834919433405518,-177.15264438381098,,,,,177.3073842935112,-0.057352983263669,5.834919433405518,-177.15264438381098,28.48669144602181,24.860360604232085,9.839738626061568
 Johnson Controls-Hitachi AirConditioning Spain,14. Yutaki S80 6.0HP (mono),RAS-6WHVNPE  RWH-6.0VNFE  - Type 1,,Outdoor Air/Water,Regulated,1.0,16.0,16.0,R410A,"3,400 kg",58.0,64,58.0,64,-7.0,-10.0,55.0,17.0,0.0,17.0,0.0,152.0,126.0,3.88,,,14150,,6902,,2.05,,-57.49366358840632,0.0092726745870758,0.141440484239676,57.43989495451599,-0.3630849940692116,-0.0341176559160073,4.707337572528396,0.5425012332938195,,,,,-0.3630849940692116,-0.0341176559160073,4.707337572528396,0.5425012332938195,39.36786534860175,34.772845236140206,7.848792193161686
 Johnson Controls-Hitachi AirConditioning Spain,15. Yutaki S80 4.0HP (tri),RAS-4WHNPE  RWH-4.0NFE  - Type 1,,Outdoor Air/Water,Regulated,1.0,11.0,11.0,R410A,"3,300 kg",57.0,61,57.0,61,-7.0,-10.0,55.0,44.0,0.0,44.0,0.0,183.0,140.0,4.65,,,9730,,4230,,2.3,,-210.8766950770737,0.0097593569290465,0.091020667433991,210.81905058052092,-140.30464320427834,-0.0669307543340986,6.414948745498463,140.44129919000034,,,,,-140.30464320427834,-0.0669307543340986,6.414948745498463,140.44129919000034,19.352352070055517,13.55812004423058,7.378508395557991
 Johnson Controls-Hitachi AirConditioning Spain,16. Yutaki S80 5.0HP (tri),RAS-5WHNPE  RWH-5.0NFE  - Type 1,,Outdoor Air/Water,Regulated,1.0,14.0,14.0,R410A,"3,400 kg",57.0,63,57.0,63,-7.0,-10.0,55.0,44.0,0.0,44.0,0.0,171.0,129.0,4.35,,,12380,,5653,,2.19,,-187.27160993193968,0.0104301165983323,0.086041646195319,187.2170809275508,177.3073842935112,-0.057352983263669,5.834919433405518,-177.15264438381098,,,,,177.3073842935112,-0.057352983263669,5.834919433405518,-177.15264438381098,28.48669144602181,24.860360604232085,9.839738626061568
 Johnson Controls-Hitachi AirConditioning Spain,17. Yutaki S80 6.0HP (tri),RAS-6WHNPE  RWH-6.0NFE  - Type 1,,Outdoor Air/Water,Regulated,1.0,16.0,16.0,R410A,"3,400 kg",58.0,64,58.0,64,-7.0,-10.0,55.0,44.0,0.0,44.0,0.0,150.0,125.0,3.83,,,14150,,6902,,2.05,,-57.49366358840632,0.0092726745870758,0.141440484239676,57.43989495451599,-0.3630849940692116,-0.0341176559160073,4.707337572528396,0.5425012332938195,,,,,-0.3630849940692116,-0.0341176559160073,4.707337572528396,0.5425012332938195,39.36786534860175,34.772845236140206,7.848792193161686
 Johnson Controls-Hitachi AirConditioning Spain,18. Yutaki M 3.0HP (mono,RASM-3VNE - Heating Only,,Outdoor Air/Water,Regulated,1.0,7.0,6.0,R410A,"2,400 kg",,64,,64,-7.0,-10.0,55.0,15.0,0.0,15.0,0.0,164.0,125.0,4.18,,,5100,,2772,,1.84,,184.327901433756,0.0071317455553808,0.1882923645663174,-184.3894342007761,150.65359083086133,-0.0612066502167554,5.802455820101563,-150.5013700197487,,,,,150.65359083086133,-0.0612066502167554,5.802455820101563,-150.5013700197487,27.713742720336057,23.400194503489455,5.690133858640165
 Johnson Controls-Hitachi AirConditioning Spain,19. Yutaki M 4.0HP (mono),RASM-4VNE - Heating Only,,Outdoor Air/Water,Regulated,1.0,11.0,10.0,R410A,"2,800 kg",,64,,64,-7.0,-10.0,55.0,13.0,0.0,13.0,0.0,187.0,136.0,4.75,,,8600,,4778,,1.8,,-18.17395740922362,0.0120262721448246,-0.049393308312401,18.11696566588768,66.39280433487444,-0.0822696556768072,6.877748803220743,-66.25915558231353,,,,,66.39280433487444,-0.0822696556768072,6.877748803220743,-66.25915558231353,24.079866085476116,19.329441236633965,5.611509299484956
 Johnson Controls-Hitachi AirConditioning Spain,21. Yutaki M 6.0HP (mono),RASM-6VNE - Heating Only,,Outdoor Air/Water,Regulated,1.0,16.0,14.0,R410A,"3,100 kg",,69,,69,-7.0,-10.0,55.0,13.0,0.0,13.0,0.0,153.0,125.0,3.9,,,11200,,7000,,1.6,,212.75968330551328,0.0064357385479191,0.1934606550511911,-212.8226138756792,266.7028588263857,-0.0513623542070511,5.239992524637035,-266.5491192839327,,,,,266.7028588263857,-0.0513623542070511,5.239992524637035,-266.5491192839327,47.733435204106584,47.17117790321301,2.340206318773678
 Johnson Controls-Hitachi AirConditioning Spain,22. Yutaki M 4.0HP (tri),RASM-4NE - Heating Only,,Outdoor Air/Water,Regulated,1.0,11.0,10.0,R410A,"2,800 kg",,64,,64,-7.0,-10.0,55.0,19.0,0.0,19.0,0.0,186.0,135.0,4.73,,,8600,,4778,,1.8,,-18.17395740922362,0.0120262721448246,-0.049393308312401,18.11696566588768,66.39280433487444,-0.0822696556768072,6.877748803220743,-66.25915558231353,,,,,66.39280433487444,-0.0822696556768072,6.877748803220743,-66.25915558231353,24.079866085476116,19.329441236633965,5.611509299484956
 Johnson Controls-Hitachi AirConditioning Spain,24. Yutaki M 6.0HP (tri),RASM-6NE - Heating Only,,Outdoor Air/Water,Regulated,1.0,16.0,14.0,R410A,"3,100 kg",,69,,69,-7.0,-10.0,55.0,19.0,0.0,19.0,0.0,152.0,125.0,3.88,,,11200,,7000,,1.6,,212.75968330551328,0.0064357385479191,0.1934606550511911,-212.8226138756792,266.7028588263857,-0.0513623542070511,5.239992524637035,-266.5491192839327,,,,,266.7028588263857,-0.0513623542070511,5.239992524637035,-266.5491192839327,47.733435204106584,47.17117790321301,2.340206318773678
 Johnson Controls-Hitachi AirConditioning Spain,25. Yutaki S Combi Lite 2.0HP,RAS-2WHVN RWD-2.0NWLE-200S - Heating Only,,Outdoor Air/Water,Regulated,1.0,4.0,4.0,R410A,"1,200 kg",51.0,63,51.0,63,-7.0,-10.0,55.0,3.0,0.0,3.0,0.0,167.0,117.0,4.25,,,3500,,1842,,1.9,,174.78497579195948,0.0097093356861946,0.0958201854080918,-174.841665869047,-9.265074747734596,-0.1155232619706883,7.87073359106659,9.415897185561104,,,,,-9.265074747734596,-0.1155232619706883,7.87073359106659,9.415897185561104,14.706167302221706,22.994680380383972,21.014314683866036
 Johnson Controls-Hitachi AirConditioning Spain,26. Yutaki S Combi Lite 2.5HP,RAS-2.5WHVN  RWD-2.5NWLE-200S - Heating Only,,Outdoor Air/Water,Regulated,1.0,5.0,5.0,R410A,"1,300 kg",51.0,63,51.0,63,-7.0,-10.0,55.0,3.0,0.0,3.0,0.0,165.0,125.0,4.21,,,4300,,2324,,1.85,,553.9541094922794,0.010691207414566,0.0530893149167716,-554.0071104483844,225.4882203958302,-0.0841358465875308,6.853282719937939,-225.29389559229944,,,,,225.4882203958302,-0.0841358465875308,6.853282719937939,-225.29389559229944,12.518542345943748,6.513177693068841,13.873744396246394
 Johnson Controls-Hitachi AirConditioning Spain,27. Yutaki S (R1) & S Combi (RW1) 220L 2HP R32,01. RAS-2WHVRP1  RWM-2.0R1E - Heating Only,08.02.2022,Outdoor Air/Water,Regulated,1.0,4.0,4.0,R32,"1,200 kg",37.0,49,37.0,49,-7.0,-10.0,55.0,12.0,0.0,12.0,0.0,180.0,130.0,4.57,,,3500,,1750,,2.0,,212.77097348962604,0.0161318877433539,-0.1589531177519866,-212.8111570611776,-9.246717917592113,-0.122443635575252,8.749927160337373,9.436095898569846,,,,,-9.246717917592113,-0.122443635575252,8.749927160337373,9.436095898569846,30.494399559079927,23.194341613118436,16.437843646732755
 Johnson Controls-Hitachi AirConditioning Spain,27. Yutaki S (R1) & S Combi (RW1) 220L 2HP R32,02. RAS-2WHVRP1  RWM-2.0R1E - with cooling kit,08.02.2022,Outdoor Air/Water,Regulated,1.0,4.0,4.0,R32,"1,200 kg",37.0,49,37.0,49,-7.0,-10.0,55.0,12.0,0.0,12.0,0.0,184.0,132.0,4.68,5.57,8.04,3500,4000.0,1750,1000.0,2.0,4.0,212.77097348962604,0.0161318877433539,-0.1589531177519866,-212.8111570611776,-9.246717917592113,-0.122443635575252,8.749927160337373,9.436095898569846,70.64946771419945,-0.0016666837280102,-1.4958192378807675,-70.57801819461298,-9.246717917592113,-0.122443635575252,8.749927160337373,9.436095898569846,30.494399559079927,23.194341613118436,16.437843646732755
 Johnson Controls-Hitachi AirConditioning Spain,28. Yutaki S (R1) & S Combi (RW1) 220L 2.5HP R32,01. RAS-2.5WHVRP1 RWM-2.5R1E - Heating Only,08.02.2022,Outdoor Air/Water,Regulated,1.0,6.0,5.0,R32,"1,300 kg",37.0,54,37.0,54,-7.0,-10.0,55.0,12.0,0.0,12.0,0.0,177.0,127.0,4.57,5.48,8.46,4420,5300.0,2679,1472.0,1.65,3.6,-355.88519258956273,0.0126912920566191,-0.071026114952737,355.8312135646976,-106.96845669146197,-0.0963598121623783,7.434288390212159,107.16683677893316,70.64784588435492,-0.0111166600872942,-1.3481158479408364,-70.57964002445749,-106.96845669146197,-0.0963598121623783,7.434288390212159,107.16683677893316,16.392929788410207,10.276447027654147,10.33641229918165
 Johnson Controls-Hitachi AirConditioning Spain,29. Yutaki S (R1) & S Combi (RW1) 220L 3HP R32,01. RAS-3WHVRP1 RWM-3.0R1E - Heating Only,08.02.2022,Outdoor Air/Water,Regulated,1.0,7.0,6.0,R32,"1,300 kg",37.0,57,37.0,57,-7.0,-10.0,55.0,12.0,0.0,12.0,0.0,177.0,125.0,4.5,,,5100,,2772,,1.84,,212.76295159157652,0.009102046190851,0.1159393376073939,-212.8192640320576,-151.3914725896665,-0.1214687533285074,8.435130908341279,151.59550328885746,,,,,-151.3914725896665,-0.1214687533285074,8.435130908341279,151.59550328885746,26.431224464788784,31.527946891069874,18.527734049438667
 Johnson Controls-Hitachi AirConditioning Spain,29. Yutaki S (R1) & S Combi (RW1) 220L 3HP R32,02. RAS-3WHVRP1 RWM-3.0R1E - with cooling kit,08.02.2022,Outdoor Air/Water,Regulated,1.0,7.0,6.0,R32,"1,300 kg",37.0,57,37.0,57,-7.0,-10.0,55.0,12.0,0.0,12.0,0.0,179.0,126.0,4.5,5.27,8.31,5100,6500.0,2772,1940.0,1.84,3.35,212.76295159157652,0.009102046190851,0.1159393376073939,-212.8192640320576,-151.3914725896665,-0.1214687533285074,8.435130908341279,151.59550328885746,61.77796218742015,-0.0139175975041641,-1.3006137894037704,-61.71138954668375,-151.3914725896665,-0.1214687533285074,8.435130908341279,151.59550328885746,26.431224464788784,31.527946891069874,18.527734049438667
 Johnson Controls-Hitachi AirConditioning Spain,30. Yutaki S (N1) & S Combi (NW1) 220L 4HP R410A,01. RAS-4WHVNPE RWM-4.0N1E - Heating Only,08.02.2022,Outdoor Air/Water,Regulated,1.0,11.0,10.0,R410A,"3,300 kg",39.0,58,39.0,58,-7.0,-10.0,55.0,13.0,0.0,13.0,0.0,181.0,135.0,4.6,,,8600,,4778,,1.8,,171.4345310417856,0.0144626546889882,-0.1377181537061484,-171.48310553587388,-142.53335596377923,-0.0936726456302549,7.347367603892287,142.67732150718444,,,,,-142.53335596377923,-0.0936726456302549,7.347367603892287,142.67732150718444,20.760240019381804,18.472217072342737,6.946954611664733
 Johnson Controls-Hitachi AirConditioning Spain,30. Yutaki S (N1) & S Combi (NW1) 220L 4HP R410A,02. RAS-4WHVNPE RWM-4.0N1E - with cooling kit,08.02.2022,Outdoor Air/Water,Regulated,1.0,11.0,10.0,R410A,"3,300 kg",39.0,58,39.0,58,-7.0,-10.0,55.0,13.0,0.0,13.0,0.0,183.0,136.0,4.64,5.13,6.36,8600,7200.0,4778,1875.0,1.8,3.84,171.4345310417856,0.0144626546889882,-0.1377181537061484,-171.48310553587388,-142.53335596377923,-0.0936726456302549,7.347367603892287,142.67732150718444,70.65238281193996,0.009406180947436,-1.7389013782007654,-70.57510309687248,-142.53335596377923,-0.0936726456302549,7.347367603892287,142.67732150718444,20.760240019381804,18.472217072342737,6.946954611664733
 Johnson Controls-Hitachi AirConditioning Spain,31. Yutaki S (N1) & S Combi (NW1) 220L 4HP R410A (3ph),01. RAS-4WHNPE RWM-4.0N1E - Heating Only,08.02.2022,Outdoor Air/Water,Regulated,1.0,11.0,10.0,R410A,"3,300 kg",39.0,58,39.0,58,-7.0,-10.0,55.0,19.0,0.0,19.0,0.0,180.0,135.0,4.58,,,8600,,4778,,1.8,,171.4345310417856,0.0144626546889882,-0.1377181537061484,-171.48310553587388,-142.53335596377923,-0.0936726456302549,7.347367603892287,142.67732150718444,,,,,-142.53335596377923,-0.0936726456302549,7.347367603892287,142.67732150718444,20.760240019381804,18.472217072342737,6.946954611664733
 Johnson Controls-Hitachi AirConditioning Spain,31. Yutaki S (N1) & S Combi (NW1) 220L 4HP R410A (3ph),02. RAS-4WHNPE RWM-4.0N1E - with cooling kit,08.02.2022,Outdoor Air/Water,Regulated,1.0,11.0,10.0,R410A,"3,300 kg",39.0,58,39.0,58,-7.0,-10.0,55.0,19.0,0.0,19.0,0.0,183.0,136.0,4.64,5.0,6.22,8600,7200.0,4778,1875.0,1.8,3.84,171.4345310417856,0.0144626546889882,-0.1377181537061484,-171.48310553587388,-142.53335596377923,-0.0936726456302549,7.347367603892287,142.67732150718444,70.65238281193996,0.009406180947436,-1.7389013782007654,-70.57510309687248,-142.53335596377923,-0.0936726456302549,7.347367603892287,142.67732150718444,20.760240019381804,18.472217072342737,6.946954611664733
 Johnson Controls-Hitachi AirConditioning Spain,32. Yutaki S (N1) & S Combi (NW1) 220L 5HP R410A,01. RAS-5WHVNPE RWM-5.0N1E - Heating Only,08.02.2022,Outdoor Air/Water,Regulated,1.0,14.0,12.0,R410A,"3,400 kg",39.0,59,39.0,59,-7.0,-10.0,55.0,13.0,0.0,13.0,0.0,183.0,133.0,4.65,,,10250,,6029,,1.7,,-99.99677300565254,0.0092055543006619,0.0640774701815279,99.93529218847658,70.7065937031826,-0.0994832791700199,7.480475489257764,-70.55466156529228,,,,,70.7065937031826,-0.0994832791700199,7.480475489257764,-70.55466156529228,49.544601080442774,43.663494589342314,11.216113263045404
 Johnson Controls-Hitachi AirConditioning Spain,32. Yutaki S (N1) & S Combi (NW1) 220L 5HP R410A,02. RAS-5WHVNPE RWM-5.0N1E - with cooling kit,08.02.2022,Outdoor Air/Water,Regulated,1.0,14.0,12.0,R410A,"3,400 kg",39.0,59,39.0,59,-7.0,-10.0,55.0,13.0,0.0,13.0,0.0,185.0,133.0,4.69,5.34,8.14,10250,9500.0,6029,2794.0,1.7,3.4,-99.99677300565254,0.0092055543006619,0.0640774701815279,99.93529218847658,70.7065937031826,-0.0994832791700199,7.480475489257764,-70.55466156529228,63.38537357043056,-0.0010299867484711,-1.6401881227299806,-63.31044526868322,70.7065937031826,-0.0994832791700199,7.480475489257764,-70.55466156529228,49.544601080442774,43.663494589342314,11.216113263045404
 Johnson Controls-Hitachi AirConditioning Spain,33. Yutaki S (N1) & S Combi (NW1) 220L 5HP R410A (3ph),01. RAS-5WHNPE RWM-5.0N1E - Heating Only,08.02.2022,Outdoor Air/Water,Regulated,1.0,14.0,12.0,R410A,"3,400 kg",39.0,59,39.0,59,-7.0,-10.0,55.0,19.0,0.0,19.0,0.0,182.0,132.0,4.64,,,10250,,6029,,1.7,,-99.99677300565254,0.0092055543006619,0.0640774701815279,99.93529218847658,70.7065937031826,-0.0994832791700199,7.480475489257764,-70.55466156529228,,,,,70.7065937031826,-0.0994832791700199,7.480475489257764,-70.55466156529228,49.544601080442774,43.663494589342314,11.216113263045404
 Johnson Controls-Hitachi AirConditioning Spain,33. Yutaki S (N1) & S Combi (NW1) 220L 5HP R410A (3ph),02. RAS-5WHNPE RWM-5.0N1E - with cooling kit,08.02.2022,Outdoor Air/Water,Regulated,1.0,14.0,12.0,R410A,"3,400 kg",39.0,59,39.0,59,-7.0,-10.0,55.0,19.0,0.0,19.0,0.0,185.0,133.0,4.69,5.23,7.96,10250,9500.0,6029,2794.0,1.7,3.4,-99.99677300565254,0.0092055543006619,0.0640774701815279,99.93529218847658,70.7065937031826,-0.0994832791700199,7.480475489257764,-70.55466156529228,63.38537357043056,-0.0010299867484711,-1.6401881227299806,-63.31044526868322,70.7065937031826,-0.0994832791700199,7.480475489257764,-70.55466156529228,49.544601080442774,43.663494589342314,11.216113263045404
 Johnson Controls-Hitachi AirConditioning Spain,34. Yutaki S (N1) & S Combi (NW1) 220L 6HP R410A,01. RAS-6WHVNPE RWM-6.0N1E - Heating Only,08.02.2022,Outdoor Air/Water,Regulated,1.0,16.0,14.0,R410A,"3,400 kg",39.0,60,39.0,60,-7.0,-10.0,55.0,13.0,0.0,13.0,0.0,162.0,134.0,4.12,,,11200,,5773,,1.94,,-114.5945914782039,-0.0003706824803547,0.5179535227839582,114.52373521517906,320.59486999005173,-0.0490945726978194,5.5119200259602055,-320.3768112124686,,,,,320.59486999005173,-0.0490945726978194,5.5119200259602055,-320.3768112124686,67.8965608281979,63.312669057368424,10.645497807878234
 Johnson Controls-Hitachi AirConditioning Spain,34. Yutaki S (N1) & S Combi (NW1) 220L 6HP R410A,02. RAS-6WHVNPE RWM-6.0N1E - with cooling kit,08.02.2022,Outdoor Air/Water,Regulated,1.0,16.0,14.0,R410A,"3,400 kg",39.0,60,39.0,60,-7.0,-10.0,55.0,13.0,0.0,13.0,0.0,163.0,135.0,4.15,5.23,7.87,11200,10500.0,5773,3251.0,1.94,3.23,-114.5945914782039,-0.0003706824803547,0.5179535227839582,114.52373521517906,320.59486999005173,-0.0490945726978194,5.5119200259602055,-320.3768112124686,70.65080817831718,-0.0040360123891247,-1.5980001147754566,-70.57667773049529,320.59486999005173,-0.0490945726978194,5.5119200259602055,-320.3768112124686,67.8965608281979,63.312669057368424,10.645497807878234
 Johnson Controls-Hitachi AirConditioning Spain,35. Yutaki S (N1) & S Combi (NW1) 220L 6HP R410A (3ph),01. RAS-6WHNPE RWM-6.0N1E - Heating Only,08.02.2022,Outdoor Air/Water,Regulated,1.0,16.0,14.0,R410A,"3,400 kg",39.0,60,39.0,60,-7.0,-10.0,55.0,19.0,0.0,19.0,0.0,161.0,134.0,4.11,,,11200,,5773,,1.94,,-114.5945914782039,-0.0003706824803547,0.5179535227839582,114.52373521517906,320.59486999005173,-0.0490945726978194,5.5119200259602055,-320.3768112124686,,,,,320.59486999005173,-0.0490945726978194,5.5119200259602055,-320.3768112124686,67.8965608281979,63.312669057368424,10.645497807878234
 Johnson Controls-Hitachi AirConditioning Spain,35. Yutaki S (N1) & S Combi (NW1) 220L 6HP R410A (3ph),02. RAS-6WHNPE RWM-6.0N1E - with cooling kit,08.02.2022,Outdoor Air/Water,Regulated,1.0,16.0,14.0,R410A,"3,400 kg",39.0,60,39.0,60,-7.0,-10.0,55.0,19.0,0.0,19.0,0.0,163.0,135.0,4.15,5.14,7.7,11200,10500.0,5773,3251.0,1.94,3.23,-114.5945914782039,-0.0003706824803547,0.5179535227839582,114.52373521517906,320.59486999005173,-0.0490945726978194,5.5119200259602055,-320.3768112124686,70.65080817831718,-0.0040360123891247,-1.5980001147754566,-70.57667773049529,320.59486999005173,-0.0490945726978194,5.5119200259602055,-320.3768112124686,67.8965608281979,63.312669057368424,10.645497807878234
 Johnson Controls-Hitachi AirConditioning Spain,36. Yutaki S (N1) 8.0HP R410A (3ph),01. RAS-8WHNPE  RWM-8.0N1E - Heating Only,08.02.2022,Outdoor Air/Water,Regulated,1.0,18.0,16.0,R410A,"5,000 kg",47.0,59,47.0,59,-7.0,-10.0,55.0,36.0,0.0,36.0,0.0,150.0,120.0,3.83,,,13800,,8364,,1.65,,209.99264596420585,0.0105090693623159,0.0400861536157944,-210.04708184328229,-284.6764141569339,-0.0460636721964812,5.022944440809073,284.80119841852564,,,,,-284.6764141569339,-0.0460636721964812,5.022944440809073,284.80119841852564,13.233315403747909,15.50092540169895,7.546738323312023
 Johnson Controls-Hitachi AirConditioning Spain,36. Yutaki S (N1) 8.0HP R410A (3ph),02. RAS-8WHNPE RWM-8.0N1E - with cooling kit,08.02.2022,Outdoor Air/Water,Regulated,1.0,18.0,16.0,R410A,"5,000 kg",47.0,59,47.0,59,-7.0,-10.0,55.0,36.0,0.0,36.0,0.0,152.0,122.0,3.83,4.29,5.4,13800,14000.0,8364,4487.0,1.65,3.12,209.99264596420585,0.0105090693623159,0.0400861536157944,-210.04708184328229,-284.6764141569339,-0.0460636721964812,5.022944440809073,284.80119841852564,70.64974113566615,-0.0025932828568441,-1.5217255282159616,-70.57774477314629,-284.6764141569339,-0.0460636721964812,5.022944440809073,284.80119841852564,13.233315403747909,15.50092540169895,7.546738323312023
 Johnson Controls-Hitachi AirConditioning Spain,37. Yutaki S (N1) 10.0HP R410A (3ph),01. RAS-10WHNPE  RWM-10.0N1E - Heating Only,08.02.2022,Outdoor Air/Water,Regulated,1.0,20.0,18.0,R410A,"5,300 kg",47.0,60,47.0,60,-7.0,-10.0,55.0,36.0,0.0,36.0,0.0,141.0,116.0,3.6,,,15600,,9455,,1.65,,-21.70531027232986,0.0078862086265576,0.1529686942364822,21.64702735201483,70.1311455203008,-0.044315215702413,4.80040845950353,-70.01030921227142,,,,,70.1311455203008,-0.044315215702413,4.80040845950353,-70.01030921227142,8.050569002169402,5.963607304385559,5.578999788843167
 Johnson Controls-Hitachi AirConditioning Spain,37. Yutaki S (N1) 10.0HP R410A (3ph),02. RAS-10WHNPE RWM-10.0N1E - with cooling kit,08.02.2022,Outdoor Air/Water,Regulated,1.0,20.0,18.0,R410A,"5,300 kg",47.0,60,47.0,60,-7.0,-10.0,55.0,36.0,0.0,36.0,0.0,142.0,118.0,3.6,4.06,5.44,15600,17500.0,9455,6228.0,1.65,2.81,-21.70531027232986,0.0078862086265576,0.1529686942364822,21.64702735201483,70.1311455203008,-0.044315215702413,4.80040845950353,-70.01030921227142,72.86786196243342,-0.0101398841778126,-1.4347428972590284,-72.79703680172035,70.1311455203008,-0.044315215702413,4.80040845950353,-70.01030921227142,8.050569002169402,5.963607304385559,5.578999788843167
 Johnson Controls-Hitachi AirConditioning Spain,Yutaki M 4.0HP R32 (mono),RASM-4VR1E - heating only,14.10.2022,Outdoor Air/Water,Regulated,1.0,11.0,11.0,R32,"2,600 kg",,61,,61,-7.0,-10.0,35.0,15.0,0.0,15.0,0.0,175.0,132.0,4.45,,,9700,,4042,,2.4,,219.477687446714,0.0103020922921617,0.1168652130087707,-219.52685208356905,212.8462688083553,-0.087355212745953,7.154228596587198,-212.69238098087385,,,,,212.8462688083553,-0.087355212745953,7.154228596587198,-212.69238098087385,11.062677129773151,6.188879790833863,13.14349485232418
 Johnson Controls-Hitachi AirConditioning Spain,Yutaki M 4.0HP R32 (mono),RASM-4VR1E - with cooling kit,14.10.2022,Outdoor Air/Water,Regulated,1.0,11.0,11.0,R32,"2,600 kg",,61,,61,-7.0,-10.0,35.0,15.0,0.0,15.0,0.0,177.0,133.0,4.45,4.58,7.91,9700,11000.0,4042,3264.0,2.4,3.37,219.477687446714,0.0103020922921617,0.1168652130087707,-219.52685208356905,212.8462688083553,-0.087355212745953,7.154228596587198,-212.69238098087385,83.82839109079042,-0.0205177410707701,-0.933625240685612,-83.77093115939907,212.8462688083553,-0.087355212745953,7.154228596587198,-212.69238098087385,11.062677129773151,6.188879790833863,13.14349485232418
 Johnson Controls-Hitachi AirConditioning Spain,Yutaki M 4.0HP R32 (tri),RASM-4R1E - heating only,14.10.2022,Outdoor Air/Water,Regulated,1.0,11.0,11.0,R32,"2,600 kg",,61,,61,-7.0,-10.0,35.0,29.0,0.0,29.0,0.0,166.0,125.0,4.24,,,9700,,4042,,2.4,,-38.89594583641584,0.0112155660740377,0.085308129671291,38.84958086426824,38.474032395960506,-0.0789255782389797,6.640550006913588,-38.35438476410789,,,,,38.474032395960506,-0.0789255782389797,6.640550006913588,-38.35438476410789,6.739218275438131,6.698481715107624,12.42863162217654
 Johnson Controls-Hitachi AirConditioning Spain,Yutaki M 4.0HP R32 (tri),RASM-4R1E - with cooling kit,14.10.2022,Outdoor Air/Water,Regulated,1.0,11.0,11.0,R32,"2,600 kg",,61,,61,-7.0,-10.0,35.0,29.0,0.0,29.0,0.0,170.0,127.0,4.24,4.42,7.88,9700,11000.0,4042,3313.0,2.4,3.32,-38.89594583641584,0.0112155660740377,0.085308129671291,38.84958086426824,38.474032395960506,-0.0789255782389797,6.640550006913588,-38.35438476410789,-76.46720522163159,-0.0219883285950794,-1.009475106183907,76.5270601692873,38.474032395960506,-0.0789255782389797,6.640550006913588,-38.35438476410789,6.739218275438131,6.698481715107624,12.42863162217654
