Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_ref [W],P_th_ref [W],COP_ref,p1_P_th [1/°C],p2_P_th [1/°C],p3_P_th [-],p1_P_el [1/°C],p2_P_el [1/°C],p3_P_el [-],p1_COP [-],p2_COP [-],p3_COP [-]
Advantix ,i-SHWAK V4 06,2020-05-26,Outdoor Air/Water,Regulated,1.0,R410a,2.68,35.0,64.0,11.0,average,2866.0,4500.0,1.57,-0.023538355593005617,-0.0106475645436453,1.284505386874436,-0.02555642526929812,0.008232033842554384,0.22076825460641566,0.14163714685839135,-0.04259416053306359,4.8621942543196806
Advantix ,i-SHWAK V4 08,2020-05-26,Outdoor Air/Water,Regulated,1.0,R410a,2.2,35.0,64.0,11.0,average,2907.0,5000.0,1.72,-0.013904040555392615,-0.0015330076001082798,0.9238612781976104,-0.02395362796691104,0.010072447561318507,0.16939985825543338,0.14561100860024606,-0.03924362794603907,4.8068611811176165
Advantix ,i-SHWAK V4 10,2020-05-26,Outdoor Air/Water,Regulated,1.0,R410a,3.45,39.0,64.0,11.0,average,3333.0,5500.0,1.65,-0.010241640881372359,-0.00751056420402971,1.2303850239619578,-0.024239305795113363,0.009812651043801196,0.1931472525103896,0.16995760340577873,-0.07305189894186788,6.208807414610039
Advantix ,i-SHWAK V4 12,2020-05-26,Outdoor Air/Water,Regulated,1.0,R410a,3.45,39.0,65.0,11.0,average,3350.0,6700.0,2.0,-0.010427837682316242,0.001135767083594857,0.8575300652551789,-0.02321819931570768,0.011195424401409559,0.18384635694085044,0.12311116617431875,-0.07741840166667187,6.435368475681724
Advantix ,i-SHWAK V4 14,2020-05-26,Outdoor Air/Water,Regulated,1.0,R410a,4.4,40.0,68.0,11.0,average,5167.0,9300.0,1.8,-0.02215426705494199,-0.0043716783474945795,0.96437551767237,-0.028868541352991755,0.00863583546198203,0.2201158937723038,0.15713051832787067,-0.05966991310390725,5.518696448799263
Advantix ,i-SHWAK V4 16,2020-05-26,Outdoor Air/Water,Regulated,1.0,R410a,4.6,40.0,68.0,11.0,average,5515.0,9100.0,1.65,-0.009920080645928092,-0.0009008191822355577,0.9104661656108812,-0.02273549810284804,0.01144461849455886,0.10885360590959724,0.16314167537677576,-0.04730672678430349,5.150172869391708
Airwell Residential,PAC BT MB 10KW H11,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,3.6,,67.0,17.0,average,5026.0,9700.0,1.93,-0.03475099371644669,0.006231796212323313,0.4499362564320718,-0.02860047766463452,0.014173102739983703,-0.039953889044477456,0.10380456288843028,-0.054904984726921284,5.534042879878394
Airwell Residential,PAC BT MB 12KW H11,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,3.6,,,17.0,average,5026.0,9700.0,1.93,-0.049821970921092563,-0.006082819005201075,0.9930098840635216,-0.03597805494968753,0.009186122045332258,0.1808973620349993,0.1148683280460124,-0.0941987305401378,7.212292214156132
Airwell Residential,PAC BT MB 14KW H11,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,3.6,,,17.0,average,5707.0,11700.0,2.05,-0.047650008577485616,-0.004784522466336273,0.9124395709980898,-0.03853260509995851,0.007949911263429692,0.237571549896816,0.15338465346247485,-0.10645986715035988,7.718961646174952
Airwell Residential,PAC BT MB 16KW H11,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,3.6,,,17.0,average,6089.0,12300.0,2.02,-0.049652835889472204,-0.006812486520344482,1.0085739058475554,-0.038666113171729986,0.0073995128495646404,0.2656627461015734,0.1284654162368406,-0.09962179671735463,7.367370305330121
Airwell Residential,PAC BT MB 12KW H13,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,3.6,,70.0,27.0,average,4922.0,9500.0,1.93,-0.04441869695029961,-0.006290127109115803,0.9993201376492724,-0.035009842333625814,0.00916103164831273,0.1826239852245429,0.15002872083711705,-0.11996586576959414,8.238726112899881
Airwell Residential,PAC BT MB 14KW H13,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,3.6,,73.0,27.0,average,5743.0,11600.0,2.02,-0.04092951186658577,-0.0017980550826174812,0.7923459177405421,-0.03632832870765234,0.009163684997103079,0.18697335323883787,0.16445227441015384,-0.10497979814696896,7.656847600866524
Airwell Residential,PAC BT MB 16KW H13,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,3.6,,73.0,27.0,average,5879.0,11700.0,1.99,-0.04188029725073476,-0.0038312756865866533,0.893665757539249,-0.03621213297791627,0.008715683306056227,0.21343103718270576,0.16227374695209734,-0.09618142621802546,7.260778410229112
Airwell Residential,PAC BT MB 5KW H11,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,2.4,,64.0,16.0,average,2950.0,5900.0,2.0,-0.02092279063168938,0.015549700080545016,0.01964103033200108,-0.018657938391940347,0.02143198928475063,-0.3631167625457534,0.13800044834496888,-0.11949569602896284,8.27591298178821
Airwell Residential,PAC BT MB 7KW H11,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,2.4,,64.0,16.0,average,2950.0,5900.0,2.0,-0.04047127473472918,0.0008540914510767933,0.6694934577712961,-0.03235355435841338,0.012097005100036305,0.05024187262586839,0.1500738560590693,-0.11891674815694367,8.237504721688206
Airwell Residential,PAC BT MB 9KW H11,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,2.4,,,16.0,average,3889.0,7700.0,1.98,-0.04369959960215096,-0.0007055083299100303,0.7400251227548803,-0.040510170813982366,0.007113417357485894,0.2735154118726337,0.19122496704220576,-0.06593473043851343,6.0397189741761865
Airwell Residential,PAC-BT-UE-10KW-H11,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,3.9,35.0,70.0,19.0,average,5903.0,10920.0,1.85,-0.01894607297407124,-0.0048508829817311035,1.0504825190784195,-0.02858260215210803,0.010947266550243969,0.15321182690912946,0.2303309254958171,-0.09230653257825006,7.194378818141973
Airwell Residential,PAC-BT-UE-12KW-H11,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,3.9,35.0,69.0,19.0,average,4257.0,8600.0,2.02,-0.02098954953829926,-0.006661401829825914,1.134716553144778,-0.02916639903815365,0.009410052604994144,0.2157741595467013,0.2146969823024676,-0.07678548656350727,6.879311662993612
Airwell Residential,PAC-BT-UE-14KW-H11,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,3.9,35.0,67.0,19.0,average,4423.0,8580.0,1.94,-0.014785362615825578,0.00310370919762266,0.6201753156036631,-0.02497503027987836,0.013591004192472672,-0.01133480312222874,0.22385495236909936,-0.0860517310104116,7.130785919587049
Airwell Residential,PAC-BT-UE-16KW-H11,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,3.9,35.0,70.0,19.0,average,5742.0,10680.0,1.86,-0.015478146305012541,-0.0003659991309749417,0.8512818667709843,-0.0267545694093696,0.013126980799862957,0.060156166008491586,0.2529815670542713,-0.09092085278896242,7.1662188320367575
Airwell Residential,PAC-BT-UE-12KW-H13,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,3.9,,,19.0,average,5941.0,12120.0,2.04,-0.016156156739746186,0.00034094363851296106,0.8059652132408922,-0.025963939089206228,0.013463109089696956,0.04139366975328782,0.2536038481285989,-0.09482679723039683,7.608307684091648
Airwell Residential,PAC-BT-UE-14KW-H13,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,3.9,,,19.0,average,4872.0,9550.0,1.96,-0.016898144611264095,-0.00032460708339401286,0.8439929742717017,-0.02441507526182855,0.013828274128500012,0.024514708502667744,0.18958470248095396,-0.09105166518742852,7.298854531813943
Airwell Residential,PAC-BT-UE-16KW-H13,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,3.9,35.0,70.0,19.0,average,5602.0,11260.0,2.01,-0.016622396335022226,0.00042308251884010513,0.8101646769196021,-0.027325768619166264,0.013209240352492563,0.05765163252352817,0.282465779215105,-0.09239361031654067,7.512400127378278
Airwell Residential,PAC-BT-UE-4KW-H11,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,2.5,35.0,60.0,17.0,average,1394.0,2620.0,1.88,-0.017992129686207746,-0.0221327021692711,1.8867611902070565,-0.03521145577781073,0.0021436427542009173,0.5341291330789547,0.2462094088667348,-0.09812516865238756,7.742569741392245
Airwell Residential,PAC-BT-UE-6KW-H11,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,2.5,35.0,62.0,17.0,average,2472.0,4770.0,1.93,-0.017376973629615655,-0.0013077819674564804,0.8206591088517458,-0.02338772957956264,0.012646740981962468,0.03481748038994532,0.1520026725734374,-0.08945987069986404,7.12942370130073
Airwell Residential,PAC-BT-UE-8KW-H11,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,2.8,35.0,65.0,17.0,average,2994.0,5330.0,1.78,-0.010199007704395007,-0.000992203449861659,0.8430211565769291,-0.02603554632103487,0.0109409693056858,0.10317989484588297,0.21179740816913764,-0.08048814785397819,6.785489153202653
Airwell Residential,WELLEA MONOBLOC 12 KW 1PH,2020-01-17,Outdoor Air/Water,Regulated,1.0,R32,2.8,,68.0,9.0,average,5507.0,11290.0,2.05,-0.03612376370758758,0.004850087395363629,0.5055484426758993,-0.02853436526286672,0.01419848345717136,-0.02884177767327844,0.09060431644868412,-0.07377646990460575,6.28770104540041
Airwell Residential,WELLEA MONOBLOC 14 KW 1PH,2020-01-17,Outdoor Air/Water,Regulated,1.0,R32,2.8,,71.0,9.0,average,5941.0,12180.0,2.05,-0.04242031057766752,0.0003859461298561039,0.6998593612627484,-0.03334126805351758,0.011067245970943478,0.10568219794927647,0.09710533191780524,-0.07258069148673553,6.277592608020326
Airwell Residential,WELLEA MONOBLOC 16 KW 1PH,2020-01-17,Outdoor Air/Water,Regulated,1.0,R32,2.8,,71.0,9.0,average,6324.0,12900.0,2.04,-0.048358572307086865,-0.004130223107905825,0.8960182441144956,-0.03904725589804362,0.007347179168162105,0.2666567123061592,0.11696358649796244,-0.07661039789291572,6.4391098748260855
Airwell Residential,WELLEA MONOBLOC 14 KW 3PH,2020-01-17,Outdoor Air/Water,Regulated,1.0,R32,2.8,,71.0,9.0,average,5941.0,12180.0,2.05,-0.04630447284066844,0.0004937373361466841,0.6538167396473351,-0.03571469260871436,0.010261635324156951,0.11782242960675593,0.1184613909353021,-0.04888751675695815,5.408393520246875
Airwell Residential,WELLEA MONOBLOC 5KW,2020-01-17,Outdoor Air/Water,Regulated,1.0,R32,2.0,,61.0,9.0,average,2959.0,5830.0,1.97,-0.04201882521637595,0.0004330428509295363,0.6941440197023871,-0.030570274295807238,0.01268800101787943,0.0250196329989668,0.0893740160859716,-0.08837598001228822,6.897615256621555
Airwell Residential,WELLEA MONOBLOC 9KW,2020-01-17,Outdoor Air/Water,Regulated,1.0,R32,2.0,,67.0,9.0,average,3519.0,6580.0,1.87,-0.05051320696694001,-0.0070172419439854935,1.0240169557224708,-0.03598653650723774,0.009113783897541212,0.17594447604089936,0.12349712822401095,-0.10733674787134334,7.684960759589402
Airwell Residential,AW-YHPS04-H91 + AW-WHPS0406-N91,2020-04-22,Outdoor Air/Water,Regulated,1.0,R32,1.55,43.0,61.0,15.0,average,2655.0,5310.0,2.0,-0.04566802372716923,-0.0017462706813582,0.7725968345152711,-0.03463358528171055,0.010894206878241544,0.09310395179628916,0.1677151746384649,-0.11429931089441465,8.189535700760867
Airwell Residential,AW-YHPS08-H91 + AW-WHPS0810-N91,2020-04-22,Outdoor Air/Water,Regulated,1.0,R32,1.65,43.0,63.0,14.0,average,3470.0,7010.0,2.02,-0.05121815386028149,-0.006113424638363183,0.9655537372735508,-0.03644139726148938,0.00944232222070511,0.1630875427954858,0.12459301793912934,-0.1282665186953576,8.658086017365942
Airwell Residential,AW-YHPS04-H91 + AW-WHPST0410-N91,2020-04-22,Outdoor Air/Water,Regulated,1.0,R32,1.55,39.0,61.0,15.0,average,2029.0,4260.0,2.1,-0.030334383771971136,0.006263715869012717,0.4771227158166681,-0.023018192141500436,0.017638151380262774,-0.1657182099839327,0.10746956107542227,-0.10404824552482024,7.7567649761517
Airwell Residential,AW-YHPS06-H91 + AW-WHPST0410-N91,2020-04-22,Outdoor Air/Water,Regulated,1.0,R32,1.55,39.0,62.0,15.0,average,2474.0,5170.0,2.09,-0.04151594497703243,-0.0018217116465463032,0.7768343019269512,-0.030748434502217037,0.0122660635426049,0.03843922801506317,0.11353380751767647,-0.11786630438235915,8.348035886831715
Airwell Residential,AW-YHPS08-H91 + AW-WHPST0410-N91,2020-04-22,Outdoor Air/Water,Regulated,1.0,R32,1.65,39.0,63.0,15.0,average,3300.0,6700.0,2.03,-0.04776402113754077,-0.004102772550433265,0.8934680744262256,-0.03332344841161256,0.011255406917626769,0.08556079022584999,0.11425195636988313,-0.1318543844399162,8.888862617827535
Airwell Residential,AW-YHPS10-H91 + AW-WHPST0410-N91,2020-04-22,Outdoor Air/Water,Regulated,1.0,R32,1.65,39.0,65.0,15.0,average,3342.0,7520.0,2.25,-0.05025311256466329,-0.005954535378995398,0.9759852816718408,-0.03769308851418197,0.008664080726324856,0.21201544916627305,0.14740668250479247,-0.13707923358455076,9.308675265702156
ait-deutschland,alpha innotec L12 Split-HT 12,2020-04-29,Outdoor Air/Water,Regulated,1.0,R410a,2.9,35.0,58.0,15.0,average,4472.0,8900.0,1.99,-0.037941261575916665,-0.008014244949043287,1.088059366537948,-0.034120718510232025,0.007299237421000077,0.2644470513369681,0.15318082082236487,-0.07409277965853263,6.484556427883788
ait-deutschland,alpha innotec L6 Split-HT 6,2020-04-29,Outdoor Air/Water,Regulated,1.0,R410a,1.5,35.0,51.0,12.0,average,2500.0,4700.0,1.88,-0.021337285618095368,0.003169098947731025,0.5854235743989035,-0.026229025305292603,0.01346776487817222,-0.023952829118645786,0.17328186089255526,-0.1021325698701946,7.704320576163992
ait-deutschland,alpha innotec L8 Split-HT 12,2020-04-29,Outdoor Air/Water,Regulated,1.0,R410a,2.6,35.0,55.0,15.0,average,3247.0,6300.0,1.94,-0.03759009247015874,-0.008286589265975775,1.1068930199944145,-0.03263251278314958,0.007983830089151468,0.2389073005766895,0.13313339071766567,-0.07706016310057932,6.500476239343662
ait-deutschland,LW 101,2019-10-08,Outdoor Air/Water,On-Off,4.0,R407c,4.8,,,10.0,average,3438.0,6980.0,2.03,0.0335671729132799,-0.002969590446397617,1.393083104967031,0.000802648302514871,0.012821166628937385,0.32406056842819164,0.09151349529066784,-0.0546264940760304,5.406238500346207
ait-deutschland,LW 121,2019-10-08,Outdoor Air/Water,On-Off,4.0,R407c,5.8,,,10.0,average,4183.0,8700.0,2.08,0.032576067096600304,-0.003637508749613189,1.4048449675191088,0.0009542507683149488,0.013394878573556371,0.294488723341072,0.09236536946719508,-0.0600845988806139,5.7021292933859415
ait-deutschland,LW 140 (L),2019-10-08,Outdoor Air/Water,On-Off,4.0,R407c,10.2,58.0,,10.0,average,4815.0,10400.0,2.16,0.025285533904840767,-0.0028193514874909954,1.3350985310232522,-0.002009248748344595,0.01343697756683084,0.2881009604249987,0.09464847696426862,-0.059799396574795737,5.755584587883682
ait-deutschland,LW 180 (L),2019-10-08,Outdoor Air/Water,Regulated,1.0,R407c,6.8,59.0,,10.0,average,6588.0,12780.0,1.94,-0.01244027794105358,-0.003886584406293732,1.227513986572789,-0.019684945845919337,0.014093148617221569,0.1626936572320451,0.10942983113886652,-0.07656001923112153,6.334996252083764
ait-deutschland,LW 251 (L),2019-10-08,Outdoor Air/Water,Regulated,1.0,R407c,9.8,63.0,,10.0,average,9266.0,19180.0,2.07,-0.011954252381166472,2.715948140470247e-05,1.0119698732469828,-0.019685251843642167,0.01401383536145697,0.15915638669459053,0.11309349441599666,-0.06333684180206715,5.825126706185889
ait-deutschland,LW 300A-LUX 2.0,2020-07-20,Outdoor Air/Water,Regulated,1.0,Other,10.0,,68.0,38.0,average,10231.0,20360.0,1.99,0.007983823069870647,0.00123915065269995,0.8832857173370813,-0.011255626690564402,0.012081965805063448,0.19456143091482964,0.09343156804413356,-0.04866655320291715,4.937152278195809
ait-deutschland,LW 310 (L),2019-10-08,Outdoor Air/Water,Regulated,1.0,Other,10.0,68.0,,10.0,average,11704.0,23760.0,2.03,-0.013168402333676185,-0.0016276663803308105,1.1078800864563842,-0.019658311905534544,0.012609457711924902,0.2321371338814204,0.0930332608574606,-0.05746574691713426,5.4910186372753635
ait-deutschland,LWC 100,2019-09-06,Outdoor Air/Water,On-Off,4.0,Other,4.1,55.0,,10.0,average,3896.0,7830.0,2.01,0.03638945493863036,-0.004028980733098582,1.4408904638622442,0.002416508370506681,0.012863793558797305,0.3366632288418823,0.08717323378809502,-0.05630089241368085,5.3852368584619486
ait-deutschland,LWC 120,2019-09-06,Outdoor Air/Water,On-Off,4.0,Other,4.5,55.0,,10.0,average,4642.0,8820.0,1.9,0.03458921066454358,-0.004157124746226561,1.4485679508513194,0.0001860464024724836,0.01258414333272502,0.323689418930506,0.09152818070948993,-0.054292298285422175,5.255949121078172
ait-deutschland,LWC 60,2019-09-06,Outdoor Air/Water,On-Off,4.0,R407c,2.95,55.0,,10.0,average,2188.0,4420.0,2.02,0.038356988102319335,-0.003714142039698643,1.4549626358056174,0.0022365496182706144,0.01237597518459335,0.3555390627884389,0.09371824233279737,-0.0534992835080923,5.3585240223120945
ait-deutschland,LWC 80,2019-09-06,Outdoor Air/Water,On-Off,4.0,R407c,3.2,55.0,55.0,10.0,average,2870.0,5940.0,2.07,0.029850771138401126,-0.003249411719551603,1.3813790779935025,-0.00026436437906393416,0.012612468153098692,0.32926192638625906,0.08888357500737849,-0.055112734419870864,5.450907733046564
ait-deutschland,LWD 50A-HMD,2017-05-12,Outdoor Air/Water,On-Off,4.0,R290,0.95,,57.0,15.0,average,2010.0,4000.0,1.99,0.04288191492242622,-0.0073665928066617955,1.6625149255001728,0.0011467617368624867,0.013836047769825556,0.2661433361304997,0.119638438423464,-0.07326532507882583,6.436011015108662
ait-deutschland,LWD 50A/RX-HMD,2020-11-24,Outdoor Air/Water,On-Off,4.0,R290,2.1,,57.0,15.0,average,1803.0,4110.0,2.28,0.040197286028025817,-0.004262074076400558,1.4668888548353969,0.004354077393663799,0.011021614248172506,0.4463669489340548,0.09380644680400564,-0.05239897362738658,5.500392154627382
ait-deutschland,LWD 50A/SX-HMD,2020-11-24,Outdoor Air/Water,On-Off,4.0,R290,0.95,,58.0,10.0,average,1803.0,4110.0,2.28,0.038048314476315424,-0.0053519484021846715,1.5243442716434048,0.0005245457922227131,0.009417230551402294,0.516654221580472,0.10630287368466054,-0.04922071691611738,5.392402085601996
ait-deutschland,LWD 70A-HMD,2017-05-12,Outdoor Air/Water,On-Off,4.0,R290,1.1,,57.0,15.0,average,2624.0,5800.0,2.21,0.042367256230238286,-0.004255654125455972,1.450588920913653,0.0018527217564101254,0.012884830193089144,0.32494204267243915,0.12190452473876652,-0.06159763908891607,5.9732530070958125
ait-deutschland,LWD 70A/RX-HMD,2020-11-24,Outdoor Air/Water,On-Off,4.0,R290,2.2,,57.0,15.0,average,2447.0,5580.0,2.28,0.037514470193707,-0.004770153666302545,1.476221773697941,0.0023808212898226593,0.010880923133958336,0.4469161446957558,0.09843208811063152,-0.05349248103610466,5.548041726996868
ait-deutschland,LWD 70A/SX-HMD,2020-11-24,Outdoor Air/Water,On-Off,4.0,R290,1.1,,58.0,10.0,average,2702.0,5810.0,2.15,0.04174600823538425,-0.004258815510748097,1.4514475443753354,0.0023277867679132266,0.008734532314641733,0.5310276983665864,0.0970829144821898,-0.041129205193754285,4.845276227633312
ait-deutschland,LWD 90A-HMD,2017-05-12,Outdoor Air/Water,On-Off,4.0,R290,1.17,,62.0,15.0,average,3064.0,7200.0,2.35,0.03152547459043787,-0.0019350317146221933,1.29471922080283,0.001615385448069701,0.011905019457292795,0.3910836920151025,0.09173928847026884,-0.050889050880054375,5.429473614355941
ait-deutschland,LWDV 91-1/3-HDV 12-3,2019-08-27,Outdoor Air/Water,Regulated,1.0,R290,1.05,,54.0,22.0,average,3228.0,7070.0,2.19,-0.034420069244452754,-0.003244801143910436,0.8976750624413017,-0.034588383182655974,0.007128320561760706,0.25113949283249004,0.1994253473463176,-0.06826972208490116,6.952532980244322
ait-deutschland,LWCV 122R3,2019-03-27,Outdoor Air/Water,Regulated,1.0,R410a,3.6,47.0,,20.0,average,3807.0,8300.0,2.18,-0.017753060116900227,-0.005497485386734725,1.0200876741926146,-0.031294982772027094,0.00589438937896446,0.35917180138542737,0.16479301768525084,-0.07504238566858794,6.584056445459321
ait-deutschland,LWCV 82R1/3,2019-03-27,Outdoor Air/Water,Regulated,1.0,R410a,3.0,48.0,,31.0,average,2182.0,5040.0,2.31,-0.02973001607750108,-0.0076951068862483145,1.1448640380257158,-0.03131754910028405,0.007699845697178674,0.299386146267122,0.1547054276067676,-0.08854015518452395,7.378348837407827
ait-deutschland,SWCV 122(H)(K)3 (3~400V),2017-05-12,Brine/Water,Regulated,2.0,R407c,2.0,44.0,,7.0,average,3491.0,11100.0,3.18,-0.035939683566908416,0.003362109933369709,0.5541352824435143,-0.02494337907928688,0.014125121211452084,0.005288453623041543,0.011724763789457087,-0.08606468341740843,7.6924368192256285
ait-deutschland,SWCV 162(H)(K)3,2017-05-12,Brine/Water,Regulated,2.0,R407c,2.2,44.0,,7.0,average,4733.0,14200.0,3.0,-0.034277184980207064,-0.0006530271355015321,0.7445306312699285,-0.02594164446925688,0.011181699715180795,0.13078569887420285,0.03216462189274071,-0.08637145849693281,7.655192709339807
ait-deutschland,SWCV 62(H)(K)3,2017-05-12,Brine/Water,Regulated,2.0,R407c,1.16,44.0,,7.0,average,1634.0,5000.0,3.06,-0.04065912067684036,-0.0007230574470895487,0.7321620221126413,-0.027996644542352185,0.012035667891058584,0.09437539107651696,0.012362870024141395,-0.09685981824658467,8.036286207141831
ait-deutschland,SWCV 92(H)(K)3 (3~ 400V),2019-03-29,Brine/Water,Regulated,2.0,R407c,1.25,47.0,,12.0,average,2236.0,6620.0,2.96,-0.04878976833194668,-0.006587914916006056,0.9969216495958984,-0.03605661471908205,0.007215938985793014,0.3063702843857044,0.03701514765179295,-0.10194881559145316,8.182437519174933
ait-deutschland,WWC 100H/X,2019-09-06,Water/Water,On-Off,6.0,R407c,2.95,53.0,,10.0,average,2866.0,10090.0,3.52,0.00022707501709033496,-0.004411959515636621,1.2373381000117438,0.00030185084419424786,0.0151922679190893,0.18893890060279853,0.003736462031009377,-0.11604172724704732,9.525856757009112
ait-deutschland,WWC 130H/X,2019-09-06,Water/Water,On-Off,6.0,R407c,3.5,53.0,,10.0,average,3273.0,11880.0,3.63,0.0002095325704782103,-0.004222526054676857,1.2266971139140004,0.0002716292858224993,0.013869846912329238,0.25909732461664386,0.002880321783902612,-0.1044046749692609,9.052579575825462
ait-deutschland,WWC 160H/X,2019-09-06,Water/Water,On-Off,6.0,R407c,3.95,53.0,,7.0,average,3748.0,13530.0,3.61,-0.00047319228296552725,-0.004027138666520072,1.209009981118773,0.002255557879467503,0.014932295243214813,0.2363452516522545,-0.014793795925122132,-0.10771872069067384,8.977109309480324
ait-deutschland,WWC 190H/X,2019-09-06,Water/Water,On-Off,6.0,R407c,4.3,53.0,,10.0,average,4573.0,16600.0,3.63,0.0002332266293463213,-0.005030912051748541,1.2701634772508616,1.28924033945349e-05,0.014031293369442671,0.24983450279040945,0.005769154338049749,-0.11086561812417392,9.392063582836599
ait-deutschland,WWC 220H/X,2019-09-06,Water/Water,On-Off,6.0,R407c,4.5,56.0,,10.0,average,5643.0,20540.0,3.64,-0.0007289600849040425,-0.0035128893884003405,1.1773478288365116,0.0043825065114551035,0.01852149117071597,0.06743827319302867,-0.0337773385632935,-0.1411863392246558,10.502751095819047
Argoclima ,AIM06EMX,2018-10-10,Outdoor Air/Water,Regulated,1.0,R410a,1.3,,65.0,5.0,average,1824.0,3100.0,1.7,-0.054962615720476816,-0.01524968495788944,1.4125448173846022,-0.04341837029506482,0.0027679005309891244,0.4662886579929325,0.1301590957537677,-0.07703564491730656,6.130043458748647
Argoclima ,AIM08EMX,2018-10-10,Outdoor Air/Water,Regulated,1.0,R410a,1.46,,69.0,5.0,average,2661.0,4870.0,1.83,-0.05037622679156989,-0.00936933203636671,1.1223608884754228,-0.03565207455973347,0.008391874401302568,0.21751225485172115,0.11825535109759475,-0.08601023125196759,6.588957969880028
Argoclima ,AIM11EMX,2018-10-10,Outdoor Air/Water,Regulated,1.0,R410a,2.5,,69.0,5.0,average,3772.0,6110.0,1.62,-0.028173953927913768,-0.0020263426940825948,0.8973969384149026,-0.027705805555251352,0.011520162463136486,0.08368610297223035,0.17492307011101513,-0.062429292510363874,5.690026184655199
Argoclima ,AIM14EMX3PH,2018-10-10,Outdoor Air/Water,Regulated,1.0,R410a,3.1,,70.0,5.0,average,5329.0,8420.0,1.58,-0.03173273591592805,-0.00019981039573170768,0.7457537230890771,-0.027895490338637842,0.012913140556228116,0.0011367394776714555,0.15541831778642778,-0.08033237697389148,6.301211345655023
Argoclima ,AUAH + AEI1G50EMX,2019-02-21,Outdoor Air/Water,Regulated,1.0,R410a,1.3,46.0,65.0,5.0,average,1720.0,3010.0,1.75,-0.02350057668357404,0.008808973797205388,0.33176912538329384,-0.02674867966013832,0.01497413935971918,-0.07547612674742532,0.1643304821359716,-0.07420449435023098,6.039372806210082
Argoclima ,AUBH + AEI1G65EMX,2019-02-21,Outdoor Air/Water,Regulated,1.0,R410a,2.7,46.0,65.0,5.0,average,2503.0,3980.0,1.59,-0.04508732156031532,-0.009813267395066752,1.2052497574931598,-0.03601434030250149,0.007687072254329072,0.24894251952212795,0.16268339516280952,-0.07598112260887885,6.146209206610397
Argoclima ,AUCH + AEI1G110BEMX,2019-02-21,Outdoor Air/Water,Regulated,1.0,R410a,3.38,46.0,69.0,5.0,average,4052.0,6280.0,1.55,-0.042382733027789936,-0.007557542936115782,1.0683609957459903,-0.037761163852889884,0.006777097704315017,0.2688644692181424,0.17817468285151214,-0.07375316721192855,6.0191537329297455
Argoclima ,AUCH + AEI1G80BEMX,2019-02-21,Outdoor Air/Water,Regulated,1.0,R410a,2.99,46.0,69.0,5.0,average,3072.0,5100.0,1.66,-0.0435004345273244,-0.006668898419142779,1.0067400020428816,-0.03526578343574345,0.00844530093374333,0.20169398601944874,0.14252790527016596,-0.07575868831365785,6.062857241693393
Argoclima ,AUDH + AEI1G140EMX3PH,2019-02-21,Outdoor Air/Water,Regulated,1.0,R410a,4.4,46.0,70.0,5.0,average,5412.0,8280.0,1.53,-0.040877921708670086,-0.01393601816557095,1.3912960557358598,-0.03236387038530353,0.007993026554311807,0.2276716103548856,0.12702667821399424,-0.08902409857131309,6.6656100140373
Ariston Thermo Group,AEROTOP MONO 11M-R,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,3.9,15.0,63.0,20.0,average,4424.0,10220.0,2.31,-0.03949281050245408,-0.00497793940082554,0.9350753588478784,-0.03298208903032823,0.00936300537853958,0.19486112644428025,0.11506773830635025,-0.11887876691730315,8.379970528710091
Ariston Thermo Group,AEROTOP SPLIT 11M-R,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,4.3,43.0,62.0,18.0,average,4401.0,10210.0,2.32,-0.0375376088811924,-0.003938126154950542,0.8907752857311151,-0.033175334641977534,0.009580071942751915,0.1811124903031735,0.1642501703852329,-0.10859858935822864,8.109450912840838
