Model,k1,k2,k3,k4,k5,k6,k7,k8,k9,Group
AW-YHPS08-H91 + AW-WHPS0810-N91,"-0,045737485176339","-0,005459249274647","0,86223333779304","-0,047681617707442","0,012354772396266","0,213391341943072","0,124593017939129","-0,128266518695358","8,65808601736594",1
AW-YHPS10-H91 + AW-WHPS0810-N91,"-0,045737485176339","-0,005459249274647","0,86223333779304","-0,047681617707442","0,012354772396266","0,213391341943072","0,124593017939129","-0,128266518695358","8,65808601736594",1
Sphera Evo Box 4.1,"-0,045737485176339","-0,005459249274647","0,86223333779304","-0,047681617707442","0,012354772396266","0,213391341943072","0,124593017939129","-0,128266518695358","8,65808601736594",1
Sphera Evo Box 5.1,"-0,045737485176339","-0,005459249274647","0,86223333779304","-0,047681617707442","0,012354772396266","0,213391341943072","0,124593017939129","-0,128266518695358","8,65808601736594",1
MHA-V8W/D2N8+SMK-80/CGN8,"-0,045737485176339","-0,005459249274647","0,86223333779304","-0,047681617707442","0,012354772396266","0,213391341943072","0,124593017939129","-0,128266518695358","8,65808601736594",1
MHA-V10W/D2N8+SMK-80/CGN8,"-0,045737485176339","-0,005459249274647","0,86223333779304","-0,047681617707442","0,012354772396266","0,213391341943072","0,124593017939129","-0,128266518695358","8,65808601736594",1
PUZ-WM112VAA(-BS) + EHPT20X-M*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112VAA(-BS) + EHPT20X-VM*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112VAA(-BS) + EHPT20X-YM*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112VAA(-BS) + ERPT20X-VM*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112VAA(-BS) + ERPT20X-M*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112VAA(-BS) + EHPX-M*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112VAA(-BS) + EHPX-VM*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112VAA(-BS) + EHPX-YM*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112VAA(-BS),"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112YAA(-BS) + EHPT20X-M*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112YAA(-BS) + EHPT20X-VM*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112YAA(-BS) + EHPT20X-YM*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112YAA(-BS) + ERPT20X-VM*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112YAA(-BS) + ERPT20X-M*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112YAA(-BS) + EHPX-M*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112YAA(-BS) + EHPX-VM*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112YAA(-BS) + EHPX-YM*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112YAA(-BS),"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112VAA(-BS) + EHPT30X-M*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112VAA(-BS) + EHPT30X-YM*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112VAA(-BS) + ERPT30X-VM*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112YAA(-BS) + EHPT30X-M*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112YAA(-BS) + EHPT30X-YM*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
PUZ-WM112YAA(-BS) + ERPT30X-VM*D,"-0,025491431177222","-0,00045725018339","0,788176620400503","-0,036494674737422","0,020681633719827","0,0053203486827","0,149160825311559","-0,125808850233924","8,8538663382006",1
AE120MXTPEH/EU & AE260TNWTEH/EU,"-0,031010695316889","-0,009588057875043","1,02477465033644","-0,039819055179979","0,007675784401947","0,355534788650066","0,112980993058725","-0,125491672355233","8,28459276150558",1
AE120MXTPGH/EU & AE260TNWTEH/EU,"-0,031010695316889","-0,009588057875043","1,02477465033644","-0,039819055179979","0,007675784401947","0,355534788650066","0,112980993058725","-0,125491672355233","8,28459276150558",1
AE120MXTPEH/EU & AE160MNYDEH/EU,"-0,031010695316889","-0,009588057875043","1,02477465033644","-0,039819055179979","0,007675784401947","0,355534788650066","0,112980993058725","-0,125491672355233","8,28459276150558",1
AE120MXTPGH/EU & AE160MNYDGH/EU,"-0,031010695316889","-0,009588057875043","1,02477465033644","-0,039819055179979","0,007675784401947","0,355534788650066","0,112980993058725","-0,125491672355233","8,28459276150558",1
AEROTOP MONO 09M-R,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
AEROTOP MONO 09M-RL,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT LITE 90 M-T LINK,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT LITE 90 M-T,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT PLUS 90 M-T LINK,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT PLUS 90 M-T,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
NIMBUS PLUS 90 M-T NET,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
NIMBUS POCKET 90 M-T NET,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
AEROTOP MONO 09M-CR,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT COMPACT 90 M-T LINK,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT FLEX 90 M-T - 300 LINK,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT FLEX 90 M-T LINK,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
NIMBUS COMPACT 90 M-T NET,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
NIMBUS FLEX 90 M-T - 300 NET,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
NIMBUS FLEX 90 M-T NET,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT COMPACT 90 M-T,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT FLEX 90 M-T - 300,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT FLEX 90 M-T,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
AEROTOP MONO 09M-RX,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
AEROTOP MONO 09M-RXL,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT LITE 90 M LINK,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT LITE 90 M,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT PLUS 90 M LINK,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT PLUS 90 M,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
NIMBUS PLUS 90 M NET,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
NIMBUS POCKET 90 M NET,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
AEROTOP MONO 09M-CRX,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT COMPACT 90 M LINK,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT FLEX 90 M LINK,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT FLEX 90 M - 300 LINK,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
NIMBUS COMPACT 90 M NET,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
NIMBUS FLEX 90 M NET,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
NIMBUS FLEX 90 M - 300 NET,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT COMPACT 90 M,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT FLEX 90 M,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT FLEX 90 M - 300,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ENERGION M PLUS 9,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ENERGION M PLUS 9 T,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ENERGION M LIGHT 9,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ENERGION M LIGHT 9 T,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ENERGION M FLEX 9 180 e,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ENERGION M FLEX 9 T 180 e,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ENERGION M FLEX 9 300 e,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ENERGION M FLEX 9 T 300 e,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ENERGION M COMPACT 9,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ENERGION M COMPACT 9 T,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ENERGION M HYBRIDall 9,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ENERGION M HYBRIDall 9 T,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ATAG p ENERGION M HYBRIDzone 9,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ATAG p ENERGION M HYBRIDzone 9 T,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ATAG i ENERGION M HYBRIDzone 9,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ATAG i ENERGION M HYBRIDzone 9 T,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
NIMBUS M HYBRID 9 NET,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
NIMBUS M HYBRID 9 T NET,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
NIMBUS M HYBRID FLEX 9 NET,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
NIMBUS M HYBRID FLEX 9 T NET,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
NIMBUS M HYBRID UNIVERSAL 9 NET,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
NIMBUS M HYBRID UNIVERSAL 9 T NET,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT M HYBRID 9 LINK,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT M HYBRID 9 T LINK,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT M HYBRID FLEX 9 LINK,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT M HYBRID FLEX 9 T LINK,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT M HYBRID UNIVERSAL 9 LINK,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
AEROTOP HYBRID MINI EVO 9,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
AEROTOP HYBRID UNIVERSAL 9,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT M HYBRID UNIVERSAL 9 T,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
NIMBUS M FLEX IN 9 NET,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
NIMBUS M FLEX IN 9 T NET,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT M FLEX IN 9 LINK,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
ARIANEXT M FLEX IN 9 T LINK,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
AEROTOP MONO BUILT-IN 09M-CRX,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
AEROTOP MONO BUILT-IN 09M-CR,"-0,033141703018787","-0,005500601268314","0,895950664416272","-0,039705945198048","0,012321415506144","0,240807979737505","0,116954720177777","-0,124267996312583","8,61112085262281",1
WH-ADC0309J3E5 / WH-UD07JE5,"-0,021058794522545","0,006701969628081","0,572099159769292","-0,035411480356506","0,035758546641123","-0,46770965807983","0,148148855839242","-0,123964860057478","8,60402106903844",1
WH-ADC0309J3E5B / WH-UD07JE5,"-0,021058794522545","0,006701969628081","0,572099159769292","-0,035411480356506","0,035758546641123","-0,46770965807983","0,148148855839242","-0,123964860057478","8,60402106903844",1
WH-ADC0309J3E5AN / WH-UD07JE5,"-0,021058794522545","0,006701969628081","0,572099159769292","-0,035411480356506","0,035758546641123","-0,46770965807983","0,148148855839242","-0,123964860057478","8,60402106903844",1
WH-ADC0309J3E5UK / WH-UD07JE5,"-0,021058794522545","0,006701969628081","0,572099159769292","-0,035411480356506","0,035758546641123","-0,46770965807983","0,148148855839242","-0,123964860057478","8,60402106903844",1
WH-SDC0709J3E5 / WH-UD07JE5,"-0,021058794522545","0,006701969628081","0,572099159769292","-0,035411480356506","0,035758546641123","-0,46770965807983","0,148148855839242","-0,123964860057478","8,60402106903844",1
WH-ADC0309J3E5C / WH-UD07JE5,"-0,021058794522545","0,006701969628081","0,572099159769292","-0,035411480356506","0,035758546641123","-0,46770965807983","0,148148855839242","-0,123964860057478","8,60402106903844",1
WH-ADC0309J3E5ANC / WH-UD07JE5,"-0,021058794522545","0,006701969628081","0,572099159769292","-0,035411480356506","0,035758546641123","-0,46770965807983","0,148148855839242","-0,123964860057478","8,60402106903844",1
WH-MDC07J3E5,"-0,02103231281706","0,006135817289876","0,589109470040722","-0,035367998491989","0,034828925654229","-0,439778757361522","0,148148855839242","-0,123964860057478","8,60402106903844",1
