T_in,LW 101,LW 101A,LW 121,LW 121A,LW 140 (L),LW 140A,LWC 100,LWC 120,LWC 60,LWC 80,LWD 50A-HMD,LWD 50A-HTD,LWD 50A/RX-HMD,LWD 50A/SX-HMD,LWD 50A/SX-HTD S,LWD 70A-HMD,LWD 70A-HTD,LWD 70A/RX-HMD,LWD 70A/RX-HTD,LWD 70A/SX-HMD,LWD 70A/SX-HTD S,LWD 90A-HMD,LWD 90A-HTD,AEROTOP T20,AEROTOP T20R,AEROTOP T26,AEROTOP T26R,AEROTOP T32,AEROTOP T32R,AEROTOP T35,AEROTOP T35R,CTC EcoAir 406 1x230V,CTC EcoAir 406 3x400V,CTC EcoAir 408 1x230V,CTC EcoAir 408 3x400V,CTC EcoAir 410 1x230V,CTC EcoAir 410 3x400V,CTC EcoAir 415 1x230V,CTC EcoAir 415 3x400V,CTC EcoAir 420 3x400V,F370 1x230,F370 3x400,F470 1x230,F470 3x400
-10,1.4719035277392472,1.4719035277392472,1.5063766613541185,1.5063766613541185,1.5270046267456086,1.5270046267456086,1.4330166712920187,1.4565459511027024,1.444875254431546,1.473095697534496,1.5174151380771113,1.5174151380771113,1.3492361623601623,1.291301395483023,1.291301395483023,1.474555003769778,1.474555003769778,1.3550603405069683,1.3550603405069683,1.2363558415107678,1.2363558415107678,1.4153536058323088,1.4153536058323088,1.2365875011400194,1.2365875011400194,1.4170583201589708,1.4170583201589708,1.4916656118550007,1.4916656118550007,1.444923110285642,1.444923110285642,1.4682366187104914,1.4682366187104914,1.4570621213426753,1.4570621213426753,1.4261611416360005,1.4261611416360005,1.3502369059410935,1.3502369059410935,1.346527213406986,1.2602153897500474,1.2602153897500474,1.2602153897500474,1.2602153897500474
-9,1.4729920910874825,1.4729920910874825,1.5076970839884856,1.5076970839884856,1.5242514856194984,1.5242514856194984,1.4362102649568733,1.4567976104645461,1.4478792885090759,1.4727379680714399,1.5190191679165619,1.5190191679165619,1.3547568386932056,1.2919306390459884,1.2919306390459884,1.4770857381873357,1.4770857381873357,1.3580587289735382,1.3580587289735382,1.2391450576840604,1.2391450576840604,1.4174526478541172,1.4174526478541172,1.2422760136966362,1.2422760136966362,1.4187910190691906,1.4187910190691906,1.4954743816496365,1.4954743816496365,1.4535828127340253,1.4535828127340253,1.480845894248606,1.480845894248606,1.467052229807943,1.467052229807943,1.435664023657703,1.435664023657703,1.3610018508683757,1.3610018508683757,1.3591103868372971,1.267184591695412,1.267184591695412,1.267184591695412,1.267184591695412
-8,1.474080654435718,1.474080654435718,1.5090175066228528,1.5090175066228528,1.5214983444933883,1.5214983444933883,1.4394038586217281,1.45704926982639,1.4508833225866058,1.4723802386083835,1.5206231977560125,1.5206231977560125,1.3602775150262492,1.2925598826089537,1.2925598826089537,1.4796164726048935,1.4796164726048935,1.3610571174401076,1.3610571174401076,1.2419342738573527,1.2419342738573527,1.4195516898759255,1.4195516898759255,1.2479645262532535,1.2479645262532535,1.4205237179794106,1.4205237179794106,1.4992831514442724,1.4992831514442724,1.462242515182409,1.462242515182409,1.4934551697867209,1.4934551697867209,1.4770423382732107,1.4770423382732107,1.4451669056794052,1.4451669056794052,1.3717667957956574,1.3717667957956574,1.3716935602676084,1.2741537936407767,1.2741537936407767,1.2741537936407767,1.2741537936407767
-7,1.4751692177839528,1.4751692177839528,1.5103379292572199,1.5103379292572199,1.5187452033672781,1.5187452033672781,1.442597452286583,1.4573009291882335,1.4538873566641357,1.4720225091453274,1.5222272275954631,1.5222272275954631,1.3657981913592925,1.293189126171919,1.293189126171919,1.482147207022451,1.482147207022451,1.3640555059066772,1.3640555059066772,1.244723490030645,1.244723490030645,1.4216507318977338,1.4216507318977338,1.2536530388098706,1.2536530388098706,1.4222564168896306,1.4222564168896306,1.5030919212389082,1.5030919212389082,1.4709022176307924,1.4709022176307924,1.5060644453248357,1.5060644453248357,1.4870324467384783,1.4870324467384783,1.4546697877011074,1.4546697877011074,1.3825317407229396,1.3825317407229396,1.3842767336979196,1.2811229955861412,1.2811229955861412,1.2811229955861412,1.2811229955861412
-6,1.4762577811321882,1.4762577811321882,1.5116583518915871,1.5116583518915871,1.515992062241168,1.515992062241168,1.4457910459514376,1.4575525885500773,1.4568913907416658,1.4716647796822713,1.5238312574349138,1.5238312574349138,1.3713188676923358,1.2938183697348844,1.2938183697348844,1.4846779414400086,1.4846779414400086,1.3670538943732469,1.3670538943732469,1.2475127062039375,1.2475127062039375,1.4237497739195422,1.4237497739195422,1.2593415513664876,1.2593415513664876,1.4239891157998505,1.4239891157998505,1.506900691033544,1.506900691033544,1.4795619200791759,1.4795619200791759,1.5186737208629506,1.5186737208629506,1.4970225552037462,1.4970225552037462,1.4641726697228097,1.4641726697228097,1.3932966856502218,1.3932966856502218,1.3968599071282308,1.2880921975315058,1.2880921975315058,1.2880921975315058,1.2880921975315058
-5,1.4773463444804236,1.4773463444804236,1.5129787745259544,1.5129787745259544,1.5132389211150579,1.5132389211150579,1.4489846396162924,1.457804247911921,1.4598954248191958,1.471307050219215,1.5254352872743644,1.5254352872743644,1.3768395440253793,1.2944476132978497,1.2944476132978497,1.4872086758575662,1.4872086758575662,1.3700522828398165,1.3700522828398165,1.25030192237723,1.25030192237723,1.4258488159413507,1.4258488159413507,1.265030063923105,1.265030063923105,1.4257218147100705,1.4257218147100705,1.51070946082818,1.51070946082818,1.4882216225275593,1.4882216225275593,1.5312829964010652,1.5312829964010652,1.5070126636690138,1.5070126636690138,1.473675551744512,1.473675551744512,1.4040616305775035,1.4040616305775035,1.409443080558542,1.2950613994768703,1.2950613994768703,1.2950613994768703,1.2950613994768703
-4,1.478434907828659,1.478434907828659,1.5142991971603215,1.5142991971603215,1.5104857799889477,1.5104857799889477,1.4521782332811473,1.4580559072737649,1.4628994588967257,1.4709493207561588,1.527039317113815,1.527039317113815,1.3823602203584227,1.295076856860815,1.295076856860815,1.4897394102751238,1.4897394102751238,1.3730506713063861,1.3730506713063861,1.2530911385505223,1.2530911385505223,1.4279478579631588,1.4279478579631588,1.2707185764797218,1.2707185764797218,1.4274545136202905,1.4274545136202905,1.5145182306228158,1.5145182306228158,1.4968813249759427,1.4968813249759427,1.54389227193918,1.54389227193918,1.5170027721342816,1.5170027721342816,1.4831784337662142,1.4831784337662142,1.4148265755047857,1.4148265755047857,1.4220262539888533,1.302030601422235,1.302030601422235,1.302030601422235,1.302030601422235
-3,1.4795234711768943,1.4795234711768943,1.5156196197946887,1.5156196197946887,1.5077326388628374,1.5077326388628374,1.455371826946002,1.4583075666356087,1.4659034929742556,1.4705915912931027,1.5286433469532656,1.5286433469532656,1.387880896691466,1.2957061004237804,1.2957061004237804,1.4922701446926814,1.4922701446926814,1.3760490597729558,1.3760490597729558,1.2558803547238147,1.2558803547238147,1.4300468999849674,1.4300468999849674,1.276407089036339,1.276407089036339,1.4291872125305103,1.4291872125305103,1.5183270004174514,1.5183270004174514,1.5055410274243262,1.5055410274243262,1.556501547477295,1.556501547477295,1.5269928805995492,1.5269928805995492,1.4926813157879164,1.4926813157879164,1.4255915204320677,1.4255915204320677,1.4346094274191645,1.3089998033675996,1.3089998033675996,1.3089998033675996,1.3089998033675996
-2,1.4806120345251297,1.4806120345251297,1.516940042429056,1.516940042429056,1.5049794977367272,1.5049794977367272,1.4585654206108567,1.4585592259974522,1.4689075270517855,1.4702338618300466,1.5302473767927163,1.5302473767927163,1.3934015730245095,1.2963353439867458,1.2963353439867458,1.494800879110239,1.494800879110239,1.3790474482395254,1.3790474482395254,1.2586695708971072,1.2586695708971072,1.4321459420067757,1.4321459420067757,1.282095601592956,1.282095601592956,1.4309199114407303,1.4309199114407303,1.5221357702120872,1.5221357702120872,1.5142007298727096,1.5142007298727096,1.5691108230154098,1.5691108230154098,1.536982989064817,1.536982989064817,1.5021841978096186,1.5021841978096186,1.4363564653593497,1.4363564653593497,1.4471926008494758,1.315969005312964,1.315969005312964,1.315969005312964,1.315969005312964
-1,1.4817005978733646,1.4817005978733646,1.518260465063423,1.518260465063423,1.502226356610617,1.502226356610617,1.4617590142757115,1.458810885359296,1.4719115611293156,1.4698761323669902,1.531851406632167,1.531851406632167,1.3989222493575528,1.2969645875497111,1.2969645875497111,1.4973316135277965,1.4973316135277965,1.3820458367060948,1.3820458367060948,1.2614587870703995,1.2614587870703995,1.434244984028584,1.434244984028584,1.2877841141495732,1.2877841141495732,1.4326526103509503,1.4326526103509503,1.525944540006723,1.525944540006723,1.522860432321093,1.522860432321093,1.5817200985535245,1.5817200985535245,1.5469730975300846,1.5469730975300846,1.511687079831321,1.511687079831321,1.4471214102866319,1.4471214102866319,1.459775774279787,1.3229382072583287,1.3229382072583287,1.3229382072583287,1.3229382072583287
0,1.4827891612216,1.4827891612216,1.5195808876977903,1.5195808876977903,1.499473215484507,1.499473215484507,1.4649526079405664,1.4590625447211398,1.4749155952068456,1.469518402903934,1.5334554364716175,1.5334554364716175,1.4044429256905961,1.2975938311126765,1.2975938311126765,1.4998623479453541,1.4998623479453541,1.3850442251726647,1.3850442251726647,1.2642480032436918,1.2642480032436918,1.4363440260503926,1.4363440260503926,1.2934726267061905,1.2934726267061905,1.4343853092611702,1.4343853092611702,1.529753309801359,1.529753309801359,1.5315201347694765,1.5315201347694765,1.5943293740916393,1.5943293740916393,1.5569632059953524,1.5569632059953524,1.5211899618530231,1.5211899618530231,1.4578863552139139,1.4578863552139139,1.4723589477100982,1.329907409203693,1.329907409203693,1.329907409203693,1.329907409203693
1,1.4838777245698354,1.4838777245698354,1.5209013103321576,1.5209013103321576,1.4967200743583968,1.4967200743583968,1.4681462016054212,1.4593142040829836,1.4779196292843755,1.469160673440878,1.5350594663110682,1.5350594663110682,1.4099636020236397,1.2982230746756418,1.2982230746756418,1.5023930823629117,1.5023930823629117,1.388042613639234,1.388042613639234,1.2670372194169843,1.2670372194169843,1.4384430680722007,1.4384430680722007,1.2991611392628073,1.2991611392628073,1.4361180081713902,1.4361180081713902,1.5335620795959948,1.5335620795959948,1.54017983721786,1.54017983721786,1.6069386496297542,1.6069386496297542,1.5669533144606203,1.5669533144606203,1.5306928438747254,1.5306928438747254,1.4686513001411958,1.4686513001411958,1.4849421211404095,1.3368766111490578,1.3368766111490578,1.3368766111490578,1.3368766111490578
2,1.4849662879180707,1.4849662879180707,1.5222217329665246,1.5222217329665246,1.4939669332322867,1.4939669332322867,1.471339795270276,1.4595658634448274,1.4809236633619054,1.4688029439778216,1.5366634961505188,1.5366634961505188,1.415484278356683,1.2988523182386071,1.2988523182386071,1.5049238167804693,1.5049238167804693,1.391041002105804,1.391041002105804,1.2698264355902769,1.2698264355902769,1.4405421100940092,1.4405421100940092,1.3048496518194246,1.3048496518194246,1.4378507070816102,1.4378507070816102,1.5373708493906306,1.5373708493906306,1.5488395396662433,1.5488395396662433,1.6195479251678688,1.6195479251678688,1.5769434229258878,1.5769434229258878,1.5401957258964276,1.5401957258964276,1.479416245068478,1.479416245068478,1.4975252945707207,1.3438458130944224,1.3438458130944224,1.3438458130944224,1.3438458130944224
3,1.486054851266306,1.486054851266306,1.523542155600892,1.523542155600892,1.4912137921061765,1.4912137921061765,1.4745333889351306,1.459817522806671,1.4839276974394355,1.4684452145147655,1.5382675259899694,1.5382675259899694,1.4210049546897263,1.2994815618015725,1.2994815618015725,1.5074545511980268,1.5074545511980268,1.3940393905723734,1.3940393905723734,1.272615651763569,1.272615651763569,1.4426411521158176,1.4426411521158176,1.3105381643760416,1.3105381643760416,1.4395834059918302,1.4395834059918302,1.5411796191852665,1.5411796191852665,1.5574992421146268,1.5574992421146268,1.6321572007059837,1.6321572007059837,1.5869335313911557,1.5869335313911557,1.5496986079181299,1.5496986079181299,1.49018118999576,1.49018118999576,1.510108468001032,1.3508150150397868,1.3508150150397868,1.3508150150397868,1.3508150150397868
4,1.4871434146145415,1.4871434146145415,1.5248625782352592,1.5248625782352592,1.4884606509800662,1.4884606509800662,1.4777269825999855,1.4600691821685148,1.4869317315169654,1.4680874850517094,1.53987155582942,1.53987155582942,1.4265256310227699,1.3001108053645378,1.3001108053645378,1.5099852856155844,1.5099852856155844,1.397037779038943,1.397037779038943,1.2754048679368615,1.2754048679368615,1.4447401941376259,1.4447401941376259,1.3162266769326587,1.3162266769326587,1.44131610490205,1.44131610490205,1.544988388979902,1.544988388979902,1.5661589445630102,1.5661589445630102,1.6447664762440986,1.6447664762440986,1.5969236398564233,1.5969236398564233,1.5592014899398325,1.5592014899398325,1.500946134923042,1.500946134923042,1.5226916414313432,1.3577842169851513,1.3577842169851513,1.3577842169851513,1.3577842169851513
5,1.4882319779627764,1.4882319779627764,1.5261830008696262,1.5261830008696262,1.485707509853956,1.485707509853956,1.4809205762648403,1.4603208415303586,1.4899357655944954,1.4677297555886533,1.5414755856688707,1.5414755856688707,1.4320463073558132,1.3007400489275032,1.3007400489275032,1.512516020033142,1.512516020033142,1.4000361675055126,1.4000361675055126,1.278194084110154,1.278194084110154,1.4468392361594344,1.4468392361594344,1.321915189489276,1.321915189489276,1.44304880381227,1.44304880381227,1.548797158774538,1.548797158774538,1.5748186470113936,1.5748186470113936,1.6573757517822134,1.6573757517822134,1.606913748321691,1.606913748321691,1.5687043719615348,1.5687043719615348,1.5117110798503242,1.5117110798503242,1.5352748148616544,1.364753418930516,1.364753418930516,1.364753418930516,1.364753418930516
6,1.4893205413110118,1.4893205413110118,1.5275034235039935,1.5275034235039935,1.482954368727846,1.482954368727846,1.4841141699296951,1.4605725008922024,1.4929397996720253,1.467372026125597,1.5430796155083213,1.5430796155083213,1.4375669836888565,1.3013692924904685,1.3013692924904685,1.5150467544506996,1.5150467544506996,1.4030345559720823,1.4030345559720823,1.2809833002834463,1.2809833002834463,1.4489382781812425,1.4489382781812425,1.327603702045893,1.327603702045893,1.44478150272249,1.44478150272249,1.5526059285691738,1.5526059285691738,1.583478349459777,1.583478349459777,1.669985027320328,1.669985027320328,1.6169038567869587,1.6169038567869587,1.578207253983237,1.578207253983237,1.522476024777606,1.522476024777606,1.5478579882919656,1.3717226208758806,1.3717226208758806,1.3717226208758806,1.3717226208758806
7,1.4904091046592471,1.4904091046592471,1.5288238461383608,1.5288238461383608,1.4802012276017358,1.4802012276017358,1.4873077635945497,1.4608241602540462,1.4959438337495552,1.4670142966625408,1.544683645347772,1.544683645347772,1.4430876600219,1.3019985360534339,1.3019985360534339,1.5175774888682572,1.5175774888682572,1.406032944438652,1.406032944438652,1.2837725164567386,1.2837725164567386,1.451037320203051,1.451037320203051,1.3332922146025101,1.3332922146025101,1.44651420163271,1.44651420163271,1.5564146983638096,1.5564146983638096,1.5921380519081605,1.5921380519081605,1.682594302858443,1.682594302858443,1.6268939652522265,1.6268939652522265,1.5877101360049393,1.5877101360049393,1.533240969704888,1.533240969704888,1.5604411617222769,1.3786918228212452,1.3786918228212452,1.3786918228212452,1.3786918228212452
8,1.4914976680074825,1.4914976680074825,1.5301442687727278,1.5301442687727278,1.4774480864756256,1.4774480864756256,1.4905013572594046,1.4610758196158897,1.4989478678270851,1.4666565671994847,1.5462876751872225,1.5462876751872225,1.4486083363549433,1.3026277796163992,1.3026277796163992,1.5201082232858147,1.5201082232858147,1.4090313329052215,1.4090313329052215,1.2865617326300312,1.2865617326300312,1.4531363622248594,1.4531363622248594,1.3389807271591272,1.3389807271591272,1.44824690054293,1.44824690054293,1.5602234681584455,1.5602234681584455,1.600797754356544,1.600797754356544,1.6952035783965578,1.6952035783965578,1.6368840737174941,1.6368840737174941,1.5972130180266415,1.5972130180266415,1.5440059146321703,1.5440059146321703,1.573024335152588,1.3856610247666097,1.3856610247666097,1.3856610247666097,1.3856610247666097
9,1.4925862313557179,1.4925862313557179,1.531464691407095,1.531464691407095,1.4746949453495155,1.4746949453495155,1.4936949509242594,1.4613274789777335,1.5019519019046152,1.4662988377364283,1.5478917050266732,1.5478917050266732,1.4541290126879867,1.3032570231793645,1.3032570231793645,1.5226389577033725,1.5226389577033725,1.4120297213717912,1.4120297213717912,1.2893509488033235,1.2893509488033235,1.4552354042466678,1.4552354042466678,1.3446692397157443,1.3446692397157443,1.44997959945315,1.44997959945315,1.5640322379530813,1.5640322379530813,1.6094574568049276,1.6094574568049276,1.7078128539346726,1.7078128539346726,1.646874182182762,1.646874182182762,1.6067159000483437,1.6067159000483437,1.554770859559452,1.554770859559452,1.5856075085828993,1.3926302267119741,1.3926302267119741,1.3926302267119741,1.3926302267119741
10,1.4936747947039533,1.4936747947039533,1.5327851140414621,1.5327851140414621,1.4719418042234054,1.4719418042234054,1.4968885445891142,1.4615791383395773,1.5049559359821452,1.4659411082733722,1.5494957348661238,1.5494957348661238,1.4596496890210302,1.3038862667423299,1.3038862667423299,1.5251696921209301,1.5251696921209301,1.4150281098383606,1.4150281098383606,1.2921401649766158,1.2921401649766158,1.4573344462684763,1.4573344462684763,1.3503577522723615,1.3503577522723615,1.4517122983633697,1.4517122983633697,1.5678410077477172,1.5678410077477172,1.618117159253311,1.618117159253311,1.7204221294727873,1.7204221294727873,1.6568642906480295,1.6568642906480295,1.616218782070046,1.616218782070046,1.5655358044867342,1.5655358044867342,1.598190682013211,1.3995994286573388,1.3995994286573388,1.3995994286573388,1.3995994286573388
11,1.4947633580521882,1.4947633580521882,1.5341055366758294,1.5341055366758294,1.469188663097295,1.469188663097295,1.5000821382539689,1.461830797701421,1.507959970059675,1.465583378810316,1.5510997647055744,1.5510997647055744,1.4651703653540737,1.3045155103052952,1.3045155103052952,1.5277004265384877,1.5277004265384877,1.4180264983049304,1.4180264983049304,1.2949293811499083,1.2949293811499083,1.4594334882902844,1.4594334882902844,1.3560462648289786,1.3560462648289786,1.4534449972735897,1.4534449972735897,1.5716497775423528,1.5716497775423528,1.6267768617016944,1.6267768617016944,1.7330314050109021,1.7330314050109021,1.6668543991132974,1.6668543991132974,1.6257216640917482,1.6257216640917482,1.5763007494140164,1.5763007494140164,1.6107738554435223,1.4065686306027034,1.4065686306027034,1.4065686306027034,1.4065686306027034
12,1.4958519214004236,1.4958519214004236,1.5354259593101967,1.5354259593101967,1.4664355219711849,1.4664355219711849,1.5032757319188237,1.462082457063265,1.510964004137205,1.4652256493472597,1.552703794545025,1.552703794545025,1.4706910416871168,1.3051447538682606,1.3051447538682606,1.5302311609560453,1.5302311609560453,1.4210248867714999,1.4210248867714999,1.2977185973232008,1.2977185973232008,1.461532530312093,1.461532530312093,1.3617347773855957,1.3617347773855957,1.4551776961838097,1.4551776961838097,1.5754585473369886,1.5754585473369886,1.6354365641500779,1.6354365641500779,1.745640680549017,1.745640680549017,1.676844507578565,1.676844507578565,1.6352245461134505,1.6352245461134505,1.5870656943412982,1.5870656943412982,1.6233570288738335,1.4135378325480679,1.4135378325480679,1.4135378325480679,1.4135378325480679
