T_in,Star-12 inverter,Star-12 RST inverter,Star-16 inverter,Star-16 RST inverter,F1355-43,F1155-12 3x400,F1255-12 1x230,F1155-16,F1155-6 1x230,F1155-6 PC3x400,F1255-6 1x230,F1255-6 PC 1x230,F1255-6 3x400,F1255-6 PC 3x400,S1155-12 1x230,S1155-16,S1155-6 PC 3x400,S1155-6 3x400,S1155-6 1x230,Thermia Mega L 2020,Thermia Mega L,Thermia Mega M,Thermia Mega M 230,Thermia Mega M 3-230 2020,Thermia Mega S 230,Thermia Mega XL,ATLAS 12 400V,ATLAS 12 DUO 230V,ATLAS 18 400V,Thermia Calibra 12 Duo 400V,Thermia Calibra 12 230V,Thermia Calibra 12 Duo 230V,Thermia Calibra 12 400V (White),Thermia Calibra 7 Duo 400V,Thermia Calibra Cool 7 400V WW
-10,1.6052074698964636,1.6052074698964636,1.435303722270867,1.435303722270867,1.4565322438480806,1.6173691828681078,1.6173691828681078,1.435303722270867,1.4541976568841524,1.4541976568841524,1.4541976568841524,1.4541976568841524,1.4541976568841524,1.4541976568841524,1.6173691828681078,1.435303722270867,1.4541976568841524,1.4541976568841524,1.4541976568841524,1.1983246095317637,1.1983246095317637,1.3535235026340493,1.3535235026340493,1.3535235026340493,1.3440508901108947,1.2309855222473058,1.4139757104051625,1.4139757104051625,1.593749910614283,1.3632340458877352,1.3632340458877352,1.3632340458877352,1.3632340458877352,1.5266634320118524,1.5266634320118524
-9,1.5654138684706478,1.5654138684706478,1.4011801314965198,1.4011801314965198,1.4094056556971544,1.577937412685126,1.577937412685126,1.4011801314965198,1.4164623986039502,1.4164623986039502,1.4164623986039502,1.4164623986039502,1.4164623986039502,1.4164623986039502,1.577937412685126,1.4011801314965198,1.4164623986039502,1.4164623986039502,1.4164623986039502,1.1686582290655252,1.1686582290655252,1.3294428412770267,1.3294428412770267,1.3294428412770267,1.3246522444987257,1.2039992483012683,1.3870300471543895,1.3870300471543895,1.570189166584342,1.3350307132438435,1.3350307132438435,1.3350307132438435,1.3350307132438435,1.4909959576232954,1.4909959576232954
-8,1.525620267044832,1.525620267044832,1.3670565407221724,1.3670565407221724,1.3622790675462286,1.5385056425021446,1.5385056425021446,1.3670565407221724,1.378727140323748,1.378727140323748,1.378727140323748,1.378727140323748,1.378727140323748,1.378727140323748,1.5385056425021446,1.3670565407221724,1.378727140323748,1.378727140323748,1.378727140323748,1.1389918485992867,1.1389918485992867,1.305362179920004,1.305362179920004,1.305362179920004,1.3052535988865566,1.177012974355231,1.3600843839036165,1.3600843839036165,1.546628422554401,1.3068273805999517,1.3068273805999517,1.3068273805999517,1.3068273805999517,1.4553284832347386,1.4553284832347386
-7,1.4858266656190162,1.4858266656190162,1.3329329499478249,1.3329329499478249,1.3151524793953027,1.4990738723191628,1.4990738723191628,1.3329329499478249,1.3409918820435456,1.3409918820435456,1.3409918820435456,1.3409918820435456,1.3409918820435456,1.3409918820435456,1.4990738723191628,1.3329329499478249,1.3409918820435456,1.3409918820435456,1.3409918820435456,1.1093254681330482,1.1093254681330482,1.2812815185629813,1.2812815185629813,1.2812815185629813,1.2858549532743873,1.1500267004091933,1.3331387206528436,1.3331387206528436,1.52306767852446,1.27862404795606,1.27862404795606,1.27862404795606,1.27862404795606,1.4196610088461818,1.4196610088461818
-6,1.4460330641932004,1.4460330641932004,1.2988093591734775,1.2988093591734775,1.2680258912443767,1.4596421021361812,1.4596421021361812,1.2988093591734775,1.3032566237633434,1.3032566237633434,1.3032566237633434,1.3032566237633434,1.3032566237633434,1.3032566237633434,1.4596421021361812,1.2988093591734775,1.3032566237633434,1.3032566237633434,1.3032566237633434,1.0796590876668097,1.0796590876668097,1.2572008572059588,1.2572008572059588,1.2572008572059588,1.2664563076622182,1.123040426463156,1.3061930574020708,1.3061930574020708,1.4995069344945189,1.2504207153121683,1.2504207153121683,1.2504207153121683,1.2504207153121683,1.3839935344576249,1.3839935344576249
-5,1.4062394627673847,1.4062394627673847,1.26468576839913,1.26468576839913,1.220899303093451,1.4202103319531996,1.4202103319531996,1.26468576839913,1.2655213654831412,1.2655213654831412,1.2655213654831412,1.2655213654831412,1.2655213654831412,1.2655213654831412,1.4202103319531996,1.26468576839913,1.2655213654831412,1.2655213654831412,1.2655213654831412,1.0499927072005713,1.0499927072005713,1.2331201958489362,1.2331201958489362,1.2331201958489362,1.2470576620500489,1.0960541525171184,1.2792473941512978,1.2792473941512978,1.4759461904645779,1.2222173826682765,1.2222173826682765,1.2222173826682765,1.2222173826682765,1.3483260600690679,1.3483260600690679
-4,1.3664458613415689,1.3664458613415689,1.2305621776247826,1.2305621776247826,1.173772714942525,1.380778561770218,1.380778561770218,1.2305621776247826,1.227786107202939,1.227786107202939,1.227786107202939,1.227786107202939,1.227786107202939,1.227786107202939,1.380778561770218,1.2305621776247826,1.227786107202939,1.227786107202939,1.227786107202939,1.0203263267343328,1.0203263267343328,1.2090395344919136,1.2090395344919136,1.2090395344919136,1.2276590164378798,1.069067878571081,1.2523017309005249,1.2523017309005249,1.4523854464346369,1.194014050024385,1.194014050024385,1.194014050024385,1.194014050024385,1.312658585680511,1.312658585680511
-3,1.3266522599157526,1.3266522599157526,1.1964385868504352,1.1964385868504352,1.126646126791599,1.3413467915872364,1.3413467915872364,1.1964385868504352,1.1900508489227366,1.1900508489227366,1.1900508489227366,1.1900508489227366,1.1900508489227366,1.1900508489227366,1.3413467915872364,1.1964385868504352,1.1900508489227366,1.1900508489227366,1.1900508489227366,0.9906599462680941,0.9906599462680941,1.1849588731348908,1.1849588731348908,1.1849588731348908,1.2082603708257105,1.0420816046250434,1.225356067649752,1.225356067649752,1.4288247024046958,1.1658107173804932,1.1658107173804932,1.1658107173804932,1.1658107173804932,1.2769911112919543,1.2769911112919543
-2,1.2868586584899369,1.2868586584899369,1.1623149960760877,1.1623149960760877,1.0795195386406733,1.3019150214042547,1.3019150214042547,1.1623149960760877,1.1523155906425344,1.1523155906425344,1.1523155906425344,1.1523155906425344,1.1523155906425344,1.1523155906425344,1.3019150214042547,1.1623149960760877,1.1523155906425344,1.1523155906425344,1.1523155906425344,0.9609935658018556,0.9609935658018556,1.1608782117778682,1.1608782117778682,1.1608782117778682,1.1888617252135414,1.015095330679006,1.1984104043989792,1.1984104043989792,1.4052639583747548,1.1376073847366015,1.1376073847366015,1.1376073847366015,1.1376073847366015,1.2413236369033973,1.2413236369033973
-1,1.247065057064121,1.247065057064121,1.1281914053017403,1.1281914053017403,1.0323929504897473,1.2624832512212731,1.2624832512212731,1.1281914053017403,1.1145803323623322,1.1145803323623322,1.1145803323623322,1.1145803323623322,1.1145803323623322,1.1145803323623322,1.2624832512212731,1.1281914053017403,1.1145803323623322,1.1145803323623322,1.1145803323623322,0.9313271853356171,0.9313271853356171,1.1367975504208456,1.1367975504208456,1.1367975504208456,1.169463079601372,0.9881090567329684,1.1714647411482062,1.1714647411482062,1.3817032143448138,1.1094040520927098,1.1094040520927098,1.1094040520927098,1.1094040520927098,1.2056561625148403,1.2056561625148403
0,1.2072714556383053,1.2072714556383053,1.094067814527393,1.094067814527393,0.9852663623388215,1.2230514810382915,1.2230514810382915,1.094067814527393,1.0768450740821298,1.0768450740821298,1.0768450740821298,1.0768450740821298,1.0768450740821298,1.0768450740821298,1.2230514810382915,1.094067814527393,1.0768450740821298,1.0768450740821298,1.0768450740821298,0.9016608048693786,0.9016608048693786,1.112716889063823,1.112716889063823,1.112716889063823,1.150064433989203,0.961122782786931,1.1445190778974332,1.1445190778974332,1.3581424703148728,1.081200719448818,1.081200719448818,1.081200719448818,1.081200719448818,1.1699886881262835,1.1699886881262835
1,1.1674778542124895,1.1674778542124895,1.0599442237530454,1.0599442237530454,0.9381397741878956,1.18361971085531,1.18361971085531,1.0599442237530454,1.0391098158019276,1.0391098158019276,1.0391098158019276,1.0391098158019276,1.0391098158019276,1.0391098158019276,1.18361971085531,1.0599442237530454,1.0391098158019276,1.0391098158019276,1.0391098158019276,0.8719944244031401,0.8719944244031401,1.0886362277068005,1.0886362277068005,1.0886362277068005,1.130665788377034,0.9341365088408935,1.1175734146466603,1.1175734146466603,1.3345817262849318,1.0529973868049263,1.0529973868049263,1.0529973868049263,1.0529973868049263,1.1343212137377265,1.1343212137377265
2,1.1276842527866737,1.1276842527866737,1.025820632978698,1.025820632978698,0.8910131860369697,1.1441879406723283,1.1441879406723283,1.025820632978698,1.0013745575217254,1.0013745575217254,1.0013745575217254,1.0013745575217254,1.0013745575217254,1.0013745575217254,1.1441879406723283,1.025820632978698,1.0013745575217254,1.0013745575217254,1.0013745575217254,0.8423280439369014,0.8423280439369014,1.0645555663497779,1.0645555663497779,1.0645555663497779,1.1112671427648646,0.907150234894856,1.0906277513958873,1.0906277513958873,1.3110209822549908,1.0247940541610345,1.0247940541610345,1.0247940541610345,1.0247940541610345,1.0986537393491698,1.0986537393491698
3,1.087890651360858,1.087890651360858,0.9916970422043506,0.9916970422043506,0.8438865978860438,1.1047561704893467,1.1047561704893467,0.9916970422043506,0.963639299241523,0.963639299241523,0.963639299241523,0.963639299241523,0.963639299241523,0.963639299241523,1.1047561704893467,0.9916970422043506,0.963639299241523,0.963639299241523,0.963639299241523,0.8126616634706629,0.8126616634706629,1.0404749049927553,1.0404749049927553,1.0404749049927553,1.0918684971526955,0.8801639609488185,1.0636820881451146,1.0636820881451146,1.2874602382250497,0.9965907215171429,0.9965907215171429,0.9965907215171429,0.9965907215171429,1.0629862649606128,1.0629862649606128
4,1.0480970499350422,1.0480970499350422,0.9575734514300033,0.9575734514300033,0.796760009735118,1.065324400306365,1.065324400306365,0.9575734514300033,0.9259040409613208,0.9259040409613208,0.9259040409613208,0.9259040409613208,0.9259040409613208,0.9259040409613208,1.065324400306365,0.9575734514300033,0.9259040409613208,0.9259040409613208,0.9259040409613208,0.7829952830044244,0.7829952830044244,1.0163942436357325,1.0163942436357325,1.0163942436357325,1.0724698515405262,0.8531776870027811,1.0367364248943416,1.0367364248943416,1.2638994941951087,0.9683873888732512,0.9683873888732512,0.9683873888732512,0.9683873888732512,1.027318790572056,1.027318790572056
5,1.0083034485092264,1.0083034485092264,0.9234498606556558,0.9234498606556558,0.749633421584192,1.0258926301233835,1.0258926301233835,0.9234498606556558,0.8881687826811185,0.8881687826811185,0.8881687826811185,0.8881687826811185,0.8881687826811185,0.8881687826811185,1.0258926301233835,0.9234498606556558,0.8881687826811185,0.8881687826811185,0.8881687826811185,0.753328902538186,0.753328902538186,0.9923135822787099,0.9923135822787099,0.9923135822787099,1.0530712059283571,0.8261914130567436,1.0097907616435686,1.0097907616435686,1.2403387501651677,0.9401840562293594,0.9401840562293594,0.9401840562293594,0.9401840562293594,0.991651316183499,0.991651316183499
6,0.9685098470834105,0.9685098470834105,0.8893262698813084,0.8893262698813084,0.7025068334332661,0.9864608599404018,0.9864608599404018,0.8893262698813084,0.8504335244009164,0.8504335244009164,0.8504335244009164,0.8504335244009164,0.8504335244009164,0.8504335244009164,0.9864608599404018,0.8893262698813084,0.8504335244009164,0.8504335244009164,0.8504335244009164,0.7236625220719473,0.7236625220719473,0.9682329209216873,0.9682329209216873,0.9682329209216873,1.0336725603161878,0.7992051391107061,0.9828450983927957,0.9828450983927957,1.2167780061352267,0.9119807235854677,0.9119807235854677,0.9119807235854677,0.9119807235854677,0.9559838417949421,0.9559838417949421
7,0.9287162456575947,0.9287162456575947,0.855202679106961,0.855202679106961,0.6553802452823403,0.9470290897574202,0.9470290897574202,0.855202679106961,0.812698266120714,0.812698266120714,0.812698266120714,0.812698266120714,0.812698266120714,0.812698266120714,0.9470290897574202,0.855202679106961,0.812698266120714,0.812698266120714,0.812698266120714,0.6939961416057088,0.6939961416057088,0.9441522595646648,0.9441522595646648,0.9441522595646648,1.0142739147040187,0.7722188651646686,0.9558994351420229,0.9558994351420229,1.1932172621052857,0.883777390941576,0.883777390941576,0.883777390941576,0.883777390941576,0.9203163674063852,0.9203163674063852
8,0.8889226442317789,0.8889226442317789,0.8210790883326136,0.8210790883326136,0.6082536571314143,0.9075973195744386,0.9075973195744386,0.8210790883326136,0.7749630078405118,0.7749630078405118,0.7749630078405118,0.7749630078405118,0.7749630078405118,0.7749630078405118,0.9075973195744386,0.8210790883326136,0.7749630078405118,0.7749630078405118,0.7749630078405118,0.6643297611394703,0.6643297611394703,0.9200715982076421,0.9200715982076421,0.9200715982076421,0.9948752690918494,0.7452325912186312,0.92895377189125,0.92895377189125,1.1696565180753447,0.8555740582976843,0.8555740582976843,0.8555740582976843,0.8555740582976843,0.8846488930178283,0.8846488930178283
9,0.849129042805963,0.849129042805963,0.7869554975582661,0.7869554975582661,0.5611270689804885,0.868165549391457,0.868165549391457,0.7869554975582661,0.7372277495603096,0.7372277495603096,0.7372277495603096,0.7372277495603096,0.7372277495603096,0.7372277495603096,0.868165549391457,0.7869554975582661,0.7372277495603096,0.7372277495603096,0.7372277495603096,0.6346633806732318,0.6346633806732318,0.8959909368506195,0.8959909368506195,0.8959909368506195,0.9754766234796803,0.7182463172725937,0.902008108640477,0.902008108640477,1.1460957740454036,0.8273707256537925,0.8273707256537925,0.8273707256537925,0.8273707256537925,0.8489814186292715,0.8489814186292715
10,0.8093354413801472,0.8093354413801472,0.7528319067839188,0.7528319067839188,0.5140004808295626,0.8287337792084754,0.8287337792084754,0.7528319067839188,0.6994924912801074,0.6994924912801074,0.6994924912801074,0.6994924912801074,0.6994924912801074,0.6994924912801074,0.8287337792084754,0.7528319067839188,0.6994924912801074,0.6994924912801074,0.6994924912801074,0.6049970002069933,0.6049970002069933,0.8719102754935968,0.8719102754935968,0.8719102754935968,0.9560779778675113,0.6912600433265562,0.875062445389704,0.875062445389704,1.1225350300154626,0.7991673930099008,0.7991673930099008,0.7991673930099008,0.7991673930099008,0.8133139442407146,0.8133139442407146
11,0.7695418399543313,0.7695418399543313,0.7187083160095713,0.7187083160095713,0.46687389267863677,0.7893020090254936,0.7893020090254936,0.7187083160095713,0.6617572329999051,0.6617572329999051,0.6617572329999051,0.6617572329999051,0.6617572329999051,0.6617572329999051,0.7893020090254936,0.7187083160095713,0.6617572329999051,0.6617572329999051,0.6617572329999051,0.5753306197407547,0.5753306197407547,0.8478296141365742,0.8478296141365742,0.8478296141365742,0.936679332255342,0.6642737693805189,0.8481167821389312,0.8481167821389312,1.0989742859855216,0.7709640603660091,0.7709640603660091,0.7709640603660091,0.7709640603660091,0.7776464698521577,0.7776464698521577
12,0.7297482385285156,0.7297482385285156,0.6845847252352238,0.6845847252352238,0.4197473045277108,0.749870238842512,0.749870238842512,0.6845847252352238,0.6240219747197028,0.6240219747197028,0.6240219747197028,0.6240219747197028,0.6240219747197028,0.6240219747197028,0.749870238842512,0.6845847252352238,0.6240219747197028,0.6240219747197028,0.6240219747197028,0.5456642392745161,0.5456642392745161,0.8237489527795516,0.8237489527795516,0.8237489527795516,0.9172806866431726,0.6372874954344813,0.8211711188881582,0.8211711188881582,1.0754135419555808,0.7427607277221173,0.7427607277221173,0.7427607277221173,0.7427607277221173,0.7419789954636008,0.7419789954636008
13,0.6899546371026998,0.6899546371026998,0.6504611344608765,0.6504611344608765,0.37262071637678496,0.7104384686595304,0.7104384686595304,0.6504611344608765,0.5862867164395006,0.5862867164395006,0.5862867164395006,0.5862867164395006,0.5862867164395006,0.5862867164395006,0.7104384686595304,0.6504611344608765,0.5862867164395006,0.5862867164395006,0.5862867164395006,0.5159978588082776,0.5159978588082776,0.799668291422529,0.799668291422529,0.799668291422529,0.8978820410310036,0.6103012214884439,0.7942254556373853,0.7942254556373853,1.0518527979256398,0.7145573950782257,0.7145573950782257,0.7145573950782257,0.7145573950782257,0.7063115210750439,0.7063115210750439
14,0.650161035676884,0.650161035676884,0.616337543686529,0.616337543686529,0.3254941282258591,0.6710066984765488,0.6710066984765488,0.616337543686529,0.5485514581592983,0.5485514581592983,0.5485514581592983,0.5485514581592983,0.5485514581592983,0.5485514581592983,0.6710066984765488,0.616337543686529,0.5485514581592983,0.5485514581592983,0.5485514581592983,0.48633147834203916,0.48633147834203916,0.7755876300655064,0.7755876300655064,0.7755876300655064,0.8784833954188345,0.5833149475424063,0.7672797923866124,0.7672797923866124,1.0282920538956988,0.686354062434334,0.686354062434334,0.686354062434334,0.686354062434334,0.670644046686487,0.670644046686487
15,0.6103674342510681,0.6103674342510681,0.5822139529121817,0.5822139529121817,0.27836754007493314,0.6315749282935672,0.6315749282935672,0.5822139529121817,0.5108161998790961,0.5108161998790961,0.5108161998790961,0.5108161998790961,0.5108161998790961,0.5108161998790961,0.6315749282935672,0.5822139529121817,0.5108161998790961,0.5108161998790961,0.5108161998790961,0.4566650978758006,0.4566650978758006,0.7515069687084838,0.7515069687084838,0.7515069687084838,0.8590847498066652,0.556328673596369,0.7403341291358394,0.7403341291358394,1.0047313098657578,0.6581507297904423,0.6581507297904423,0.6581507297904423,0.6581507297904423,0.6349765722979301,0.6349765722979301
16,0.5705738328252523,0.5705738328252523,0.5480903621378342,0.5480903621378342,0.2312409519240073,0.5921431581105856,0.5921431581105856,0.5480903621378342,0.4730809415988938,0.4730809415988938,0.4730809415988938,0.4730809415988938,0.4730809415988938,0.4730809415988938,0.5921431581105856,0.5480903621378342,0.4730809415988938,0.4730809415988938,0.4730809415988938,0.4269987174095621,0.4269987174095621,0.7274263073514611,0.7274263073514611,0.7274263073514611,0.8396861041944961,0.5293423996503315,0.7133884658850665,0.7133884658850665,0.9811705658358167,0.6299473971465506,0.6299473971465506,0.6299473971465506,0.6299473971465506,0.5993090979093733,0.5993090979093733
17,0.5307802313994365,0.5307802313994365,0.5139667713634868,0.5139667713634868,0.18411436377308144,0.552711387927604,0.552711387927604,0.5139667713634868,0.4353456833186915,0.4353456833186915,0.4353456833186915,0.4353456833186915,0.4353456833186915,0.4353456833186915,0.552711387927604,0.5139667713634868,0.4353456833186915,0.4353456833186915,0.4353456833186915,0.39733233694332354,0.39733233694332354,0.7033456459944385,0.7033456459944385,0.7033456459944385,0.8202874585823268,0.502356125704294,0.6864428026342937,0.6864428026342937,0.9576098218058757,0.6017440645026588,0.6017440645026588,0.6017440645026588,0.6017440645026588,0.5636416235208164,0.5636416235208164
18,0.49098662997362064,0.49098662997362064,0.47984318058913944,0.47984318058913944,0.13698777562215547,0.5132796177446224,0.5132796177446224,0.47984318058913944,0.3976104250384893,0.3976104250384893,0.3976104250384893,0.3976104250384893,0.3976104250384893,0.3976104250384893,0.5132796177446224,0.47984318058913944,0.3976104250384893,0.3976104250384893,0.3976104250384893,0.36766595647708505,0.36766595647708505,0.6792649846374159,0.6792649846374159,0.6792649846374159,0.8008888129701577,0.4753698517582565,0.6594971393835207,0.6594971393835207,0.9340490777759347,0.5735407318587671,0.5735407318587671,0.5735407318587671,0.5735407318587671,0.5279741491322595,0.5279741491322595
19,0.45119302854780485,0.45119302854780485,0.445719589814792,0.445719589814792,0.08986118747122962,0.4738478475616407,0.4738478475616407,0.445719589814792,0.359875166758287,0.359875166758287,0.359875166758287,0.359875166758287,0.359875166758287,0.359875166758287,0.4738478475616407,0.445719589814792,0.359875166758287,0.359875166758287,0.359875166758287,0.33799957601084646,0.33799957601084646,0.6551843232803933,0.6551843232803933,0.6551843232803933,0.7814901673579885,0.4483835778122191,0.6325514761327478,0.6325514761327478,0.9104883337459937,0.5453373992148753,0.5453373992148753,0.5453373992148753,0.5453373992148753,0.4923066747437026,0.4923066747437026
20,0.41139942712198907,0.41139942712198907,0.41159599904044464,0.41159599904044464,0.04273459932030377,0.4344160773786591,0.4344160773786591,0.41159599904044464,0.3221399084780848,0.3221399084780848,0.3221399084780848,0.3221399084780848,0.3221399084780848,0.3221399084780848,0.4344160773786591,0.41159599904044464,0.3221399084780848,0.3221399084780848,0.3221399084780848,0.308333195544608,0.308333195544608,0.6311036619233706,0.6311036619233706,0.6311036619233706,0.7620915217458193,0.4213973038661816,0.6056058128819749,0.6056058128819749,0.8869275897160527,0.5171340665709836,0.5171340665709836,0.5171340665709836,0.5171340665709836,0.4566392003551457,0.4566392003551457
21,0.3716058256961732,0.3716058256961732,0.3774724082660972,0.3774724082660972,-0.0043919888306221955,0.3949843071956774,0.3949843071956774,0.3774724082660972,0.2844046501978825,0.2844046501978825,0.2844046501978825,0.2844046501978825,0.2844046501978825,0.2844046501978825,0.3949843071956774,0.3774724082660972,0.2844046501978825,0.2844046501978825,0.2844046501978825,0.2786668150783694,0.2786668150783694,0.6070230005663481,0.6070230005663481,0.6070230005663481,0.7426928761336501,0.39441102992014415,0.5786601496312019,0.5786601496312019,0.8633668456861117,0.48893073392709197,0.48893073392709197,0.48893073392709197,0.48893073392709197,0.42097172596658883,0.42097172596658883
